Timestep,C7,CLAV,LACR,LAJC,LASH,LASI,LCAL,LEJC,LFAradius,LFAsuperior,LFAulna,LHJC,LKJC,LLEL,LLFC,LLMAL,LMEL,LMFC,LMMAL,LMT5,LPSH,LPSI,LSJC,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RAJC,RASH,RASI,RCAL,REJC,RFAradius,RFAsuperior,RFAulna,RHJC,RKJC,RLEL,RLFC,RLMAL,RMEL,RMFC,RMMAL,RMT5,RPSH,RPSI,RSJC,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.00993646,0.00518257,0.0101789,0.00239371,0.0146231,0.00781657,0.0175215,0.00159606,0.00639721,0.0012998,0.00366377,0.00104955,0.00140215,0.00612942,0.0052894,0.0101436,0.0032385,0.00475493,0.0112855,0.00245666,0.0147787,0.00564869,0.00226256,0.00165404,0.00192884,0.00205228,0.000853961,0.00118339,0.00115809,0.00262675,0.00206768,0.00164555,0.00180224,0.0113972,0.00275623,0.0156655,0.00836133,0.0167689,0.00243088,0.00587607,0.00197809,0.00419611,0.000983558,0.00187563,0.00622776,0.00559641,0.0104777,0.00427075,0.00570239,0.0117994,0.00251108,0.0155613,0.00578328,0.00188984,0.00221227,0.00232829,0.00261764,0.00115401,0.00171386,0.00186635,0.00233467,0.00185451,0.00214444,0.00207906
0,0.00915793,0.00626344,0.0096158,0.0018603,0.0147154,0.00839214,0.0167142,0.000799402,0.00605277,0.000363059,0.00336723,0.0020091,0.000986864,0.00559996,0.00385023,0.0113175,0.00289496,0.00469037,0.0109556,0.00216802,0.0137408,0.00463376,0.000559918,0.00119084,0.00236882,0.00199951,0.00133369,0.00201304,0.00124988,0.00172216,0.000329772,0.00041645,0.000647003,0.0121887,0.00308762,0.0165866,0.00912665,0.0174444,0.00128242,0.00647817,0.00115228,0.00334579,0.000262568,0.00291445,0.00631036,0.00515438,0.00949859,0.00405177,0.00555836,0.0119386,0.00344136,0.015983,0.00473447,0.00119224,0.00264163,0.00253031,0.00248817,0.00128565,0.00213928,0.00277574,0.00258745,0.00128747,0.00121885,0.00156794
1,0.0091906,0.00620017,0.00964676,0.00213574,0.0146996,0.00826835,0.0166401,0.000831181,0.00621916,0.000393468,0.00318187,0.0019312,0.00105116,0.00565744,0.00381797,0.011253,0.00285065,0.00466585,0.0112466,0.00226246,0.0137967,0.00472761,0.000690062,0.00133597,0.00254441,0.00218283,0.00134502,0.00210016,0.00135347,0.00163301,0.000400689,0.000499181,0.000654499,0.0121281,0.00261554,0.0165264,0.00911654,0.0180929,0.00134791,0.00663407,0.00124765,0.00322311,0.00024635,0.00306772,0.00621295,0.0051774,0.00911361,0.00415449,0.00566716,0.0115547,0.00267248,0.0159424,0.00477225,0.00118952,0.00255802,0.00240137,0.002421,0.00136341,0.00225704,0.00288895,0.00249733,0.00127177,0.00121247,0.00155289
2,0.00918129,0.00617967,0.00969036,0.00232364,0.0147153,0.00811266,0.0166059,0.000888652,0.00629677,0.000420918,0.00310448,0.0018001,0.00110725,0.0057282,0.00383105,0.0111655,0.00280382,0.00464212,0.0114683,0.00229728,0.013839,0.00482792,0.000775707,0.00142068,0.00263739,0.00228091,0.00128107,0.00211436,0.00136588,0.0015671,0.000477118,0.000582706,0.000676044,0.0120702,0.00250235,0.0164826,0.00916838,0.0182307,0.00141959,0.0067788,0.00134799,0.00309975,0.000293374,0.00290321,0.00617288,0.00514838,0.00904927,0.00422924,0.00551777,0.0114434,0.00250814,0.0158937,0.00480143,0.00119838,0.00245799,0.00234673,0.00243436,0.0013814,0.00215852,0.0027715,0.00260986,0.00127661,0.00124226,0.00156496
3,0.00914029,0.00619465,0.00974779,0.00241157,0.0147595,0.007986,0.0166076,0.00096012,0.00629499,0.00044476,0.00311752,0.0016356,0.00110547,0.00579898,0.00387797,0.0110497,0.00277012,0.0046079,0.0116162,0.00224946,0.0138746,0.00489703,0.000819654,0.00142085,0.00263202,0.00228146,0.00116255,0.00206127,0.00129816,0.00147211,0.000536172,0.000660161,0.000701263,0.0120107,0.00248386,0.0164484,0.00925074,0.0180263,0.00149322,0.00690117,0.00144483,0.00299003,0.000359327,0.00258232,0.00616311,0.00511521,0.00915969,0.00428934,0.00522681,0.0114843,0.00251767,0.0158321,0.00481189,0.00121897,0.00237015,0.00229619,0.00239216,0.00133215,0.00192165,0.00250398,0.00244341,0.00129626,0.00129394,0.00159235
4,0.00908508,0.0062267,0.00981703,0.00242287,0.0148224,0.00793069,0.0166378,0.00103454,0.00623439,0.000470276,0.00319402,0.00147813,0.00105107,0.00585935,0.00395259,0.0109122,0.00276109,0.00456128,0.0117064,0.00212897,0.0139131,0.00491423,0.0008455,0.00135824,0.00254627,0.00220906,0.00102811,0.00196395,0.00118587,0.00133092,0.000588322,0.000730704,0.000731194,0.0119452,0.00258458,0.0164137,0.00931111,0.0177544,0.00157228,0.00699783,0.00153599,0.00289975,0.000380968,0.00233827,0.00615678,0.00511891,0.00934282,0.00434678,0.0049617,0.0115983,0.00272507,0.0157572,0.00480254,0.00124684,0.00230947,0.00224804,0.00232123,0.001247,0.00168529,0.00222868,0.00228087,0.00132203,0.0013547,0.001623
5,0.00902757,0.00625726,0.00989067,0.00239265,0.014891,0.00793291,0.016687,0.00111088,0.00613664,0.000502422,0.00330931,0.00136314,0.000965016,0.00591096,0.00404899,0.0107677,0.00277191,0.00450741,0.0117599,0.00196322,0.0139577,0.00491039,0.000873732,0.0012647,0.00241111,0.00209826,0.000907393,0.00184527,0.0010605,0.00116025,0.000644765,0.000799669,0.000771083,0.0118738,0.00275504,0.0163729,0.00931524,0.017591,0.00164436,0.00707209,0.00161056,0.00282679,0.000380142,0.0022383,0.00614541,0.00513113,0.00950017,0.00439506,0.0047953,0.0117034,0.00302412,0.0156752,0.00479028,0.00126926,0.00227136,0.00222521,0.00228103,0.00117253,0.00154712,0.00204367,0.00229682,0.00134129,0.00140661,0.00164412
6,0.00897195,0.00627728,0.00996165,0.00234582,0.0149568,0.00795702,0.0167438,0.00119235,0.0060165,0.000545961,0.00344747,0.00129692,0.000861992,0.00596062,0.0041644,0.0106285,0.00279182,0.00445552,0.0117938,0.001773,0.014006,0.0049279,0.000911061,0.00115947,0.00224863,0.00197009,0.000805444,0.00171703,0.000933262,0.00098701,0.00070779,0.000871593,0.000822282,0.0117999,0.0028594,0.016326,0.00926941,0.0175703,0.00169275,0.00712666,0.0016572,0.00276939,0.000378884,0.00220218,0.00613265,0.00511418,0.00956346,0.0044219,0.00470916,0.0117392,0.00322644,0.0155935,0.00479005,0.00127428,0.00224959,0.00223227,0.00227908,0.00112592,0.0015059,0.00195707,0.00240348,0.00134347,0.00143508,0.0016462
7,0.00892319,0.00628549,0.0100275,0.002301,0.0150166,0.00798133,0.0168001,0.00127848,0.00588368,0.000605704,0.00359691,0.00126247,0.000755514,0.00601207,0.00429483,0.0104988,0.00281628,0.00441375,0.0118219,0.0015748,0.0140562,0.00497501,0.000954374,0.00105679,0.00207491,0.0018385,0.000714469,0.00158608,0.000804892,0.000838918,0.00077231,0.000945248,0.000878922,0.0117265,0.00285031,0.016275,0.00920776,0.0176521,0.00171368,0.00716175,0.0016757,0.00272935,0.000363177,0.0021738,0.00612227,0.00506915,0.00952927,0.00442651,0.00467256,0.0117008,0.00327231,0.0155166,0.00479788,0.00126304,0.00223889,0.00225521,0.00229333,0.00110345,0.00151623,0.00193653,0.00251066,0.00133009,0.00143975,0.00163046
8,0.00888679,0.0062844,0.010089,0.00227374,0.0150698,0.00799956,0.0168565,0.00136644,0.00574636,0.000682409,0.0037476,0.00123813,0.000662562,0.00606626,0.00443148,0.0103747,0.00284555,0.00438324,0.0118529,0.00138725,0.0141079,0.00503093,0.000998743,0.000972514,0.00190385,0.00171766,0.00062671,0.00145846,0.000675257,0.000737193,0.00083271,0.0010174,0.0009338,0.0116553,0.00276845,0.0162218,0.00916864,0.0177624,0.00171668,0.0071786,0.00167627,0.00270768,0.000334408,0.00214624,0.00611548,0.00502321,0.00944522,0.00441877,0.00466752,0.0116241,0.00321105,0.0154458,0.00480064,0.00124733,0.00223054,0.00227691,0.00230759,0.00109964,0.00153858,0.00194347,0.0026031,0.00131271,0.00143239,0.00160744
9,0.00886472,0.00627659,0.0101476,0.00227528,0.0151167,0.00801124,0.0169202,0.00145511,0.00561063,0.000773081,0.00389315,0.00121353,0.000601194,0.00612388,0.00456323,0.010247,0.00288028,0.00435898,0.0118905,0.00123241,0.0141608,0.00507505,0.00104305,0.000924141,0.00174852,0.00162331,0.000541552,0.00134138,0.000549321,0.000687156,0.00088809,0.00108778,0.000984867,0.0115864,0.00266444,0.0161679,0.00916923,0.0178414,0.00171475,0.00718334,0.00167175,0.00269922,0.000311071,0.00211743,0.00611212,0.00499747,0.00936132,0.00440886,0.0046808,0.0115462,0.00309961,0.0153802,0.0047926,0.00123786,0.00221655,0.00228782,0.00231678,0.00110442,0.0015467,0.00194359,0.00266991,0.00130172,0.00142555,0.00158741
10,0.00885411,0.00626409,0.0102043,0.00230803,0.015158,0.00802173,0.0169991,0.00154481,0.00547953,0.000874375,0.0040321,0.00119394,0.000579171,0.0061855,0.00468081,0.0101081,0.00292068,0.0043358,0.0119322,0.00113249,0.0142151,0.00509876,0.0010893,0.000922829,0.00161947,0.00156803,0.000467529,0.00124349,0.000439254,0.000680099,0.000941278,0.00115864,0.0010345,0.0115184,0.00257231,0.0161137,0.00919503,0.017875,0.00171779,0.00718646,0.00167194,0.00269316,0.000306729,0.00208257,0.00611077,0.00499393,0.00930263,0.00440192,0.00469724,0.0114885,0.00297309,0.0153174,0.00477742,0.00123837,0.00219754,0.00229092,0.00232444,0.00110432,0.00153065,0.00191855,0.00269852,0.00130003,0.00142584,0.00157444
11,0.00884861,0.00624969,0.01026,0.00236375,0.0151956,0.00803784,0.0171003,0.00163553,0.00535381,0.000982997,0.0041663,0.00118872,0.000585038,0.0062508,0.00477811,0.00995262,0.0029659,0.00431217,0.0119697,0.00110055,0.0142705,0.00510365,0.00113922,0.000964799,0.00152095,0.00155475,0.000415137,0.00117149,0.000358846,0.000710329,0.000995688,0.00123205,0.0010863,0.0114502,0.00250444,0.0160596,0.00921729,0.017877,0.00173001,0.00719565,0.00168049,0.00268071,0.000319789,0.00204242,0.00610979,0.00500468,0.00927148,0.00439842,0.00470438,0.0114549,0.00285713,0.0152543,0.0047626,0.00124747,0.00217893,0.00229363,0.00233396,0.00109033,0.00149401,0.00186665,0.00270069,0.00130522,0.0014339,0.00156738
12,0.00884253,0.00623611,0.0103152,0.00243363,0.0152313,0.00805738,0.017229,0.00172433,0.00523633,0.00109274,0.00429508,0.00119656,0.000597421,0.00631752,0.00484993,0.00977946,0.00301224,0.00428906,0.011994,0.00114101,0.0143259,0.00509895,0.0011918,0.00103556,0.0014554,0.00158118,0.000387278,0.00112676,0.000314797,0.000783889,0.00105232,0.00130697,0.00114141,0.011382,0.00245251,0.0160069,0.00921827,0.0178605,0.0017503,0.00721194,0.00169606,0.00266014,0.000344306,0.00199988,0.00610864,0.00502051,0.00926443,0.00439712,0.00470237,0.0114354,0.00277207,0.0151903,0.00475619,0.0012628,0.0021598,0.00229456,0.00233887,0.00106262,0.00144679,0.00179633,0.0027073,0.00131462,0.00144756,0.00156423
13,0.00883318,0.00622469,0.0103694,0.00251391,0.0152658,0.0080685,0.0173866,0.00180636,0.00513321,0.00119548,0.00441307,0.00120522,0.00059963,0.00638255,0.00489246,0.00959072,0.00305343,0.00426899,0.0120005,0.00124938,0.0143792,0.00509776,0.00124423,0.00111689,0.00142309,0.00164093,0.000376492,0.00110655,0.000298764,0.000906853,0.00110961,0.00137986,0.001198,0.0113149,0.00240015,0.0159571,0.00919926,0.0178303,0.00177498,0.00723209,0.00171538,0.00263466,0.000381483,0.00195597,0.00610817,0.0050366,0.00928061,0.00439677,0.00470089,0.0114175,0.00271804,0.0151273,0.00476544,0.00128236,0.00213383,0.00228553,0.00232856,0.00102889,0.00139903,0.00171838,0.00273253,0.00132701,0.00146423,0.00156406
14,0.00881872,0.0062166,0.0104212,0.00260318,0.0152986,0.00806106,0.0175676,0.00187674,0.00505023,0.00128457,0.00451419,0.00120529,0.000587294,0.0064431,0.00490879,0.00939456,0.00308358,0.00425696,0.0119894,0.00140808,0.0144279,0.00511177,0.00129247,0.00119213,0.00141603,0.00172221,0.000371497,0.00110532,0.000292598,0.00107675,0.00116379,0.00144606,0.00125173,0.0112512,0.00234253,0.0159121,0.00916769,0.0177929,0.00179982,0.00725319,0.00173468,0.00260784,0.000427877,0.00191462,0.00610904,0.00505257,0.00931483,0.00439575,0.00470467,0.0113985,0.00267995,0.0150674,0.00479371,0.0013033,0.00210163,0.00226802,0.00230394,0.000999819,0.00136217,0.00164523,0.0027669,0.00134022,0.00148083,0.00156515
15,0.00879811,0.00621356,0.010469,0.0026979,0.01533,0.00803638,0.0177505,0.00192768,0.00499316,0.00135229,0.0045907,0.00119344,0.000565116,0.00649383,0.00491276,0.00921334,0.00309808,0.00425836,0.0119699,0.00158744,0.0144703,0.00514437,0.0013302,0.00125081,0.00142266,0.00181236,0.000362526,0.00110959,0.000280854,0.0012753,0.00120806,0.00149772,0.0012941,0.0111934,0.00228168,0.0158738,0.00912902,0.0177596,0.00182044,0.00727195,0.00174928,0.00258292,0.000470718,0.00187955,0.00611179,0.00506638,0.00935887,0.00439139,0.00471027,0.0113779,0.00264023,0.0150122,0.00483571,0.00132193,0.00206674,0.00224869,0.00227105,0.000979301,0.00134429,0.00158424,0.00279557,0.0013509,0.00149367,0.00156452
