Timestep,C7,CLAV,LACR,LAJC,LASH,LASI,LCAL,LEJC,LFAradius,LFAsuperior,LFAulna,LHJC,LKJC,LLEL,LLFC,LLMAL,LMEL,LMFC,LMMAL,LMT5,LPSH,LPSI,LSJC,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RAJC,RASH,RASI,RCAL,REJC,RFAradius,RFAsuperior,RFAulna,RHJC,RKJC,RLEL,RLFC,RLMAL,RMEL,RMFC,RMMAL,RMT5,RPSH,RPSI,RSJC,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
16,0.00877211,0.00621897,0.0105115,0.00278507,0.0153608,0.00800644,0.0178918,0.00194885,0.00496272,0.00139145,0.00463848,0.00115994,0.000532595,0.006526,0.00493089,0.0090843,0.00309652,0.00427487,0.0119601,0.00174596,0.014505,0.0051854,0.00134776,0.00129106,0.00143401,0.00189899,0.000336607,0.00108893,0.000250936,0.00146725,0.00123194,0.0015236,0.00131222,0.0111453,0.00221899,0.0158444,0.009097,0.0177358,0.00183598,0.00728665,0.00175779,0.00256072,0.000500402,0.00185198,0.00611738,0.00507507,0.0094053,0.00438308,0.00471312,0.0113534,0.00258952,0.0149626,0.00487291,0.00133713,0.00203139,0.0022315,0.00223431,0.000964559,0.00134579,0.00153547,0.00281378,0.00135812,0.00150221,0.00156175
17,0.00874346,0.00623462,0.0105463,0.00284086,0.0153905,0.00798752,0.0179422,0.00193168,0.00495655,0.00139711,0.00465687,0.0010944,0.000478525,0.00653153,0.00499166,0.00904746,0.00308103,0.0043083,0.0119784,0.00183627,0.0145304,0.00521909,0.00133724,0.00131599,0.00144465,0.00196713,0.00028803,0.00101367,0.000210359,0.00161169,0.00122657,0.00151423,0.00129502,0.0111105,0.00215577,0.015826,0.00909346,0.0177116,0.00184652,0.00730054,0.00176071,0.0025383,0.000514884,0.00183013,0.00612547,0.00507919,0.00945294,0.0043708,0.00471499,0.0113264,0.00252933,0.0149199,0.00488302,0.00134643,0.00199557,0.0022147,0.00219467,0.000954165,0.00136121,0.00149744,0.00281909,0.00135961,0.00150526,0.00155574
18,0.00871528,0.00625867,0.010572,0.00285551,0.0154181,0.00799096,0.0178884,0.00187805,0.00496802,0.00137229,0.00465056,0.00100631,0.000423542,0.00651011,0.00511221,0.00911819,0.00305701,0.00436357,0.0120348,0.00183364,0.0145466,0.00523555,0.00129906,0.001338,0.00145389,0.00201182,0.000239114,0.00088319,0.000238202,0.00170284,0.00119203,0.00147026,0.00124176,0.0110898,0.002091,0.0158183,0.00912449,0.0176781,0.00185106,0.0073164,0.00175785,0.0025132,0.000511672,0.0018086,0.00613493,0.00507913,0.00950423,0.00435434,0.00471956,0.0112979,0.00246271,0.014885,0.00485765,0.00134735,0.00195609,0.0021922,0.00214934,0.000945053,0.00138046,0.00146522,0.00280765,0.00135296,0.00150083,0.00154458
19,0.00868804,0.00628922,0.0105899,0.00284007,0.0154434,0.00801955,0.0177526,0.00180097,0.00498742,0.00132966,0.00462975,0.000919068,0.000462835,0.00647087,0.00529503,0.00928427,0.00303219,0.00445501,0.0121242,0.00175528,0.0145555,0.00523266,0.00123991,0.00137439,0.00146066,0.00204005,0.00024838,0.000740783,0.000404609,0.00178137,0.00113584,0.00140228,0.00116097,0.0110808,0.00202944,0.0158193,0.00917555,0.0176411,0.00184858,0.00733266,0.00174831,0.00248792,0.000488013,0.00178702,0.00614347,0.00507472,0.0095553,0.00433505,0.00472408,0.0112703,0.00239631,0.0148566,0.00480323,0.00134107,0.00191525,0.00216613,0.00210252,0.000933049,0.00139685,0.0014343,0.00278731,0.00133895,0.00148887,0.00152802
20,0.00866197,0.00632255,0.010603,0.00281738,0.0154665,0.00806633,0.0175761,0.00172014,0.00500489,0.00128644,0.00460708,0.000849931,0.00064396,0.0064279,0.00551806,0.00949819,0.00301353,0.0045918,0.0122238,0.00166862,0.0145599,0.00521479,0.0011733,0.00144091,0.00147441,0.00207072,0.000339585,0.000670563,0.000648283,0.00189247,0.00107258,0.00132829,0.00107003,0.0110787,0.00197585,0.0158255,0.00922832,0.0176063,0.00184014,0.0073483,0.00173324,0.00246501,0.000449142,0.00176546,0.00614758,0.00506632,0.00960321,0.00431625,0.00472709,0.0112467,0.00233572,0.0148325,0.00473611,0.00133137,0.00187537,0.00213936,0.00205848,0.000914976,0.00140626,0.00140179,0.00276568,0.00132088,0.00147165,0.0015077
21,0.00863732,0.0063538,0.0106137,0.00279355,0.0154864,0.00811553,0.0174182,0.00165265,0.00501384,0.00125539,0.00459285,0.000803103,0.000857361,0.00639299,0.00573414,0.00968664,0.00300329,0.00475259,0.0122964,0.00162654,0.0145626,0.00519067,0.00111375,0.00153644,0.0015141,0.00212197,0.000454061,0.000709101,0.000886997,0.00203027,0.00101721,0.00126528,0.000988436,0.0110778,0.00193108,0.0158332,0.00926951,0.0175712,0.00182787,0.00736326,0.00171491,0.00244631,0.000410219,0.00174197,0.00614327,0.00505696,0.00964908,0.00430179,0.00473239,0.0112299,0.0022821,0.0148109,0.00467733,0.00132189,0.00183671,0.00211134,0.00201849,0.000891689,0.00140635,0.00136734,0.00274419,0.00130216,0.00145194,0.00148559
22,0.00861234,0.00637927,0.0106234,0.00275656,0.0155019,0.00814611,0.0173449,0.00160944,0.00500903,0.00124282,0.00459565,0.000777022,0.00100291,0.00637335,0.00589346,0.0097832,0.00299988,0.00489307,0.0123096,0.00162356,0.0145649,0.0051728,0.00107134,0.00164046,0.0015947,0.00220291,0.000536552,0.000786914,0.00105936,0.00217639,0.000979615,0.00122446,0.000932416,0.0110737,0.00189455,0.0158399,0.00928502,0.0175318,0.00181366,0.00737603,0.00169446,0.00243326,0.000388839,0.00171697,0.00612869,0.00505321,0.00969259,0.00429306,0.00474476,0.0112218,0.00223206,0.0147906,0.00464997,0.00131521,0.00180166,0.00208365,0.00198489,0.000868132,0.00139886,0.00133354,0.00272822,0.00128519,0.00143205,0.00146305
23,0.00858415,0.00639781,0.0106329,0.00271657,0.0155126,0.00814462,0.0173945,0.00159377,0.00498655,0.00124932,0.00462101,0.000771991,0.00104556,0.00637091,0.00597143,0.00976094,0.00300084,0.00497907,0.0122605,0.00166418,0.014567,0.00517139,0.00104914,0.00173248,0.00172405,0.00232338,0.000561387,0.000832321,0.00113926,0.00235343,0.000962353,0.00120906,0.000909677,0.0110645,0.00186671,0.0158447,0.0092613,0.0174907,0.00179868,0.00738563,0.00167209,0.00242472,0.000393735,0.00169226,0.00610531,0.00505855,0.00973044,0.0042878,0.00476514,0.0112213,0.00218175,0.0147705,0.00466964,0.00131243,0.00177312,0.00205962,0.00195973,0.000849421,0.00138824,0.00130417,0.00272508,0.00127069,0.00141307,0.00144023
24,0.0085509,0.00641186,0.010642,0.00271845,0.01552,0.00811742,0.0175534,0.00159787,0.00494744,0.00126877,0.00466678,0.00078408,0.0010035,0.00638002,0.00598023,0.00964923,0.00300449,0.00501132,0.0121797,0.00179286,0.0145686,0.00518824,0.00104144,0.00180597,0.00190036,0.00249333,0.000538218,0.000831928,0.00114181,0.00260508,0.000959499,0.00121175,0.00091267,0.0110517,0.00184902,0.0158485,0.00919878,0.0174572,0.00178176,0.00739185,0.00164649,0.00241741,0.00042082,0.0016707,0.00607786,0.00506957,0.00975763,0.00428015,0.00478805,0.0112231,0.00213013,0.0147504,0.004731,0.00131212,0.00175276,0.00204297,0.00194366,0.000837513,0.0013797,0.00128154,0.00273928,0.00125695,0.00139346,0.00141546
25,0.00851295,0.00642584,0.0106503,0.00279872,0.0155268,0.00808123,0.0177712,0.00160681,0.00489718,0.00129072,0.00472455,0.000798498,0.000922884,0.00639005,0.00595261,0.00950708,0.00300993,0.00501379,0.0121088,0.00202386,0.0145689,0.0052182,0.0010379,0.00186437,0.00210815,0.00270741,0.000498406,0.000807207,0.00110472,0.00293671,0.000960641,0.00121868,0.000923733,0.0110389,0.00184073,0.0158531,0.00911371,0.0174396,0.00176099,0.00739528,0.00161667,0.00240764,0.000459536,0.00165423,0.00605194,0.00507961,0.00977202,0.00426481,0.00480666,0.0112205,0.00207864,0.0147308,0.00481258,0.00131188,0.00173919,0.00203401,0.00193401,0.000831099,0.00137634,0.0012649,0.00276978,0.00124176,0.00137089,0.00138723
26,0.00847225,0.00644411,0.0106575,0.00292846,0.0155349,0.00804535,0.0179739,0.00160437,0.00484548,0.00130294,0.00478183,0.000793866,0.000864359,0.00638997,0.00592786,0.00939687,0.00301496,0.00501639,0.0120738,0.00228607,0.0145666,0.00525249,0.00102859,0.00191355,0.00231799,0.0029308,0.000472487,0.000787072,0.00107357,0.00329203,0.000955469,0.00121541,0.00092471,0.0110304,0.00183792,0.0158607,0.00902979,0.017436,0.00173684,0.00739631,0.00158463,0.00239398,0.000500013,0.0016424,0.00603059,0.00508639,0.00977778,0.00424239,0.00482035,0.0112097,0.00202761,0.0147131,0.00489141,0.00131146,0.00172835,0.00202784,0.00192495,0.000828938,0.00137709,0.00125145,0.00281025,0.00122591,0.00134613,0.00135746
27,0.00843141,0.0064691,0.0106646,0.00302297,0.0155454,0.008009,0.018071,0.00157996,0.00480154,0.0012964,0.00482823,0.000756702,0.000873724,0.00637319,0.0059422,0.00936609,0.00301707,0.00504587,0.0120776,0.00246891,0.0145614,0.00528138,0.00100926,0.00196036,0.0024973,0.00311265,0.000478218,0.000797571,0.00109134,0.00357754,0.000939095,0.00119333,0.000905648,0.0110277,0.00183462,0.0158726,0.00896663,0.0174372,0.0017129,0.00739504,0.0015554,0.00237713,0.000536229,0.0016318,0.00601309,0.00509226,0.00978364,0.00421966,0.00483491,0.0111899,0.00197378,0.0146984,0.00495321,0.0013135,0.00171456,0.00201619,0.00190917,0.000829873,0.00137695,0.0012371,0.00285093,0.00121375,0.00132385,0.00133163
28,0.0083937,0.00650082,0.0106734,0.00300639,0.015559,0.00797336,0.017979,0.00153143,0.00477194,0.00126881,0.00485689,0.000687209,0.000961362,0.00633965,0.0060203,0.00944191,0.0030154,0.00512765,0.012109,0.00249368,0.0145546,0.00529487,0.000981104,0.00201254,0.00262085,0.00321509,0.000528303,0.000866595,0.00118957,0.00370066,0.000912394,0.00115152,0.000864933,0.0110299,0.00182631,0.0158879,0.00893432,0.0174352,0.00169192,0.00739051,0.00153285,0.00236061,0.000562901,0.00161925,0.00599578,0.0050987,0.00979681,0.00420453,0.00485483,0.0111616,0.00191498,0.0146863,0.00498944,0.00132057,0.00169342,0.00199317,0.00188185,0.000829097,0.00136985,0.0012167,0.00288362,0.0012096,0.0013086,0.00131447
29,0.00836236,0.00653706,0.0106851,0.00287685,0.0155757,0.00794363,0.0176863,0.00146552,0.00475762,0.00122608,0.00486671,0.000592632,0.00111969,0.00629561,0.00616553,0.00962111,0.00301217,0.00527521,0.0121621,0.0023698,0.0145481,0.00528838,0.000948496,0.0020794,0.00268454,0.00323917,0.000633727,0.00101016,0.00137481,0.00361858,0.000880012,0.00109622,0.000807231,0.0110354,0.00181254,0.0159046,0.00893142,0.0174293,0.00167288,0.00738068,0.00151638,0.00234929,0.000574419,0.00160659,0.00597535,0.00510505,0.0098184,0.00419982,0.00487874,0.0111259,0.00185383,0.0146764,0.00499656,0.00133228,0.00166538,0.00195988,0.00184368,0.000820319,0.00135379,0.00118736,0.00290825,0.00121388,0.0013007,0.00130609
30,0.00833855,0.00657265,0.0106976,0.00272155,0.0155928,0.00792103,0.0173248,0.00139575,0.00475444,0.00117943,0.00486195,0.000485029,0.00131459,0.00625107,0.0063434,0.00984941,0.00301005,0.00546234,0.0122319,0.00219522,0.0145431,0.00527178,0.000917448,0.00216012,0.00271473,0.00322982,0.000779611,0.00119798,0.00160447,0.00340043,0.00084871,0.00103904,0.000743471,0.0110425,0.00179814,0.0159204,0.00894234,0.0174244,0.00164845,0.00736255,0.00149784,0.00234806,0.000569684,0.00160084,0.00595177,0.00511186,0.00984449,0.00419769,0.00490269,0.0110855,0.00179651,0.0146687,0.0049844,0.00134249,0.00163664,0.00192398,0.00180097,0.000803031,0.00133338,0.00115278,0.00293322,0.00121927,0.00129228,0.00129816
31,0.00832207,0.00660017,0.0107079,0.0026225,0.0156063,0.0079029,0.0170886,0.001337,0.00475549,0.0011405,0.00485043,0.000380228,0.00148477,0.00621589,0.00649609,0.0100447,0.00301012,0.00563326,0.012296,0.00203442,0.0145401,0.00526272,0.000894508,0.00223358,0.00274601,0.003236,0.000923283,0.00136959,0.00180606,0.00320769,0.000825426,0.000993073,0.000688979,0.011049,0.00178537,0.0159323,0.00894691,0.0174244,0.00161064,0.0073364,0.00146817,0.00235644,0.000552257,0.00160501,0.00592765,0.00511891,0.00987276,0.00418526,0.00492505,0.0110421,0.00174606,0.0146634,0.00497158,0.00134332,0.0016109,0.00189012,0.00175752,0.000780386,0.00131376,0.00111858,0.00296282,0.00121558,0.00127266,0.00127928
32,0.00831679,0.0066102,0.0107134,0.00257126,0.0156115,0.00788838,0.0170487,0.00129691,0.00475905,0.0011143,0.00483505,0.000297495,0.00158753,0.00619533,0.00658006,0.0101527,0.00301047,0.00574506,0.0123197,0.00190138,0.0145415,0.00526869,0.000885247,0.00226848,0.00278775,0.00326548,0.00102243,0.00147915,0.00192445,0.00317333,0.000814766,0.000966687,0.000657197,0.011051,0.00175899,0.0159359,0.00893598,0.01742,0.00155876,0.00731127,0.001427,0.00236501,0.000525643,0.00160383,0.00590374,0.00511851,0.00990995,0.00415703,0.00494823,0.0109965,0.00169095,0.0146604,0.00497139,0.00132872,0.00157647,0.00184527,0.00170288,0.000752408,0.00129025,0.00108302,0.00297227,0.00119616,0.00123672,0.00124342
