Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0245653,0.0199152,0.0156429,0.0251632,0.0170372,0.00735804,0.00704843,0.0067638,0.00844735,0.0076312,0.0392582,0.0165228,0.0158536,0.0139091,0.0135507,0.0165598,0.0120748,0.0176816,0.0308658,0.0126158,0.0076274,0.00792252,0.0185002,0.019002,0.0190649,0.00940511,0.00687234,0.00820283,0.0135016,0.0119547,0.0308795,0.0118558,0.0143538,0.0136723,0.0156259,0.0183271,0.012116,0.0148583,0.0290026,0.0102934,0.00654493,0.00823076
0,0.0238245,0.0126301,0.0157613,0.0032743,0.0113724,0.00379204,0.00583622,0.00293197,0.00522252,0.00494648,0.0411539,0.0163479,0.0195405,0.0112457,0.012352,0.00953809,0.00852812,0.0168539,0.0344084,0.00559963,0.00551432,0.00555686,0.0178201,0.0267686,0.0132164,0.00837133,0.00604018,0.00791699,0.0103884,0.0133384,0.0137363,0.0101778,0.0130877,0.0130192,0.0115065,0.0189486,0.00939837,0.00961453,0.0210448,0.00999987,0.00815436,0.00932691
1,0.0235153,0.0123999,0.014986,0.00403911,0.0149646,0.00251185,0.00614302,0.00449764,0.00491795,0.00506348,0.0442841,0.0170212,0.0234003,0.0155264,0.0151587,0.0109208,0.012096,0.0208622,0.0371843,0.00560403,0.00550074,0.00589847,0.0184482,0.0267072,0.00725033,0.00836654,0.00412488,0.00680988,0.0108929,0.0123624,0.0168765,0.0104854,0.00897579,0.00898966,0.00807916,0.0165389,0.00650263,0.00832795,0.00848541,0.0104279,0.00755416,0.00838346
2,0.0233351,0.0124204,0.0145848,0.00473536,0.0190874,0.00149022,0.00602018,0.0058369,0.0048413,0.00560999,0.0473476,0.0172893,0.0247759,0.0177915,0.0172658,0.0124454,0.0153777,0.0230376,0.0413239,0.00576213,0.00515287,0.00601533,0.0190202,0.0265383,0.0103074,0.00810101,0.00307511,0.00655826,0.0115524,0.0115664,0.0192959,0.0102553,0.00448498,0.00482702,0.00987367,0.0141994,0.00448498,0.00732808,0.00555369,0.010225,0.00694656,0.00775785
3,0.023396,0.0126623,0.0145154,0.00503601,0.0222747,0.00154067,0.00548803,0.00678678,0.00494207,0.00635182,0.0495859,0.0170854,0.0242328,0.0188765,0.018591,0.0138975,0.0172244,0.0235006,0.0452001,0.00625076,0.0045808,0.00589893,0.0196227,0.0262055,0.0101581,0.00730439,0.00268466,0.00692114,0.0121888,0.0107227,0.0169443,0.00948984,0.00152422,0.00366386,0.0109089,0.0119951,0.00463748,0.00625664,0.00853141,0.00952934,0.00622539,0.00731747
4,0.0239321,0.01312,0.014678,0.00502561,0.0244611,0.00249791,0.00451574,0.00722777,0.00526769,0.00694297,0.0507504,0.0164141,0.0226273,0.0192699,0.0195081,0.0153746,0.0172493,0.0226983,0.0480083,0.00713789,0.00394796,0.00545882,0.020393,0.0254013,0.00528091,0.00619493,0.00291105,0.00767232,0.0127982,0.00988038,0.0119015,0.00837135,0.0030634,0.00561557,0.0089412,0.0102334,0.00502233,0.00516028,0.00697472,0.00845417,0.00525709,0.00687508
5,0.0250061,0.0138446,0.0150545,0.00508705,0.0256249,0.00328525,0.0029213,0.00708998,0.00588738,0.00739656,0.0507919,0.0155266,0.0207636,0.0190089,0.0200268,0.017103,0.0159947,0.0212285,0.0493749,0.00840382,0.00340908,0.00450037,0.0212976,0.0237441,0.00405605,0.00516241,0.00353211,0.00842934,0.0134324,0.00907211,0.0106913,0.00733702,0.00535863,0.00627379,0.007295,0.00930095,0.00475837,0.00487425,0.00437864,0.00694276,0.003827,0.00601574
6,0.0262376,0.014904,0.0156827,0.00552004,0.025906,0.00330242,0.0010593,0.00646345,0.00691505,0.00804242,0.0498421,0.0148607,0.0191324,0.0181329,0.0200074,0.0190987,0.0145098,0.0195971,0.0491839,0.0100957,0.00334529,0.00303946,0.02204,0.0211623,0.00809092,0.00460944,0.00428693,0.00873914,0.0141004,0.00832369,0.0119203,0.00691912,0.00759569,0.00615015,0.00800986,0.00848143,0.00495221,0.00590946,0.00560647,0.00496458,0.0019755,0.00422013
7,0.0269483,0.0162782,0.0164213,0.00623348,0.025635,0.00220193,0.00334524,0.00568728,0.00832079,0.0089299,0.0482252,0.0147437,0.0177751,0.0169328,0.019506,0.0208288,0.0133383,0.018036,0.0475464,0.0121577,0.0042722,0.00252895,0.0222542,0.01815,0.00955069,0.00507835,0.00519973,0.00830728,0.0145814,0.00796009,0.0108863,0.00745846,0.00917368,0.00685992,0.00818005,0.00671489,0.00653283,0.00799358,0.00611673,0.00339251,0.00220229,0.00130898
8,0.0267821,0.0178045,0.0169001,0.00708463,0.0251884,0.00172325,0.00656081,0.0052305,0.00977283,0.00979691,0.04636,0.0151517,0.0164708,0.0158486,0.0188111,0.0213703,0.0120375,0.0164398,0.0448002,0.0142101,0.00594123,0.00457296,0.0218152,0.0156025,0.00936415,0.00690232,0.00624655,0.00715311,0.0145181,0.0086,0.0082929,0.00873999,0.0102294,0.0079319,0.00751162,0.00424231,0.00888491,0.00983075,0.00592909,0.00434756,0.00468842,0.0024067
