Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0258508,0.0186212,0.0175901,0.0135008,0.00825486,0.00627252,0.00614655,0.00442236,0.00927951,0.00831175,0.0236235,0.0164034,0.0107836,0.00873667,0.00624997,0.0124123,0.00909044,0.0135458,0.0173507,0.00984136,0.00726016,0.00720613,0.0189059,0.018874,0.0102012,0.0088951,0.00583065,0.00545522,0.0138019,0.0105176,0.0143614,0.00950845,0.0075799,0.00902791,0.00741687,0.00895713,0.00907492,0.0116009,0.0102041,0.00877943,0.00674687,0.00688899
0,0.0223117,0.0164298,0.023708,0.0117566,0.0160992,0.00313874,0.00797364,0.00415586,0.00756393,0.00170768,0.0132054,0.0176259,0.00646098,0.00418016,0.00719253,0.0072127,0.00825486,0.00260687,0.0182841,0.0118936,0.0129864,0.00940339,0.0171301,0.022741,0.00513738,0.00724728,0.00669498,0.00606442,0.015337,0.0113995,0.021771,0.0107596,0.00643425,0.00815119,0.00563853,0.00239092,0.00663232,0.00700683,0.010585,0.00958885,0.00936289,0.00616877
1,0.0223397,0.0166245,0.0231957,0.0125637,0.0131367,0.00274533,0.0074152,0.00282158,0.00737748,0.00194406,0.0150661,0.0176571,0.00747779,0.003357,0.00619895,0.00501366,0.00701142,0.00153748,0.0155063,0.0119892,0.0130296,0.00945594,0.017205,0.0226801,0.00752897,0.00852101,0.00563439,0.00451622,0.0143039,0.0108142,0.0236697,0.0105525,0.00521609,0.0062276,0.00542064,0.00254308,0.00680105,0.0075309,0.013334,0.00935092,0.0087108,0.00544951
2,0.0224669,0.0167706,0.0227703,0.0130214,0.0113154,0.00303789,0.00707149,0.00229048,0.00732849,0.00262122,0.0159575,0.0175542,0.00881087,0.00342839,0.00565543,0.00348857,0.00591258,0.00361522,0.0137866,0.0119625,0.0128741,0.00940058,0.0174272,0.0225318,0.00856354,0.00917115,0.00495783,0.00380226,0.0136833,0.0106027,0.0233798,0.00989549,0.00333332,0.00311463,0.00424335,0.00317856,0.007508,0.00800466,0.0121644,0.00924583,0.00813111,0.00499806
3,0.0227721,0.0168751,0.022474,0.0128912,0.0103317,0.00315946,0.00675799,0.002137,0.00722301,0.00330809,0.015951,0.0173228,0.00979607,0.00407062,0.00530351,0.00288038,0.00511723,0.00555764,0.0129468,0.0116734,0.0123686,0.00905581,0.0178641,0.0221997,0.00871789,0.00919699,0.00453311,0.00376146,0.0134413,0.0105515,0.0216263,0.00893843,0.00273714,0.00156053,0.00374933,0.00412531,0.00873811,0.00885917,0.00899095,0.00923578,0.00763779,0.00479762
4,0.023276,0.0169961,0.0223081,0.0120873,0.00987872,0.00311131,0.00624768,0.00212526,0.00686303,0.00362832,0.0157137,0.017037,0.0106647,0.00530343,0.00515645,0.0033476,0.00495941,0.00707929,0.012856,0.0109023,0.0112851,0.0081767,0.0185826,0.0217138,0.00887997,0.00873334,0.00433234,0.00408751,0.0135982,0.010499,0.0192237,0.00807127,0.00355325,0.00413343,0.00490229,0.00519873,0.0100201,0.0101698,0.00663912,0.0092325,0.00723932,0.00483723
5,0.0238422,0.0172552,0.022242,0.0110001,0.00971051,0.00327935,0.00537788,0.00225781,0.00625052,0.00374192,0.0158993,0.0168449,0.0117739,0.00680192,0.00522713,0.00487623,0.0057146,0.00839639,0.01361,0.00955992,0.00951541,0.00661557,0.0196017,0.0213304,0.00902285,0.00804314,0.00445969,0.00446512,0.0141579,0.0104346,0.0171261,0.00780144,0.00343674,0.00469293,0.00576214,0.00619548,0.0108593,0.0111754,0.00570471,0.00927418,0.00696592,0.00516136
6,0.024152,0.0177008,0.0222751,0.0102604,0.00963582,0.00392725,0.00410252,0.00242654,0.00571305,0.0042669,0.0168202,0.0169369,0.0132057,0.00812028,0.00550555,0.0071313,0.00707187,0.00976265,0.0152597,0.00789978,0.00729175,0.00445724,0.020771,0.0211882,0.00883791,0.00740021,0.00503859,0.00467501,0.0150808,0.0104312,0.016202,0.00860865,0.00320115,0.00407504,0.00597573,0.00704999,0.0111702,0.0110743,0.0057949,0.00974033,0.00699824,0.00583976
7,0.023972,0.0182784,0.0223391,0.0102377,0.00955735,0.00489929,0.00258327,0.00250993,0.00581152,0.00543828,0.0182974,0.0173733,0.0147134,0.0089935,0.00591323,0.0092887,0.00818802,0.0110714,0.0174796,0.0065096,0.00530743,0.0022324,0.0217671,0.0209079,0.00837054,0.00704252,0.00613405,0.00461024,0.0162307,0.0105816,0.0158578,0.00996081,0.00426817,0.00539367,0.00612548,0.00792012,0.0113523,0.010054,0.00607986,0.0111811,0.00757842,0.00691528
8,0.0234554,0.0188431,0.0223323,0.0107774,0.00940321,0.00586743,0.00159156,0.00255867,0.00671029,0.00689244,0.0198715,0.0179375,0.0159728,0.0094887,0.00626367,0.0105089,0.00838518,0.0120426,0.0196314,0.00578292,0.00438857,0.00178885,0.0223045,0.019918,0.00785769,0.00715615,0.00768767,0.00423025,0.017419,0.0109464,0.0151489,0.010422,0.00478429,0.00710798,0.0061057,0.00872189,0.0118602,0.00912725,0.00562348,0.0135692,0.00860153,0.00832086
9,0.0230086,0.0192883,0.0221959,0.0114801,0.00914222,0.00649469,0.00258568,0.00264422,0.0079645,0.00818395,0.0212461,0.0183464,0.0167643,0.0098342,0.00639786,0.0104739,0.00770326,0.0125626,0.0213431,0.0055489,0.00451595,0.00327017,0.022412,0.018343,0.00751324,0.00786762,0.00940981,0.00349368,0.018465,0.0115303,0.014029,0.00987511,0.0041468,0.00791097,0.0061142,0.00918416,0.012759,0.00925557,0.0046509,0.015821,0.00967122,0.00987893
10,0.0228581,0.019555,0.0219738,0.0116468,0.00884521,0.00655502,0.00400623,0.0024721,0.00905819,0.00901484,0.0223897,0.0185212,0.0171353,0.0101837,0.00635313,0.00956365,0.00684406,0.012743,0.022625,0.00547274,0.0049148,0.00454597,0.0223886,0.017128,0.00738942,0.00919359,0.0108234,0.00246108,0.0192926,0.0122717,0.0128231,0.00941249,0.00386659,0.00864489,0.00663678,0.00933177,0.0136543,0.0105406,0.00366491,0.0164179,0.0104917,0.0113645
11,0.0228414,0.0196794,0.0217322,0.0104804,0.00856948,0.00609543,0.00467964,0.00152045,0.00970939,0.00929921,0.0233169,0.0185541,0.0173467,0.0104547,0.00623517,0.00868705,0.00638553,0.0126744,0.0235894,0.00542247,0.00521216,0.00538033,0.0224915,0.0170351,0.00735271,0.0109917,0.0115549,0.00172702,0.0199119,0.0131132,0.0117466,0.00914856,0.00439142,0.00951509,0.00721749,0.00935081,0.0141109,0.012249,0.00284096,0.0146643,0.0110092,0.0125995
12,0.0225954,0.0197315,0.0215015,0.00826864,0.00827659,0.00582368,0.00441647,0.00183586,0.00993381,0.00927227,0.0240174,0.0185477,0.0175183,0.0104544,0.00610352,0.00860482,0.00618709,0.0122947,0.0242648,0.00537923,0.00543421,0.00595665,0.0227349,0.0179692,0.00727251,0.0128811,0.0116453,0.00222285,0.0203659,0.0139268,0.0108774,0.00906962,0.00453125,0.00995048,0.00738902,0.00937381,0.0141265,0.0136524,0.00237882,0.0115346,0.0112577,0.0134569
13,0.0219911,0.0198105,0.0212107,0.00634921,0.00787839,0.00678105,0.00378539,0.005118,0.00992198,0.00924579,0.0244651,0.0185288,0.017363,0.0101276,0.00592545,0.00915217,0.00590073,0.0116033,0.0245967,0.00534638,0.00565274,0.00649749,0.0229668,0.0190493,0.00712799,0.0143053,0.0114787,0.00301277,0.0206484,0.0144847,0.0102036,0.00950712,0.00426653,0.00989462,0.00740913,0.00945351,0.0139907,0.0145099,0.00240696,0.00911054,0.0112424,0.0138292
14,0.0212745,0.0199567,0.0207805,0.00552419,0.00736145,0.00864126,0.00365897,0.00820506,0.00992556,0.00934962,0.0246506,0.0185831,0.0165698,0.00962516,0.00564439,0.00969828,0.00542171,0.0108053,0.0245689,0.00537272,0.00587545,0.00712147,0.0230314,0.0195061,0.006926,0.0147507,0.0113562,0.00316518,0.0207734,0.0145937,0.00963277,0.0101428,0.00406441,0.00962509,0.00745284,0.00968077,0.0139158,0.0149209,0.00260288,0.0081126,0.0109637,0.0136566
15,0.0207575,0.0201727,0.0201637,0.00539579,0.00679495,0.00995321,0.00427712,0.00935687,0.0101735,0.00957612,0.024602,0.018874,0.0153891,0.00917955,0.00524603,0.0100044,0.00479031,0.0102084,0.0242393,0.00552119,0.0060547,0.00776413,0.022842,0.0194839,0.00660725,0.0140353,0.0111882,0.00253336,0.0207491,0.0142099,0.00911021,0.0108231,0.00383739,0.00922542,0.00711407,0.010158,0.013862,0.014975,0.00263181,0.00771172,0.0104546,0.0129823
16,0.0205112,0.0204539,0.019405,0.00526358,0.0062638,0.00970666,0.00524686,0.0078797,0.0107272,0.00991072,0.024445,0.0194776,0.0145538,0.00895612,0.00482132,0.0101741,0.00402496,0.0100033,0.0237431,0.00579758,0.00616152,0.00824148,0.0223533,0.0194664,0.00612118,0.0124206,0.0105759,0.00164268,0.0205067,0.0133755,0.0086943,0.0114778,0.0035129,0.00855247,0.00629808,0.0109109,0.0137172,0.0146935,0.00249198,0.00795342,0.00971464,0.0119392
17,0.0204073,0.0207857,0.018639,0.00478156,0.00581386,0.00800593,0.00588528,0.00478086,0.0113354,0.0102943,0.0243577,0.0201809,0.0145494,0.00901594,0.00451865,0.0103279,0.00314128,0.010183,0.0232534,0.00615031,0.00620443,0.00841321,0.0215188,0.0195379,0.00548358,0.0104307,0.00917602,0.00192724,0.0199125,0.0121674,0.00850294,0.0118976,0.00329806,0.00752918,0.00543557,0.0118137,0.0134732,0.014138,0.00249893,0.00852424,0.0086771,0.0106409
18,0.0203282,0.0211292,0.0179804,0.00410799,0.00546372,0.00612363,0.0056894,0.00265155,0.0116355,0.010594,0.0244437,0.020583,0.0152054,0.00936185,0.00443048,0.0104887,0.00253791,0.010638,0.0229427,0.00652693,0.00617649,0.0082447,0.0203242,0.0196104,0.0047223,0.00854905,0.00707907,0.00316088,0.0188907,0.010734,0.00861212,0.0121014,0.00332989,0.00629026,0.00470697,0.012605,0.013216,0.0134446,0.00306834,0.00842301,0.00733081,0.00913911
19,0.0202707,0.0214209,0.017441,0.00352093,0.00523908,0.00545869,0.00481032,0.00286114,0.0114882,0.0106838,0.0246557,0.0205228,0.0160317,0.00997663,0.00455478,0.0106424,0.0031033,0.011309,0.0229255,0.00687792,0.00602901,0.00775724,0.0188883,0.019785,0.0038163,0.00706763,0.00479923,0.00432958,0.0175174,0.00931594,0.00904188,0.0121989,0.00354863,0.00505397,0.00396023,0.0130462,0.0130169,0.0127621,0.00425373,0.00757118,0.0058446,0.00751494
20,0.020286,0.0216139,0.0169487,0.00307894,0.00515191,0.00560812,0.00383695,0.00314129,0.0110117,0.0104492,0.0248478,0.0202381,0.0165339,0.0108017,0.00484567,0.0108061,0.00460509,0.0122203,0.0232092,0.0071259,0.00571117,0.00700936,0.0174748,0.0202203,0.00279237,0.00613785,0.00289386,0.00521047,0.0159753,0.00818954,0.00978513,0.0122354,0.00374426,0.00395199,0.00310461,0.0130934,0.0128482,0.0121578,0.00577556,0.00683491,0.00453654,0.00594142
21,0.0203863,0.0217103,0.0164423,0.00270206,0.00515451,0.00553956,0.00322589,0.00328728,0.0104139,0.00981042,0.0248793,0.02006,0.0164639,0.0117083,0.00526163,0.0109835,0.00635989,0.0133568,0.023672,0.00719429,0.00522268,0.00614619,0.0163418,0.020869,0.00201449,0.00579745,0.00168731,0.00576744,0.014455,0.00753353,0.0107534,0.012248,0.00379655,0.00308555,0.00217729,0.0128884,0.0125962,0.0115846,0.00735239,0.00697804,0.00371294,0.00463322
22,0.0205368,0.0217406,0.015909,0.0023676,0.0051253,0.00511737,0.00302499,0.00339305,0.0098506,0.00886831,0.0246102,0.0201388,0.0160604,0.012524,0.00576425,0.0110631,0.00810088,0.0145649,0.0240189,0.00703578,0.00458949,0.00537402,0.0155729,0.0215401,0.00229627,0.0059202,0.00136285,0.00600805,0.0130744,0.00735692,0.0118241,0.0122901,0.00373739,0.0026997,0.00137201,0.0125901,0.0121522,0.0109736,0.00886468,0.00788735,0.00342915,0.00371134
23,0.020695,0.0217424,0.0153438,0.00221937,0.00502244,0.00459799,0.0029929,0.00333782,0.00938206,0.0078385,0.0238748,0.0204044,0.0158187,0.0130754,0.0063489,0.0108025,0.00957062,0.0155695,0.0238967,0.00661961,0.00380922,0.0048333,0.0151136,0.0221255,0.00346234,0.0063082,0.00183324,0.00601332,0.0118798,0.0076181,0.0129503,0.0124189,0.00365819,0.00302954,0.00142375,0.0122578,0.0115028,0.0103672,0.0103365,0.0090161,0.00347616,0.00314945
24,0.0208405,0.0217543,0.0147339,0.00246925,0.00503331,0.00415484,0.00287921,0.0031942,0.00899068,0.00683637,0.0224515,0.0206727,0.0159479,0.0132427,0.00702245,0.00997508,0.0102656,0.0161393,0.0230265,0.00592314,0.00286839,0.00448506,0.0149452,0.0226457,0.00477514,0.00680307,0.00264557,0.00593529,0.0108655,0.0082268,0.0142216,0.0126702,0.00360294,0.00383687,0.00227052,0.011863,0.0106905,0.00985016,0.0119139,0.00998203,0.0036665,0.00287281
25,0.0209675,0.0218087,0.0141145,0.00313718,0.00549833,0.00380396,0.00261264,0.00303136,0.00862112,0.00588006,0.0201972,0.0208546,0.0160987,0.0129864,0.00775905,0.00853447,0.00964146,0.0161948,0.0213119,0.0049897,0.00182058,0.00415489,0.0151477,0.0231534,0.00592332,0.00727738,0.0035335,0.00593039,0.0100037,0.00892984,0.0157026,0.0130437,0.00358368,0.00473742,0.00296815,0.0113825,0.00975386,0.00941903,0.0137178,0.0106912,0.00395089,0.00289224
26,0.0210843,0.021913,0.0135785,0.00408705,0.00647231,0.00348188,0.00231271,0.00293252,0.00825078,0.00502057,0.0173414,0.0209926,0.0156616,0.0123276,0.00848182,0.00674021,0.00767878,0.0157639,0.0188892,0.00403221,0.000894922,0.00372128,0.0157269,0.0236508,0.00678434,0.00763584,0.00436264,0.00610359,0.00927639,0.0094837,0.0172437,0.0134797,0.00361337,0.00549149,0.00342926,0.0108376,0.0087175,0.00899431,0.0156469,0.0112352,0.0042928,0.00325269
27,0.0212105,0.0220323,0.0131784,0.00518356,0.00756949,0.00315482,0.00219855,0.00300186,0.00793816,0.00434359,0.0146592,0.0211228,0.0143206,0.0113387,0.00909885,0.00533138,0.00540694,0.0148573,0.016171,0.00343178,0.000769157,0.00324867,0.016373,0.0240854,0.00731596,0.00786484,0.0051001,0.0064787,0.0086781,0.00987355,0.0185274,0.0138752,0.00366028,0.00596707,0.00404195,0.0102561,0.00759964,0.00854105,0.0174308,0.011722,0.00461728,0.00388858
28,0.021355,0.0220948,0.0128464,0.00629468,0.00832013,0.00284661,0.00239481,0.00324007,0.00778425,0.00390935,0.0133325,0.0212046,0.0123425,0.010196,0.00951989,0.00546795,0.00478347,0.0134233,0.0138854,0.00348053,0.00127182,0.00294347,0.0165491,0.0243841,0.00756041,0.00802957,0.00576017,0.00698492,0.00819869,0.010221,0.0193355,0.0141435,0.00360617,0.00613063,0.00475217,0.0096236,0.00639536,0.00811795,0.0188687,0.0121778,0.00488491,0.00465318
29,0.0214971,0.0220295,0.0124525,0.00729727,0.00842816,0.00258288,0.00276805,0.00354668,0.00782777,0.00371792,0.0144209,0.0211704,0.0103203,0.00921284,0.00963524,0.00722972,0.00597769,0.0114833,0.0128506,0.00405806,0.00175931,0.00288444,0.0159866,0.0244914,0.00764988,0.00814872,0.00632404,0.0074907,0.00781607,0.0105894,0.0197388,0.0142554,0.00337239,0.00606861,0.00531762,0.00891196,0.00511668,0.00780962,0.0199371,0.0125622,0.00512788,0.00541808
30,0.0216057,0.0218294,0.0119644,0.00811191,0.00782785,0.0023404,0.00309826,0.00382561,0.00800385,0.00367498,0.017868,0.0209992,0.00867525,0.00871554,0.00935959,0.00959809,0.00738203,0.00939078,0.0132381,0.00487183,0.00224773,0.00291032,0.0150284,0.0243952,0.00770533,0.00816131,0.00681148,0.007852,0.00751237,0.0109482,0.0199512,0.0142349,0.00303304,0.00590956,0.00580458,0.00817453,0.00389174,0.00764059,0.0207179,0.0128366,0.00539589,0.00610443
31,0.021678,0.0215567,0.0115128,0.00873035,0.0066576,0.00209358,0.00326738,0.00403189,0.00819615,0.00364911,0.0224959,0.0207264,0.00759444,0.00878631,0.00873931,0.0118394,0.00834212,0.00797991,0.0143089,0.00574909,0.00273561,0.00286661,0.0143184,0.024153,0.0077515,0.00810304,0.00728499,0.00798813,0.00728379,0.0112611,0.0200823,0.0141344,0.00278372,0.00574827,0.00627817,0.0075506,0.00290966,0.00750795,0.021264,0.0130082,0.00570646,0.00667909
32,0.0217455,0.0212609,0.0112508,0.00916934,0.00523323,0.00190324,0.00326775,0.00413189,0.00830621,0.00359244,0.0269255,0.0204162,0.00736184,0.00924882,0.00800791,0.0135359,0.00876713,0.00798939,0.0152879,0.00664029,0.00310952,0.00269751,0.0141877,0.0238806,0.00776903,0.00804461,0.00770522,0.00791468,0.00714234,0.0115337,0.0200311,0.0139996,0.00277217,0.0056029,0.00667252,0.00716042,0.00224555,0.00722522,0.0215496,0.0130992,0.00604788,0.00712928
33,0.0218445,0.0209214,0.0111838,0.00943883,0.00397373,0.0018606,0.0031437,0.00408656,0.00829907,0.00360949,0.0302613,0.0201163,0.00808389,0.00986544,0.00743853,0.0145046,0.00882217,0.00908236,0.0158381,0.00755762,0.0032777,0.00239344,0.0144418,0.0236937,0.00779481,0.00793972,0.00796279,0.00770841,0.00708424,0.0117729,0.019624,0.0138371,0.00301924,0.00546858,0.00704036,0.00701662,0.00180152,0.0066425,0.0215418,0.0130917,0.0064077,0.00744828
34,0.0219888,0.0204915,0.0111684,0.00953899,0.00329291,0.00201947,0.00292062,0.00387018,0.00819503,0.00388464,0.0322238,0.0198529,0.00924003,0.0104307,0.00712303,0.0148062,0.00876819,0.0105041,0.0159149,0.0085329,0.00325745,0.00199766,0.0146971,0.0236412,0.00788303,0.00777061,0.00799415,0.00742706,0.00707401,0.0119283,0.0187279,0.0136176,0.00350448,0.00536581,0.00749211,0.00705369,0.00157631,0.0057827,0.0212634,0.0129237,0.00677551,0.00762408
35,0.022187,0.0200035,0.0110672,0.00949653,0.00339896,0.00239267,0.00259933,0.00350778,0.00803983,0.00449567,0.0329405,0.0196371,0.0101602,0.0107379,0.00693358,0.0146164,0.00876225,0.0118687,0.0156485,0.00956428,0.00315442,0.00168778,0.0148045,0.0236787,0.00803728,0.00765684,0.0078151,0.00708226,0.00706488,0.0119355,0.0173211,0.0133128,0.00425878,0.00539512,0.00810695,0.0071545,0.00186419,0.00483421,0.0207953,0.0125596,0.00713508,0.0076489
36,0.0224314,0.0195852,0.0108977,0.00936562,0.00402672,0.00294912,0.00222874,0.00308765,0.00786555,0.00530776,0.0327225,0.0195073,0.0105053,0.0106493,0.00670774,0.014093,0.00882728,0.0129696,0.0154211,0.0106187,0.00311558,0.00173907,0.0148703,0.0237364,0.00820083,0.00772867,0.00752032,0.00668555,0.00705036,0.0117876,0.0154978,0.0129561,0.0052541,0.00569587,0.00884326,0.00722483,0.00261276,0.00410459,0.0201437,0.0120765,0.00748303,0.00753998
37,0.0227546,0.0193149,0.0107725,0.00921295,0.00445222,0.00362888,0.00204713,0.00270818,0.00771863,0.00615062,0.0319976,0.0194605,0.0102636,0.0102403,0.00639228,0.0133861,0.00888618,0.0135614,0.0157716,0.0116161,0.00319415,0.00218186,0.0150834,0.0237627,0.00826195,0.00803265,0.00716199,0.0062029,0.0070445,0.0114887,0.0134494,0.0125651,0.00631225,0.00623606,0.0094315,0.00722706,0.00343433,0.0038844,0.0190827,0.011545,0.0077236,0.00725747
38,0.023139,0.0191708,0.0107848,0.00915494,0.00405006,0.00435795,0.00233261,0.00251577,0.00766494,0.00694114,0.031236,0.0194396,0.00965897,0.00990833,0.00611593,0.0127212,0.00885952,0.0134492,0.016937,0.0125102,0.00337645,0.00283206,0.0154786,0.0238228,0.00814612,0.00851414,0.00674759,0.00567135,0.0070726,0.0110679,0.0114506,0.0121831,0.00727938,0.00683745,0.00958327,0.0072066,0.00409518,0.00426245,0.0172482,0.0109844,0.00774808,0.00679624
39,0.0235177,0.0190377,0.010918,0.00934389,0.00284348,0.00510562,0.00296535,0.00261296,0.00777012,0.00769439,0.0306759,0.0192884,0.0091335,0.0101701,0.00600935,0.0123123,0.00875913,0.0127659,0.0181891,0.0133252,0.00363916,0.00355731,0.0159822,0.0240327,0.00785984,0.00903457,0.00623412,0.00521674,0.00717767,0.0105376,0.00987372,0.0118447,0.00818289,0.00733386,0.00929415,0.00719745,0.0044968,0.0050295,0.0145155,0.0103518,0.00755183,0.00623808
