Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
49,0.025152,0.0225461,0.00545464,0.0221847,0.0106515,0.0145868,0.00850231,0.0071521,0.0118121,0.00757681,0.0158353,0.0157845,0.0105241,0.0113686,0.0183745,0.012139,0.00768589,0.0143276,0.0175547,0.0156743,0.017306,0.0126043,0.014655,0.0156753,0.00787392,0.0275785,0.0120887,0.00830151,0.00330488,0.0149152,0.0197097,0.00839745,0.0393247,0.0574553,0.00873715,0.0257974,0.0174535,0.0119745,0.0144292,0.0237274,0.0309399,0.0689247,0.00832989,0.00866975,0.00733255
50,0.0254861,0.022518,0.00612406,0.0216799,0.010112,0.012574,0.00685492,0.00567295,0.0101872,0.00688532,0.01653,0.0161638,0.0119562,0.00960688,0.0171188,0.0105344,0.00763206,0.0133494,0.0165382,0.0138288,0.0182063,0.0127322,0.0134615,0.0159925,0.007626,0.028534,0.00933049,0.00755965,0.00176379,0.0147774,0.0205279,0.00901629,0.039972,0.0575593,0.00782444,0.0250365,0.0166915,0.0120528,0.0137098,0.0236842,0.0300604,0.0681674,0.00878677,0.00771868,0.00712642
51,0.0260416,0.0225924,0.00706399,0.021298,0.00925044,0.0109648,0.0053854,0.00468652,0.00891951,0.00671009,0.0172075,0.0157196,0.0131653,0.0080559,0.0159349,0.00900332,0.00746691,0.0120739,0.0154042,0.0118862,0.0179295,0.0137076,0.0126517,0.0164379,0.00764842,0.0298994,0.00670337,0.00628763,0.00263966,0.0144289,0.0213916,0.00928249,0.0406561,0.0577781,0.00697999,0.0246013,0.0161777,0.0127185,0.0134302,0.0238379,0.0293941,0.0672081,0.00873032,0.00711254,0.00695469
52,0.0266974,0.0226586,0.00823089,0.0211058,0.00806748,0.00998861,0.00433947,0.00414015,0.00809769,0.00671964,0.0179348,0.0146683,0.0137028,0.0068679,0.0147242,0.00754244,0.00690805,0.0102163,0.0140107,0.0103822,0.0161325,0.0144918,0.0120938,0.0169965,0.00779601,0.0315011,0.00486988,0.00501656,0.00425156,0.0139755,0.0223403,0.00911221,0.0412473,0.058054,0.00619598,0.0244673,0.0157217,0.0138324,0.0134744,0.0241033,0.02891,0.0661024,0.00816935,0.00686955,0.00677571
53,0.0273823,0.0226704,0.00955056,0.0211897,0.00694977,0.00954977,0.00373045,0.00380013,0.00755966,0.00669844,0.0188035,0.0134815,0.0135739,0.00636165,0.0135783,0.00634487,0.00599653,0.00792105,0.0126017,0.00996074,0.0134365,0.0143792,0.0114139,0.017605,0.00784969,0.0331314,0.00391235,0.00414958,0.00533575,0.0135472,0.0233935,0.00878725,0.0417345,0.05821,0.00530363,0.024526,0.0152024,0.0149273,0.0136326,0.0243718,0.0284762,0.0648233,0.00735029,0.00686751,0.00657792
54,0.0280737,0.022657,0.0108476,0.0215689,0.00640343,0.00943426,0.00338687,0.00355821,0.00708599,0.00654508,0.0198225,0.0125177,0.0136645,0.00687279,0.0127274,0.00556258,0.00504899,0.00576913,0.011744,0.0108824,0.0106564,0.0131507,0.0102884,0.0181587,0.007663,0.034542,0.00358239,0.0037391,0.00592518,0.0131751,0.0243739,0.00859092,0.0420994,0.0578887,0.00431446,0.0245684,0.0145976,0.0155462,0.0137878,0.0245486,0.0279353,0.0630992,0.006564,0.00700795,0.00633038
55,0.0287085,0.0226086,0.011966,0.0220679,0.00663898,0.00944978,0.0030951,0.00340764,0.00652308,0.00624516,0.0210145,0.0118232,0.0153971,0.00831056,0.0122424,0.00522703,0.00447268,0.00457439,0.0118433,0.0126684,0.0081917,0.0110513,0.00864068,0.0185747,0.00726363,0.035425,0.00364891,0.00356023,0.00623169,0.0127986,0.0249152,0.0085223,0.0421813,0.0566917,0.00372278,0.0242554,0.0139264,0.0156057,0.0138516,0.0245383,0.0271191,0.0605498,0.00592844,0.00724086,0.00596628
56,0.0292213,0.0224787,0.0128407,0.02237,0.00744524,0.00949611,0.00273102,0.00330464,0.00582396,0.00588456,0.0225962,0.0113001,0.0195801,0.0102852,0.0119741,0.00566091,0.00456337,0.00471697,0.0127012,0.0146505,0.00605102,0.00866474,0.00667044,0.0188249,0.00685523,0.0353895,0.00390075,0.00337299,0.00631623,0.0123652,0.0245994,0.0082883,0.0416552,0.0542642,0.00361656,0.0232646,0.0132171,0.0153234,0.0137778,0.0243027,0.0258671,0.0568696,0.00537333,0.00755768,0.00547015
57,0.029574,0.0222265,0.0134943,0.0222795,0.00836007,0.00950258,0.00224139,0.00316356,0.0050203,0.00559994,0.0248293,0.0108545,0.0248395,0.0123852,0.0118461,0.00730484,0.00527646,0.00556351,0.0137157,0.0163132,0.00414943,0.00657969,0.00466456,0.0189195,0.00659152,0.034066,0.00415127,0.00308647,0.00619468,0.0118677,0.0231521,0.00761265,0.0402123,0.0503307,0.00344184,0.0214778,0.0124794,0.0148709,0.0136679,0.0238293,0.0240596,0.0518605,0.00477488,0.00790842,0.00493851
58,0.0297899,0.0218517,0.0139899,0.021889,0.00897864,0.00941163,0.00160371,0.00290338,0.00419766,0.00550821,0.0273645,0.0104811,0.0279354,0.0141808,0.0121415,0.00975772,0.00625043,0.00637739,0.0143956,0.0170328,0.00259746,0.00513333,0.00288538,0.0189471,0.00638915,0.0313126,0.00431824,0.00279176,0.00597901,0.0113907,0.0204856,0.00656995,0.0377411,0.0446848,0.00349108,0.0190264,0.0116091,0.0141448,0.0136882,0.0229926,0.0217226,0.0453174,0.00412308,0.00820553,0.00460914
59,0.0299236,0.0214046,0.0144154,0.0214343,0.00899093,0.00915072,0.000809946,0.00250334,0.00351649,0.00567876,0.0293082,0.0101842,0.0268034,0.0152348,0.0132726,0.0121123,0.00712295,0.00685984,0.0145185,0.0162763,0.0019018,0.00427075,0.0016613,0.0190201,0.00603122,0.0273435,0.00434836,0.00260782,0.00585766,0.0110419,0.0166561,0.00552695,0.0344057,0.0373052,0.00409074,0.0160904,0.0103965,0.012936,0.0138124,0.0214455,0.0189956,0.0370146,0.00351236,0.00834211,0.0046502
60,0.0300443,0.0209611,0.0148597,0.0210487,0.0082164,0.00870734,0.000551538,0.00205252,0.00324943,0.00609497,0.0300809,0.00994541,0.022694,0.0154731,0.0153126,0.0137742,0.0077765,0.00705145,0.0140579,0.0144385,0.0023735,0.00382413,0.00176799,0.0192452,0.00548245,0.0226487,0.00427001,0.0026445,0.00594451,0.0109275,0.0118386,0.00478848,0.0305974,0.0285398,0.00455,0.0126958,0.00881049,0.0112081,0.0137924,0.0188324,0.01589,0.026908,0.00312636,0.00830843,0.00501114
61,0.030192,0.020577,0.0153948,0.0207017,0.00677783,0.00810949,0.00166792,0.00174916,0.00362391,0.00668947,0.0294882,0.00968353,0.0188624,0.0153966,0.0177245,0.0145804,0.00838216,0.00737809,0.0131901,0.0126719,0.00330539,0.00377753,0.00285224,0.0196674,0.00493279,0.0177381,0.00420366,0.00293926,0.00627344,0.0110719,0.00648658,0.0043247,0.0268084,0.0193911,0.00460755,0.00884947,0.00754667,0.00913735,0.0132918,0.0152499,0.0120964,0.0153982,0.00316894,0.00819849,0.00552855
62,0.0303614,0.0202611,0.0160476,0.0202948,0.00506418,0.00741941,0.0030445,0.00177626,0.00455277,0.00741827,0.0272889,0.00932836,0.017271,0.0155527,0.019597,0.0145555,0.00923991,0.0089507,0.0124919,0.0107005,0.00432576,0.0040721,0.00414718,0.0202679,0.00459782,0.0129345,0.00428283,0.00344112,0.00681486,0.0114185,0.00327197,0.0039621,0.0234487,0.0125313,0.00449517,0.00516019,0.00784838,0.00688918,0.0121019,0.0114755,0.00719014,0.00370181,0.00372841,0.00816879,0.00613947
63,0.030487,0.0199717,0.0167689,0.019753,0.00345561,0.00671354,0.00453276,0.00207741,0.00580858,0.00831877,0.0234379,0.00886025,0.01737,0.0158165,0.0201463,0.0137527,0.010707,0.0129015,0.012863,0.00696353,0.00543734,0.00450801,0.00550068,0.0209419,0.00460622,0.00836973,0.00453361,0.00405345,0.00749877,0.0118567,0.00748623,0.00365501,0.0207322,0.0134745,0.00426371,0.00457638,0.00983588,0.00457395,0.0103484,0.00875477,0.00260457,0.00871954,0.00467701,0.00833197,0.00684812
64,0.0304975,0.0196556,0.0174472,0.0190384,0.00301576,0.00612356,0.00602063,0.00243503,0.00717922,0.00943523,0.0186742,0.00830055,0.0174997,0.01579,0.0191676,0.0123749,0.0130934,0.0187363,0.0147181,0.00227879,0.00669068,0.00494818,0.00686643,0.0215111,0.00516228,0.00418933,0.00492375,0.00470626,0.00820569,0.0122937,0.0129199,0.00350272,0.0187371,0.020389,0.00379867,0.00769874,0.0125884,0.00273759,0.00868532,0.00813233,0.00773426,0.0186983,0.00573483,0.00869401,0.00763487
65,0.0303455,0.0192796,0.0179711,0.0181697,0.0052139,0.00577414,0.00739804,0.00273088,0.00852082,0.010681,0.0148582,0.00763424,0.0167194,0.0156698,0.0171433,0.0108365,0.0161777,0.0250168,0.0175743,0.00711562,0.00805283,0.00539982,0.00819284,0.0217904,0.00620194,0.00259325,0.00540432,0.00533124,0.00884976,0.0126643,0.017811,0.00354358,0.0176023,0.0278514,0.00327325,0.0111428,0.0154914,0.00324425,0.00834416,0.00942167,0.0145805,0.0267129,0.00662091,0.00914336,0.00842118
66,0.030025,0.0188337,0.0182793,0.0172127,0.00859514,0.00571933,0.00857059,0.00299077,0.00973105,0.0117976,0.0145774,0.00684159,0.0152895,0.016394,0.0150129,0.00955259,0.0191759,0.0305336,0.0207885,0.0142343,0.00935689,0.00593288,0.00941597,0.0217231,0.00710926,0.00649602,0.00595354,0.00586361,0.00941263,0.0129458,0.0218756,0.0037913,0.0176329,0.0339045,0.0031636,0.0141327,0.0182112,0.0053678,0.00977391,0.0117097,0.0201339,0.0326101,0.00715983,0.00952248,0.00909971
67,0.0295733,0.0183438,0.0183894,0.016226,0.0116751,0.0059191,0.00949023,0.0032753,0.0107481,0.0126017,0.0179379,0.00596013,0.0138487,0.0186869,0.0137135,0.00867029,0.0213872,0.0347525,0.0240737,0.020925,0.010444,0.00659277,0.010496,0.0214004,0.00742656,0.0115031,0.0065515,0.00626334,0.00993596,0.0131326,0.0250669,0.00422724,0.0190532,0.0379778,0.00371147,0.0166781,0.0203233,0.00733446,0.0121681,0.0143777,0.0239122,0.036519,0.00732006,0.00971003,0.0095756
68,0.0290663,0.0178679,0.0183744,0.0152582,0.0135997,0.00629672,0.0101499,0.00352538,0.0115462,0.0131383,0.0224938,0.00513473,0.0126865,0.0221675,0.0136202,0.0081377,0.0226488,0.0377542,0.0274265,0.0269046,0.0112785,0.00734505,0.0114118,0.0209822,0.00736835,0.0163208,0.00716102,0.00653323,0.0104608,0.013214,0.0273862,0.00460409,0.0213192,0.040196,0.00458813,0.0186615,0.0214,0.00864442,0.0149124,0.0168541,0.0261254,0.0385583,0.00721569,0.0096534,0.0098045
69,0.0285928,0.0174671,0.0183656,0.0143672,0.014178,0.00672626,0.0105698,0.00364973,0.0121381,0.0135661,0.0265952,0.00454703,0.0117219,0.0259228,0.014409,0.00789647,0.0233026,0.0399089,0.0308571,0.0321299,0.0119271,0.00810725,0.0121561,0.0205792,0.0074312,0.0197849,0.00773085,0.00671911,0.01097,0.0131759,0.0287276,0.00459125,0.023123,0.0409243,0.00536815,0.0196649,0.0213486,0.00931107,0.0174255,0.018474,0.0270401,0.0388622,0.00704452,0.00939436,0.00983309
70,0.0282091,0.0171654,0.0185092,0.0136507,0.0137845,0.00701892,0.010772,0.00366249,0.0125602,0.013985,0.0296679,0.00426564,0.0108274,0.0292848,0.0155574,0.00783702,0.0238395,0.0415426,0.0342073,0.0365631,0.012455,0.0088158,0.0127377,0.0202118,0.00778343,0.0207605,0.00820259,0.00686517,0.0113805,0.0130121,0.0287692,0.0042193,0.0233177,0.040342,0.00581846,0.0193633,0.0205408,0.00939265,0.0186542,0.0188249,0.0266447,0.0376937,0.00697868,0.00906957,0.00977942
71,0.0279066,0.0169219,0.0188799,0.0132112,0.0130192,0.00701279,0.0107845,0.00365191,0.0128543,0.0144046,0.0317135,0.00421331,0.0100074,0.0319259,0.0167179,0.00774377,0.0244947,0.0427274,0.0371657,0.0401222,0.0128803,0.00946265,0.0131864,0.0198764,0.00821179,0.0187789,0.00851238,0.00697688,0.0116193,0.0127372,0.0271454,0.00388706,0.0216518,0.0383316,0.00598752,0.0179363,0.0195714,0.00859381,0.0177032,0.017863,0.0249526,0.0354768,0.00709723,0.00886288,0.00977103
72,0.0276233,0.0166567,0.0194533,0.0130547,0.0123333,0.00667776,0.0106761,0.00367147,0.0130734,0.0148152,0.0329826,0.00429322,0.00935099,0.0336536,0.0177284,0.00740567,0.0250734,0.0432604,0.0393741,0.0427754,0.013236,0.010089,0.0135605,0.0195941,0.00852543,0.014502,0.00858575,0.00703606,0.0117076,0.0123751,0.0239769,0.00391733,0.0189734,0.0346,0.00615256,0.0158634,0.0187801,0.00655985,0.0148005,0.0154173,0.0223031,0.0328341,0.00741937,0.00891857,0.00988264
73,0.0273331,0.0163327,0.020087,0.0130757,0.0118263,0.00611411,0.0104893,0.00365016,0.0132139,0.0151724,0.0337116,0.00442932,0.008941,0.0343249,0.018577,0.00674341,0.0252474,0.0428939,0.0406056,0.0445961,0.0135509,0.0106741,0.0138661,0.019365,0.00872548,0.00965346,0.00838665,0.0070215,0.0117347,0.0119307,0.0201448,0.00436047,0.0169818,0.0289814,0.00656888,0.0134451,0.0179711,0.00374357,0.0112286,0.0110813,0.0190914,0.0300824,0.00789649,0.00922412,0.0100658
74,0.0271332,0.0160386,0.0205496,0.0130924,0.011482,0.0055118,0.0101588,0.00351758,0.0131284,0.0153718,0.0340423,0.00448713,0.00880853,0.0338899,0.019293,0.00582701,0.0250001,0.04157,0.0408916,0.0458256,0.0136913,0.0110171,0.0139721,0.0191351,0.0089335,0.00688577,0.00799348,0.0069522,0.011764,0.0114247,0.0167639,0.00496542,0.0170763,0.0223471,0.00725328,0.0108719,0.0166996,0.00319845,0.00832719,0.00519485,0.0157712,0.0266289,0.00836056,0.00959513,0.0101818
75,0.0271738,0.0159587,0.0206246,0.0130311,0.0113542,0.00519322,0.00941766,0.00331602,0.0124772,0.0151869,0.0340095,0.0042256,0.00891363,0.032631,0.0198921,0.0049048,0.0247313,0.0395743,0.0406078,0.0467788,0.0133039,0.0107397,0.013547,0.0187246,0.00953336,0.00740076,0.0075379,0.00677595,0.0116661,0.0108662,0.0143664,0.00527596,0.0186686,0.0171748,0.00780046,0.00886567,0.0149019,0.00640457,0.00688459,0.00307694,0.0136371,0.0220039,0.00847764,0.00967312,0.00998846
76,0.0275034,0.016252,0.0201466,0.0130143,0.0114459,0.00558241,0.00796728,0.00322515,0.0108983,0.0143502,0.0336775,0.0036655,0.0090974,0.0312043,0.0203648,0.00441166,0.0248961,0.0374409,0.0402861,0.0476801,0.0119847,0.0094597,0.0121574,0.0180095,0.0110876,0.00841351,0.00715152,0.00641093,0.0111509,0.0103931,0.013,0.00487952,0.019881,0.0153554,0.00769922,0.00864572,0.0129538,0.00959247,0.00645982,0.00733072,0.0132718,0.0171102,0.00791007,0.00902906,0.00920508
77,0.0278364,0.0168462,0.0191001,0.0132832,0.0116004,0.00675687,0.00595231,0.00349096,0.00842206,0.0128076,0.0332275,0.00370832,0.00919131,0.0302432,0.0206831,0.00451895,0.0254628,0.0356187,0.0401368,0.0485083,0.00979471,0.00712579,0.00964605,0.0172016,0.0136176,0.0085978,0.00699333,0.00608032,0.01,0.0104707,0.0122102,0.00349529,0.0196322,0.0149577,0.00689651,0.00974678,0.0109,0.0108425,0.00602674,0.00904138,0.0127875,0.0131909,0.00688275,0.0075014,0.00779802
78,0.0277706,0.0174757,0.0175314,0.0139792,0.0117478,0.00842778,0.00416627,0.00402417,0.00567214,0.0108453,0.0328214,0.00485272,0.00921986,0.0298927,0.0208917,0.0048591,0.0258569,0.0341899,0.0398152,0.0489385,0.0075827,0.00413174,0.00637503,0.0168956,0.0165736,0.00888255,0.00756149,0.0063362,0.00836748,0.0115539,0.0112436,0.00108458,0.0184329,0.0137083,0.00595094,0.0106856,0.00868697,0.00979066,0.00561595,0.00788561,0.0113099,0.0108763,0.0067911,0.00572118,0.00655479
79,0.0272463,0.0179136,0.0155402,0.0148365,0.0121053,0.0102305,0.00344004,0.00457193,0.00378743,0.00902283,0.0325247,0.00613622,0.00940367,0.0297137,0.0211168,0.00502588,0.025481,0.0328538,0.0387655,0.0486147,0.00671491,0.00144756,0.00315055,0.0176444,0.0191889,0.0103535,0.00946714,0.00725249,0.00697804,0.0133381,0.0101973,0.00225562,0.0176492,0.0116496,0.00544768,0.0113203,0.00708079,0.00797783,0.00560756,0.00660399,0.0102725,0.0104987,0.00842738,0.0053152,0.00693872
80,0.0266315,0.0181132,0.0133654,0.0152381,0.0129007,0.0119014,0.00345503,0.00518732,0.00376699,0.00780189,0.0324142,0.00694157,0.00990513,0.0291233,0.0214671,0.00489757,0.0243254,0.0313188,0.0368691,0.0475123,0.00744054,0.00232839,0.000856401,0.0194287,0.0207378,0.0125308,0.0125811,0.00854075,0.00704528,0.0151941,0.0100122,0.0057703,0.0178875,0.00984267,0.00528607,0.0121569,0.00707423,0.00752186,0.00582502,0.00721409,0.0107418,0.0114429,0.0102341,0.00664941,0.0087033
81,0.0262755,0.0181176,0.0114253,0.0148074,0.0140644,0.0132689,0.00342629,0.00596947,0.00486652,0.00706318,0.0325315,0.00728676,0.0107018,0.0279483,0.0218865,0.0045811,0.0228948,0.0296344,0.0345752,0.0460052,0.00863535,0.00451029,0.000992377,0.0216156,0.0209822,0.0142525,0.0159376,0.0101385,0.0085885,0.0167674,0.0107587,0.00874791,0.0184364,0.00907227,0.00556425,0.0131989,0.00859538,0.00874097,0.00606826,0.00778456,0.0121495,0.0126923,0.0108099,0.00810934,0.0102946
82,0.0262156,0.0180109,0.0101293,0.0137975,0.0152805,0.0141659,0.00300365,0.00659512,0.00601945,0.00645266,0.0327176,0.00731975,0.0116214,0.0265515,0.0221286,0.0042991,0.0216525,0.0281108,0.0324194,0.0446012,0.00952433,0.00655133,0.00199214,0.0234706,0.0204305,0.0149006,0.0182473,0.0116808,0.010073,0.0177507,0.011572,0.0103816,0.0184084,0.009436,0.00663764,0.0137113,0.0104592,0.0102066,0.00635687,0.00786938,0.0134535,0.0138814,0.00992217,0.00880496,0.010961
83,0.0262664,0.0179534,0.00961372,0.0128611,0.016228,0.0143924,0.00234224,0.00662046,0.00677972,0.00614206,0.032716,0.00705674,0.0123553,0.0254637,0.0219241,0.0041882,0.0207393,0.0270547,0.0306545,0.0436058,0.00988738,0.00814046,0.00296954,0.0245795,0.019929,0.014508,0.0185949,0.0123903,0.01044,0.0178038,0.0120632,0.0102928,0.0176411,0.0106845,0.00715439,0.0130583,0.0115718,0.0108158,0.00676522,0.00818787,0.0139899,0.015058,0.00819612,0.00857256,0.0106527
84,0.0262258,0.0181289,0.00970981,0.0124883,0.0167708,0.0138253,0.00187919,0.00592682,0.00702243,0.00643511,0.0324185,0.00644185,0.0126291,0.0249654,0.0211966,0.00420721,0.0200787,0.0265275,0.0293014,0.0429713,0.00980012,0.00879759,0.00349181,0.0249179,0.0199252,0.0133596,0.0170422,0.0118713,0.00976778,0.016935,0.0124286,0.00875996,0.016514,0.0125296,0.00603354,0.0114927,0.0116926,0.0104567,0.007221,0.00846031,0.0138348,0.0162791,0.00649348,0.00749649,0.00954105
85,0.0261107,0.0186249,0.0101754,0.0127332,0.0169661,0.0125927,0.00142656,0.00476881,0.00680449,0.00708224,0.0319142,0.00551426,0.0123701,0.0249737,0.0201351,0.00428397,0.0195417,0.0263028,0.0283176,0.0424472,0.00944655,0.0083014,0.00327846,0.0246878,0.0201614,0.0117081,0.0145483,0.0105385,0.00889206,0.0155859,0.012991,0.00649887,0.0154196,0.0147609,0.0042032,0.00970497,0.0111965,0.00965917,0.00758246,0.00819123,0.0133937,0.0176036,0.00531847,0.00578974,0.00790196
86,0.0261507,0.0193689,0.0109018,0.0134412,0.0169324,0.0111071,0.00101499,0.00368152,0.00623122,0.00779222,0.0313399,0.00455204,0.0116515,0.0252068,0.0190737,0.00437348,0.0190386,0.0261208,0.027662,0.0418262,0.00897738,0.00686053,0.0025774,0.0241221,0.0200463,0.00974347,0.0122495,0.00926302,0.0084276,0.0142478,0.0139719,0.00419546,0.0146584,0.0173132,0.00340189,0.00803858,0.0105037,0.00902583,0.00785905,0.00736665,0.0129148,0.0192452,0.00478197,0.00376468,0.00617231
87,0.0265354,0.0201885,0.0119096,0.0144083,0.0167618,0.00993603,0.00202786,0.00330377,0.00538848,0.00853097,0.0307541,0.00415754,0.0104509,0.0253968,0.0182488,0.00442996,0.0185185,0.0259063,0.0272429,0.0410335,0.00850571,0.00498104,0.00200616,0.023421,0.0192403,0.00763163,0.0107897,0.00862532,0.00816659,0.0131652,0.0154611,0.00222974,0.0145883,0.0201735,0.00439348,0.00622258,0.00977951,0.00884337,0.00822755,0.00625175,0.0125297,0.0214338,0.00488331,0.00184383,0.00485071
88,0.0272483,0.020957,0.0131938,0.0153513,0.016462,0.00948473,0.0035569,0.00363642,0.00440231,0.00926739,0.0300962,0.00484748,0.00863699,0.0254074,0.0176592,0.00440001,0.0179497,0.0257167,0.0268929,0.0400239,0.00820572,0.00335338,0.00206415,0.0227142,0.0178585,0.00582639,0.0101982,0.00852677,0.00773096,0.0123736,0.0173911,0.00089776,0.0154284,0.0232235,0.00631098,0.00383994,0.00906024,0.00896037,0.0088356,0.00519423,0.0124434,0.024123,0.0054373,0.00108215,0.00430766
89,0.0281153,0.0216518,0.014606,0.0159921,0.0159378,0.00973003,0.0049143,0.00414261,0.00346513,0.00991832,0.0291988,0.00643957,0.00649685,0.0252473,0.0171275,0.00425135,0.0173555,0.0255961,0.0264434,0.0386665,0.00832555,0.00275973,0.00255668,0.0220334,0.0162112,0.0055817,0.0101673,0.00857224,0.00715898,0.0118193,0.0195601,0.00120967,0.0169183,0.0262278,0.00798678,0.00132498,0.00857638,0.00911334,0.00957533,0.00464407,0.0129908,0.0270114,0.00617397,0.00202682,0.00458839
90,0.0289586,0.0222994,0.015881,0.0162044,0.0150578,0.0103433,0.00593119,0.00455185,0.00272291,0.0104304,0.0278681,0.00853758,0.00493979,0.0250044,0.0164434,0.00403018,0.0167418,0.0254998,0.0258136,0.0367617,0.00898494,0.00320673,0.00313909,0.0213303,0.0145474,0.00751728,0.0103642,0.00854288,0.00672877,0.0114311,0.0217376,0.00204437,0.0183435,0.0290209,0.00906878,0.00251545,0.00868125,0.00916851,0.010309,0.00496125,0.0144686,0.0298209,0.00694479,0.00305695,0.00533955
91,0.0296855,0.0228786,0.0168015,0.0160352,0.0137657,0.0109993,0.00659904,0.00482437,0.00220812,0.0107943,0.0260038,0.0108289,0.0044005,0.0247228,0.0154727,0.00390266,0.0159969,0.025293,0.0250131,0.0341681,0.0100113,0.00410132,0.00369889,0.0205705,0.0130898,0.0106656,0.0105858,0.00851,0.00663189,0.0111786,0.0238163,0.00267079,0.018928,0.0316592,0.00979283,0.00512291,0.00937037,0.00906738,0.0112018,0.00584712,0.0167443,0.0325403,0.00772919,0.0041275,0.00616295
92,0.0302795,0.0233219,0.0173356,0.0156567,0.0121528,0.0115078,0.00697106,0.00496838,0.00190973,0.0109862,0.0236585,0.0130744,0.00439563,0.0243206,0.0142301,0.0040792,0.0151099,0.0248999,0.024143,0.0308685,0.0110923,0.00523703,0.00422173,0.0197814,0.0120599,0.0142163,0.0107481,0.00866251,0.00680521,0.011056,0.0258841,0.003113,0.0183263,0.034319,0.0103344,0.00782683,0.0103811,0.0088713,0.0125271,0.00666787,0.0192105,0.0353481,0.00853667,0.0054476,0.00691803
93,0.030753,0.0235778,0.0175913,0.0152691,0.010526,0.0118108,0.0071151,0.00500812,0.00176638,0.0109969,0.0210357,0.0151286,0.00467001,0.0235436,0.0128075,0.00458914,0.0143727,0.0243892,0.0233313,0.0269909,0.011936,0.00626009,0.00472572,0.0190642,0.0114454,0.0175242,0.0108485,0.00906876,0.00703212,0.0110424,0.0280802,0.00348251,0.0170402,0.0369853,0.0106618,0.0106048,0.0115404,0.00892184,0.0141374,0.00716609,0.0212048,0.0382783,0.00938595,0.00695735,0.00767983
94,0.0311195,0.0236611,0.0177149,0.0150516,0.00933987,0.0119363,0.00708056,0.00500331,0.00165411,0.0108626,0.0184265,0.0169825,0.00524017,0.0220459,0.0111981,0.00511776,0.0142066,0.0238621,0.022619,0.0227375,0.0123847,0.00672235,0.00518946,0.0185569,0.0110268,0.0200138,0.0109253,0.00959687,0.00723062,0.0110688,0.0302856,0.00383196,0.0161153,0.0393107,0.0107416,0.0127251,0.0125491,0.00961162,0.0154044,0.00742502,0.0223359,0.0409319,0.010289,0.00836742,0.00849697
95,0.0313865,0.0236635,0.0178546,0.0151618,0.00889157,0.0119269,0.00689469,0.0050429,0.0014783,0.0106327,0.0161558,0.0187381,0.00616454,0.0195772,0.00921597,0.00519918,0.0146244,0.0232257,0.0218371,0.0182693,0.0124783,0.00649782,0.00554412,0.0183406,0.0106485,0.0213561,0.0109903,0.0100694,0.00746653,0.0110301,0.0320117,0.00411827,0.0161498,0.0408535,0.0106604,0.0131174,0.0129316,0.0109177,0.015823,0.00751885,0.0224608,0.0426787,0.0112007,0.00945416,0.00928141
96,0.0315533,0.0236782,0.0181583,0.0157179,0.0091093,0.0118427,0.00660962,0.00521465,0.00126037,0.0103373,0.0145955,0.0204821,0.00720226,0.0161273,0.00666965,0.00455636,0.0150075,0.0221267,0.0205629,0.0136479,0.012437,0.00589185,0.00578208,0.0184093,0.0102065,0.0215785,0.0109638,0.0103981,0.00772948,0.0108289,0.0326947,0.00426212,0.0169025,0.0412728,0.0105465,0.0113148,0.01263,0.012459,0.0155104,0.00735987,0.0215188,0.0432031,0.0120051,0.0101658,0.00989575
97,0.0316343,0.0237526,0.0186727,0.016744,0.00953835,0.0117468,0.00630076,0.00553554,0.00114286,0.00998751,0.0143025,0.0221596,0.00800701,0.0119589,0.00395806,0.00328587,0.0147357,0.0202891,0.0182551,0.00882748,0.0124937,0.0053981,0.00597904,0.018662,0.00950689,0.020957,0.0107165,0.0105835,0.00792082,0.0104032,0.0320298,0.00424113,0.0177921,0.040143,0.0104508,0.0079141,0.0121675,0.0137709,0.0150345,0.00694622,0.0195173,0.0424337,0.012564,0.0105475,0.0102542
98,0.0316628,0.0238812,0.0192449,0.0181231,0.00947904,0.0116826,0.00602334,0.00591126,0.00124542,0.00958624,0.0158888,0.023569,0.00855396,0.00761499,0.00384833,0.00221993,0.013783,0.0178986,0.0144866,0.00446883,0.0127146,0.00536515,0.00622122,0.0189362,0.0083564,0.0197674,0.0101733,0.0106363,0.00795652,0.00973038,0.0300061,0.00408521,0.0182678,0.0369109,0.0103268,0.00435446,0.0117522,0.0143988,0.0148719,0.00743959,0.0166918,0.039964,0.0127734,0.010645,0.0103277
99,0.0316623,0.024035,0.0195831,0.0196121,0.00842928,0.0116516,0.00578106,0.00618771,0.00149335,0.00913303,0.0193225,0.0244732,0.00899797,0.00414099,0.00676851,0.0030885,0.0125325,0.0154461,0.00924545,0.00594767,0.0129505,0.00581898,0.00654121,0.0190633,0.00675289,0.0181449,0.00939624,0.010553,0.00783275,0.00884496,0.026763,0.00385691,0.0181,0.0313318,0.0101077,0.0036249,0.0108937,0.0140767,0.0152738,0.0111177,0.0136677,0.0352906,0.012606,0.01048,0.0101318
