Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
49,0.0245274,0.018116,0.012373,0.0179016,0.00844743,0.00615673,0.00430738,0.00376507,0.00695654,0.00956818,0.0281864,0.0119974,0.0220279,0.00732776,0.010624,0.0128484,0.0133697,0.0135477,0.00614689,0.016746,0.0078195,0.0061835,0.00659432,0.018683,0.00840511,0.0528283,0.00328165,0.00255989,0.00717633,0.0117552,0.0356037,0.00981818,0.0519773,0.057326,0.00988073,0.0199424,0.00777915,0.0213527,0.0218051,0.0298281,0.0341838,0.0533723,0.0048307,0.00136188,0.00133334
50,0.0251796,0.0182364,0.0119859,0.0164049,0.00785513,0.00644781,0.00483277,0.00359691,0.00683993,0.00874794,0.0258025,0.0128793,0.0227803,0.0116181,0.0125733,0.0133074,0.0129792,0.0164973,0.00733366,0.0141644,0.00764898,0.00569832,0.00684417,0.0194182,0.00968519,0.0457041,0.00304916,0.0029845,0.00743967,0.0123536,0.0295051,0.00817825,0.0454342,0.0471726,0.0109341,0.0181783,0.00629558,0.0173065,0.0210149,0.0259644,0.0313975,0.0419186,0.00541029,0.00166568,0.00223918
51,0.025364,0.018065,0.011748,0.0147736,0.00920615,0.00650907,0.00581118,0.00386665,0.00695562,0.00820067,0.0221485,0.0133251,0.0231534,0.0150233,0.0131079,0.0120859,0.0127943,0.021282,0.0117248,0.0116768,0.00727884,0.00507154,0.00691775,0.0198327,0.0106651,0.0370198,0.00306874,0.00360341,0.00763571,0.0131532,0.0229321,0.00661794,0.0375263,0.0352845,0.0113687,0.0166,0.00464538,0.0120269,0.0195015,0.021737,0.0260732,0.0286728,0.00551016,0.00239412,0.00316088
52,0.0250907,0.0174628,0.0114871,0.0135948,0.0123815,0.00655992,0.00682767,0.00456358,0.00714456,0.00805464,0.0170182,0.0134146,0.0231991,0.0175437,0.0125929,0.00955594,0.0138953,0.026667,0.0166885,0.00968515,0.00700322,0.00468082,0.00688175,0.0200277,0.0111313,0.028077,0.00329264,0.00420754,0.00781126,0.0138431,0.0182012,0.00555001,0.0290624,0.0239411,0.0110691,0.0146092,0.00467603,0.00626801,0.0166889,0.0179132,0.0190214,0.0144059,0.00506798,0.00294416,0.00397826
53,0.0245944,0.0164702,0.0111413,0.0130437,0.0153346,0.00693841,0.00759669,0.00542262,0.00738957,0.00841008,0.0111967,0.0133992,0.0229044,0.0199161,0.0119081,0.00653811,0.0162566,0.0309926,0.0206937,0.0104726,0.00697378,0.00478655,0.00691891,0.0201413,0.0109636,0.0201668,0.00362387,0.00463621,0.00810163,0.0141755,0.0176788,0.00502099,0.0210162,0.0197218,0.0103065,0.0118209,0.00684897,0.00224324,0.0132856,0.0147439,0.0116509,0.00819637,0.00427789,0.00328894,0.00459566
54,0.024152,0.0152841,0.0107839,0.01286,0.017814,0.00769173,0.0080864,0.00607994,0.0078001,0.00923269,0.00929014,0.0134785,0.0222194,0.0227161,0.0116673,0.00401402,0.0184549,0.033537,0.0237011,0.0158077,0.007254,0.00550877,0.0073312,0.0202868,0.0103441,0.0136506,0.00397614,0.00481406,0.00862268,0.014103,0.0205542,0.00459222,0.0148341,0.026635,0.00963576,0.00815629,0.00987418,0.00541199,0.0109982,0.0120589,0.00559776,0.0215286,0.00352781,0.00368489,0.00500762
55,0.0239249,0.0141065,0.0105429,0.0126004,0.0197777,0.00845126,0.00837872,0.00628523,0.0083234,0.0102531,0.0146404,0.0135892,0.0212734,0.0258408,0.0118732,0.00263011,0.0194,0.034682,0.0263556,0.0233101,0.00773633,0.00658213,0.00815325,0.0205875,0.00973495,0.0083139,0.00432183,0.00481587,0.00929435,0.013821,0.0242747,0.00381319,0.0128732,0.0365631,0.00949589,0.00405252,0.0131752,0.00923697,0.010976,0.0100037,0.00622176,0.035072,0.00325388,0.00432338,0.00536446
56,0.0239391,0.0131222,0.0104815,0.0120415,0.0208947,0.0088837,0.00853579,0.00608317,0.00874846,0.0111423,0.0218485,0.0134792,0.0205013,0.0287829,0.0122475,0.00212303,0.0190949,0.0353529,0.029195,0.0306901,0.00817565,0.0075736,0.00907685,0.0210433,0.00961505,0.00683448,0.00460506,0.00474361,0.00993849,0.0135036,0.0274231,0.0027774,0.0150158,0.0439443,0.00997283,0.00307149,0.0161154,0.0120998,0.0130129,0.00931579,0.0118425,0.0440525,0.00367833,0.00506178,0.00574609
57,0.024081,0.0124294,0.0106396,0.011304,0.0211069,0.008932,0.0085298,0.00571741,0.00888734,0.0117163,0.0284758,0.0129822,0.0201086,0.0311803,0.0127682,0.00191145,0.0183738,0.0362281,0.03232,0.037242,0.00830856,0.0082351,0.00976042,0.0215466,0.0102006,0.0109349,0.0047566,0.00469098,0.0104953,0.0132182,0.0293863,0.00235124,0.0174428,0.0470535,0.0108278,0.0064506,0.0178891,0.0136445,0.0159178,0.00976863,0.0168221,0.0469379,0.00453706,0.00565473,0.00609619
58,0.024181,0.0120107,0.0110367,0.0107032,0.0207252,0.00868693,0.00827721,0.00538675,0.00869069,0.0119749,0.0340228,0.0121746,0.0198772,0.0331059,0.0136819,0.00215554,0.0181407,0.0373505,0.0355088,0.0431506,0.00800132,0.00855305,0.010055,0.0219862,0.0112847,0.0143159,0.00473681,0.00470671,0.0110351,0.0129782,0.0296704,0.00245196,0.0176207,0.0461861,0.011725,0.00937266,0.0183513,0.0135545,0.0177624,0.00976732,0.019348,0.0445032,0.00532375,0.00597349,0.00631467
59,0.0241488,0.0117743,0.01159,0.0104615,0.0202363,0.00826777,0.00775576,0.00515359,0.00822342,0.0120431,0.0384698,0.0113042,0.0196828,0.0347291,0.0149724,0.00292849,0.0185562,0.0382805,0.0383341,0.0486596,0.00731983,0.00860116,0.00999372,0.0223403,0.0125267,0.0138365,0.00458419,0.00479323,0.0115953,0.0128005,0.0281812,0.00285343,0.0152744,0.042476,0.0124816,0.0111832,0.0183134,0.0119664,0.0170981,0.00839967,0.0190669,0.039014,0.00566272,0.00602106,0.00633493
60,0.0240222,0.0116548,0.0120642,0.0106136,0.0200616,0.00778064,0.00706006,0.00505184,0.00756759,0.0120467,0.0418803,0.0105563,0.0195328,0.0358597,0.016216,0.00391795,0.0191523,0.0385585,0.0402992,0.0536133,0.00647235,0.00839476,0.00965426,0.0226422,0.0138626,0.0102211,0.00437734,0.0048856,0.012101,0.0126713,0.0259019,0.00421905,0.0125104,0.0365013,0.0131162,0.0119361,0.0186698,0.0100419,0.0142309,0.00602123,0.0171439,0.0327716,0.00545244,0.00583551,0.00610519
61,0.0239121,0.0116743,0.0122101,0.0110748,0.0203158,0.00726557,0.0063426,0.00517176,0.00672765,0.0119898,0.0442591,0.00987049,0.0195704,0.0359933,0.0169896,0.00499247,0.0196719,0.0380072,0.0410635,0.0575977,0.00561951,0.00786992,0.00905976,0.0228745,0.0154307,0.00795163,0.0041608,0.00487223,0.0124058,0.0125528,0.0237049,0.00573565,0.012997,0.0284115,0.0136924,0.0119288,0.019205,0.00930625,0.0108632,0.00377024,0.0156207,0.0267604,0.00481527,0.00540664,0.005582
62,0.0239614,0.011972,0.0119079,0.0116195,0.0206779,0.00681034,0.00565987,0.00548021,0.00559192,0.0116311,0.0455939,0.00903931,0.0198694,0.0349632,0.0171991,0.00614338,0.0204119,0.0368194,0.040718,0.0602686,0.00464944,0.00689546,0.00811255,0.022909,0.0171131,0.0104085,0.00394249,0.00473262,0.0123343,0.0124755,0.0207849,0.0066398,0.0167403,0.02073,0.0141071,0.0116312,0.01866,0.00969115,0.0084129,0.00501511,0.0154057,0.0203641,0.00384665,0.00459859,0.00467774
63,0.0242542,0.012731,0.0112607,0.011866,0.0207763,0.00666923,0.0049014,0.00564854,0.00406103,0.01061,0.045954,0.00813785,0.0197142,0.0333876,0.0169615,0.00717471,0.0217191,0.0354684,0.039801,0.0615185,0.00340453,0.00534073,0.00655123,0.0226664,0.0183438,0.0140139,0.00368729,0.00467592,0.0116678,0.0125848,0.0166657,0.00693066,0.0203036,0.018426,0.0139885,0.0112349,0.015991,0.00986006,0.00738307,0.00838639,0.0145532,0.0136086,0.00256342,0.00316526,0.00329049
64,0.0246141,0.0139471,0.010501,0.011693,0.0207295,0.00712087,0.0040347,0.00531947,0.00265993,0.00891432,0.0455469,0.00775432,0.0183853,0.0322032,0.0164333,0.00774545,0.0233521,0.0344099,0.0388824,0.0614524,0.00312437,0.00365495,0.00418778,0.0223314,0.0185632,0.0168886,0.00385869,0.00513733,0.0103111,0.0130426,0.0129029,0.00682301,0.0216277,0.0195945,0.0130418,0.0109043,0.0114769,0.00872511,0.00791671,0.0103791,0.0111484,0.0087973,0.00220931,0.00114834,0.00227589
65,0.0245859,0.0152622,0.00960825,0.0116561,0.0210947,0.0081548,0.00335132,0.00450921,0.00313264,0.00712027,0.0447066,0.00802674,0.0161842,0.0317469,0.0158401,0.00766735,0.0244541,0.0336542,0.0379899,0.0602666,0.00517932,0.00398364,0.00158094,0.0221924,0.017793,0.0194981,0.00552832,0.00630734,0.00870743,0.0138198,0.011412,0.00655291,0.0212718,0.0193834,0.0117188,0.0116187,0.00720172,0.00683132,0.00907996,0.0112249,0.00685647,0.00863475,0.0045234,0.00198609,0.0039121
66,0.0239165,0.0161764,0.00830573,0.0121049,0.0222962,0.009444,0.00307301,0.0036304,0.00472995,0.00572504,0.0438969,0.00828341,0.0139044,0.0314758,0.0154923,0.00713964,0.0242434,0.0327469,0.0366956,0.0582749,0.00748989,0.00612495,0.00192704,0.0222981,0.0166748,0.0227747,0.00831452,0.00769275,0.00786271,0.0146603,0.012562,0.00653622,0.0213838,0.0184097,0.0111638,0.0133991,0.00577825,0.00646531,0.00949611,0.0125909,0.00664767,0.0119891,0.00729348,0.00419009,0.00630021
67,0.0229361,0.0164774,0.0066986,0.0124506,0.0241427,0.0105888,0.00312219,0.00308825,0.00616176,0.00458234,0.0435549,0.00843853,0.0122624,0.0307548,0.0157867,0.0066724,0.0228585,0.0315477,0.0350709,0.0559813,0.00892815,0.00793235,0.0033033,0.0224237,0.0159255,0.0265498,0.0109146,0.00868854,0.00819581,0.0151835,0.0153979,0.00702621,0.022811,0.0187516,0.0116297,0.0148033,0.00654323,0.00830805,0.00879178,0.0132565,0.00969437,0.0160656,0.00904053,0.00542984,0.0077824
68,0.0221783,0.0163901,0.00544052,0.0122449,0.0260234,0.0112373,0.00352706,0.00283015,0.00732551,0.00387249,0.0438513,0.00875757,0.0117192,0.0295903,0.0167962,0.00666089,0.0213061,0.030688,0.0338246,0.0541099,0.00962075,0.00897849,0.00391352,0.0223625,0.0156078,0.0296352,0.0123164,0.00903581,0.00878017,0.015041,0.0184004,0.00751773,0.0242714,0.0202225,0.0120685,0.0153277,0.00862592,0.0111841,0.00785443,0.0120257,0.0136594,0.0190185,0.00914136,0.0055086,0.0078976
69,0.0218789,0.0163061,0.00497468,0.0117827,0.0273272,0.0111155,0.0042116,0.00267024,0.00814154,0.00426252,0.0445355,0.00882922,0.0120881,0.0285275,0.0180618,0.00693031,0.0204926,0.0309263,0.0335017,0.0532563,0.0100008,0.00953623,0.00452763,0.0221629,0.0153514,0.0311448,0.0120774,0.00861981,0.00872029,0.0141368,0.0203973,0.00738084,0.0242025,0.0218517,0.0121387,0.0148954,0.0110327,0.0135613,0.00766251,0.0106301,0.0168086,0.0200853,0.00778009,0.00484423,0.0068686
70,0.0219184,0.0164616,0.0052037,0.0113911,0.0277302,0.0101471,0.00480895,0.00272009,0.00844932,0.00524536,0.0451371,0.00817943,0.0125332,0.0280503,0.0190284,0.00704355,0.0203827,0.0321365,0.0340696,0.0534794,0.0101398,0.00961066,0.00535723,0.0220511,0.0153911,0.0310547,0.0104566,0.00745287,0.00801786,0.0127781,0.0210681,0.0067041,0.0221851,0.0234384,0.0124177,0.0130628,0.0119796,0.0140539,0.00814382,0.0101756,0.0170823,0.0195508,0.00571088,0.00406497,0.00530608
71,0.0220323,0.0168501,0.00596672,0.0109491,0.0272571,0.00860163,0.00494922,0.00294254,0.00831206,0.0061528,0.0452948,0.00695139,0.0123477,0.0282672,0.0193809,0.00674768,0.0203366,0.0334206,0.0350055,0.0542938,0.00990655,0.00904581,0.00596231,0.0222046,0.0161276,0.0296312,0.00827999,0.00598758,0.00729407,0.0114634,0.0205386,0.00609066,0.019099,0.0249438,0.0131681,0.0101381,0.0112616,0.0123868,0.00896162,0.00936012,0.0147063,0.018152,0.00374411,0.00371125,0.00385994
72,0.0222002,0.0173801,0.00689204,0.0104316,0.0260989,0.00709178,0.0045233,0.00333436,0.00793889,0.00699577,0.0448328,0.00561656,0.0115602,0.0290424,0.0191171,0.00602312,0.0200184,0.0341109,0.0356938,0.0549231,0.00929651,0.00816705,0.00632526,0.0225293,0.0169531,0.0267551,0.00645706,0.00498175,0.00704832,0.0104537,0.0188574,0.00581553,0.016296,0.0257764,0.0142827,0.00752738,0.0101075,0.00923638,0.00981626,0.00813844,0.0117059,0.0161872,0.00231808,0.00391159,0.00285569
73,0.022645,0.0179952,0.00762682,0.0102411,0.0244468,0.00626551,0.00388052,0.00418708,0.00741694,0.00783061,0.0436488,0.00455041,0.0106857,0.0301996,0.0184887,0.00507033,0.0195758,0.0342115,0.0358524,0.054516,0.00841272,0.00755499,0.00656492,0.0226859,0.0170159,0.0222769,0.00535406,0.00481862,0.00716599,0.00969175,0.0162375,0.0056761,0.0152395,0.0250609,0.0155933,0.00634362,0.00938331,0.00574373,0.010462,0.00793396,0.00970628,0.0139033,0.00145132,0.00415494,0.00210426
74,0.0234328,0.0186705,0.00813862,0.0107212,0.0225372,0.00621866,0.00367622,0.00535273,0.00671443,0.00851093,0.0416528,0.00416899,0.0101691,0.0314883,0.0177405,0.00433621,0.0192986,0.0341262,0.0355047,0.0523797,0.00742261,0.0072831,0.00642677,0.0223148,0.0163855,0.0168146,0.00471175,0.00528567,0.00729837,0.00904922,0.0136973,0.00555165,0.0165507,0.0225815,0.0168155,0.00602164,0.00865953,0.00340982,0.0110441,0.00912815,0.00905202,0.0138423,0.00110839,0.00389412,0.00125658
75,0.0243638,0.0193354,0.00858677,0.0118057,0.0208473,0.0065258,0.00394703,0.00631915,0.00581253,0.0089006,0.0388381,0.00519337,0.0101576,0.0324266,0.016819,0.00408049,0.0195021,0.0342512,0.0347623,0.0483027,0.00657925,0.00704652,0.00558594,0.0212769,0.0158456,0.0115962,0.00429401,0.00605087,0.00726359,0.00847336,0.0129678,0.00552661,0.0179139,0.0196996,0.0177077,0.00584446,0.00760108,0.00330701,0.0119292,0.0108102,0.00969829,0.0184494,0.00141493,0.00305793,0.000186539
76,0.0252339,0.0199249,0.00910518,0.0131102,0.0201488,0.00685852,0.00411995,0.00680694,0.00477201,0.00896951,0.0354178,0.00778226,0.010644,0.032394,0.01543,0.00383043,0.0206073,0.0347838,0.0338063,0.0427293,0.0061949,0.00679391,0.00407135,0.0197327,0.0159876,0.00764655,0.00421421,0.00685612,0.00706052,0.00797807,0.0149959,0.00563259,0.0167622,0.0190538,0.0182349,0.00618769,0.00712705,0.00426704,0.0131172,0.0121824,0.0112714,0.0242119,0.00231069,0.00234779,0.0013608
77,0.0260281,0.0204632,0.00973321,0.0141968,0.0209217,0.00715689,0.00394119,0.00687425,0.00373677,0.0087541,0.0318298,0.0113079,0.0115961,0.0309685,0.0134159,0.0033564,0.0228134,0.0356386,0.0328695,0.0365951,0.00648372,0.00674044,0.00243588,0.0180615,0.0166158,0.0063132,0.00455054,0.00749038,0.00677448,0.00759185,0.0188954,0.00572617,0.0133431,0.0212137,0.0185598,0.00714776,0.00796204,0.00576639,0.0141364,0.0129558,0.0129978,0.0269296,0.00361959,0.00306781,0.00301864
78,0.0268309,0.0210398,0.0104528,0.014963,0.0225159,0.00750454,0.00352358,0.00675499,0.00288664,0.00832298,0.0284445,0.0150049,0.012886,0.0281717,0.0109939,0.00357129,0.0254488,0.0363837,0.0320635,0.030867,0.00736178,0.00705376,0.00215651,0.0166536,0.0169962,0.00849166,0.00510934,0.00784065,0.00651478,0.00725093,0.0228577,0.00566202,0.0104831,0.0236636,0.0189316,0.007804,0.0089998,0.00768847,0.0146819,0.0133508,0.0143199,0.0256393,0.00508355,0.00467469,0.00457071
79,0.027662,0.0216891,0.0111832,0.015626,0.0235718,0.00800223,0.00317754,0.00666681,0.00243797,0.00776494,0.0252161,0.0181913,0.0142062,0.0243778,0.00845686,0.00462186,0.0269881,0.0362931,0.031135,0.0259984,0.00850427,0.00767934,0.00335581,0.015757,0.0165501,0.0109263,0.00563784,0.00796124,0.00638212,0.00677744,0.0251573,0.00545876,0.0101241,0.0246117,0.0194987,0.00750471,0.00923264,0.00936385,0.0149586,0.0138675,0.0147694,0.0229418,0.00633673,0.00613726,0.00569234
80,0.0284532,0.0223372,0.0117976,0.0164285,0.0229443,0.00865199,0.00336998,0.00672496,0.0026815,0.007165,0.0216493,0.0204693,0.015197,0.0200809,0.00596818,0.00512053,0.0261929,0.0347122,0.0294698,0.0215078,0.00958602,0.00841617,0.00449939,0.0154086,0.0152367,0.0108452,0.00597687,0.00800865,0.00646619,0.00598367,0.024949,0.00528771,0.0109966,0.0240824,0.0201596,0.00669864,0.00864061,0.0101791,0.0152184,0.0149779,0.0138325,0.02152,0.00698989,0.00695352,0.00619173
81,0.0290649,0.0228483,0.012211,0.0174607,0.020148,0.00933471,0.00427608,0.00695843,0.00360716,0.00663271,0.0174864,0.0218099,0.0156383,0.0156968,0.00455084,0.00421051,0.023311,0.0315049,0.0263526,0.0164655,0.0104106,0.00909082,0.005262,0.0155166,0.0134824,0.00880455,0.00607713,0.00809654,0.00682775,0.00482458,0.0225229,0.00538461,0.0127805,0.0226599,0.0206249,0.00701135,0.00756639,0.010147,0.0153489,0.0172367,0.0115011,0.0206804,0.00678401,0.00689041,0.00602756
82,0.0293456,0.0231591,0.0124889,0.0186187,0.0154711,0.00989095,0.00542055,0.00732804,0.00477889,0.00625608,0.0139673,0.0225012,0.0154861,0.0115513,0.00567846,0.00226034,0.0199766,0.0271275,0.0213338,0.0107255,0.0109434,0.0096228,0.00579866,0.0158891,0.011828,0.00913479,0.00599478,0.00825776,0.00746224,0.0034174,0.0186885,0.00587268,0.0156821,0.0202381,0.0206316,0.00983282,0.00655918,0.00978765,0.015577,0.0212893,0.00900525,0.0189237,0.00575921,0.00601748,0.00532827
83,0.0292512,0.0233161,0.0127953,0.0196753,0.0101199,0.0102008,0.00623437,0.00770383,0.00575006,0.00599838,0.0143272,0.0229165,0.0148066,0.00799346,0.00719722,0.00261625,0.0176778,0.0221805,0.0145481,0.00704494,0.0112286,0.0099814,0.00627254,0.0162775,0.0106133,0.0123173,0.00590641,0.00848627,0.00826409,0.0019669,0.0140119,0.0065803,0.0185255,0.0161391,0.0201235,0.0148298,0.00687346,0.00945251,0.0167802,0.027044,0.00929292,0.0152045,0.00429642,0.00466244,0.00442856
84,0.0288444,0.0233967,0.0132587,0.020503,0.00741399,0.010236,0.00645728,0.00793612,0.00631081,0.00577409,0.019455,0.0232924,0.0138371,0.00544872,0.00725296,0.00520809,0.0168278,0.017014,0.00688202,0.0112121,0.0113025,0.0101384,0.00669378,0.0164767,0.00988798,0.0148382,0.00604104,0.00877111,0.00906698,0.000836432,0.00875307,0.00724126,0.0205353,0.0117743,0.0192805,0.0211432,0.00941527,0.00900562,0.019253,0.0334438,0.013686,0.0108064,0.00313054,0.00325124,0.00385733
85,0.028211,0.0234593,0.0138495,0.0211531,0.0107589,0.0100451,0.00616561,0.00794911,0.00652919,0.00561201,0.0263935,0.0236278,0.013032,0.00412321,0.00589343,0.00746335,0.0172438,0.0118473,0.0012584,0.0186478,0.0111609,0.0100989,0.00697264,0.0164382,0.00952587,0.0162833,0.00647742,0.00902188,0.00965323,0.00104786,0.0043603,0.00768963,0.0224492,0.0154927,0.0184064,0.0277318,0.0134047,0.00839907,0.0223401,0.0394033,0.020234,0.0169247,0.00317166,0.00218613,0.00393947
86,0.0274286,0.0235588,0.0144207,0.0217356,0.015973,0.00971241,0.00563113,0.00780899,0.0066253,0.00564147,0.0328037,0.0237865,0.0127853,0.00357273,0.00419717,0.00924136,0.0182097,0.00768755,0.00604053,0.0255072,0.010794,0.00993392,0.00706208,0.0162641,0.00931957,0.0179537,0.00706556,0.00906216,0.00984194,0.00172592,0.00693475,0.00791232,0.0256228,0.0276309,0.0177693,0.0335333,0.0178123,0.00807907,0.0254312,0.0444933,0.0275765,0.0325199,0.00420295,0.00187088,0.00440869
87,0.0265837,0.0237271,0.014827,0.0222286,0.0200944,0.00929168,0.00510094,0.0076644,0.0067467,0.0059011,0.0377038,0.0236117,0.0130933,0.00326886,0.00366278,0.010718,0.0187366,0.00743713,0.00889228,0.0308292,0.0101898,0.00971055,0.00697838,0.0161016,0.00908277,0.0207031,0.00759006,0.0087326,0.00962648,0.00219335,0.0127424,0.00800994,0.0304852,0.0418114,0.0174427,0.0380719,0.0219651,0.00859183,0.0282476,0.048828,0.0350892,0.0502125,0.00538758,0.00230332,0.00486906
88,0.0257881,0.0239789,0.0149668,0.0225009,0.0221478,0.00879746,0.00469042,0.00765502,0.006891,0.00627488,0.0409592,0.0229874,0.0136537,0.00309929,0.00492904,0.0118151,0.0183032,0.0103552,0.00947484,0.0347399,0.00932414,0.00944833,0.00676688,0.015979,0.00871593,0.0244904,0.00799741,0.00802964,0.00921018,0.00250711,0.0183085,0.00811765,0.0364589,0.0553857,0.0172451,0.0415266,0.0253716,0.00996272,0.0304896,0.0524256,0.042301,0.0671343,0.00638583,0.00300872,0.00517269
89,0.0250907,0.0242983,0.0148065,0.0224329,0.0220382,0.00826251,0.00440739,0.00785559,0.00699296,0.00660621,0.0425164,0.0218639,0.0140764,0.00288653,0.00657183,0.0122384,0.0171006,0.0126327,0.0085965,0.0371647,0.00818864,0.0091256,0.00646363,0.0158564,0.00823605,0.0287968,0.00837485,0.00708323,0.00881724,0.00281652,0.023158,0.00826875,0.042662,0.0672008,0.0169201,0.0442257,0.0277798,0.0119237,0.0317392,0.0549595,0.0487319,0.0819213,0.00718297,0.00371309,0.00532673
90,0.0244898,0.0246379,0.0143333,0.0220559,0.0200252,0.0077906,0.00423748,0.00823937,0.00701605,0.00676816,0.0419889,0.0202365,0.0140419,0.00255579,0.00735911,0.0116162,0.0158198,0.0127084,0.00708408,0.037187,0.00678006,0.00868158,0.00602894,0.0156922,0.00773632,0.0330734,0.0087225,0.00607265,0.00845538,0.00327067,0.0272277,0.008346,0.0483762,0.0766543,0.0163324,0.0460714,0.0291567,0.0141617,0.031765,0.0559923,0.0538761,0.0939132,0.0078459,0.00428845,0.00536915
91,0.0239572,0.0249261,0.0135522,0.0216419,0.0159997,0.00751974,0.00419199,0.00871584,0.00699098,0.00672205,0.038966,0.0181392,0.0135696,0.00254943,0.00741816,0.00930601,0.0151153,0.0105618,0.0058197,0.0335907,0.00510635,0.00805838,0.00539725,0.0155093,0.00734096,0.036879,0.00890809,0.00515066,0.00795392,0.00397502,0.0304112,0.00822722,0.0531061,0.0834467,0.0155602,0.0466581,0.0296192,0.0163509,0.0307205,0.0553017,0.0572993,0.102811,0.00840695,0.00461762,0.00532545
92,0.0234738,0.0250828,0.0125447,0.0215153,0.01006,0.00754593,0.00428963,0.00918901,0.0069967,0.00651713,0.0339023,0.0156919,0.0130107,0.00372609,0.00825867,0.00505009,0.0148498,0.00791413,0.00568189,0.0266074,0.0032765,0.00723675,0.00457137,0.0152981,0.00717009,0.0398328,0.00879841,0.00439383,0.00722435,0.00489865,0.0325013,0.00798877,0.0564954,0.0875206,0.0148267,0.0458212,0.0293719,0.0182698,0.0289834,0.0529496,0.0587608,0.10852,0.00881996,0.00460704,0.0052163
93,0.0230392,0.0250642,0.0114789,0.0216703,0.00480487,0.00785833,0.00453217,0.00957179,0.00710888,0.00626255,0.0279065,0.0131237,0.0126863,0.00633774,0.0116096,0.00369368,0.0141034,0.00784882,0.00640269,0.019284,0.00181123,0.00630297,0.00369512,0.0149778,0.00731434,0.0416013,0.00840445,0.00383036,0.0063825,0.00589772,0.0333519,0.00788862,0.0583105,0.089028,0.0143284,0.0438362,0.0286325,0.0198545,0.0269709,0.0491844,0.058252,0.111128,0.00898392,0.00423635,0.00507612
94,0.0226618,0.0249023,0.0105161,0.0217352,0.00766416,0.0083063,0.00490353,0.00973552,0.00732903,0.00612949,0.0214801,0.0107287,0.012679,0.00987479,0.0174253,0.00868246,0.0121201,0.00926965,0.00789442,0.0148149,0.00235208,0.00546539,0.00303761,0.0145416,0.00778731,0.0419932,0.00794543,0.00351263,0.00557746,0.00688608,0.0330348,0.0081334,0.0585417,0.0883389,0.0141123,0.0411614,0.0275209,0.0210922,0.0250395,0.0444052,0.0559567,0.110977,0.00878864,0.00356148,0.00496863
95,0.0224571,0.0247379,0.00963883,0.021341,0.0126118,0.00860625,0.00534668,0.00941849,0.00760939,0.00620339,0.0160405,0.00875588,0.0128067,0.0135229,0.0230572,0.0125991,0.00925232,0.00926424,0.0110258,0.0118248,0.00433261,0.00496602,0.00285468,0.0141803,0.00836652,0.0410748,0.00776905,0.0034799,0.00476569,0.00796942,0.0318146,0.00867389,0.0574492,0.0860206,0.0140175,0.0382277,0.0260112,0.0218548,0.0234701,0.0392367,0.0522821,0.108686,0.00811901,0.00256256,0.00486546
96,0.0226269,0.0247523,0.00863086,0.0203851,0.0152729,0.00857533,0.00574104,0.00824629,0.0078831,0.00629061,0.01505,0.0073184,0.0126353,0.0159655,0.0252745,0.0146112,0.00717304,0.00801679,0.0145243,0.00893523,0.00679148,0.00489006,0.00327511,0.014308,0.00843488,0.0392943,0.00810192,0.0038225,0.00375898,0.00938409,0.0300815,0.00927951,0.0555375,0.0827888,0.0137921,0.0354451,0.0240586,0.0219594,0.0224042,0.0345012,0.0479355,0.105126,0.00712271,0.00108257,0.00463303
97,0.0232576,0.0250401,0.00729396,0.0191303,0.0152056,0.00856771,0.00602487,0.00603011,0.00801157,0.00613629,0.0167799,0.00670498,0.01188,0.0159779,0.0232787,0.0145931,0.00731459,0.0066936,0.0165295,0.00769395,0.00961576,0.00512316,0.00436964,0.0151762,0.0072178,0.0374693,0.00899262,0.00481558,0.00252207,0.0112669,0.0283343,0.00978438,0.053469,0.0794139,0.0133789,0.0331672,0.0218622,0.0214272,0.0216496,0.0309536,0.0438103,0.101297,0.00683902,0.00178243,0.00459527
98,0.0240183,0.0254748,0.00577159,0.0182117,0.01368,0.00934937,0.00637801,0.00321045,0.00795911,0.00587567,0.0172703,0.00774071,0.010874,0.013828,0.0194627,0.0125148,0.00927087,0.00652079,0.0174299,0.00830937,0.0126806,0.00567217,0.00617859,0.0164143,0.00439992,0.0364429,0.0105108,0.00654129,0.00186649,0.0134436,0.0270988,0.0101695,0.0518452,0.0765854,0.0128899,0.0314505,0.0199071,0.020514,0.0207597,0.028645,0.0404783,0.0980167,0.00827138,0.00467202,0.00565587
99,0.0243899,0.0257704,0.00455023,0.0181233,0.0125827,0.010836,0.00689545,0.00144998,0.00815366,0.00602715,0.0163916,0.010318,0.0103495,0.0114012,0.0171351,0.00976726,0.0117497,0.00992598,0.0187056,0.0100153,0.0156732,0.00683144,0.0085973,0.0173574,0.00108331,0.0367025,0.012532,0.00857042,0.00317482,0.015486,0.026778,0.0104501,0.0510294,0.0747489,0.0122978,0.0300665,0.0186669,0.0195664,0.019544,0.0268162,0.0379627,0.0956453,0.0102791,0.00725216,0.00749723
