Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
58,0.0281706,0.0217513,0.0227845,0.0127542,0.00886541,0.0047632,0.00946946,0.00846189,0.00863181,0.0116777,0.0246268,0.0132321,0.0180779,0.0249073,0.0196191,0.0169669,0.0188741,0.030336,0.0227442,0.0182698,0.0113322,0.00903811,0.0101586,0.0246302,0.0110241,0.00562771,0.00585818,0.0035188,0.0115761,0.0103671,0.0150251,0.0105513,0.0202757,0.0261305,0.00893996,0.00771909,0.00697886,0.00810783,0.00991543,0.0107261,0.00310177,0.0294615,0.00527423,0.00388822,0.00294655
59,0.0273939,0.0213167,0.0228628,0.0116653,0.0109521,0.00555844,0.00992302,0.00878343,0.00915317,0.0125358,0.0156938,0.0140108,0.0168192,0.0276618,0.018022,0.0139851,0.0216253,0.0359084,0.0266872,0.0138419,0.01182,0.00960961,0.010844,0.0250909,0.0117042,0.00406281,0.00564195,0.00353941,0.0116846,0.0106836,0.0211928,0.0102051,0.0206488,0.0362023,0.00810007,0.00425831,0.00956248,0.0100353,0.0102056,0.00833544,0.00728041,0.0401081,0.0052237,0.00459484,0.00303097
60,0.026792,0.021035,0.0228402,0.0107018,0.0133464,0.00651239,0.0103968,0.00936534,0.0099078,0.0136635,0.0114212,0.0146261,0.0154385,0.031118,0.0173995,0.0113758,0.0229076,0.0398722,0.0308107,0.0168481,0.0124963,0.010594,0.0117217,0.0254773,0.0120432,0.00902742,0.00540915,0.00347407,0.0118446,0.0106416,0.0260315,0.00809419,0.0224777,0.0438594,0.00769998,0.00524192,0.0127225,0.01212,0.0123746,0.0087088,0.0139423,0.0475829,0.00535209,0.00553353,0.00286536
61,0.0264827,0.0210049,0.0227545,0.00976641,0.0145318,0.00732875,0.0108636,0.0101327,0.0107639,0.0149028,0.0159637,0.0151005,0.0142111,0.0348574,0.0181913,0.00954553,0.0231865,0.0425522,0.0352067,0.0254097,0.0133918,0.0118242,0.012682,0.0257717,0.0121993,0.0147486,0.00524053,0.00334866,0.0120479,0.0102771,0.0295851,0.00980659,0.024588,0.048869,0.00781181,0.00860468,0.0153651,0.0138684,0.0152981,0.010654,0.0187637,0.0517531,0.005599,0.00663516,0.00271232
62,0.0262889,0.0212865,0.0227683,0.00883397,0.0145992,0.00767566,0.011235,0.0107886,0.0115528,0.0160766,0.0232999,0.0153815,0.0133493,0.0382623,0.0197987,0.00852722,0.0233347,0.0443728,0.0396014,0.0345533,0.0144015,0.0131011,0.0135919,0.0259472,0.0124167,0.0194451,0.00511329,0.00320106,0.0122638,0.00970085,0.0318684,0.0180758,0.0261205,0.0514542,0.00817031,0.011758,0.0169304,0.0149492,0.0183292,0.0128707,0.0219578,0.0530364,0.0060026,0.00771969,0.0029161
63,0.0259558,0.0218437,0.0231026,0.00802432,0.0140398,0.00751209,0.0114049,0.0110338,0.0121226,0.0169895,0.0299415,0.0153372,0.0127999,0.0408893,0.0213258,0.00797776,0.0239339,0.0455607,0.0435246,0.042266,0.0153268,0.0142455,0.0143118,0.0259868,0.0128075,0.0215415,0.00495525,0.0030066,0.0124319,0.00901435,0.0322803,0.0236103,0.0262799,0.0517591,0.00859516,0.0139562,0.0174978,0.0147564,0.0204267,0.0143095,0.0237788,0.0519511,0.00663498,0.00857769,0.00350143
64,0.025401,0.0225259,0.0238889,0.00741641,0.0134288,0.00707139,0.011327,0.0108471,0.0123899,0.0175269,0.0351657,0.0149333,0.0123972,0.0424365,0.0223364,0.00741288,0.0248888,0.0460344,0.0465002,0.0481527,0.0160349,0.0151352,0.0147457,0.0259218,0.0132977,0.0201309,0.00480461,0.00271264,0.0124841,0.00827294,0.0299865,0.0226806,0.0246349,0.0495356,0.00903442,0.0149752,0.017492,0.0125347,0.0203637,0.014164,0.0242047,0.0489616,0.00753914,0.00907163,0.00414523
65,0.0247343,0.02315,0.0250492,0.00692522,0.013204,0.0066541,0.0110576,0.01048,0.0123578,0.0177692,0.0388659,0.0143325,0.0121051,0.0425794,0.0228661,0.00645563,0.0256219,0.04552,0.0481581,0.0524972,0.0165316,0.0157422,0.0148827,0.0258142,0.013783,0.0159173,0.00485167,0.00238372,0.0123842,0.00750867,0.025069,0.0177001,0.0221948,0.0440802,0.00937917,0.0151071,0.0172919,0.00816935,0.0180654,0.0121423,0.0232543,0.0446318,0.00869608,0.00919461,0.00454784
66,0.0241991,0.0236457,0.0262546,0.00661994,0.0133617,0.00646754,0.0105876,0.010128,0.0119354,0.0177581,0.0410523,0.0136486,0.0118971,0.041151,0.0231194,0.00520168,0.0257881,0.043912,0.0483979,0.0556056,0.0167199,0.0159798,0.0146365,0.0257092,0.0144495,0.0113189,0.0052593,0.0023971,0.0121514,0.00693036,0.0188731,0.0130493,0.0213663,0.035223,0.00943657,0.0151523,0.0170748,0.0029014,0.0148896,0.008395,0.0214399,0.0394106,0.0100585,0.00902046,0.00464523
67,0.0240207,0.02409,0.0272144,0.00690527,0.0135328,0.00654842,0.00982631,0.00985113,0.0109337,0.017338,0.0418088,0.0128136,0.0118057,0.0384313,0.023061,0.00433048,0.0255984,0.0414546,0.0473625,0.0575881,0.016333,0.0156662,0.0138185,0.0255685,0.0157009,0.00983221,0.00595697,0.00306141,0.0117862,0.00691081,0.0133015,0.0105684,0.0231374,0.0255826,0.00910974,0.0154889,0.0164331,0.00406181,0.0124998,0.00375652,0.0198087,0.0332419,0.0115196,0.00861567,0.00446916
68,0.0243412,0.0246146,0.0277927,0.00812887,0.0133109,0.00681308,0.00862759,0.00958063,0.0091331,0.0161198,0.0413158,0.0117437,0.011694,0.0352354,0.0224404,0.00460469,0.0256176,0.0387245,0.045354,0.0584187,0.0150319,0.014479,0.0121361,0.0252905,0.0174399,0.0116458,0.00665302,0.00417716,0.0111077,0.00772898,0.00995069,0.00943723,0.0253434,0.0201719,0.00853974,0.0155353,0.0144141,0.00776204,0.0118908,0.00332792,0.0189148,0.0261319,0.0130625,0.00799701,0.00402849
69,0.0249933,0.0252306,0.0278959,0.0099,0.0126452,0.0072188,0.00702308,0.00920241,0.00662768,0.0138455,0.0398459,0.0106315,0.011207,0.0324536,0.0211601,0.00551036,0.0260847,0.0363067,0.0426505,0.0580421,0.0127981,0.0122394,0.00951741,0.0247864,0.0187631,0.0139446,0.00713511,0.00552566,0.00978369,0.00926968,0.00837873,0.00909863,0.0258053,0.0189517,0.00808613,0.0151183,0.0107827,0.00891128,0.0126052,0.00643301,0.0178773,0.018862,0.0148075,0.00729131,0.00359014
70,0.02541,0.025755,0.0272149,0.0114503,0.0119937,0.00775814,0.00533578,0.00858986,0.00422895,0.0108897,0.0377265,0.00964907,0.0101768,0.0304063,0.0195185,0.00612736,0.0265574,0.0343428,0.0393979,0.0564526,0.0101005,0.00931755,0.0065799,0.0240343,0.0185325,0.0164719,0.0075435,0.00698001,0.0077216,0.0111894,0.00631612,0.0097215,0.0246892,0.0171035,0.00800768,0.0148847,0.00676949,0.00753975,0.0131538,0.00791249,0.0161168,0.0127046,0.01684,0.00693638,0.00422733
71,0.0250823,0.0258799,0.0253565,0.0124837,0.0118953,0.00833434,0.00389034,0.00760649,0.00353831,0.00827115,0.0353419,0.00853423,0.00891732,0.0287212,0.0180109,0.00620317,0.026319,0.032408,0.0357413,0.0538044,0.00745976,0.00662626,0.0046511,0.0230704,0.0165669,0.0200843,0.00823099,0.00820509,0.00559561,0.0131188,0.00457404,0.0109653,0.0239894,0.0140062,0.00818216,0.0151411,0.00426194,0.00581316,0.0129532,0.00846925,0.0148094,0.00993797,0.0188475,0.00734439,0.00619083
72,0.0241312,0.0254049,0.022393,0.0131821,0.0124066,0.00888555,0.00265587,0.00611894,0.0045748,0.00663953,0.0331606,0.00732937,0.00813311,0.0269012,0.0168998,0.00597772,0.0251025,0.0300472,0.0320613,0.0505442,0.00495897,0.00485103,0.00409689,0.0219759,0.014386,0.0242636,0.0092359,0.00882448,0.00489142,0.0147194,0.00739791,0.0120654,0.0247501,0.0123236,0.00815332,0.0155533,0.0040858,0.00649926,0.0125449,0.00923889,0.0153142,0.0118206,0.020099,0.00830694,0.00840057
73,0.0231399,0.0244153,0.0191119,0.0135488,0.0131806,0.00938362,0.00152061,0.00418567,0.00588519,0.00553631,0.0316228,0.00695579,0.00838576,0.0248999,0.016031,0.00567861,0.0233272,0.0273553,0.0288525,0.0474123,0.00256158,0.00379017,0.00342966,0.0208476,0.0136458,0.0274397,0.0100275,0.00872179,0.00559683,0.0156593,0.0113299,0.0125703,0.0256149,0.0132778,0.00765579,0.015869,0.00611691,0.00879896,0.0126779,0.0101033,0.0175924,0.0149795,0.0199043,0.0092483,0.0100189
74,0.0225554,0.0231875,0.0165464,0.0135004,0.0138029,0.00958405,0.00135138,0.00232028,0.00706436,0.00474298,0.0308791,0.00763484,0.00949365,0.0231381,0.0151445,0.0053561,0.0217219,0.0249884,0.0263863,0.0451849,0.000991991,0.00310231,0.0021274,0.0198255,0.0140279,0.0285184,0.00993397,0.0079413,0.00608446,0.0156441,0.0136352,0.0123716,0.0250385,0.0151943,0.00718681,0.0156119,0.00871126,0.0106005,0.0133785,0.0109159,0.0200304,0.017108,0.0180933,0.00968339,0.0106157
75,0.0223773,0.0220089,0.0152142,0.0132581,0.0140605,0.00912923,0.00236198,0.00134773,0.0080053,0.00478179,0.0307768,0.00825345,0.0105653,0.0220938,0.0142372,0.00497815,0.0207558,0.0236088,0.0247601,0.0442807,0.00180795,0.00247874,0.00151726,0.0191189,0.0144879,0.0275722,0.0087347,0.00647199,0.00603712,0.0145717,0.0140807,0.0115486,0.0230363,0.0168065,0.00759793,0.0141361,0.0100047,0.0108966,0.0140021,0.0114176,0.0205913,0.0177879,0.0151794,0.0093841,0.0100685
76,0.0222429,0.0210801,0.0148869,0.0132316,0.0141375,0.00795772,0.00308806,0.00122003,0.00859278,0.00534063,0.0311628,0.00813147,0.0107135,0.0219414,0.0135453,0.00449843,0.0203591,0.0232652,0.0240857,0.044622,0.00260845,0.00140305,0.00274733,0.0188538,0.0146548,0.0254714,0.00693133,0.0044259,0.00619457,0.0126898,0.0132411,0.0103851,0.0207279,0.0178642,0.00880292,0.0116585,0.00970688,0.00983936,0.0142275,0.0110394,0.019067,0.0171621,0.0120515,0.0084741,0.00856695
77,0.0218761,0.020488,0.0150066,0.013753,0.0143859,0.0064209,0.00312928,0.00187663,0.00876743,0.00569544,0.032005,0.00733431,0.00980886,0.0224851,0.0133036,0.00413746,0.0201377,0.0235319,0.0243077,0.0458462,0.00285663,0.00132662,0.00425962,0.0188985,0.0145926,0.0230122,0.00549576,0.00240082,0.0069415,0.0105204,0.0117557,0.00923782,0.019034,0.0185039,0.0100542,0.00914215,0.00875002,0.0082255,0.014255,0.00993226,0.0171389,0.0155767,0.00940315,0.0074016,0.00658801
78,0.0214477,0.0201959,0.0151817,0.014741,0.0148752,0.00509097,0.00266627,0.0033956,0.00854091,0.00582704,0.0332424,0.00616484,0.00841742,0.0233529,0.0135605,0.00409997,0.0197403,0.0241381,0.0251509,0.0475229,0.00267162,0.00301657,0.00541919,0.0190412,0.0144657,0.0204025,0.00501009,0.00202376,0.00779648,0.00858442,0.0102836,0.00833481,0.0180311,0.0190573,0.011048,0.00724649,0.00804543,0.00661595,0.0143099,0.00882817,0.0161296,0.0137898,0.00742448,0.00662785,0.00469563
79,0.0213588,0.0201171,0.0153727,0.0157481,0.0153569,0.0044768,0.00209243,0.00495047,0.007971,0.00611328,0.0346671,0.00484786,0.0071415,0.0242731,0.0141822,0.00416966,0.0190505,0.0250747,0.0263118,0.0492118,0.00214938,0.00408569,0.005827,0.0192088,0.0144074,0.017492,0.00499011,0.00325196,0.00824412,0.00716022,0.00958299,0.00773641,0.0174591,0.0198253,0.011987,0.00608014,0.00790833,0.00508231,0.0143822,0.00813816,0.0159119,0.0129173,0.00599044,0.00614162,0.00323534
80,0.0217733,0.0202035,0.015737,0.0163756,0.0155812,0.00466538,0.00178184,0.00606434,0.00713967,0.00668091,0.0359282,0.00352491,0.00623262,0.0251469,0.0149435,0.00430334,0.0181972,0.0262845,0.0274487,0.0504489,0.00153492,0.00403989,0.00531224,0.0193588,0.014512,0.0141736,0.0047944,0.00445445,0.0081761,0.00624778,0.0101923,0.00736747,0.0171952,0.0208001,0.0131046,0.00576387,0.00840042,0.00379721,0.0143905,0.00790526,0.0160325,0.0136769,0.00497355,0.00547701,0.0021454
81,0.0224749,0.0204299,0.0163252,0.0164387,0.0155014,0.00532578,0.00198491,0.006708,0.00613747,0.00726934,0.0366073,0.00276278,0.00572002,0.025882,0.0156215,0.00461525,0.0173506,0.0275537,0.0282333,0.0507892,0.00202124,0.00326133,0.00410842,0.0193573,0.0148855,0.0105755,0.00431941,0.00542059,0.00781571,0.00571215,0.0119953,0.00706907,0.0169038,0.0217698,0.014356,0.00649627,0.00951541,0.00335285,0.014451,0.00822069,0.0166184,0.0159851,0.00432653,0.00428116,0.00113494
82,0.0231388,0.0207606,0.0169328,0.0159004,0.0152836,0.0061267,0.00247697,0.00706373,0.00505104,0.00761626,0.0363621,0.00377423,0.0056215,0.026262,0.0160508,0.00502974,0.0165632,0.0286393,0.0285734,0.0499494,0.00378549,0.00270984,0.00285295,0.019032,0.0155335,0.00750996,0.00377721,0.00623706,0.00748221,0.00545304,0.0146485,0.00671724,0.0158708,0.0228599,0.0154941,0.00818211,0.0111082,0.00378359,0.0149368,0.0090869,0.0180748,0.0194872,0.00405194,0.00269203,0.000872386
83,0.0236595,0.0211466,0.0172749,0.0148197,0.0151982,0.00687095,0.00286323,0.00728118,0.00396924,0.007675,0.0350395,0.00618793,0.00594402,0.0260515,0.0160902,0.00551143,0.0159991,0.0293486,0.0286584,0.0478666,0.00581895,0.00292286,0.00241834,0.0183299,0.0162557,0.00694647,0.00335526,0.00695696,0.00738852,0.00543009,0.0180118,0.00635025,0.0137983,0.0246462,0.0163405,0.0104208,0.0129158,0.00469351,0.0161583,0.0101009,0.0200377,0.0234784,0.00418476,0.00189593,0.00231425
84,0.0241775,0.0215325,0.0172506,0.013396,0.0154345,0.00746281,0.00302581,0.00739658,0.00302945,0.00753324,0.0326305,0.00913784,0.00667268,0.0251668,0.0155769,0.00608797,0.0160779,0.0294766,0.0287227,0.0445731,0.00749066,0.00324267,0.00285906,0.0174225,0.0167956,0.0091268,0.00304902,0.00756036,0.00753933,0.00553092,0.021715,0.00611239,0.0116089,0.0272081,0.0169376,0.0124886,0.0144353,0.00599707,0.0177739,0.010732,0.0215583,0.0266746,0.00473435,0.00313075,0.00396468
85,0.0248389,0.0218786,0.0170169,0.0120338,0.0159173,0.00787841,0.0030902,0.00741395,0.00255162,0.0073183,0.0291254,0.0121513,0.00778606,0.0236382,0.0143404,0.00662305,0.0168155,0.0287588,0.0287374,0.040056,0.00842674,0.00320479,0.00347392,0.0166216,0.0169695,0.0118176,0.00274138,0.00799006,0.00781542,0.00550857,0.0248567,0.00604119,0.0107379,0.029629,0.0174391,0.0134096,0.0149573,0.00739342,0.0188702,0.0109252,0.0220742,0.028124,0.00555529,0.00469135,0.00531684
86,0.0256577,0.0222239,0.0168395,0.0112605,0.0163061,0.00815269,0.00323994,0.00739916,0.00294489,0.00715426,0.0244991,0.0149352,0.00902194,0.0213999,0.0122191,0.00680082,0.0172875,0.0269936,0.0282695,0.0343007,0.00865758,0.00302513,0.0041221,0.0161307,0.0166601,0.0135482,0.00238321,0.00820714,0.0081489,0.00514451,0.0264517,0.006027,0.011044,0.0308179,0.0179268,0.0124093,0.0140609,0.00847682,0.01889,0.0111467,0.0214459,0.0282955,0.00634991,0.00581785,0.00612263
87,0.0265184,0.0226822,0.0169009,0.0114615,0.016099,0.00833079,0.0035648,0.00752804,0.00399647,0.00711954,0.0189229,0.0173771,0.0100306,0.0183172,0.00918875,0.00625417,0.0167019,0.0243659,0.0266879,0.0273895,0.00856601,0.00316472,0.00489115,0.0158837,0.0158165,0.0135357,0.00215983,0.00829383,0.00858343,0.00438904,0.0260085,0.00601491,0.0116232,0.0301181,0.0183921,0.00948443,0.0120486,0.00907226,0.0181026,0.0116159,0.0196012,0.0280723,0.00686598,0.00646475,0.00641696
88,0.0273137,0.0232524,0.0171727,0.0126505,0.0150165,0.00853542,0.0040757,0.00781434,0.00519254,0.00712115,0.0133079,0.0193716,0.0105551,0.0144029,0.00560375,0.00481346,0.0152941,0.0213417,0.0233839,0.0198323,0.00857493,0.00371085,0.00566451,0.0157763,0.0145114,0.0119027,0.00252165,0.00832431,0.00900817,0.00336979,0.0237083,0.00610561,0.0125173,0.0273203,0.0186934,0.0055359,0.00957652,0.00918066,0.0169216,0.0123473,0.0164474,0.027026,0.00690479,0.00665701,0.00633709
89,0.0278977,0.0238435,0.0175328,0.014415,0.0130667,0.00879414,0.00470275,0.00819948,0.00623119,0.0070881,0.0104212,0.0208855,0.0106583,0.0101336,0.00389172,0.00274847,0.0138137,0.0183515,0.0182661,0.0126377,0.00882332,0.00434647,0.00627899,0.0156171,0.0129993,0.0100755,0.0036929,0.00844974,0.0093687,0.00234308,0.0199975,0.00641055,0.0140563,0.0224172,0.0187436,0.00399028,0.00689221,0.00884357,0.015746,0.0148457,0.0122249,0.0241259,0.0064853,0.00647934,0.006095
90,0.0281572,0.02434,0.0178149,0.0161816,0.0105935,0.00898723,0.00527246,0.0085746,0.00700069,0.00702368,0.012967,0.02194,0.0105389,0.00636246,0.00637401,0.00199128,0.0122442,0.015379,0.0119879,0.00812886,0.00913915,0.00493538,0.006723,0.0152138,0.0116279,0.00998559,0.00537331,0.00877464,0.00969888,0.00178058,0.0152526,0.00689167,0.015838,0.0155914,0.0185296,0.00820938,0.004226,0.00816948,0.0151484,0.0202957,0.00819297,0.0190351,0.00582039,0.00603674,0.00587176
91,0.0280978,0.0246829,0.0178625,0.017511,0.00834329,0.008956,0.0055668,0.00885022,0.00748424,0.00696477,0.0179571,0.0225854,0.0104213,0.00391297,0.00892655,0.0038736,0.0104982,0.0120835,0.00592807,0.00954377,0.00919581,0.00545478,0.00706359,0.0144954,0.0106562,0.0116867,0.0068884,0.00924334,0.0100721,0.00201735,0.00986061,0.00739265,0.0175097,0.00783929,0.0181213,0.0141741,0.00464475,0.00747829,0.0154456,0.0272658,0.00866853,0.0127838,0.00523579,0.00548723,0.00579856
92,0.0278292,0.0248942,0.0176209,0.0182568,0.00788009,0.00863256,0.00543902,0.00901601,0.00771321,0.00695548,0.022663,0.0228798,0.010503,0.00289838,0.00976161,0.00569728,0.0092399,0.00820608,0.00355894,0.0138421,0.00880052,0.00586225,0.00730385,0.0135864,0.0101089,0.0141531,0.00775765,0.00967517,0.0104665,0.0025211,0.00482934,0.0077845,0.0194327,0.00779233,0.0176754,0.0207375,0.00897652,0.00720131,0.0164265,0.0338797,0.0147304,0.012254,0.00498785,0.00504953,0.0059526
93,0.0274584,0.025021,0.0171749,0.0185491,0.00999851,0.00805801,0.00491558,0.0091374,0.00774957,0.00704311,0.0264769,0.0228395,0.0108429,0.00247966,0.00890364,0.0069338,0.00869059,0.00440469,0.0059358,0.0178164,0.00805227,0.00614888,0.00736852,0.0127387,0.00978858,0.0170734,0.00804217,0.00989839,0.010696,0.00284136,0.00445729,0.0080754,0.0221475,0.017703,0.0173678,0.0273947,0.0141885,0.00749735,0.0178594,0.0393487,0.0224581,0.0220144,0.00511555,0.00490302,0.0063139
94,0.0270196,0.0250675,0.0166778,0.0186453,0.0125575,0.00732571,0.00420612,0.00931067,0.00768264,0.0072658,0.0293983,0.0224129,0.0113416,0.00224758,0.00742017,0.00766502,0.00840592,0.00484831,0.00741367,0.0204344,0.0072054,0.00638739,0.00722367,0.0121489,0.00945194,0.0202984,0.00808417,0.0098438,0.0105785,0.00291265,0.00831332,0.00840747,0.0256662,0.0285907,0.0172719,0.0336159,0.0192972,0.00815132,0.0197509,0.0437799,0.0301506,0.0347928,0.00552971,0.00508352,0.00678924
95,0.0264958,0.0249988,0.0162232,0.0187239,0.013193,0.00654774,0.00362093,0.00961117,0.00762788,0.0076367,0.0312275,0.0215305,0.0118745,0.00228572,0.00676473,0.00775162,0.00829243,0.00834817,0.00739554,0.0212351,0.00643633,0.00667478,0.0069738,0.0118751,0.008983,0.0234964,0.00809403,0.00954381,0.0101421,0.00285014,0.0119818,0.00891128,0.0296122,0.0386956,0.0173036,0.0390152,0.0238895,0.0089509,0.0220182,0.0474397,0.0372331,0.047414,0.00612982,0.00547505,0.00728492
96,0.0258632,0.0247962,0.0157869,0.0187844,0.0110488,0.00586288,0.00341966,0.0100634,0.00767545,0.00815878,0.0314178,0.0201729,0.0123324,0.00260105,0.00786062,0.00697157,0.00828821,0.00989903,0.00666827,0.0204756,0.00578494,0.00705226,0.00680263,0.0119171,0.00843336,0.0264257,0.00806229,0.00908965,0.00959633,0.00279006,0.0150597,0.00953481,0.0336714,0.047458,0.0172977,0.0433378,0.0276525,0.00986991,0.024161,0.0502335,0.0434977,0.0588833,0.00681748,0.0058912,0.00772541
97,0.0251273,0.0244905,0.0153095,0.0188019,0.00690186,0.00543406,0.00362936,0.0106461,0.00781086,0.00883384,0.0289014,0.0183812,0.0125699,0.00347973,0.0106938,0.00586921,0.00806539,0.00766783,0.00614256,0.0190894,0.00528765,0.00750062,0.00681305,0.0122701,0.00796599,0.0291501,0.0079849,0.00859804,0.00914315,0.0028327,0.0177895,0.0100441,0.037737,0.054799,0.0171052,0.0462868,0.0303088,0.0110141,0.0255084,0.0517318,0.0487028,0.0688702,0.00748645,0.0061867,0.00804306
98,0.0244675,0.0241881,0.0147092,0.018974,0.00395798,0.00531192,0.00403206,0.0112483,0.00790944,0.009553,0.0229155,0.016122,0.0124133,0.00569737,0.0144084,0.0060638,0.00723996,0.00296143,0.00675527,0.0172593,0.00491682,0.00792942,0.00686927,0.0128862,0.00774285,0.0318258,0.00804802,0.0080846,0.00880435,0.00306969,0.0203103,0.0101739,0.041709,0.0608387,0.0165862,0.04754,0.0317348,0.0124612,0.025841,0.0516088,0.0525445,0.077257,0.00788862,0.00621467,0.00809125
99,0.0241593,0.0240171,0.0139961,0.0196468,0.00877097,0.00537091,0.00441512,0.0116813,0.00778903,0.0101358,0.0152308,0.013377,0.0118143,0.00896732,0.0175658,0.00841015,0.00604612,0.00578829,0.0082626,0.0147163,0.00457053,0.00817134,0.00675011,0.0136509,0.0077783,0.0344176,0.00841828,0.00750298,0.00850751,0.00381025,0.0225834,0.00998786,0.0453936,0.0657163,0.0157023,0.0470414,0.032033,0.0142415,0.0254654,0.0499571,0.0548097,0.0840687,0.0076757,0.00581238,0.00775108
100,0.0244194,0.0241143,0.0132311,0.0209018,0.0147672,0.0053997,0.00456966,0.0116311,0.00731961,0.0103447,0.0109662,0.0103221,0.0108589,0.0119044,0.0189401,0.0113647,0.00539391,0.00963272,0.00969744,0.0127087,0.00416186,0.00798375,0.00623642,0.0144682,0.00778278,0.0366313,0.00899824,0.00680162,0.00813188,0.00536402,0.0244868,0.0098925,0.0484977,0.0694501,0.014527,0.0452479,0.0314394,0.0162197,0.0249054,0.0472963,0.0555177,0.089403,0.00654089,0.00476053,0.00696633
101,0.0251675,0.0245781,0.0124932,0.0222817,0.0180453,0.00538329,0.00437669,0.0107516,0.00659649,0.00998539,0.0113485,0.00746159,0.00984185,0.0132422,0.0183193,0.0127926,0.00502595,0.0101649,0.010819,0.011972,0.00418892,0.00720685,0.00525714,0.0152686,0.00725269,0.0381901,0.00952151,0.00614308,0.00751892,0.00767193,0.0259487,0.0103856,0.0507962,0.0719844,0.013283,0.0429892,0.0302022,0.0180609,0.0244437,0.0442782,0.0548726,0.0933199,0.00479746,0.00299605,0.0059119
102,0.0259997,0.0253519,0.0118463,0.0230868,0.0180379,0.00563905,0.00400447,0.00889836,0.00604527,0.00899364,0.0114149,0.00542769,0.00930797,0.0127857,0.0166918,0.0118982,0.00473073,0.0091516,0.0120222,0.0114782,0.00538726,0.0059926,0.00417911,0.0158609,0.00578511,0.0391399,0.00982426,0.00590639,0.00650058,0.0102205,0.0270001,0.0115726,0.0522539,0.0733535,0.0123234,0.0409813,0.0285743,0.0193848,0.0240168,0.0413121,0.0531448,0.0957297,0.00426333,0.00132072,0.00516523
103,0.0264734,0.0261371,0.0112815,0.0228981,0.0165536,0.00648988,0.00371951,0.00632222,0.00613254,0.00756111,0.0104937,0.00477241,0.00953186,0.0115006,0.0156643,0.00995312,0.00568537,0.00952314,0.0137597,0.011788,0.00713576,0.0049651,0.0041403,0.0160196,0.00356694,0.0398717,0.0100358,0.00613468,0.00504799,0.0122849,0.027755,0.0127292,0.053034,0.0737904,0.0119761,0.0394649,0.0268333,0.0200743,0.0234392,0.0384129,0.0506241,0.0964859,0.00582743,0.00250447,0.00519077
104,0.0264686,0.0265774,0.0108063,0.0219033,0.0158344,0.00787133,0.00344675,0.00374309,0.00696751,0.0061888,0.0099676,0.00565071,0.010089,0.0104793,0.0163369,0.00907657,0.00760321,0.0116349,0.0157919,0.0134424,0.00849411,0.00485726,0.00558233,0.0157526,0.00161134,0.0408236,0.0105919,0.0064397,0.00366916,0.0133751,0.0283775,0.0130058,0.0534039,0.0737179,0.0122338,0.0382073,0.0251841,0.0203491,0.0225411,0.0354921,0.0476638,0.0956929,0.00736236,0.00420109,0.00546
105,0.0261672,0.0265706,0.0105657,0.0207009,0.0165728,0.00926541,0.00308412,0.00241611,0.00829319,0.00551324,0.00999859,0.00730199,0.0105856,0.0101679,0.0182437,0.00980895,0.00976332,0.0139151,0.0172922,0.015123,0.0093495,0.00542399,0.00739431,0.0153802,0.00171467,0.0421234,0.011736,0.00662994,0.00369668,0.0135221,0.029017,0.0123302,0.0535746,0.0735393,0.0126882,0.0368444,0.023699,0.0204955,0.0211989,0.0328429,0.0447363,0.0938765,0.00802332,0.00540401,0.00529805
106,0.0257974,0.0262933,0.010698,0.0197533,0.017806,0.0099294,0.00289137,0.0024653,0.0095392,0.00575022,0.0101032,0.00891117,0.0109144,0.0103574,0.0199218,0.0108612,0.011228,0.0150459,0.0177027,0.0158105,0.0101366,0.00588048,0.00873786,0.0152953,0.00264245,0.0435544,0.0129454,0.00680297,0.00491844,0.0131291,0.029774,0.0113517,0.0536468,0.0734379,0.0128311,0.0351854,0.0222937,0.0205593,0.0195797,0.0311145,0.0422832,0.0917998,0.00824109,0.00631372,0.00474228
107,0.0255288,0.0260072,0.0111872,0.0191464,0.0184505,0.0093844,0.00302459,0.00235147,0.0101868,0.00671244,0.0101854,0.0100934,0.01129,0.0103713,0.0203837,0.0110925,0.0110491,0.0146179,0.0171141,0.0153307,0.0112354,0.00642322,0.00935353,0.015653,0.00319098,0.0448639,0.0133486,0.00694054,0.00566111,0.0125922,0.0307109,0.010844,0.0537417,0.0734235,0.0125674,0.0333265,0.0208645,0.020423,0.0182998,0.0307068,0.0405273,0.0900638,0.00861952,0.00683078,0.00409727
108,0.0254019,0.0258459,0.0119228,0.0186742,0.0181715,0.00776865,0.00342545,0.00266643,0.0102245,0.00817754,0.0104895,0.0107473,0.0122987,0.0097258,0.0196907,0.0102479,0.00957349,0.0131875,0.0160061,0.0138538,0.0127226,0.00788672,0.00937156,0.0163035,0.00342152,0.0460332,0.0125206,0.0067646,0.00527407,0.0121141,0.0318419,0.0111962,0.0540792,0.0735031,0.0123139,0.0316308,0.0195047,0.0201358,0.0179834,0.0313732,0.0394734,0.0888361,0.00923072,0.00662382,0.00338444
