Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0169834,0.0328907,0.0140037,0.0160122,0.0113237,0,0.0175009,0.0167552,0.008624,0.030632,0.0219505,0.0139694,0,0,0.0227804,0.00726657,0.00638191,0.00780557,0.012916,0.0122347,0.012505,0.0108645,0.00850556,0.00350076,0.00349401,0.00673606,0,0.0235501,0.0246985,0.0105474,0.0193915,0,0,0.00612029,0.00718438,0.0446656,0.0116931,0.0162881,0.0113022,0.0266875,0.0151482,0.00631288,0.00639412,0.00562934,0.00679354,0.0133419,0.00952991,0.00804208,0.0101814,0.00735301,0.00826126
0,0.0147441,0.0191918,0.0146626,0.0216743,0.00888383,0,0.0294747,0.00239557,0.012507,0.0324627,0.0201448,0.0202627,0,0,0.0115614,0.00553375,0.00279471,0.00975328,0.00767787,0.00890283,0.00845705,0.00770231,0.0083613,0.00404176,0.00687856,0.00932806,0,0.0388384,0.0129219,0.0182795,0.023254,0,0,0.00685536,0.0043705,0.0178176,0.0107674,0.0253222,0.0149678,0.0284856,0.0140918,0.00789019,0.00785027,0.00769941,0.00905117,0.0104595,0.0105704,0.0101595,0.0111048,0.0120778,0.0106881
1,0.014736,0.0190449,0.014491,0.0213561,0.0090264,0,0.0293346,0.0023448,0.0121799,0.0322655,0.0198463,0.0199331,0,0,0.0116686,0.00568971,0.00282629,0.00965732,0.00736626,0.00864558,0.00823832,0.00780414,0.0078564,0.00412812,0.00675191,0.00925573,0,0.0384703,0.013075,0.0180835,0.0231673,0,0,0.00684882,0.00443901,0.0174886,0.0106637,0.0248556,0.0148176,0.0281735,0.0140992,0.00771354,0.00809431,0.00766995,0.00901675,0.0102408,0.0104244,0.0101392,0.0110156,0.0119349,0.0106047
2,0.0147105,0.0189379,0.0143251,0.0210144,0.00917373,0,0.029184,0.0023847,0.0117928,0.0320517,0.0195758,0.0196411,0,0,0.0118494,0.00591302,0.00291692,0.00964328,0.00724338,0.00835781,0.00821453,0.00785703,0.00766261,0.00409081,0.00674124,0.00920037,0,0.038207,0.013115,0.0178555,0.0231271,0,0,0.00681815,0.00457938,0.0171546,0.0104704,0.0243775,0.0146384,0.0278605,0.0141115,0.00757679,0.00835636,0.00769703,0.00900444,0.0100172,0.0101289,0.00994215,0.0108328,0.0117332,0.0104497
3,0.014714,0.0188402,0.0141143,0.0206536,0.00935725,0,0.0290459,0.00249407,0.0113823,0.0318386,0.0194004,0.0193737,0,0,0.0120815,0.00618128,0.00303153,0.0096952,0.00721139,0.00808215,0.008286,0.00789398,0.0075773,0.00401236,0.00679396,0.00914679,0,0.0379831,0.0131738,0.0175552,0.0229706,0,0,0.00675776,0.00469979,0.0168578,0.0102888,0.023882,0.0144244,0.0275411,0.0140807,0.00753489,0.00848298,0.00774874,0.00896577,0.00972441,0.00978198,0.00959793,0.0105885,0.0114956,0.0102272
4,0.0147119,0.018639,0.0139458,0.0202716,0.00961893,0,0.0289352,0.00264192,0.0109837,0.0316274,0.0193247,0.0191087,0,0,0.0123379,0.006469,0.00314992,0.0097705,0.00713076,0.00785265,0.00829133,0.0079176,0.0073436,0.00399162,0.00685606,0.00906427,0,0.0377531,0.013344,0.0172246,0.0226492,0,0,0.00669103,0.00477514,0.0166359,0.0101807,0.0233639,0.0141674,0.0272004,0.013913,0.00758418,0.00842168,0.0077712,0.00887633,0.00934513,0.00942236,0.00925162,0.0103223,0.0112995,0.00994646
5,0.0146215,0.0183139,0.0140253,0.0198589,0.00988657,0,0.028833,0.00281286,0.0105866,0.0313788,0.0192243,0.0188501,0,0,0.0126182,0.00676322,0.00335108,0.00982816,0.00693659,0.00760888,0.00816218,0.00788544,0.00701164,0.00402473,0.00689169,0.00896939,0,0.0375357,0.01354,0.0169949,0.0223446,0,0,0.00663529,0.00488963,0.016491,0.0100876,0.022828,0.0138639,0.0268423,0.0135956,0.00753676,0.00835808,0.0077528,0.00876344,0.00894028,0.00893951,0.00900135,0.0100691,0.011178,0.0096003
6,0.0145012,0.0180098,0.0142256,0.0194159,0.0100875,0,0.0286982,0.00298952,0.0101724,0.0310647,0.018992,0.0185976,0,0,0.0129526,0.00704897,0.00365604,0.00988358,0.00667274,0.0072356,0.00798717,0.00779429,0.0068354,0.00407536,0.00690217,0.00889637,0,0.0373259,0.0136729,0.0168617,0.0221003,0,0,0.00659543,0.00506444,0.0164048,0.0099873,0.0222838,0.0135207,0.0264892,0.0132727,0.00723846,0.00845409,0.00761562,0.00863386,0.00852009,0.00831975,0.00876266,0.00983791,0.0110323,0.00917482
7,0.0144768,0.0177944,0.01404,0.0189531,0.0103209,0,0.0284779,0.00315246,0.00974953,0.0307181,0.0186863,0.0183076,0,0,0.013337,0.00733124,0.00396514,0.00998239,0.00641131,0.00674529,0.00787602,0.00770333,0.00685456,0.00413694,0.00693171,0.0087956,0,0.0371003,0.0137763,0.0166607,0.0217757,0,0,0.00658315,0.00522028,0.0162812,0.00992158,0.0217341,0.0131538,0.0261381,0.0130407,0.00683327,0.00859072,0.00724198,0.00846112,0.00803767,0.00774008,0.00837095,0.00957691,0.0107584,0.00868514
8,0.0145538,0.017576,0.0133221,0.0184786,0.0105918,0,0.0281445,0.00331696,0.00933215,0.0303738,0.0184624,0.0179559,0,0,0.0137126,0.00762742,0.00420291,0.0101081,0.00619559,0.00630552,0.00783402,0.00763916,0.00684737,0.00418671,0.00700224,0.00860339,0,0.0368785,0.0139248,0.0163546,0.0214091,0,0,0.00661691,0.00529712,0.0159031,0.00984642,0.0211803,0.0127776,0.0257426,0.0128047,0.00653047,0.00858592,0.00684363,0.00823355,0.00749878,0.00725992,0.00781381,0.00921902,0.0103943,0.00818673
9,0.0146605,0.0173385,0.0126413,0.0179976,0.010665,0,0.0277759,0.00351179,0.0089217,0.0299961,0.0183527,0.017595,0,0,0.0140405,0.00789755,0.00442325,0.0101948,0.00606207,0.00603529,0.00777938,0.00755394,0.00673286,0.00420251,0.00709709,0.00839452,0,0.0366715,0.0141418,0.0160606,0.0211837,0,0,0.00668677,0.00530785,0.0152276,0.00968231,0.0206407,0.0123976,0.0252797,0.012495,0.00629344,0.00842927,0.00667724,0.00795628,0.00698212,0.00674863,0.00723673,0.00872699,0.0100392,0.00774078
10,0.0147785,0.0171836,0.0126094,0.0175221,0.0105323,0,0.0275063,0.00373959,0.0085145,0.0295536,0.018244,0.0172624,0,0,0.0143771,0.00808712,0.00472328,0.0102292,0.0059982,0.00590036,0.0076568,0.00739479,0.00669236,0.0042118,0.00721043,0.00827298,0,0.036431,0.0143774,0.0157931,0.0210976,0,0,0.00673023,0.00532116,0.0147213,0.00951466,0.0201405,0.012018,0.0247984,0.0121637,0.00598912,0.00815157,0.00664002,0.00764544,0.006548,0.0060809,0.00672709,0.00809622,0.00965855,0.00736843
11,0.0149363,0.0171554,0.0129314,0.0170742,0.0105154,0,0.0273262,0.00398871,0.00810516,0.029101,0.0181086,0.0169172,0,0,0.0147868,0.00824914,0.00510773,0.0102666,0.00592679,0.00579828,0.00751437,0.0071389,0.00682568,0.00422699,0.00731282,0.00815445,0,0.0361125,0.0145776,0.0154672,0.0208811,0,0,0.0066999,0.00540693,0.0149045,0.00952137,0.0196695,0.0116545,0.0243564,0.011784,0.00561955,0.00782169,0.00645562,0.00732558,0.00619135,0.00534653,0.00623354,0.00739597,0.00912166,0.00705054
12,0.0151189,0.0172382,0.0129672,0.0166711,0.0107234,0,0.0270562,0.00423206,0.00769069,0.028682,0.0180436,0.0165446,0,0,0.0151835,0.00846353,0.00549231,0.0103157,0.00585625,0.00567311,0.00742744,0.00679413,0.00704009,0.00419696,0.00731733,0.00799345,0,0.0357353,0.0147705,0.0150714,0.0203888,0,0,0.00662444,0.00555032,0.0155104,0.00968393,0.019201,0.0113388,0.0239529,0.0112808,0.00524776,0.00759561,0.00623495,0.00699516,0.00592839,0.00463352,0.00570482,0.00675271,0.00841695,0.0067671
13,0.0152522,0.0174144,0.0128285,0.0163057,0.010936,0,0.0265889,0.00443982,0.00728933,0.02825,0.0180438,0.0161836,0,0,0.015433,0.00868335,0.00580036,0.0102851,0.0059095,0.005528,0.00740829,0.00639128,0.00725475,0.00409485,0.00718823,0.00793069,0,0.0353352,0.015004,0.0146461,0.0198757,0,0,0.00654479,0.00565605,0.0157147,0.0097998,0.0187493,0.0111106,0.0235593,0.0107223,0.00488541,0.0074977,0.00614736,0.00662645,0.00580559,0.00382687,0.0051516,0.00620693,0.00765995,0.0065133
14,0.0153114,0.0176159,0.012777,0.0159574,0.0110668,0,0.0260048,0.00462342,0.00694073,0.0277672,0.017991,0.0157935,0,0,0.0155265,0.00879589,0.00599399,0.0101107,0.00609489,0.00542757,0.00741992,0.00593104,0.00747634,0.00396723,0.00701236,0.00801592,0,0.0348973,0.0152595,0.0142071,0.019497,0,0,0.00643272,0.00567502,0.0153066,0.00982814,0.01835,0.0109821,0.0231763,0.0101964,0.00453571,0.0073481,0.00596861,0.00622644,0.00577141,0.00291755,0.00448327,0.00566608,0.00689684,0.00629597
15,0.0153563,0.0177805,0.0128173,0.0156264,0.0111929,0,0.025419,0.00481697,0.00668138,0.0272638,0.0178529,0.0152836,0,0,0.0155419,0.00876296,0.00607943,0.00985963,0.00632843,0.00542047,0.00742687,0.00536956,0.00771219,0.00384712,0.00687191,0.00808058,0,0.0343925,0.0155179,0.013772,0.0191556,0,0,0.00623156,0.00565572,0.0149459,0.00989861,0.0180076,0.0108931,0.0228208,0.00964226,0.00425606,0.00703738,0.0055753,0.00584455,0.00572069,0.00219178,0.00359544,0.00504962,0.00605014,0.00612901
16,0.0154057,0.0179679,0.0129253,0.0153275,0.011259,0,0.0248683,0.00501448,0.0065297,0.0267612,0.017721,0.0147492,0,0,0.0155461,0.00861654,0.00609671,0.00961691,0.00662891,0.00542591,0.00741473,0.00470902,0.00794548,0.0037175,0.00672902,0.00797641,0,0.033851,0.0157914,0.0133576,0.0187213,0,0,0.00594692,0.00562667,0.0150717,0.0100348,0.0177058,0.0107559,0.0224955,0.00900963,0.00411418,0.00669733,0.00512138,0.00550728,0.00565615,0.001921,0.00274407,0.00438794,0.00508534,0.00598844
17,0.0154137,0.0182789,0.0131188,0.0150504,0.0111895,0,0.0243541,0.0052062,0.00646919,0.0262487,0.0177434,0.014475,0,0,0.0156006,0.00839925,0.00609433,0.00934734,0.00705111,0.00537958,0.00740853,0.00399693,0.00817423,0.00357288,0.00651962,0.00778595,0,0.0333232,0.016045,0.0129454,0.0182477,0,0,0.00564376,0.00558859,0.0154481,0.0101705,0.0174292,0.0105641,0.0222045,0.0084518,0.00405953,0.00644575,0.00465535,0.00520752,0.0056578,0.00190898,0.00242274,0.0037759,0.00411547,0.00580856
18,0.0153919,0.0187,0.0133447,0.0147717,0.0110156,0,0.0238667,0.00543679,0.00644645,0.0257267,0.0180106,0.0146036,0,0,0.0157141,0.00816734,0.00614174,0.00897197,0.00753985,0.0054058,0.00749578,0.00331956,0.00841185,0.00342923,0.0062945,0.00761831,0,0.0328002,0.0162339,0.012533,0.0178239,0,0,0.00536542,0.00557103,0.0157843,0.0103222,0.0171617,0.0103847,0.0219655,0.00816692,0.00394487,0.00615826,0.00429282,0.00494582,0.00575693,0.00180302,0.00266287,0.00327956,0.00325068,0.00558279
19,0.0153962,0.0191093,0.0135206,0.0145055,0.0107936,0,0.0233685,0.00573972,0.00642981,0.0252074,0.0183699,0.0148986,0,0,0.0157825,0.00796432,0.00624937,0.00850976,0.00800415,0.00561214,0.00774698,0.00293654,0.00865937,0.00329068,0.00616085,0.00745572,0,0.0322337,0.0164068,0.0121675,0.0173679,0,0,0.00510586,0.00559638,0.016093,0.0105463,0.0168922,0.0102502,0.0217887,0.00809056,0.00375647,0.00572447,0.00425316,0.00472304,0.00592211,0.00186645,0.00282088,0.00296267,0.00245614,0.00537848
20,0.0154186,0.0194282,0.0136352,0.0142876,0.0105433,0,0.0228337,0.00608576,0.00645227,0.0247235,0.0185329,0.0150293,0,0,0.0157111,0.00774327,0.00633318,0.00802094,0.00845991,0.0058762,0.00812384,0.00315763,0.00890551,0.00316304,0.00609204,0.00726662,0,0.0315964,0.0166418,0.0118388,0.0169233,0,0,0.00484608,0.00564732,0.0164193,0.0108382,0.0166238,0.0101336,0.0216696,0.00797714,0.00362467,0.00529152,0.00445582,0.00453416,0.00609929,0.0022836,0.00269098,0.00288937,0.00167118,0.00522105
21,0.0154069,0.0197216,0.0137131,0.0141138,0.0102616,0,0.0222918,0.00644003,0.00654321,0.024336,0.018478,0.0149568,0,0,0.0155428,0.00741308,0.00627786,0.00749741,0.00896548,0.0060366,0.00851822,0.00368532,0.00914651,0.00309161,0.00593744,0.0070844,0,0.030902,0.0169342,0.0114814,0.0166478,0,0,0.00458367,0.00569589,0.0167381,0.0111625,0.0163686,0.0100017,0.0216024,0.00777612,0.00355581,0.00504416,0.00442534,0.0043865,0.00623751,0.0028492,0.00275251,0.00297411,0.000996113,0.00508831
22,0.0153144,0.0200868,0.0137983,0.013949,0.00993124,0,0.0217728,0.0067659,0.00667339,0.0240606,0.0184769,0.0147372,0,0,0.0154032,0.0069588,0.00608613,0.00692134,0.00947055,0.00614761,0.00884092,0.00406828,0.00938557,0.00308015,0.00565469,0.00691805,0,0.0302157,0.0172403,0.0111542,0.0163862,0,0,0.00433284,0.00572502,0.0170926,0.0114769,0.0161321,0.00984632,0.0215858,0.00766431,0.00348026,0.00497871,0.00404947,0.00426759,0.00631729,0.00334055,0.00314855,0.00310236,0.000624881,0.00499143
23,0.0151142,0.0205136,0.0139497,0.0137791,0.00954372,0,0.0212457,0.00700378,0.00681419,0.0237982,0.018657,0.014297,0,0,0.0153905,0.00643071,0.00588328,0.00632638,0.00987341,0.00637113,0.0090925,0.00445198,0.00962081,0.00305739,0.00535476,0.00674023,0,0.0296033,0.0175474,0.0109742,0.0158235,0,0,0.00411808,0.00572203,0.0175184,0.0117404,0.0159064,0.0097041,0.0216187,0.00768919,0.00337294,0.00492165,0.00360771,0.00412409,0.00636207,0.00362604,0.00365351,0.00333353,0.000771613,0.0049465
24,0.0148612,0.0209135,0.0141505,0.0136084,0.00910922,0,0.0206854,0.00716278,0.00698613,0.0234798,0.0188448,0.0137166,0,0,0.0155146,0.00587085,0.00571368,0.00575852,0.010167,0.00670035,0.00932936,0.00503629,0.00985041,0.0029852,0.00511578,0.00655136,0,0.029042,0.0177938,0.0108572,0.0150543,0,0,0.00395047,0.00569663,0.0179277,0.0119537,0.0156867,0.00963272,0.0216993,0.00768534,0.00323262,0.00467825,0.00323124,0.00392285,0.0064244,0.00391077,0.00412921,0.00373743,0.00140316,0.00493134
25,0.0146562,0.0212066,0.0143316,0.0134357,0.00865093,0,0.0201647,0.00731112,0.0071905,0.023177,0.0189128,0.0133202,0,0,0.0157087,0.00532302,0.00551404,0.0052551,0.0103784,0.00696176,0.00952811,0.00568458,0.010077,0.00295504,0.00494333,0.00635894,0,0.028467,0.0178562,0.010621,0.014485,0,0,0.00378759,0.00567373,0.0182408,0.0121578,0.0154734,0.00962142,0.0218199,0.00765412,0.00310329,0.0042752,0.00288959,0.00372676,0.00654495,0.00425004,0.0045755,0.00423196,0.00215634,0.00494461
26,0.0144908,0.021402,0.0144772,0.0132643,0.00819415,0,0.0197674,0.00746899,0.00735196,0.0229824,0.0189536,0.0132333,0,0,0.0158833,0.0048339,0.00526835,0.00485911,0.0104873,0.00705902,0.00959441,0.0061777,0.0102936,0.00304136,0.00484498,0.00617444,0,0.0278836,0.0177586,0.0103057,0.0142578,0,0,0.0035789,0.00565358,0.0185228,0.0123865,0.0152631,0.00959022,0.021955,0.00782869,0.00306059,0.00401184,0.00271095,0.00362846,0.0066834,0.00454913,0.00501725,0.00471081,0.00279431,0.00503387
27,0.0142888,0.0215858,0.0145745,0.0131059,0.00775369,0,0.0194458,0.0076401,0.00738645,0.0229312,0.0190325,0.0132685,0,0,0.016011,0.00440244,0.00507231,0.00457895,0.0105092,0.007075,0.00954872,0.00645778,0.0104872,0.00316466,0.00476729,0.00603196,0,0.0273341,0.017715,0.0101375,0.0141413,0,0,0.00335986,0.00563291,0.0188725,0.0126421,0.0150622,0.00951179,0.0220734,0.00822139,0.00310941,0.00400327,0.00278121,0.00362721,0.00675062,0.00482152,0.00539232,0.00514368,0.00330694,0.00521859
