Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0187789,0.0385444,0.0163145,0.0129236,0.0104896,0.0105342,0.00609023,0.00896625,0.00914219,0.0110347,0.0225794,0.0115078,0.0114872,0.0101473,0.00815186,0.0129079,0.0148922,0.0130197,0.013498,0.0086108,0.00996313,0.00602194,0.0194789,0.0134921,0.0073177,0.00809222,0.00585713,0.00504471,0.0109357,0.0122508,0.0184012,0.0109674,0.0112673,0.00818049,0.00714264,0.00977856,0.0133479,0.0120892,0.0133003,0.00981194,0.0114157,0.0087432
0,0.0292519,0.044913,0.0123249,0.0187613,0.00847719,0.0149674,0.00864999,0.0108507,0.00796342,0.0103871,0.0278788,0.00901397,0.0107576,0.00723585,0.0151319,0.00825069,0.0135592,0.00979103,0.0156525,0.00982873,0.00758696,0.00501228,0.0263804,0.0125891,0.00417649,0.00858806,0.00338377,0.00165839,0.0120427,0.0116024,0.022551,0.00643347,0.0121492,0.00992755,0.00802062,0.0153003,0.0152307,0.00985302,0.0112635,0.0102057,0.0133569,0.00596669
1,0.0278931,0.0441379,0.0115738,0.0159248,0.00636304,0.0142928,0.0071792,0.00949117,0.0076699,0.0107466,0.0261218,0.0100597,0.00896625,0.00703669,0.0114515,0.00938001,0.0158113,0.00989983,0.00857682,0.00981877,0.00763326,0.00516227,0.0252366,0.0133093,0.00782717,0.00804351,0.00231779,0.00132986,0.0121833,0.0107159,0.0201024,0.00552742,0.0111698,0.0129365,0.00987003,0.012358,0.0127103,0.0112176,0.00886363,0.0091202,0.012075,0.00529002
2,0.02676,0.0432437,0.0115802,0.0133871,0.0060868,0.0140585,0.00568897,0.00873296,0.00756461,0.01147,0.0258889,0.0109308,0.0103586,0.00949718,0.00935413,0.0100558,0.0167916,0.0107986,0.00475739,0.00940364,0.00757054,0.00530996,0.0241675,0.0146451,0.00902309,0.00730331,0.00143076,0.00192524,0.0123799,0.010155,0.0197371,0.00487575,0.0146516,0.0166599,0.0119109,0.0095696,0.0125448,0.0158154,0.00464115,0.00800947,0.0103469,0.004505
3,0.0258759,0.0424205,0.0122055,0.0114938,0.00682018,0.0140005,0.00439551,0.00812473,0.00776414,0.0124066,0.0254662,0.0113396,0.0126175,0.011772,0.00863263,0.0106769,0.0165473,0.0123323,0.00305812,0.00851162,0.00712115,0.00521955,0.0231275,0.0166612,0.00895264,0.00634494,0.0010808,0.00278995,0.0127653,0.0102135,0.0187757,0.00442696,0.0160265,0.0175471,0.0120406,0.00704096,0.0135422,0.0189096,0.00435924,0.00710892,0.00850389,0.00386086
4,0.0250244,0.0417953,0.0132505,0.0105347,0.00814665,0.0140164,0.00333578,0.00702558,0.00821807,0.0133353,0.0246663,0.0112001,0.0144464,0.0130653,0.00901229,0.0117209,0.015797,0.0145463,0.00207339,0.00731607,0.00593423,0.0045947,0.0219125,0.0188707,0.00904125,0.00526362,0.00216463,0.00359163,0.0134873,0.0111317,0.0156368,0.00465188,0.0132333,0.0136039,0.0095818,0.0044125,0.0129853,0.017747,0.00727451,0.00656319,0.00704468,0.00380862
5,0.0238064,0.041299,0.0146106,0.0104937,0.00962992,0.0142002,0.00245567,0.00510359,0.00885855,0.014174,0.0240505,0.0107338,0.0157747,0.0134934,0.00988396,0.0130323,0.0155232,0.0171976,0.00382169,0.00639655,0.00403505,0.0034884,0.0204277,0.0203058,0.00945674,0.00418623,0.00408175,0.00434771,0.0144921,0.0127342,0.0125717,0.00614327,0.00810515,0.00772769,0.00716705,0.00216212,0.00955946,0.0127135,0.00664892,0.00644433,0.00641847,0.00463245
6,0.0220186,0.0407183,0.0160938,0.011134,0.0109668,0.014426,0.00178984,0.002661,0.00964086,0.0149548,0.0239891,0.0104152,0.0169065,0.0136902,0.0105819,0.013896,0.016125,0.0195987,0.00732928,0.00614335,0.00243941,0.00252125,0.0188949,0.0200797,0.00977878,0.00326754,0.00609562,0.00521841,0.0154745,0.0144776,0.0121899,0.00843567,0.00507299,0.0072453,0.00727039,0.00243922,0.0049213,0.00751604,0.00431435,0.00682476,0.00661965,0.00586101
7,0.0200418,0.0399766,0.0170905,0.0121516,0.0120903,0.0141372,0.00144849,0.00108877,0.0103553,0.0156943,0.02428,0.0106385,0.0177512,0.0140999,0.0107712,0.0139069,0.0171279,0.0209807,0.0109011,0.00591159,0.00269625,0.00233053,0.0177843,0.0181406,0.00980032,0.00283744,0.00734988,0.00615891,0.016034,0.0158209,0.0125836,0.0107744,0.00473659,0.0084351,0.00736483,0.00369442,0.00371654,0.00604022,0.00360375,0.00763336,0.0071337,0.00677874
8,0.0185706,0.03922,0.0169715,0.013176,0.0130465,0.0128365,0.00190156,0.0031355,0.0106876,0.0163435,0.024579,0.0113868,0.0177037,0.0143872,0.0104771,0.0132556,0.0178995,0.0209028,0.0139292,0.00501172,0.00336091,0.00258485,0.0174467,0.0154921,0.0097244,0.00325403,0.00716385,0.00687328,0.0159071,0.0166366,0.0121491,0.0124521,0.00379437,0.0076607,0.00709461,0.0042937,0.00519199,0.00798306,0.00361158,0.0085725,0.0074924,0.00703729
