Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0182435,0.0366317,0.0137649,0.0127021,0.0104228,0.00870832,0.00381715,0.00633803,0.00995432,0.0117567,0.022216,0.0113144,0.00962,0.00790579,0.00706368,0.0112824,0.0121898,0.0107063,0.00867217,0.00671785,0.00863845,0.00420025,0.017807,0.0133524,0.00706112,0.00607175,0.004371,0.00457429,0.0105274,0.0137349,0.0165331,0.0106764,0.00799097,0.00621604,0.00618448,0.00913454,0.0108472,0.0107505,0.00796071,0.00787757,0.0091521,0.00671762
0,0.0272689,0.0412575,0.0141915,0.0137809,0.0039253,0.0105163,0.00484832,0.00497911,0.00851331,0.00996859,0.0211636,0.0122004,0.00985738,0.0101285,0.0123521,0.0118035,0.0136302,0.00815961,0.0130806,0.0122822,0.0119663,0.00793004,0.0183424,0.0102724,0.00228772,0.00421324,0.00440379,0.0038675,0.0126832,0.0142043,0.0147941,0.00783578,0.00653687,0.00740325,0.0065316,0.0118189,0.00726512,0.00338199,0.00813718,0.00617046,0.00459253,0.00603936
1,0.0266595,0.0404979,0.0141785,0.0120748,0.00153372,0.00902594,0.00436358,0.00501553,0.00916296,0.0102706,0.0203588,0.0136246,0.00528549,0.00650937,0.00932838,0.0115035,0.0147457,0.00723012,0.0100944,0.0121393,0.011397,0.00799348,0.0182696,0.0116359,0.00554228,0.00399244,0.00345481,0.0035247,0.0124749,0.0136183,0.0161338,0.00763544,0.0078072,0.00876946,0.00660262,0.00853946,0.00592512,0.00676219,0.00450271,0.00673546,0.00374603,0.00544926
2,0.0258366,0.0399146,0.0143126,0.0105668,0.00234042,0.00749579,0.00394794,0.00504669,0.00965284,0.0106288,0.0207136,0.014463,0.00194014,0.00344635,0.0074492,0.0113711,0.0155557,0.0070512,0.00840491,0.0119007,0.010677,0.00805845,0.0181008,0.0130245,0.00718793,0.00367033,0.00265188,0.00379156,0.0123423,0.0131351,0.0162671,0.00741028,0.00992089,0.0109936,0.00668564,0.0056086,0.00700568,0.0121866,0.00641015,0.00732136,0.00303566,0.00489409
3,0.0247834,0.0395853,0.0144437,0.00948772,0.00380594,0.00623475,0.0034869,0.00505928,0.00992843,0.0109659,0.0211436,0.0144296,0.0022546,0.00107407,0.00619356,0.0115468,0.015606,0.00732825,0.00694114,0.0112833,0.00953927,0.00781654,0.0176395,0.0142979,0.00795843,0.0033062,0.00219475,0.00436077,0.0124537,0.0129191,0.0152773,0.00713338,0.0101309,0.0116463,0.00601122,0.00280293,0.00896234,0.0153851,0.00818175,0.00755299,0.00260222,0.00448378
4,0.0235407,0.0394578,0.0144566,0.00904737,0.00440242,0.00551626,0.0028365,0.0049217,0.0100133,0.0113217,0.0214069,0.0134221,0.00462692,0.0023184,0.00512576,0.012615,0.0150803,0.00816049,0.0061087,0.0101702,0.0077604,0.00704573,0.0167242,0.0152047,0.00848131,0.00299641,0.00236038,0.0050246,0.0128904,0.0130813,0.0143843,0.00716403,0.00919809,0.00983321,0.00556431,0.00122077,0.00941055,0.0153961,0.0072571,0.00715103,0.0024848,0.0042415
5,0.0222877,0.0393089,0.0144168,0.00925537,0.00403834,0.00528074,0.00209348,0.00449997,0.0100469,0.0117825,0.0213818,0.0117005,0.00702954,0.0042414,0.00410062,0.0147965,0.014514,0.00965958,0.00660383,0.00884904,0.00535732,0.00579735,0.0155001,0.0156408,0.00886644,0.00270025,0.00320621,0.00572244,0.0135523,0.0135475,0.0142795,0.00785142,0.00919977,0.00633128,0.00670783,0.00315681,0.00783967,0.0132066,0.00520366,0.00615806,0.00262716,0.00428362
6,0.0212895,0.0389259,0.014477,0.00987985,0.00374553,0.00513847,0.00155598,0.00372105,0.0101402,0.0123606,0.0211294,0.00987557,0.00925496,0.00545623,0.00332209,0.0167366,0.0142844,0.0113578,0.00852416,0.00776482,0.00275275,0.00440724,0.014432,0.015813,0.00900494,0.00231944,0.00446837,0.00635283,0.0142392,0.0141091,0.0141582,0.00893588,0.00994847,0.00346989,0.00762686,0.00502091,0.00666045,0.0112571,0.00404068,0.00502503,0.00290796,0.00476525
7,0.0207995,0.0383709,0.0145284,0.0105492,0.00467548,0.00482226,0.00145492,0.00261972,0.0102688,0.0130329,0.0210895,0.00872212,0.0109848,0.00612183,0.0030153,0.0166387,0.0143807,0.0126118,0.011011,0.00698312,0.0012643,0.00331395,0.013978,0.0160406,0.00898301,0.00186413,0.00566655,0.00675222,0.0147415,0.0146244,0.0134935,0.00995879,0.0100274,0.00448413,0.00747199,0.00622136,0.0071176,0.0111188,0.00388376,0.00448964,0.00330166,0.00548915
8,0.0207136,0.0378816,0.0141961,0.0109289,0.0059962,0.00450207,0.00171551,0.00133914,0.0103491,0.013815,0.0216076,0.00870952,0.0119467,0.00670752,0.00291795,0.0142754,0.0145987,0.0131798,0.0131877,0.00625764,0.00215237,0.00276113,0.0141893,0.0163267,0.00901711,0.00150627,0.00620966,0.00687106,0.0149137,0.0151447,0.0125739,0.0106912,0.00957955,0.00667613,0.00751086,0.00680701,0.00748181,0.0127829,0.00416885,0.00473703,0.0037852,0.00599562
9,0.0205244,0.037603,0.0132625,0.0108431,0.00681719,0.00448218,0.00203265,0.000478139,0.0103202,0.0146836,0.0224738,0.00964191,0.0121398,0.00724676,0.002661,0.0110993,0.0146571,0.0131502,0.014727,0.00554799,0.00291261,0.00266165,0.0146684,0.0163575,0.0091845,0.00155222,0.00566836,0.00677893,0.0147017,0.015783,0.0117852,0.0109818,0.00957744,0.00812887,0.00840577,0.00720952,0.00835368,0.0153836,0.00455273,0.00509458,0.00447806,0.00600112
10,0.0198638,0.0374749,0.0119329,0.0103166,0.00723114,0.00470785,0.00215414,0.0019917,0.0101477,0.0155172,0.0232344,0.0111176,0.0118374,0.00736913,0.00227306,0.00864955,0.0142113,0.0126661,0.0156426,0.00498088,0.00327214,0.00277316,0.0149584,0.016048,0.00937353,0.00216139,0.00421425,0.00647131,0.0141691,0.0165242,0.0112907,0.0107811,0.0101983,0.00866803,0.00932808,0.0078955,0.00998237,0.0173754,0.00482657,0.00545842,0.00573778,0.00558274
11,0.0188878,0.0373146,0.0106692,0.00956022,0.00775201,0.00514569,0.00222254,0.00394176,0.00980447,0.0161793,0.0235559,0.0128082,0.0114349,0.00696048,0.00206398,0.00745736,0.0130409,0.011896,0.0159454,0.00459988,0.00340884,0.00287078,0.0149206,0.0157905,0.00944071,0.00315799,0.00293095,0.00588294,0.0134665,0.0171499,0.011089,0.0103983,0.0109064,0.00842177,0.00959734,0.0088419,0.0109748,0.0178537,0.00496772,0.00647776,0.00761255,0.0050255
12,0.0180909,0.0369881,0.00985909,0.0088434,0.00861402,0.00608012,0.00270679,0.00584459,0.009277,0.0165157,0.0233313,0.0143089,0.0112068,0.00630993,0.002221,0.0070705,0.0113367,0.0110093,0.015646,0.00443997,0.00326326,0.00281929,0.0147145,0.0159352,0.00942871,0.00425033,0.00293079,0.00515693,0.0127553,0.0173721,0.0110204,0.0103299,0.0113298,0.00766972,0.0091393,0.00973868,0.010921,0.0171324,0.00499513,0.00793141,0.00966679,0.00455271
13,0.01783,0.0365134,0.00962077,0.00832778,0.00965574,0.00743155,0.00335666,0.00741785,0.00859147,0.0163874,0.022649,0.0152841,0.0111774,0.00578894,0.00250019,0.00681113,0.00978747,0.0101323,0.0147799,0.0045668,0.00286917,0.0026853,0.0145819,0.016345,0.00950171,0.00512527,0.00327831,0.00463135,0.0121349,0.0170597,0.0109223,0.0106428,0.0113411,0.00682716,0.00824615,0.0104232,0.0104025,0.0160584,0.00492349,0.00872885,0.0113525,0.00417465
14,0.0179297,0.0360074,0.00980818,0.00802991,0.0105963,0.00870363,0.00356577,0.0085615,0.00782099,0.0158478,0.0217201,0.015642,0.0111771,0.00555753,0.00267079,0.00664191,0.00913665,0.0093768,0.0133266,0.00495878,0.00260217,0.00279185,0.0146593,0.0166574,0.00972754,0.0055932,0.0032796,0.00443941,0.0116078,0.016355,0.0107883,0.0109956,0.0109229,0.0062547,0.00729231,0.0109507,0.0099991,0.0152235,0.00481156,0.00842578,0.0122461,0.00379033
15,0.0178972,0.0355879,0.0101403,0.007909,0.011229,0.00953408,0.0034135,0.00924884,0.00707357,0.0151407,0.0208023,0.0154663,0.0109596,0.00553203,0.00284049,0.00683723,0.00943298,0.00879156,0.0112594,0.00546966,0.00287368,0.00333299,0.014906,0.0166137,0.0100173,0.00569245,0.00312625,0.00439554,0.0110934,0.0155734,0.010674,0.0111882,0.0101514,0.00593634,0.00654226,0.0114064,0.00994755,0.0147721,0.00477927,0.00767079,0.0120606,0.00336737
16,0.0175747,0.0353026,0.0103604,0.00794802,0.0115155,0.00976962,0.00348324,0.00957924,0.00645495,0.0145018,0.0201243,0.0149001,0.0103418,0.00553529,0.003147,0.00728695,0.010084,0.00826599,0.00872738,0.00590238,0.00348147,0.00400329,0.0152027,0.016168,0.0101884,0.00559687,0.00304401,0.00431328,0.0105122,0.0149656,0.0106302,0.0112304,0.00914476,0.0055266,0.00605535,0.0117514,0.0102618,0.0146049,0.00482584,0.00746816,0.0106968,0.00298882
17,0.0172775,0.0351442,0.0103327,0.00817066,0.0115041,0.00953345,0.00396312,0.00980697,0.00602779,0.0140418,0.0198426,0.0141145,0.00929285,0.00544698,0.00343768,0.00762285,0.0105395,0.00756222,0.00624886,0.00611036,0.00402355,0.00441272,0.0154384,0.0154808,0.0100973,0.00551266,0.00321189,0.00417457,0.0098717,0.0145557,0.0106756,0.0111414,0.00803464,0.00478319,0.00574295,0.0119206,0.0108276,0.0145808,0.00482199,0.00792603,0.00841362,0.00283574
18,0.0173247,0.0350927,0.010055,0.00858343,0.0112301,0.00910515,0.00458602,0.0100616,0.00578951,0.0137798,0.0199963,0.0132922,0.00794993,0.00522716,0.00356062,0.00765855,0.0105695,0.00649855,0.00447401,0.00602991,0.00441692,0.0044095,0.0155577,0.0147697,0.00969496,0.00560076,0.00358506,0.00402199,0.00926016,0.0141743,0.0108113,0.0109281,0.00694024,0.00380909,0.00545607,0.0119647,0.0114109,0.0145479,0.00468359,0.0084499,0.00596226,0.00313229
19,0.0177253,0.0351365,0.00960441,0.00909136,0.0107101,0.00847913,0.00503739,0.0102396,0.00568339,0.0137004,0.020499,0.0125522,0.00655738,0.00483342,0.00353515,0.00752851,0.0102248,0.00509357,0.00367874,0.00568729,0.00487136,0.00406644,0.0155763,0.0141512,0.0090144,0.00585875,0.00384107,0.00382358,0.00877475,0.013635,0.0110554,0.0106628,0.00595189,0.00289768,0.00506352,0.0119711,0.0117469,0.0143519,0.00447046,0.00867989,0.00463661,0.00387457
20,0.0182813,0.0352687,0.00907145,0.00950806,0.00998163,0.00768424,0.00503768,0.0102317,0.00563779,0.0137771,0.0212006,0.0118617,0.0053676,0.00423536,0.00344496,0.00760719,0.00972894,0.00357628,0.00369578,0.00520223,0.00566481,0.0035445,0.0155637,0.0136716,0.00814735,0.00618385,0.00380475,0.00350213,0.00847812,0.0128854,0.0114732,0.0104717,0.00512363,0.00221936,0.00450071,0.0119329,0.0117354,0.0139028,0.00433638,0.00858204,0.0052953,0.00479849
21,0.0188376,0.0354795,0.00854863,0.00970651,0.00912471,0.00710804,0.00453868,0.010032,0.00561034,0.0139598,0.0219591,0.0110966,0.00452735,0.00358439,0.00336633,0.00823144,0.00938067,0.00242584,0.00409367,0.00475947,0.00687702,0.00297393,0.0155911,0.0134091,0.00723515,0.00653836,0.00356397,0.00304182,0.0084028,0.0120251,0.0121077,0.0104349,0.00447158,0.00167087,0.00379672,0.0117943,0.0115441,0.0132102,0.00438949,0.00824541,0.00686275,0.00566809
22,0.0194211,0.0357527,0.00814753,0.00975117,0.00827366,0.00694235,0.00381209,0.00967376,0.0055937,0.0141747,0.0226582,0.0102633,0.00399719,0.00323022,0.00338268,0.00939426,0.00949223,0.00256307,0.00450231,0.00453858,0.00835977,0.00243674,0.0156915,0.0134296,0.00644156,0.00695325,0.00329863,0.00251037,0.00854757,0.011206,0.0128862,0.0105209,0.00399007,0.00102662,0.00308196,0.0115529,0.0114444,0.0123338,0.00461953,0.00779616,0.00835456,0.00636718
23,0.0201452,0.0360697,0.00796507,0.00980491,0.00760747,0.00708957,0.00331914,0.00919532,0.00558342,0.0143579,0.0232018,0.00955491,0.00359972,0.00335143,0.00358923,0.0108205,0.0102627,0.00397906,0.00492156,0.00461801,0.00989153,0.0020463,0.0158543,0.0136813,0.0058691,0.00744793,0.0031333,0.00196825,0.0088544,0.0105259,0.0136738,0.0106286,0.00369814,0.000411816,0.00254272,0.0112711,0.0115763,0.0113289,0.00496192,0.00737999,0.00948953,0.00684608
