Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0209879,0.0354844,0.0180729,0.0134694,0.0180544,0.0130873,0.00741559,0.0100058,0.0112855,0.0111062,0.0272517,0.0117084,0.0142706,0.0193278,0.0135236,0.0146125,0.0167134,0.0141022,0.0178539,0.0113426,0.01335,0.00869918,0.0216726,0.012741,0.0145269,0.01028,0.0103201,0.00748905,0.0109721,0.0135075,0.0233375,0.0108568,0.0124939,0.0108947,0.0103931,0.0119534,0.0155615,0.0145596,0.0206673,0.0134133,0.0154022,0.0130013
0,0.0256055,0.0383551,0.0160912,0.0115678,0.0145666,0.0238581,0.00924293,0.00556967,0.0126967,0.0215107,0.0211126,0.00325938,0.032213,0.0233057,0.0156228,0.0213824,0.0327644,0.0325032,0.0145239,0.0083768,0.00996348,0.0053495,0.0239846,0.0169953,0.00694555,0.0115636,0.00570241,0.00812819,0.0146544,0.011466,0.0236602,0.0130789,0.0176986,0.00925814,0.00846653,0.0185389,0.0201883,0.0198631,0.0108954,0.00663736,0.0146455,0.00578197
1,0.0226409,0.037879,0.0152819,0.00955799,0.0263526,0.0236379,0.00790475,0.00488767,0.0105114,0.0181556,0.0236265,0.00536993,0.0348762,0.0271499,0.0214541,0.0200034,0.0321097,0.0341065,0.0172924,0.00810953,0.00817631,0.00443561,0.0227943,0.0168786,0.0122015,0.0116224,0.00676506,0.00828068,0.0162008,0.0113627,0.0211311,0.0135584,0.0114236,0.00798788,0.00864295,0.0133322,0.0150591,0.0140615,0.00775854,0.00695992,0.0115931,0.00663648
2,0.0205943,0.0375481,0.0145731,0.00848324,0.0337047,0.0226372,0.00663336,0.0052514,0.0089734,0.016008,0.0266866,0.00631231,0.0348789,0.0283008,0.0238942,0.0186399,0.030255,0.0333228,0.0237028,0.00771966,0.00679478,0.00419918,0.0217481,0.0158091,0.0152556,0.0109933,0.00736167,0.00810096,0.0171669,0.0114211,0.0228222,0.0139753,0.0111703,0.0110019,0.013193,0.010874,0.0131869,0.012237,0.0109345,0.00732204,0.00866393,0.00720343
3,0.0195668,0.0372882,0.0140892,0.00769085,0.0375133,0.0206026,0.00544948,0.00532451,0.00792086,0.0149655,0.0285016,0.00587241,0.0324353,0.0274135,0.0235234,0.0172081,0.0273409,0.0302782,0.0280983,0.00733429,0.00564763,0.00432129,0.0208049,0.0146014,0.0152116,0.00974625,0.00752917,0.0072712,0.0177242,0.0115314,0.0253269,0.0142326,0.0168649,0.0157734,0.0184064,0.0103092,0.0158208,0.0162288,0.0136175,0.00780616,0.00617038,0.00764037
4,0.0196204,0.0371434,0.0140623,0.00717656,0.0383776,0.0174635,0.00466008,0.00465038,0.00724546,0.014834,0.028973,0.00445244,0.0282406,0.0252687,0.0215554,0.0159938,0.0236932,0.0255821,0.0303674,0.00708831,0.00452728,0.00437755,0.0198552,0.0147297,0.0127656,0.00841144,0.00764294,0.00593558,0.018157,0.0117706,0.0254823,0.0138577,0.0203866,0.0181021,0.0200283,0.0102469,0.0203751,0.0219349,0.0176737,0.00833839,0.00454553,0.00823798
5,0.0205184,0.037241,0.0147012,0.00728794,0.0373575,0.0140034,0.00446833,0.00344781,0.00673298,0.0153274,0.0285324,0.0031258,0.0233561,0.0223739,0.0192519,0.015405,0.0201252,0.0203037,0.0313795,0.00727228,0.00316534,0.00404067,0.0187643,0.0166777,0.0120822,0.00773307,0.00799151,0.00501051,0.0187472,0.0124255,0.022868,0.0124221,0.0183305,0.0162878,0.0174227,0.00976244,0.0220712,0.0231757,0.020013,0.00866024,0.00419481,0.0093301
6,0.0215183,0.0375771,0.0159259,0.0080068,0.0356169,0.0116573,0.00459021,0.00247136,0.00614217,0.0161916,0.0279643,0.00304308,0.0190281,0.0191625,0.0173473,0.0154985,0.0185335,0.0156408,0.0318562,0.0083991,0.00293397,0.00367987,0.0176159,0.0189704,0.01358,0.00808845,0.00845352,0.00587467,0.01949,0.013685,0.0204675,0.0105664,0.0130256,0.0119473,0.015078,0.0075511,0.0174672,0.0173815,0.0179352,0.0087713,0.00534479,0.010922
7,0.021753,0.0379576,0.0171031,0.00898572,0.0336478,0.0112937,0.00436965,0.00230407,0.00550885,0.0170831,0.0277914,0.00378354,0.0161746,0.0160831,0.0158839,0.015987,0.020026,0.0124759,0.0319883,0.0102026,0.00594552,0.00411629,0.0167818,0.0198096,0.0138145,0.00929381,0.00894582,0.00809687,0.020065,0.0153723,0.019826,0.00951631,0.0115359,0.00825491,0.0147463,0.00287471,0.00834394,0.00799413,0.0133773,0.0090457,0.00717924,0.0124131
8,0.0210349,0.0382268,0.0171782,0.00991008,0.0313948,0.0126079,0.00345575,0.00328707,0.00488267,0.0174251,0.0278923,0.0046739,0.0149504,0.0133043,0.014662,0.0166466,0.0222937,0.0108995,0.0315401,0.0115691,0.00998281,0.00477136,0.0164718,0.0189747,0.0127807,0.0108576,0.00955322,0.0103084,0.020064,0.0169503,0.0191503,0.00927771,0.0136568,0.00669822,0.012649,0.00290836,0.00460449,0.00304283,0.0103531,0.00945052,0.00857113,0.012991
