Timestep,C7,CLAV,LACR,LAJC,LASH,LASI,LCAL,LEJC,LFAradius,LFAsuperior,LFAulna,LHJC,LKJC,LLEL,LLFC,LLMAL,LMEL,LMFC,LMMAL,LMT5,LPSH,LPSI,LSJC,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RAJC,RASH,RASI,RCAL,REJC,RFAradius,RFAsuperior,RFAulna,RHJC,RKJC,RLEL,RLFC,RLMAL,RMEL,RMFC,RMMAL,RMT5,RPSH,RPSI,RSJC,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
156,0.00951685,0.00714663,0.00503559,0.000505823,0.0107505,0.0118911,0.00551188,0.000377804,0.00917049,0.000284494,0.00803689,0.0010192,0.000540524,0.00252401,0.00404613,0.00517219,0.00286831,0.00626658,0.00331164,0.00319122,0.0088119,0.0114159,0.00082807,0.00080549,0.000705506,0.000938201,0.000803173,0.000914628,0.000959479,0.00286649,0.00083285,0.000506715,0.000664566,0.00476416,0.00240726,0.00977169,0.0112259,0.00557734,0.000308979,0.00912229,0.000276552,0.00809715,0.00279757,0.00242508,0.00246055,0.00629609,0.00397859,0.00281547,0.00670297,0.00265822,0.00327909,0.00866081,0.0110198,0.00109104,0.00204336,0.00170143,0.00184671,0.00259265,0.0014789,0.00207122,0.00263237,0.00104708,0.000556906,0.000847831
157,0.0095044,0.00715709,0.00506463,0.000532775,0.0107935,0.0118919,0.0054809,0.000420403,0.00922418,0.000344866,0.00797595,0.00101182,0.000555102,0.00256848,0.00409179,0.00523142,0.00287064,0.0062797,0.00335459,0.00318355,0.00879169,0.0114062,0.000885714,0.00084928,0.000731371,0.000985647,0.000816022,0.000921956,0.0009951,0.00289357,0.000885438,0.000561654,0.000713025,0.00474462,0.00242785,0.00974345,0.0112555,0.00557279,0.000300105,0.00911906,0.000270349,0.00810598,0.00277262,0.00242368,0.00245076,0.00624189,0.00396823,0.00281001,0.00668409,0.00265566,0.00325432,0.00866452,0.0110102,0.00105471,0.00207044,0.00174478,0.00188708,0.00257404,0.00144238,0.00204019,0.00265458,0.00101976,0.000538401,0.000829875
158,0.00949332,0.00716636,0.00509461,0.00056261,0.0108381,0.0118979,0.00545117,0.000469206,0.00927978,0.000409379,0.00791265,0.00100427,0.000572799,0.00261651,0.00413635,0.0052912,0.00287494,0.00629305,0.00339873,0.00317431,0.00877081,0.0113945,0.000942071,0.000893473,0.000759252,0.00103354,0.000832689,0.000930473,0.00103303,0.00292468,0.000937685,0.000618739,0.000763555,0.00472324,0.00244218,0.00971138,0.0112859,0.00556706,0.000289897,0.00911142,0.000262867,0.00811986,0.00274039,0.00241964,0.00243706,0.00618827,0.00396177,0.00280457,0.00666875,0.00265781,0.00323034,0.0086707,0.010998,0.00101241,0.00209233,0.00178301,0.00192107,0.00255083,0.00140569,0.00200816,0.00267467,0.000986076,0.000515857,0.000806488
159,0.0094835,0.00717459,0.00512539,0.00059524,0.0108844,0.0119086,0.00542253,0.00052348,0.00933757,0.00047866,0.0078466,0.000996915,0.000592388,0.00266856,0.00417882,0.00535136,0.00288156,0.00630656,0.00344399,0.00316376,0.00874899,0.011381,0.000997499,0.000937268,0.000788628,0.00108152,0.000853098,0.000940224,0.0010725,0.00295962,0.000989996,0.000678284,0.00081629,0.00470038,0.00245089,0.0096757,0.0113172,0.00555894,0.000278261,0.00909964,0.000254095,0.00813863,0.00270142,0.00241295,0.0024196,0.00613493,0.00395989,0.00279881,0.00665797,0.00266549,0.0032072,0.00867954,0.0109834,0.000964202,0.00210914,0.0018167,0.00194885,0.00252336,0.00136877,0.0019751,0.0026922,0.000946161,0.000489431,0.000777766
160,0.00947476,0.00718194,0.00515686,0.000630477,0.0109324,0.0119239,0.0053948,0.000582506,0.00939759,0.000553064,0.00777764,0.000990051,0.000612587,0.00272481,0.00421831,0.00541171,0.00289084,0.00632027,0.00349015,0.00315257,0.00872601,0.0113658,0.00105233,0.000979967,0.00081887,0.00112924,0.000877274,0.000951135,0.00111292,0.0029978,0.0010427,0.000740426,0.000871279,0.00467631,0.00245474,0.00963667,0.0113497,0.0055481,0.000265208,0.00908409,0.000244289,0.00816199,0.00265657,0.00240373,0.00239853,0.00608153,0.00396253,0.00279253,0.00665286,0.00267857,0.00318567,0.00869107,0.0109667,0.000910374,0.00212109,0.00184634,0.00197085,0.002492,0.00133169,0.00194084,0.00270608,0.000900313,0.000459349,0.000743945
161,0.0094671,0.00718843,0.00518887,0.000668033,0.0109819,0.0119434,0.00536777,0.00064549,0.00945964,0.000632082,0.00770597,0.000983865,0.000632172,0.00278493,0.00425411,0.0054721,0.00290304,0.00633422,0.00353692,0.00314169,0.00870195,0.0113489,0.00110662,0.00102097,0.000849317,0.00117636,0.000905152,0.000963051,0.00115376,0.00303831,0.00109571,0.000804883,0.000928197,0.00465125,0.00245443,0.00959453,0.0113837,0.0055348,0.000250967,0.00906502,0.000233525,0.00818969,0.00260659,0.00239217,0.00237387,0.00602784,0.00396919,0.00278574,0.00665396,0.00269638,0.00316662,0.00870527,0.0109481,0.000851206,0.0021285,0.00187229,0.00198759,0.00245696,0.00129454,0.00190516,0.00271539,0.000848775,0.000425793,0.00070525
162,0.00946036,0.00719419,0.00522131,0.000707482,0.0110327,0.0119669,0.00534142,0.000711673,0.00952337,0.000714852,0.007632,0.000978265,0.00065014,0.00284833,0.00428604,0.00553248,0.0029183,0.00634833,0.00358408,0.00313217,0.00867687,0.0113305,0.00116043,0.0010599,0.000879347,0.00122261,0.000936541,0.000975719,0.00119462,0.00308001,0.00114891,0.000871247,0.000986655,0.00462539,0.00245062,0.00954967,0.0114194,0.00551951,0.000236202,0.00904275,0.000222023,0.0082213,0.00255183,0.00237854,0.00234577,0.00597377,0.00397924,0.00277867,0.00666139,0.0027179,0.00315103,0.00872191,0.0109277,0.00078729,0.00213178,0.00189491,0.00199968,0.00241824,0.0012574,0.0018678,0.00271928,0.000792035,0.000389172,0.00066217
163,0.00945448,0.00719927,0.00525407,0.000748265,0.0110844,0.0119939,0.0053159,0.000780215,0.00958821,0.00080009,0.0075564,0.000973156,0.000665863,0.00291407,0.00431417,0.00559269,0.00293659,0.00636248,0.00363126,0.00312493,0.00865107,0.0113103,0.00121365,0.00109655,0.000908441,0.00126777,0.000971247,0.00098899,0.00123529,0.00312177,0.00120194,0.00093887,0.00104606,0.00459886,0.00244375,0.00950256,0.0114572,0.00550278,0.000221967,0.00901749,0.000209973,0.00825639,0.00249243,0.00236312,0.00231445,0.00591945,0.003992,0.00277166,0.00667467,0.00274209,0.0031395,0.00874061,0.0109057,0.000719376,0.00213137,0.0019144,0.00200767,0.00237569,0.00122043,0.0018286,0.00271749,0.000730722,0.000350096,0.000615372
164,0.00944935,0.00720373,0.00528703,0.000789829,0.0111366,0.0120243,0.0052914,0.000850253,0.00965354,0.000885983,0.0074799,0.000968599,0.000679387,0.00298101,0.00433889,0.00565243,0.00295799,0.00637671,0.00367807,0.00312042,0.00862482,0.0112883,0.00126615,0.00113107,0.000936372,0.00131169,0.00100926,0.00100299,0.00127592,0.00316279,0.00125433,0.00100692,0.00110572,0.00457182,0.00243407,0.00945363,0.0114971,0.00548529,0.00020965,0.00898941,0.000197242,0.00829456,0.00242841,0.00234615,0.00227999,0.00586501,0.0040067,0.00276516,0.00669333,0.00276782,0.00313257,0.00876101,0.0108822,0.000648314,0.00212762,0.0019309,0.00201199,0.00232917,0.00118384,0.00178743,0.00270971,0.000665467,0.000309274,0.000565568
165,0.00944484,0.00720764,0.00532003,0.000831434,0.011189,0.0120579,0.00526815,0.000920947,0.00971864,0.000971074,0.0074033,0.000964908,0.000691348,0.00304815,0.00436057,0.00571097,0.00298254,0.00639136,0.00372386,0.00311863,0.0085984,0.0112645,0.00131781,0.00116369,0.000963002,0.00135412,0.00105068,0.0010181,0.0013169,0.00320248,0.00130571,0.00107465,0.00116505,0.00454446,0.00242149,0.0094034,0.0115393,0.00546793,0.00020075,0.00895858,0.000184144,0.00833549,0.00235977,0.0023277,0.00224261,0.00581061,0.0040225,0.00275946,0.00671685,0.00279399,0.00313048,0.0087827,0.0108574,0.000575142,0.00212065,0.00194427,0.00201277,0.00227858,0.00114808,0.00174435,0.00269577,0.000597129,0.000267853,0.000513739
166,0.00944084,0.00721107,0.00535294,0.000872347,0.0112412,0.0120945,0.00524626,0.000991597,0.00978287,0.0010545,0.00732729,0.000962557,0.000702974,0.0031148,0.00437962,0.00576738,0.00301027,0.00640725,0.003768,0.00311931,0.008572,0.0112389,0.0013686,0.00119478,0.000988313,0.0013947,0.00109552,0.00103479,0.00135873,0.00324042,0.00135589,0.00114155,0.00122367,0.00451698,0.00240581,0.00935232,0.0115838,0.00545176,0.000196591,0.0089251,0.000171787,0.00837896,0.00228665,0.00230786,0.0022026,0.00575639,0.00403837,0.00275475,0.00674485,0.0028194,0.00313336,0.00880537,0.0108313,0.000501051,0.00211053,0.00195435,0.00201011,0.00222394,0.0011137,0.00169947,0.00267543,0.000526739,0.000227608,0.000461126
167,0.00943725,0.00721405,0.00538557,0.00091184,0.011293,0.0121337,0.00522583,0.00106162,0.00984561,0.00113543,0.00725254,0.000961998,0.000715388,0.00318036,0.00439635,0.00582083,0.00304112,0.00642505,0.00381001,0.00312211,0.00854579,0.0112116,0.00141848,0.00122458,0.00101224,0.00143301,0.00114355,0.00105342,0.00140169,0.00327634,0.00140471,0.00120718,0.00128128,0.00448958,0.00238682,0.00930082,0.0116306,0.00543789,0.0001982,0.00888899,0.000161906,0.00842482,0.0022093,0.00228679,0.00216018,0.00570257,0.00405331,0.00275109,0.00677684,0.00284287,0.00314109,0.00882873,0.0108043,0.000427477,0.00209744,0.00196104,0.00200413,0.00216531,0.00108125,0.0016529,0.00264876,0.000455499,0.000191456,0.000409279
168,0.00943411,0.00721657,0.00541775,0.00094927,0.0113438,0.0121755,0.00520707,0.00113056,0.00990635,0.00121357,0.00717962,0.00096376,0.000728393,0.00324448,0.00441061,0.00587083,0.00307494,0.00644473,0.00384955,0.00312684,0.00851997,0.0111824,0.00146741,0.00125264,0.00103435,0.00146849,0.00119453,0.00107387,0.00144549,0.00331002,0.00145209,0.00127129,0.00133768,0.00446239,0.00236451,0.00924919,0.0116799,0.00542743,0.000206092,0.00885036,0.000157249,0.00847293,0.00212767,0.00226494,0.00211571,0.00564972,0.00406632,0.00274857,0.00681214,0.00286337,0.00315326,0.0088526,0.0107763,0.000356368,0.00208179,0.00196443,0.00199515,0.00210249,0.00105109,0.00160468,0.00261626,0.000385027,0.000164467,0.000360409
169,0.00943152,0.00721846,0.00544935,0.000984276,0.0113936,0.01222,0.00519029,0.00119813,0.00996475,0.00128905,0.00710898,0.000968694,0.000740397,0.00330706,0.00442167,0.00591731,0.00311144,0.00646541,0.00388658,0.00313331,0.00849477,0.0111509,0.0015153,0.00127789,0.00105395,0.00150054,0.00124834,0.00109569,0.00148927,0.00334142,0.00149803,0.00133378,0.00139279,0.00443541,0.00233909,0.0091975,0.0117319,0.00542115,0.000220256,0.00880933,0.000160725,0.00852311,0.00204156,0.00224303,0.00206961,0.00559863,0.00407673,0.00274735,0.00685003,0.00288021,0.00316912,0.00887687,0.0107471,0.000290792,0.00206428,0.00196488,0.00198372,0.00203507,0.00102333,0.00155467,0.00257879,0.000317744,0.000153833,0.000317704
170,0.00942961,0.00721959,0.00548027,0.00101667,0.011442,0.0122676,0.00517584,0.00126414,0.0100205,0.00136173,0.00704098,0.00097821,0.000749207,0.00336805,0.00442813,0.00596001,0.00315043,0.00648622,0.00392123,0.00314126,0.00847033,0.0111168,0.00156213,0.00129874,0.00107018,0.00152827,0.00130472,0.0011181,0.00153168,0.00337018,0.00154254,0.00139461,0.00144657,0.00440859,0.00231098,0.00914573,0.011787,0.00541956,0.000240307,0.00876602,0.000173829,0.00857517,0.00195115,0.00222182,0.00202225,0.00555006,0.00408405,0.00274765,0.00689009,0.00289296,0.00318812,0.00890151,0.0107164,0.000236356,0.00204562,0.00196288,0.00197045,0.00196274,0.000998136,0.00150268,0.00253704,0.000257865,0.000164636,0.000285552
171,0.00942838,0.00721993,0.00551044,0.00104626,0.011489,0.0123187,0.00516401,0.00132844,0.0100732,0.00143165,0.00697605,0.000994042,0.000753188,0.00342743,0.0044285,0.00599833,0.00319167,0.0065068,0.00395355,0.0031504,0.00844674,0.01108,0.00160794,0.00131366,0.00108226,0.00155065,0.00136318,0.00114038,0.00157143,0.00339565,0.00158573,0.00145379,0.00149904,0.00438196,0.00228054,0.00909395,0.0118453,0.00542243,0.000265514,0.00872071,0.000196224,0.0086288,0.00185713,0.00220173,0.00197409,0.00550438,0.00408843,0.00274959,0.00693214,0.00290182,0.00321034,0.00892645,0.0106841,0.000202843,0.00202629,0.00195889,0.0019558,0.00188553,0.000976036,0.00144864,0.00249123,0.000213268,0.000194587,0.000269094
172,0.00942775,0.00721956,0.00553984,0.00107283,0.0115345,0.0123729,0.00515472,0.00139094,0.0101226,0.00149896,0.00691451,0.0010176,0.000752256,0.00348528,0.00442206,0.00603165,0.00323487,0.00652756,0.00398337,0.0031607,0.00842403,0.0110406,0.00165284,0.00132215,0.00108987,0.00156708,0.00142304,0.00116217,0.00160793,0.0034171,0.00162774,0.00151138,0.00155028,0.00435564,0.00224806,0.0090424,0.011907,0.00542861,0.00029489,0.0086738,0.00022611,0.00868357,0.00176062,0.00218269,0.00192581,0.00546153,0.00409094,0.00275319,0.00697613,0.00290774,0.00323664,0.00895153,0.0106504,0.000200909,0.00200649,0.00195334,0.00194002,0.00180386,0.000957921,0.00139272,0.00244095,0.000195567,0.000237078,0.000271919
173,0.00942753,0.00721869,0.00556845,0.00109637,0.0115784,0.0124296,0.00514741,0.00145163,0.0101687,0.00156352,0.0068565,0.0010493,0.000747688,0.00354148,0.00440912,0.00605976,0.00327961,0.00654924,0.00401054,0.00317235,0.00840219,0.0109993,0.00169694,0.00132484,0.00109336,0.00157776,0.00148331,0.0011835,0.00164129,0.00343404,0.00166869,0.00156742,0.00160035,0.00432979,0.00221384,0.00899148,0.0119714,0.00543581,0.000327402,0.00862581,0.000261282,0.00873892,0.00166304,0.00216421,0.00187798,0.00542097,0.00409368,0.00275827,0.00702192,0.00291267,0.00326842,0.00897651,0.0106159,0.000230369,0.00198622,0.00194676,0.00192333,0.00171847,0.000944827,0.00133531,0.00238543,0.00021122,0.000286489,0.00029335
174,0.00942748,0.00721763,0.00559629,0.00111729,0.0116209,0.0124875,0.00514133,0.00151056,0.0102118,0.00162541,0.00680195,0.0010884,0.000741295,0.00359598,0.00439049,0.00608297,0.00332544,0.00657261,0.00403529,0.0031859,0.00838127,0.010957,0.00174037,0.00132291,0.00109355,0.0015834,0.00154282,0.00120439,0.00167177,0.00344587,0.00170871,0.001622,0.00164936,0.00430459,0.00217828,0.0089417,0.0120381,0.00544138,0.000361955,0.0085774,0.000299726,0.00879416,0.00156594,0.0021457,0.00183135,0.00538203,0.00409915,0.00276464,0.00706912,0.00291889,0.00330697,0.00900106,0.0105815,0.000279974,0.00196551,0.00193975,0.00190593,0.00163029,0.000937561,0.00127688,0.00232395,0.000252843,0.000339174,0.00032899
175,0.00942734,0.00721668,0.00562344,0.0011364,0.0116618,0.0125454,0.00513555,0.00156784,0.0102521,0.00168493,0.00675061,0.00113335,0.000734746,0.00364877,0.00436716,0.00610207,0.00337188,0.00659814,0.00405822,0.003202,0.00836129,0.0109146,0.00178326,0.00131773,0.00109157,0.0015851,0.00160036,0.00122476,0.00169963,0.0034522,0.00174795,0.00167525,0.00169742,0.00428017,0.00214192,0.00889354,0.0121061,0.00544302,0.000397466,0.0085294,0.000339633,0.0088484,0.00147088,0.00212675,0.00178671,0.0053442,0.0041095,0.00277204,0.00711718,0.00292846,0.00335317,0.00902481,0.010548,0.000339159,0.00194456,0.00193299,0.00188824,0.00154023,0.00093637,0.00121786,0.00225615,0.000308278,0.000392758,0.000373478
176,0.00942691,0.0072161,0.00564997,0.00115482,0.0117013,0.0126021,0.00512905,0.00162363,0.0102903,0.00174212,0.00670196,0.00118209,0.000729662,0.00369985,0.00434054,0.00611837,0.00341875,0.00662594,0.00408005,0.00322132,0.00834231,0.010873,0.00182569,0.00131109,0.00108888,0.00158454,0.00165511,0.00124475,0.00172544,0.00345322,0.00178646,0.00172725,0.00174464,0.0042566,0.00210554,0.00884737,0.0121746,0.00544043,0.000432945,0.00848272,0.000379576,0.00890064,0.00137955,0.00210764,0.00174474,0.00530756,0.00412499,0.00278023,0.00716559,0.00294166,0.003407,0.00904744,0.0105161,0.000401821,0.00192397,0.00192711,0.00187098,0.00144899,0.000940724,0.00115831,0.00218219,0.000369342,0.00044566,0.000422441
177,0.00942604,0.00721609,0.00567598,0.00117378,0.0117396,0.0126564,0.00512072,0.00167817,0.010327,0.00179728,0.00665539,0.0012322,0.000727537,0.0037494,0.00431232,0.00613353,0.00346601,0.00665584,0.00410154,0.00324435,0.00832431,0.0108329,0.00186778,0.00130503,0.00108716,0.0015838,0.00170652,0.00126457,0.00175001,0.0034498,0.0018244,0.00177819,0.00179118,0.00423391,0.00206995,0.00880343,0.0122426,0.00543493,0.00046754,0.00843834,0.000418292,0.00894993,0.0012936,0.00208899,0.00170594,0.00527267,0.00414438,0.00278887,0.00721384,0.00295741,0.0034678,0.00906876,0.0104864,0.000464791,0.00190444,0.00192248,0.00185492,0.00135709,0.000949568,0.0010981,0.00210267,0.000431649,0.00049675,0.000472815
178,0.00942467,0.0072168,0.00570154,0.00119465,0.0117768,0.0127073,0.00510958,0.00173179,0.0103629,0.00185095,0.00661027,0.00128101,0.000729669,0.00379779,0.00428408,0.00614923,0.00351367,0.00668772,0.00412358,0.00327156,0.00830723,0.0107951,0.00190969,0.0013015,0.00108807,0.00158491,0.00175398,0.0012843,0.00177399,0.00344283,0.00186197,0.0018284,0.00183731,0.00421212,0.00203607,0.00876181,0.0123088,0.00542778,0.000500482,0.00839713,0.000454503,0.0089955,0.00121462,0.00207139,0.00167071,0.00524023,0.0041664,0.00279747,0.00726149,0.00297455,0.00353486,0.00908867,0.0104594,0.00052638,0.00188665,0.00191941,0.00184086,0.00126511,0.000961609,0.00103707,0.00201826,0.000492803,0.000545094,0.00052247
179,0.00942283,0.00721837,0.00572665,0.00121857,0.0118131,0.0127536,0.00509506,0.00178477,0.0103982,0.00190334,0.00656626,0.00132588,0.000736934,0.0038452,0.00425703,0.0061668,0.00356166,0.00672153,0.00414712,0.00330319,0.00829104,0.0107604,0.00195152,0.00130191,0.001093,0.00158939,0.00179668,0.00130369,0.00179764,0.00343303,0.00189932,0.00187809,0.00188323,0.00419125,0.00200482,0.00872263,0.0123722,0.00541866,0.000531117,0.00835984,0.000487146,0.0090368,0.00114394,0.0020549,0.00163915,0.00521063,0.00419137,0.00280536,0.00730811,0.00299341,0.00360796,0.00910715,0.0104356,0.000585601,0.00187093,0.00191821,0.00182931,0.00117391,0.000975579,0.000975381,0.00192931,0.000551382,0.00058992,0.000569906
180,0.00942058,0.00722084,0.00575125,0.00124615,0.0118484,0.0127946,0.0050772,0.00183718,0.0104329,0.00195454,0.00652341,0.00136503,0.000749587,0.00389171,0.00423183,0.00618688,0.00360978,0.00675715,0.00417281,0.00333914,0.00827578,0.0107293,0.0019932,0.00130684,0.00110269,0.00159791,0.0018341,0.00132248,0.00182093,0.00342067,0.00193643,0.00192733,0.00192897,0.00417136,0.00197684,0.00868604,0.0124323,0.00540636,0.000558899,0.00832693,0.000515151,0.00907354,0.00108203,0.00203897,0.00161138,0.00518404,0.00422064,0.00281198,0.00735321,0.00301541,0.00368702,0.00912417,0.0104152,0.000641866,0.00185708,0.0019189,0.0018203,0.0010843,0.000990365,0.000913484,0.00183609,0.00060646,0.000630548,0.000614043
181,0.00941811,0.00722409,0.00577516,0.00127728,0.0118826,0.0128303,0.00505654,0.00188876,0.0104666,0.00200441,0.00648226,0.00139792,0.000767225,0.00393707,0.00420863,0.00620936,0.00365779,0.00679427,0.00420079,0.00337892,0.00826163,0.0107018,0.00203444,0.00131609,0.00111723,0.00161033,0.00186629,0.00134057,0.00184375,0.00340579,0.00197304,0.00197587,0.00197425,0.00415249,0.00195238,0.00865207,0.0124889,0.00539045,0.000583562,0.0082986,0.000537683,0.00910564,0.00102858,0.00202277,0.00158746,0.00516067,0.00425509,0.00281703,0.00739627,0.00304152,0.00377144,0.00913977,0.0103981,0.00069497,0.00184449,0.00192101,0.00181342,0.000996656,0.00100503,0.000851869,0.00173927,0.000657578,0.000666613,0.000654286
182,0.00941546,0.00722797,0.00579823,0.00131125,0.0119153,0.0128613,0.00503396,0.00193906,0.0104985,0.00205229,0.00644357,0.0014252,0.000788971,0.00398085,0.00418718,0.00623354,0.00370558,0.00683247,0.00423074,0.00342178,0.00824874,0.0106776,0.00207486,0.00132885,0.00113607,0.00162585,0.00189388,0.00135806,0.00186599,0.0033883,0.0020087,0.00202324,0.00201864,0.00413469,0.00193151,0.00862081,0.0125427,0.00537183,0.000605095,0.00827469,0.000554661,0.00913316,0.000982883,0.0020058,0.00156739,0.0051409,0.0042944,0.00282062,0.00743706,0.0030716,0.00385995,0.00915389,0.0103842,0.00074486,0.00183252,0.00192375,0.0018081,0.000910869,0.00101901,0.000790912,0.00164006,0.000704609,0.000698089,0.000690441
183,0.00941268,0.00723229,0.00582028,0.00134705,0.0119463,0.0128884,0.0050105,0.0019875,0.0105277,0.00209729,0.00640823,0.00144818,0.000813608,0.00402245,0.00416684,0.00625837,0.00375305,0.00687126,0.00426206,0.00346685,0.00823726,0.0106559,0.00211402,0.00134385,0.00115826,0.00164324,0.00191764,0.00137502,0.00188736,0.00336803,0.00204293,0.00206882,0.00206158,0.00411802,0.00191422,0.00859231,0.0125943,0.00535241,0.000623676,0.00825481,0.000566529,0.00915626,0.000944163,0.0019881,0.0015511,0.00512522,0.00433709,0.00282312,0.00747562,0.00310439,0.0039508,0.0091665,0.0103731,0.00079162,0.00182076,0.00192636,0.00180381,0.000826604,0.00103208,0.000730896,0.00154009,0.000747669,0.000725207,0.000722603
184,0.00940977,0.00723688,0.00584112,0.00138344,0.0119751,0.0129122,0.0049874,0.00203352,0.0105532,0.00213869,0.00637713,0.00146841,0.000839542,0.0040613,0.00414657,0.00628254,0.00380001,0.00691015,0.00429401,0.00351336,0.00822732,0.0106361,0.00215148,0.0013594,0.00118243,0.00166085,0.00193821,0.0013913,0.00190724,0.00334465,0.0020752,0.00211201,0.00210252,0.00410255,0.00190026,0.00856664,0.0126449,0.00533389,0.000639511,0.00823844,0.000573796,0.00917522,0.000911485,0.0019698,0.00153867,0.00511404,0.00438175,0.002825,0.00751196,0.00313862,0.00404218,0.00917754,0.0103645,0.000835326,0.0018088,0.00192799,0.00179986,0.000743556,0.0010444,0.000672454,0.00144117,0.000786882,0.000748207,0.000750898
185,0.00940682,0.00724149,0.00586054,0.00141904,0.0120012,0.0129335,0.00496607,0.00207652,0.0105742,0.00217574,0.0063512,0.00148782,0.000864942,0.00409675,0.00412506,0.00630456,0.00384609,0.00694852,0.00432574,0.00356054,0.00821909,0.010617,0.00218671,0.00137347,0.00120695,0.00167675,0.00195624,0.00140662,0.00192477,0.00331763,0.00210495,0.00215219,0.00214085,0.00408832,0.00188879,0.00854388,0.012696,0.00531731,0.000652935,0.00822494,0.000577238,0.00919036,0.000883895,0.00195063,0.00153018,0.00510752,0.00442766,0.00282691,0.00754583,0.00317362,0.00413224,0.00918698,0.010358,0.000876091,0.00179583,0.00192751,0.00179506,0.000661583,0.00105655,0.00061697,0.00134567,0.000822469,0.00076747,0.000775589
186,0.00940395,0.00724584,0.00587826,0.00145223,0.0120242,0.0129532,0.00494803,0.00211579,0.0105897,0.00220791,0.0063314,0.0015088,0.000888,0.00412808,0.00410093,0.00632263,0.00389068,0.0069857,0.00435607,0.00360751,0.00821282,0.0105979,0.00221911,0.00138395,0.00123008,0.00168881,0.00197256,0.00142081,0.00193916,0.00328637,0.00213156,0.00218865,0.00217593,0.00407537,0.00187834,0.00852411,0.0127492,0.00530281,0.000664295,0.0082136,0.000577413,0.00920212,0.000860969,0.00192931,0.00152584,0.00510547,0.00447534,0.00282944,0.00757649,0.00320985,0.00421949,0.00919478,0.0103531,0.000913988,0.00178036,0.00192333,0.00178765,0.000581274,0.00106921,0.000567015,0.0012559,0.000854566,0.000783315,0.000796878
187,0.00940137,0.00724956,0.00589401,0.00148116,0.0120434,0.0129725,0.00493459,0.00215048,0.0105988,0.00223465,0.00631883,0.00153429,0.000907203,0.00415446,0.00407274,0.00633471,0.00393294,0.00702107,0.00438355,0.00365316,0.00820886,0.0105774,0.00224803,0.00138883,0.00125016,0.00169494,0.00198833,0.00143402,0.00194995,0.00325026,0.00215434,0.0022206,0.00220701,0.0040637,0.00186728,0.00850735,0.0128063,0.00529077,0.000673957,0.00820381,0.000574702,0.00921098,0.00084332,0.00190433,0.00152586,0.00510767,0.00452541,0.00283314,0.00760306,0.00324761,0.00430284,0.0092009,0.0103492,0.000949115,0.00176088,0.0019138,0.00177597,0.000504369,0.00108292,0.00052608,0.00117346,0.000883298,0.000796051,0.000814972
188,0.00939947,0.00725217,0.00590742,0.00150416,0.0120582,0.012993,0.00492648,0.00217947,0.0106004,0.00225492,0.0063146,0.00156783,0.000921458,0.0041747,0.00403901,0.00633869,0.0039719,0.00705414,0.00440664,0.00369646,0.00820763,0.0105546,0.00227267,0.00138644,0.00126591,0.00169328,0.00200503,0.00144679,0.00195712,0.00320873,0.00217245,0.00224695,0.00223312,0.00405322,0.00185392,0.00849351,0.0128687,0.00528216,0.000682398,0.00819503,0.000569853,0.00921739,0.000832956,0.00187348,0.0015302,0.00511392,0.00457854,0.00283843,0.00762428,0.00328704,0.00438207,0.00920542,0.0103455,0.000981694,0.00173563,0.00189697,0.00175848,0.000434952,0.00109776,0.000498402,0.00109861,0.00090896,0.000806162,0.000830259
189,0.00939881,0.00725306,0.00591808,0.0015199,0.0120677,0.0130168,0.00492376,0.00220151,0.0105935,0.00226758,0.00631978,0.00161342,0.000929974,0.00418751,0.00399829,0.00633271,0.00400642,0.0070845,0.00442402,0.00373661,0.00820968,0.0105283,0.00229215,0.0013754,0.00127653,0.00168245,0.00202441,0.00146002,0.00196096,0.00316127,0.00218489,0.00226651,0.00225317,0.00404383,0.00183659,0.00848235,0.0129378,0.00527884,0.000690043,0.00818695,0.000563465,0.00922167,0.000833279,0.00183412,0.00153875,0.00512403,0.0046353,0.00284559,0.00763867,0.00332796,0.00445754,0.00920848,0.0103411,0.00101208,0.00170279,0.00187074,0.00173383,0.000381152,0.00111348,0.000488005,0.00103043,0.000931938,0.000814146,0.000843198
190,0.00940007,0.00725154,0.00592551,0.00152768,0.0120711,0.0130458,0.00492599,0.00221537,0.0105772,0.00227157,0.00633527,0.00167478,0.000932128,0.00419155,0.00394926,0.00631546,0.0040352,0.00711166,0.00443488,0.00377313,0.00821564,0.0104975,0.00230552,0.00135479,0.00128174,0.00166165,0.00204806,0.00147458,0.00196184,0.00310754,0.00219069,0.00227807,0.00226608,0.00403538,0.00181356,0.00847361,0.0130147,0.00528262,0.000697175,0.00817951,0.00055592,0.00922399,0.000848629,0.00178283,0.00155137,0.00513713,0.00469677,0.00285475,0.00764453,0.00337102,0.00452981,0.00921029,0.0103347,0.00104069,0.00166011,0.00183283,0.00170051,0.000356251,0.0011297,0.000497067,0.000967106,0.000952628,0.000820414,0.000854222
