Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0123845,0.0120693,0.0127862,0.00841059,0.0113443,0,0.0179106,0.0135396,0.0105537,0.0150938,0.0127261,0.0134798,0,0,0.0211295,0.00637555,0.00522974,0.00643522,0.00869333,0.00901475,0.00880036,0.00940688,0.0106568,0.00627498,0.023875,0.0108114,0,0.0275565,0.0135364,0.0232227,0.0162494,0,0,0.0107192,0.0191343,0.0201683,0.0212194,0.0188801,0.00940571,0.0293453,0.0274481,0.00476008,0.00814303,0.00565198,0.0080614,0.0119507,0.00878585,0.00958895,0.00740073,0.00892827,0.00795315
0,0.00753629,0.0072904,0.0161633,0.00946324,0.0141401,0,0.024465,0.0195394,0.0104239,0.0128624,0.0165072,0.020411,0,0,0.0164896,0.00996739,0.00406266,0.0125039,0.00874283,0.00544003,0.011006,0.00930155,0.009223,0.00543063,0.0259946,0.0112394,0,0.0265211,0.0212021,0.0180785,0.0128236,0,0,0.0123066,0.0130956,0.0210367,0.0216354,0.019602,0.0143669,0.0292053,0.0221049,0.00978586,0.0127356,0.00693656,0.0167201,0.023974,0.0120867,0.0106459,0.0126188,0.0106854,0.0063516
1,0.00735353,0.00738615,0.0160549,0.00941154,0.0140503,0,0.0242581,0.019408,0.0103932,0.0129402,0.0163607,0.0202098,0,0,0.0165358,0.00989788,0.00398363,0.0124657,0.00883734,0.0054942,0.0110233,0.00920575,0.00911271,0.00541137,0.0259902,0.0111507,0,0.0265151,0.0211383,0.0179226,0.0126512,0,0,0.0124369,0.0131342,0.021047,0.0215093,0.0194808,0.0143377,0.029152,0.0220901,0.00975031,0.0128392,0.00704563,0.0166721,0.0240048,0.0121475,0.0107438,0.0127978,0.0108099,0.00636483
2,0.00720316,0.0075016,0.0158783,0.00936971,0.0139563,0,0.0240968,0.0192755,0.0103703,0.0129283,0.0162662,0.020113,0,0,0.0165793,0.00984342,0.00392001,0.0124206,0.00891834,0.00554858,0.011035,0.00916572,0.00899589,0.00536792,0.025967,0.0110567,0,0.0264583,0.0210562,0.01783,0.0124806,0,0,0.0125322,0.0131261,0.0210821,0.0214092,0.0193317,0.0142886,0.0291109,0.0220159,0.00970635,0.0128138,0.0070996,0.0165922,0.0240211,0.0122034,0.01087,0.012916,0.0109611,0.00634466
3,0.00707988,0.00761723,0.0156725,0.00933389,0.0138625,0,0.0239844,0.0191557,0.0103535,0.012854,0.0162225,0.0200197,0,0,0.0166159,0.00979181,0.00386981,0.0123833,0.008996,0.00560929,0.0110465,0.00916123,0.00889873,0.00529701,0.0258884,0.0109541,0,0.0263637,0.0209484,0.017783,0.012272,0,0,0.0125853,0.0130725,0.0211345,0.0212931,0.0192005,0.0141995,0.0290749,0.0219114,0.00964122,0.0127168,0.00712069,0.0165008,0.0240456,0.0122558,0.0109764,0.0129954,0.0110909,0.00631329
4,0.00697473,0.00770712,0.0154979,0.00930081,0.0137797,0,0.0239137,0.0190484,0.0103386,0.0127599,0.0162124,0.0198523,0,0,0.0166416,0.00973463,0.00382079,0.0123645,0.00908248,0.00567998,0.0110707,0.00915899,0.0088276,0.00522017,0.0257471,0.0108442,0,0.0262486,0.0208318,0.0177703,0.0120094,0,0,0.0126049,0.0129868,0.0211838,0.0211327,0.0191201,0.0140746,0.0290265,0.0218326,0.00956029,0.0126496,0.00713942,0.0164287,0.0240927,0.0122438,0.0110203,0.013067,0.0111681,0.00627414
5,0.0068858,0.00776431,0.0153758,0.00926993,0.0137182,0,0.0238681,0.0189298,0.010317,0.0126714,0.0162175,0.0196586,0,0,0.0166595,0.00967876,0.00375953,0.0123516,0.00917254,0.005758,0.0111097,0.00914634,0.00874724,0.00517132,0.0255811,0.0107416,0,0.0261083,0.0207723,0.0178155,0.0117314,0,0,0.0126143,0.0128879,0.0212139,0.020959,0.019055,0.0139479,0.0289701,0.0217869,0.00951375,0.0126541,0.00716579,0.0163801,0.0241232,0.0121045,0.011043,0.0131383,0.0112265,0.00621003
6,0.00681464,0.0078079,0.0152947,0.00923947,0.0136752,0,0.0238367,0.0188032,0.0102839,0.0126063,0.0162452,0.0194634,0,0,0.0166739,0.00962923,0.00369808,0.0123346,0.009256,0.00583841,0.0111502,0.00913557,0.00863474,0.00514965,0.0254035,0.0106569,0,0.0259278,0.0207315,0.0179389,0.0114837,0,0,0.0126331,0.0128166,0.0212143,0.0208022,0.0189644,0.0138352,0.028934,0.0217394,0.00954588,0.012709,0.00719344,0.0163329,0.0240677,0.0119076,0.0111001,0.0132094,0.0113001,0.00613399
7,0.00675686,0.00786905,0.0152428,0.00920778,0.0136424,0,0.0238138,0.0187087,0.0102512,0.0125713,0.0163127,0.0192201,0,0,0.0166831,0.00958072,0.00365073,0.0123223,0.00934239,0.00591756,0.0111886,0.00914153,0.00850938,0.00511007,0.0252037,0.0105872,0,0.0257409,0.0204696,0.0180864,0.011372,0,0,0.0126708,0.012827,0.0211917,0.0206607,0.018858,0.0137239,0.0289195,0.0216841,0.00962275,0.0127901,0.00720525,0.0162707,0.0239137,0.0117547,0.0111713,0.0132849,0.011393,0.00607494
8,0.00670308,0.00796141,0.0151991,0.00917448,0.0136241,0,0.0237939,0.0186504,0.0102361,0.0125497,0.0163886,0.0189851,0,0,0.0166899,0.0095276,0.00359781,0.0123142,0.00944884,0.00599698,0.011235,0.00916276,0.00839985,0.0050246,0.0250107,0.0105315,0,0.0256455,0.019946,0.0181516,0.0115146,0,0,0.0127227,0.0128958,0.0212005,0.0205237,0.0187575,0.0135925,0.0288948,0.0216258,0.00966602,0.0128653,0.0071836,0.0161983,0.0237429,0.0116417,0.0112184,0.013353,0.0114998,0.00603175
