Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0149613,0.0169867,0.0108531,0.00888166,0.0102258,0,0.0163442,0.0247246,0.0102944,0.0282866,0.0146391,0.0153747,0,0,0.0188052,0.010639,0.0063446,0.00851888,0.0148221,0.0129933,0.0160814,0.0134644,0.00914351,0.00642401,0.00735052,0.0102863,0,0.0188168,0.0237112,0.0121036,0.0211046,0,0,0.00603195,0.00767749,0.0222336,0.00907787,0.0174618,0.0157754,0.0339032,0.0253235,0.00557928,0.0148982,0.0109787,0.0084357,0.0178718,0.0127046,0.0132207,0.0146464,0.0140836,0.0113425
0,0.0239567,0.0070601,0.013893,0.0125868,0.0188841,0,0.0179869,0.00501939,0.020242,0.0458825,0.0176676,0.0173986,0,0,0.0180571,0.019436,0.0154265,0.023749,0.025018,0.0156535,0.0320821,0.0218016,0.00600964,0.00247797,0.00946683,0.0151959,0,0.0225624,0.0113133,0.0253449,0.0263127,0,0,0.00512781,0.00881068,0.0197952,0.005849,0.0246706,0.0301998,0.0457218,0.016629,0.0121869,0.0112618,0.00986981,0.0127013,0.0117142,0.00425818,0.00766165,0.00984379,0.00424782,0.0133276
1,0.0237732,0.00710227,0.0136586,0.0123401,0.0185529,0,0.0179415,0.00483296,0.019958,0.045584,0.0180774,0.0174753,0,0,0.0179363,0.0192394,0.0153942,0.0235478,0.0252433,0.0157974,0.0319986,0.0214918,0.00597949,0.00227164,0.00931021,0.0149026,0,0.0226147,0.0113012,0.025505,0.0263792,0,0,0.00528283,0.00902814,0.019695,0.00575903,0.0244134,0.0297941,0.0454073,0.0166372,0.0119574,0.01117,0.00954612,0.0124903,0.0117815,0.00383914,0.00741941,0.00955549,0.00454584,0.0130319
2,0.0235965,0.00715495,0.013451,0.0120995,0.0182595,0,0.0179081,0.00465245,0.0197151,0.0453281,0.0182905,0.0175612,0,0,0.0178057,0.0190511,0.0152421,0.0233386,0.0252401,0.0159161,0.0319012,0.0212819,0.005902,0.00209038,0.00920902,0.0146165,0,0.0226971,0.0112054,0.0256802,0.0264528,0,0,0.00544763,0.00919533,0.0196715,0.00567923,0.0241576,0.0294343,0.0451073,0.0166352,0.0117795,0.0110978,0.00924735,0.0122741,0.0118904,0.0034916,0.007213,0.00921481,0.00444227,0.0127458
3,0.0234224,0.00721428,0.0132703,0.0118701,0.0179871,0,0.0178872,0.00448122,0.0195,0.0450916,0.0184419,0.0176592,0,0,0.0176941,0.0188543,0.0149873,0.0231217,0.0251585,0.0160008,0.0317942,0.0211633,0.00579511,0.0019372,0.00915441,0.0143401,0,0.0227986,0.0110613,0.025824,0.0265307,0,0,0.00561193,0.00932409,0.0197007,0.0056013,0.0239076,0.0291214,0.0448186,0.0166435,0.0115903,0.0110429,0.00897132,0.012061,0.0120284,0.00327901,0.00705447,0.00885162,0.00424652,0.0124699
4,0.0232492,0.00727739,0.013114,0.0116542,0.0177154,0,0.0179011,0.00432358,0.0192931,0.0448516,0.0186692,0.0177729,0,0,0.0176158,0.0186396,0.0146896,0.0229058,0.0251487,0.0160688,0.0316878,0.0210743,0.00570512,0.00181952,0.00913227,0.014076,0,0.0229003,0.0109205,0.0259159,0.0266086,0,0,0.00576051,0.00944215,0.0197334,0.0055275,0.0236687,0.0288206,0.04453,0.0166762,0.0113505,0.0110042,0.0087144,0.0118741,0.012181,0.00314911,0.00695127,0.00851625,0.00425372,0.0122033
5,0.0230783,0.0073585,0.0129788,0.0114436,0.0174412,0,0.017952,0.00417775,0.0190895,0.0446191,0.0189561,0.0179031,0,0,0.0175413,0.0184358,0.0144206,0.0227052,0.0251905,0.016154,0.0315905,0.0209552,0.00565529,0.00173501,0.00912567,0.013826,0,0.0229939,0.0107879,0.0260051,0.0266871,0,0,0.00588851,0.00957706,0.0197479,0.00547493,0.0234376,0.0284921,0.044238,0.0167212,0.0111246,0.0109833,0.00847948,0.0117281,0.0123332,0.00302999,0.00689347,0.008229,0.00438774,0.0119449
6,0.0229022,0.00748197,0.0128617,0.0112335,0.0171696,0,0.0179873,0.00404228,0.0188936,0.0444104,0.0192108,0.0180485,0,0,0.0174527,0.0182733,0.0142112,0.0225231,0.025227,0.0162628,0.0315069,0.0208173,0.00562353,0.00167335,0.00912175,0.0135925,0,0.0230862,0.010658,0.0261315,0.0267716,0,0,0.00600401,0.00973756,0.0197619,0.00545032,0.0232057,0.0281579,0.0439504,0.0167614,0.0109769,0.0109834,0.00827384,0.0116032,0.0124638,0.00292445,0.00686223,0.00799858,0.00452429,0.0117023
7,0.0227112,0.00763823,0.0127642,0.0110363,0.0169099,0,0.0179789,0.00392034,0.0187066,0.0442132,0.0193335,0.0182072,0,0,0.0173727,0.01813,0.0140224,0.0223526,0.0252715,0.0163788,0.0314431,0.0207015,0.00558878,0.00164338,0.00912308,0.0133789,0,0.0231874,0.0105567,0.0262761,0.0268609,0,0,0.00611937,0.00991286,0.0197934,0.00544264,0.0229835,0.0278605,0.0436744,0.0167935,0.0108717,0.011007,0.00809584,0.0114664,0.0125463,0.00289011,0.00684547,0.00783861,0.0046411,0.0114898
8,0.0225191,0.00777718,0.0126857,0.0108644,0.0166803,0,0.0179686,0.00381079,0.0185296,0.0440154,0.0193354,0.01838,0,0,0.0173158,0.0179613,0.0138201,0.0221956,0.0253433,0.016495,0.0314105,0.0206162,0.00555706,0.00166752,0.0091245,0.0131872,0,0.0232977,0.0104841,0.0263984,0.0269479,0,0,0.00624463,0.0100935,0.019846,0.00544434,0.0227906,0.0275918,0.0434167,0.0168225,0.0107357,0.0110438,0.00793152,0.01132,0.012559,0.00279942,0.00682811,0.00773346,0.00469739,0.0113123
