Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.03491,0.0225609,0.0107895,0.00898259,0.010825,0,0.034135,0.0179336,0.010448,0.0117603,0.0191193,0.0192057,0,0,0.0267211,0.018895,0.0144639,0.0106167,0.0172854,0.0140746,0.0197543,0.017338,0.00945277,0.00687572,0.00888473,0.0122018,0,0.0319711,0.0189326,0.0166377,0.017403,0,0,0.00718735,0.00882001,0.024616,0.0107783,0.00909763,0.0119079,0.0131476,0.0246534,0.00770968,0.0088422,0.0105113,0.00745661,0.0167848,0.014855,0.0167277,0.0184803,0.0163202,0.011172
0,0.06417,0.0250545,0.00389933,0.0180394,0.0146808,0,0.0375509,0.01856,0.0138051,0.0132306,0.00589187,0.0134242,0,0,0.0157738,0.0191768,0.0142931,0.0149134,0.0319739,0.0330942,0.0331594,0.0342245,0.0164352,0.0117357,0.0126285,0.0160054,0,0.0399263,0.0197204,0.00316728,0.0140421,0,0,0.0130811,0.0157041,0.0273265,0.00591284,0.0116813,0.0115157,0.00403167,0.0181959,0.0140461,0.0189351,0.0177626,0.0152357,0.0287372,0.0255498,0.0289354,0.0293181,0.0277791,0.0216273
1,0.0633379,0.0263719,0.00351537,0.0090524,0.0133372,0,0.0372328,0.0188934,0.0147724,0.0159978,0.00550861,0.0175696,0,0,0.0117888,0.00891127,0.00897213,0.00797777,0.0245406,0.0248975,0.0248124,0.0248289,0.0103184,0.0146508,0.0145961,0.014057,0,0.0380918,0.0205671,0.00493208,0.0182777,0,0,0.00952684,0.0136238,0.0267055,0.00547615,0.0046741,0.0140389,0.0149771,0.0124966,0.0147137,0.0114385,0.0125257,0.0113099,0.022103,0.0197107,0.0218356,0.0230523,0.0209219,0.0182826
2,0.0625361,0.0269397,0.00213359,0.00963004,0.0113563,0,0.0363936,0.0195398,0.0135518,0.0149823,0.00741147,0.0192136,0,0,0.015275,0.00417161,0.00591937,0.00566445,0.0182221,0.0193354,0.0185833,0.0189002,0.00932984,0.0156067,0.0150905,0.0118411,0,0.0357595,0.0214622,0.0054992,0.0205098,0,0,0.00730733,0.0129307,0.0261833,0.00451488,0.00179576,0.0143801,0.0188065,0.0117215,0.0167133,0.00850642,0.00921332,0.0111987,0.0167722,0.0150271,0.0169945,0.0179799,0.0163721,0.0169324
3,0.0617507,0.0265464,0.0013402,0.0140401,0.00862958,0,0.0347016,0.0207527,0.0109755,0.0101139,0.00951862,0.0184541,0,0,0.0191502,0.00499242,0.00476212,0.00431238,0.0139958,0.0172674,0.0154752,0.0165011,0.0105399,0.0144817,0.0137949,0.00908187,0,0.0326835,0.0226627,0.00510225,0.0201345,0,0,0.00590609,0.0124524,0.0252426,0.00358432,0.00469274,0.0118886,0.0159206,0.0153088,0.0170707,0.00836971,0.00772958,0.0121894,0.0139587,0.0131135,0.0149723,0.0151614,0.0147643,0.0156781
4,0.060727,0.0255461,0.00502832,0.0161103,0.00521446,0,0.0326701,0.021801,0.011996,0.00822886,0.0121609,0.016525,0,0,0.0211997,0.00782188,0.00794661,0.00337421,0.0134562,0.0170362,0.0145145,0.0153892,0.0116012,0.0124844,0.0115063,0.00578688,0,0.0293693,0.0235988,0.0049302,0.0179206,0,0,0.00496085,0.0119551,0.0242162,0.00412238,0.00812982,0.0122743,0.0132914,0.0179776,0.0134878,0.00941796,0.00751089,0.0119475,0.013721,0.0137683,0.0148122,0.014541,0.0148211,0.0158958
5,0.0593177,0.0242217,0.00948613,0.0146889,0.00150839,0,0.0308054,0.0221149,0.013118,0.0107436,0.0150685,0.0145204,0,0,0.0219369,0.0112706,0.0121453,0.00224619,0.0147081,0.0160695,0.0131226,0.0134612,0.0099376,0.0105773,0.00909713,0.00234921,0,0.0264853,0.0238364,0.00558038,0.0153307,0,0,0.00426644,0.0113319,0.0234366,0.00679042,0.00813648,0.0130412,0.0139437,0.0183375,0.00871041,0.0100612,0.00810617,0.010864,0.0140142,0.0143339,0.0144154,0.0140729,0.0142657,0.014942
6,0.0577044,0.0228693,0.0126641,0.0113599,0.00260031,0,0.0292461,0.0218036,0.0132599,0.0141062,0.0177199,0.0132557,0,0,0.0225605,0.0174266,0.0148474,0.0053994,0.0140501,0.0143981,0.0112801,0.0113368,0.00735492,0.00896739,0.00698043,0.00233337,0,0.0244692,0.0235816,0.00693424,0.0137645,0,0,0.00401348,0.0101507,0.0228245,0.00934946,0.00575327,0.0122616,0.0152991,0.018147,0.00895384,0.00887096,0.00816394,0.0108999,0.0131754,0.0134173,0.0126918,0.012225,0.0120753,0.0131326
7,0.0561129,0.0218315,0.0131011,0.00802822,0.00534528,0,0.0280699,0.0212426,0.0127143,0.0156172,0.0200231,0.0133262,0,0,0.024595,0.0222408,0.0157959,0.00842268,0.0125528,0.0130623,0.0109635,0.0108528,0.00560807,0.00759189,0.00533434,0.00490248,0,0.0234432,0.0229199,0.00892689,0.0139079,0,0,0.00480162,0.00811321,0.0222883,0.00992114,0.00304407,0.0107677,0.0149198,0.019642,0.013499,0.00848807,0.00701653,0.0118008,0.0112241,0.0117847,0.0105006,0.00913626,0.00910299,0.0114227
8,0.054524,0.0212193,0.0110034,0.00586829,0.00692257,0,0.0273233,0.0207442,0.0113903,0.0152012,0.0219927,0.0145843,0,0,0.0267353,0.0219489,0.0148057,0.00841522,0.0124939,0.0121436,0.0120121,0.0118253,0.00494434,0.0063061,0.00426623,0.00657407,0,0.0231265,0.0217681,0.0112366,0.0150826,0,0,0.00680727,0.00574097,0.021892,0.00842737,0.00130881,0.00949103,0.0139289,0.0241596,0.015632,0.0101818,0.0082244,0.012063,0.0100478,0.0109207,0.0100483,0.00708423,0.00746575,0.00978978
9,0.0527559,0.021072,0.00788061,0.00529137,0.00776258,0,0.0269518,0.0204522,0.00965558,0.0139059,0.0236021,0.0163351,0,0,0.0276392,0.0184942,0.0123047,0.00594903,0.0131179,0.011321,0.0127551,0.0126791,0.00500155,0.00526795,0.0033024,0.00761319,0,0.0230434,0.0208043,0.0133503,0.0160307,0,0,0.00894836,0.00447396,0.0218033,0.00615921,0.00196315,0.00912136,0.0140854,0.0294775,0.013106,0.0106312,0.0167048,0.0124464,0.0109862,0.0114938,0.0119443,0.00792222,0.00865003,0.0086267
10,0.050794,0.0213154,0.00512898,0.00563481,0.0085587,0,0.0267423,0.020347,0.00824346,0.012697,0.0247406,0.0178755,0,0,0.0288177,0.0149723,0.00858661,0.00460412,0.0130079,0.0106007,0.0126278,0.0127826,0.00536011,0.00458253,0.00165933,0.0086996,0,0.0227457,0.0208247,0.0150439,0.0160392,0,0,0.0100682,0.00472596,0.0219932,0.00437617,0.0031834,0.00990714,0.0151866,0.0334063,0.0131087,0.0100174,0.0233493,0.0132499,0.0128903,0.0127964,0.0143005,0.010047,0.0111205,0.00829593
11,0.0488643,0.0216393,0.00345627,0.00604885,0.00945399,0,0.0261612,0.0203263,0.00768367,0.0120284,0.0251306,0.0186213,0,0,0.0314248,0.0134294,0.00896244,0.00673326,0.0121938,0.0100022,0.0120707,0.0123748,0.00590401,0.00364974,0.000687037,0.0100545,0,0.02199,0.0216898,0.0163021,0.0152271,0,0,0.0100965,0.00513838,0.0221408,0.00363519,0.00422308,0.0111163,0.0162387,0.0353998,0.0102356,0.00880315,0.0210554,0.0118285,0.0141585,0.0134903,0.0155986,0.0120972,0.0128442,0.0086843
12,0.0470773,0.0218107,0.00316655,0.00623619,0.0101438,0,0.0247063,0.0202347,0.00766507,0.0118542,0.0246477,0.0182141,0,0,0.0342723,0.0141784,0.0128872,0.00834491,0.0113462,0.0093768,0.0118372,0.0119289,0.00661495,0.00234404,0.00227882,0.0113913,0,0.0208219,0.0226593,0.0171377,0.0141759,0,0,0.00972552,0.00519533,0.0220796,0.00385443,0.00510655,0.011761,0.0166411,0.0353716,0.00646997,0.00673568,0.0133059,0.00844624,0.0142701,0.0130674,0.0155331,0.0133193,0.0134192,0.0093077
13,0.0452378,0.0219059,0.00381154,0.00630746,0.0104589,0,0.0226405,0.0199352,0.00761766,0.0119637,0.0237401,0.0166204,0,0,0.0357939,0.0162584,0.0146222,0.00832485,0.0107002,0.00847975,0.0121326,0.0116663,0.00740564,0.00104429,0.00285995,0.0123847,0,0.0193369,0.0229374,0.017584,0.0132354,0,0,0.00934174,0.00506156,0.0219106,0.00470174,0.00580879,0.0117189,0.0165166,0.0339049,0.00791947,0.00573058,0.00858118,0.00674154,0.013896,0.0121186,0.0147604,0.0133573,0.0135015,0.00975892
