Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0260009,0.0112208,0.0144737,0.0104376,0.0124905,0.0106323,0.00823377,0.00908814,0.00969429,0.0134371,0.0316521,0.0127047,0.00995151,0.00948842,0.007744,0.0117926,0.0182236,0.0183756,0.0147574,0.0145804,0.0140712,0.0122959,0.013295,0.0093097,0.0127046,0.0107692,0.00766832,0.00684013,0.0111405,0.0160787,0.035353,0.0154912,0.0115964,0.00986828,0.010348,0.0109815,0.0150076,0.0172585,0.0178531,0.014084,0.0149832,0.0127658
0,0.0282021,0.00550388,0.0179682,0.0119778,0.0182327,0.0167478,0.0114845,0.0142253,0.0117437,0.014975,0.0247364,0.0166742,0.0154546,0.00943399,0.0093242,0.0096106,0.0283376,0.0204448,0.0285621,0.0197236,0.0174953,0.019378,0.0172653,0.0174948,0.0113506,0.0131082,0.00607195,0.00527118,0.00475477,0.0133468,0.0410266,0.0190736,0.0126898,0.0144908,0.0128883,0.0108918,0.0113105,0.00823115,0.0160738,0.0222962,0.0223891,0.0169775
1,0.0268061,0.0054045,0.0178489,0.0106611,0.0152621,0.0168311,0.0115782,0.014444,0.01164,0.0141033,0.0269248,0.0153385,0.0151209,0.00968056,0.00830915,0.0115381,0.029469,0.0210437,0.0260309,0.018959,0.0168627,0.0189016,0.0159387,0.0171459,0.0103946,0.0139217,0.00530857,0.00513676,0.00480137,0.0127824,0.0406593,0.0179536,0.00890886,0.00882604,0.00903596,0.0104087,0.00981919,0.00677046,0.0166794,0.0207207,0.0202612,0.015418
2,0.0257365,0.00539465,0.0174888,0.00941806,0.0134482,0.0162779,0.0112954,0.0140646,0.0113003,0.0134329,0.0275041,0.0139352,0.0138241,0.00899901,0.00672135,0.0130634,0.02948,0.0207214,0.023904,0.0181031,0.0161198,0.018178,0.014831,0.0165598,0.0102183,0.013726,0.00494275,0.00461486,0.00486807,0.0125725,0.0387154,0.0165971,0.00941791,0.00332675,0.00483254,0.0104027,0.00940011,0.0100335,0.0150232,0.0192942,0.0182125,0.0140724
3,0.0252104,0.00533865,0.0167723,0.00860066,0.0127013,0.0152362,0.0106353,0.0133036,0.0105578,0.0127777,0.0266323,0.0127773,0.0118604,0.00747792,0.00458628,0.0141523,0.0284466,0.0196669,0.0220653,0.0170127,0.0150911,0.017065,0.0139007,0.0156841,0.0100247,0.0127788,0.00482531,0.0036866,0.00482437,0.0125975,0.0374062,0.0151731,0.0117172,0.00267695,0.0025734,0.0107172,0.0101439,0.0136851,0.0134933,0.0178473,0.0161818,0.0128287
4,0.025347,0.00546697,0.0159152,0.0084967,0.0126606,0.0138459,0.00964606,0.0123573,0.00935223,0.0120875,0.0249007,0.0121263,0.00976093,0.00548785,0.00274653,0.0147296,0.0265194,0.0181536,0.0207976,0.015385,0.0136021,0.0153862,0.0130876,0.0146005,0.00962024,0.0114475,0.00489444,0.00268411,0.00470479,0.0128311,0.0374397,0.0139948,0.0132638,0.00527281,0.00431247,0.0105503,0.0104443,0.0166066,0.0130773,0.0162349,0.0141117,0.0115225
5,0.0258888,0.00610732,0.0153005,0.0088877,0.0129657,0.0123551,0.00826163,0.0113946,0.0076528,0.0113921,0.0232509,0.0118716,0.00817078,0.00377836,0.00338528,0.014772,0.0239222,0.016431,0.0206648,0.012924,0.0115714,0.0129612,0.0123021,0.0134558,0.0089448,0.0100859,0.00499486,0.00247351,0.00469946,0.0132447,0.0375847,0.0133812,0.0137589,0.00643382,0.00568975,0.00932802,0.00926621,0.0188209,0.0128801,0.0142785,0.0118472,0.00982806
6,0.0261635,0.00726437,0.0151188,0.00917486,0.0134634,0.011075,0.00636723,0.0105507,0.00548642,0.0107742,0.0224835,0.0116728,0.00740815,0.00356994,0.00538837,0.0143833,0.0209034,0.014647,0.021904,0.00977122,0.00922488,0.00986646,0.0115596,0.0123427,0.00814094,0.00898064,0.00511675,0.00335863,0.00516375,0.0137208,0.0370339,0.0135204,0.0142227,0.00706013,0.00606015,0.00776965,0.0082905,0.0206898,0.0129819,0.0118933,0.00932565,0.00744609
7,0.0255194,0.00855806,0.0151963,0.00893493,0.0141164,0.0103127,0.00417986,0.0100102,0.00305415,0.0102715,0.0227586,0.011283,0.00712281,0.00487504,0.00710156,0.0136811,0.0177311,0.0127872,0.0238798,0.00666749,0.00723225,0.00679925,0.0110588,0.0112425,0.00785868,0.00846491,0.00592717,0.004579,0.00633445,0.0140288,0.035742,0.0142775,0.0150596,0.00752775,0.00589661,0.00733007,0.00970731,0.0225592,0.0139383,0.00928704,0.00715033,0.0047533
8,0.0239097,0.00962334,0.0152032,0.00827084,0.0148927,0.0102375,0.00273507,0.00993663,0.00152304,0.00989375,0.0237895,0.010727,0.00671826,0.00654802,0.00837657,0.0125504,0.0146369,0.0105843,0.0255674,0.0048151,0.00628378,0.00539533,0.0110599,0.0101749,0.00869068,0.00886565,0.00780764,0.00590529,0.00806406,0.0140033,0.0342218,0.0151404,0.0156656,0.00838378,0.00612307,0.00809481,0.012306,0.0245828,0.0155005,0.00707568,0.00700509,0.00444395
