Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0251092,0.0110676,0.0152874,0.0142984,0.0240597,0.00765896,0.00716942,0.0089469,0.00820265,0.0146526,0.0381722,0.0123858,0.0173522,0.0187358,0.0158622,0.0135863,0.0210563,0.0240988,0.0175358,0.0139736,0.0147451,0.0106304,0.0144539,0.00936122,0.0175466,0.00870845,0.00825407,0.00878091,0.0102996,0.0168993,0.0379066,0.0134062,0.0133036,0.0138663,0.013815,0.01102,0.0147541,0.016175,0.0183105,0.0129401,0.0144405,0.011888
0,0.0265994,0.00399682,0.011266,0.0223959,0.0276311,0.0154615,0.0114976,0.0157743,0.00883325,0.0118246,0.022093,0.0148735,0.0174461,0.0210037,0.0135566,0.0185224,0.0154025,0.0170858,0.026388,0.0159765,0.0161914,0.0151904,0.0128791,0.00958218,0.0123764,0.00584761,0.0116406,0.0118479,0.00406251,0.0187429,0.0232641,0.0198919,0.0208235,0.0134887,0.0133276,0.0121582,0.0131904,0.0142926,0.0261329,0.0152754,0.0143736,0.0154197
1,0.0255033,0.00494223,0.0109638,0.0216884,0.0237315,0.0166039,0.0120891,0.016354,0.00926282,0.0110637,0.029664,0.01436,0.0144673,0.0172214,0.0102091,0.0175562,0.014858,0.0161218,0.0231946,0.0159797,0.0160688,0.0157857,0.0117172,0.00954603,0.0108791,0.00630611,0.0108468,0.0108142,0.00324407,0.0177617,0.0327184,0.0188231,0.0138448,0.0113345,0.012912,0.0115197,0.0128156,0.00540668,0.0237538,0.014888,0.0137112,0.0153611
2,0.0244627,0.005499,0.0107294,0.0211355,0.0212829,0.0172284,0.0123678,0.0166905,0.00962461,0.0107123,0.0359959,0.0135092,0.0120303,0.014346,0.0083072,0.0179139,0.0150192,0.0160491,0.02293,0.0160438,0.0158684,0.0160801,0.010585,0.00924097,0.0131562,0.00689303,0.010438,0.0105071,0.002984,0.0172665,0.036272,0.0173067,0.00714753,0.00707526,0.010166,0.0115046,0.0154665,0.00573759,0.0233867,0.0146755,0.0133589,0.0154404
3,0.0236033,0.0057507,0.0104695,0.0205389,0.0202186,0.0172944,0.0122961,0.0168537,0.00970349,0.010593,0.0402373,0.0128292,0.010277,0.0124851,0.00773883,0.0191278,0.0153319,0.0165028,0.023332,0.0161554,0.015476,0.016007,0.00956429,0.00864606,0.0151632,0.00742307,0.010335,0.0108189,0.00308458,0.0171827,0.0346078,0.0155282,0.0063108,0.00375298,0.0058792,0.0114723,0.0170589,0.0123839,0.0203343,0.0145093,0.0131484,0.0155449
4,0.0232358,0.00587631,0.0102333,0.0195904,0.0203269,0.016831,0.0119143,0.0168717,0.00937318,0.010493,0.0422787,0.0128269,0.0094742,0.0117402,0.00791345,0.0202599,0.0150873,0.0169412,0.0225688,0.0159237,0.0146868,0.0154347,0.00878796,0.00768879,0.0167433,0.0077927,0.0104254,0.0114276,0.0032218,0.0173212,0.0317895,0.013812,0.0113271,0.00881881,0.00570099,0.0109399,0.0168055,0.0184715,0.0156769,0.0141993,0.0128273,0.0155104
5,0.0236325,0.00622163,0.010258,0.0181638,0.0211569,0.0159297,0.0111593,0.016659,0.00849149,0.0102268,0.0423024,0.0133589,0.0097302,0.0120247,0.00857594,0.0204503,0.0137897,0.0167573,0.0198151,0.014729,0.0131732,0.0140665,0.0083611,0.00638014,0.0180119,0.00782094,0.0104251,0.0119085,0.00307222,0.0174716,0.0314401,0.0124909,0.0146312,0.0137557,0.00959341,0.00957264,0.015584,0.0224606,0.0129765,0.0135293,0.0121352,0.0150088
6,0.0245637,0.00723567,0.010673,0.0166344,0.0220414,0.0147212,0.00989234,0.0160733,0.00699314,0.00978056,0.0407097,0.0138223,0.0108135,0.0130889,0.0098134,0.0194534,0.0116192,0.0156636,0.0153599,0.0123565,0.0107534,0.0116774,0.00833086,0.00503316,0.0190602,0.00728315,0.00974783,0.0119328,0.00232495,0.0174579,0.0330502,0.0117489,0.0148816,0.0156117,0.0123008,0.00712022,0.0144368,0.0236189,0.0124833,0.0121811,0.0107351,0.0134537
7,0.0251901,0.00874521,0.0112869,0.0157869,0.0224488,0.0133667,0.00806756,0.015051,0.00497168,0.00932196,0.0381587,0.0137826,0.0122085,0.014555,0.0114326,0.0177276,0.00936358,0.0140512,0.0105803,0.0092634,0.00766258,0.00842052,0.00876372,0.00403649,0.0202371,0.00611255,0.00794404,0.0114273,0.000965688,0.0171116,0.0347357,0.0116811,0.013072,0.0152804,0.0136312,0.00370362,0.0138414,0.0228067,0.0119945,0.00982091,0.00843482,0.0102819
8,0.0246844,0.0102502,0.0117591,0.0160498,0.0222441,0.0120238,0.00590533,0.0137178,0.00270122,0.00900894,0.0355144,0.0131754,0.0134154,0.0159617,0.0129438,0.0159632,0.00782283,0.0128988,0.00736766,0.00633156,0.00453798,0.00493219,0.00963737,0.00315683,0.0220383,0.00449794,0.00566593,0.0104801,0.00181039,0.0162462,0.0357765,0.0123612,0.0111105,0.0150396,0.0145709,0.000964364,0.0144109,0.0220393,0.0114153,0.00644214,0.0061271,0.00552182
