Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0242101,0.0115593,0.0118683,0.0135865,0.0256072,0.00820464,0.00892609,0.00869422,0.00986114,0.0158088,0.0417225,0.0141528,0.0198099,0.0207131,0.018208,0.0136361,0.0210385,0.0231133,0.0388371,0.0159013,0.0149964,0.0128804,0.0147155,0.0141219,0.0213389,0.00866691,0.00834636,0.00653967,0.00997761,0.0172542,0.0385831,0.0151621,0.0181383,0.0186533,0.0172392,0.0139491,0.0183232,0.0197935,0.020876,0.0124857,0.0135587,0.0121936
0,0.0257793,0.0105748,0.0143824,0.0144256,0.0224221,0.0189483,0.00923416,0.0138158,0.00845783,0.0133804,0.0539353,0.0194566,0.0259331,0.0251314,0.0225635,0.0158753,0.0161571,0.0191462,0.0575647,0.017874,0.0172041,0.0161728,0.0200812,0.0159277,0.0236415,0.0139002,0.00789697,0.0104048,0.00605487,0.0145387,0.0218604,0.0225758,0.0268089,0.0181671,0.0134425,0.00984456,0.0152212,0.0236285,0.0225841,0.0137372,0.0147944,0.00981203
1,0.0246389,0.00931168,0.0137841,0.0124943,0.01737,0.0168985,0.00925766,0.0130952,0.00921872,0.0127306,0.0581653,0.0170178,0.0204017,0.0207682,0.0202359,0.00824816,0.00913266,0.0121912,0.0615711,0.017484,0.0171885,0.0169123,0.0187651,0.0173592,0.0147066,0.0117342,0.00864945,0.00789483,0.00476691,0.015316,0.0351851,0.0202114,0.0167176,0.0148502,0.0140064,0.0100797,0.0135736,0.0104564,0.0238813,0.0138829,0.0149507,0.0106036
2,0.0234062,0.00809851,0.0128953,0.0104321,0.0152891,0.015034,0.00951871,0.012611,0.00996959,0.012762,0.056611,0.0145651,0.0189411,0.0198218,0.020206,0.00497044,0.00549909,0.00769409,0.0587354,0.0171334,0.0169944,0.017321,0.017502,0.0184137,0.00992802,0.00976218,0.00950411,0.0058483,0.0049091,0.0164369,0.0392813,0.0174132,0.00933394,0.00959529,0.0117222,0.011361,0.0156799,0.00503399,0.0273252,0.0139488,0.0148234,0.0113376
3,0.0223146,0.00699559,0.011917,0.00859605,0.0152853,0.0132307,0.00962511,0.0122009,0.010205,0.0129271,0.0514,0.0126333,0.0192491,0.0198202,0.0205824,0.00736756,0.00577429,0.00559735,0.0527817,0.016538,0.0163512,0.017071,0.01648,0.0191328,0.0078698,0.00796324,0.0100894,0.00484482,0.00556254,0.0175558,0.0366165,0.0145347,0.0111751,0.00799471,0.00822601,0.011973,0.0163962,0.0122548,0.0246857,0.0137034,0.0143352,0.0116836
4,0.0216434,0.00595259,0.0112443,0.00734886,0.0168293,0.0114757,0.00920769,0.0117019,0.00959038,0.0128334,0.0454433,0.0118282,0.0208552,0.0205838,0.021834,0.0100006,0.00674565,0.0055225,0.0479148,0.0152407,0.0148899,0.0157401,0.0158687,0.0192885,0.00747752,0.00624316,0.0101328,0.00486844,0.00596025,0.018479,0.033759,0.0120052,0.0160661,0.0120027,0.00686976,0.0108266,0.0151862,0.0190114,0.0181507,0.0128209,0.0132716,0.0112538
5,0.0214609,0.00494539,0.0112024,0.00658424,0.0191217,0.00995778,0.00785364,0.0110914,0.00790387,0.0122882,0.0410763,0.0120546,0.0237376,0.0225218,0.0242707,0.0113358,0.00655532,0.00687772,0.0470208,0.0127679,0.0122635,0.0129682,0.0156329,0.0184533,0.00713332,0.00466334,0.00936997,0.00493296,0.00586479,0.0188886,0.0341508,0.0103026,0.0178873,0.0141177,0.0075166,0.00753672,0.013709,0.0227925,0.0136666,0.0107371,0.0110859,0.00941118
6,0.0213738,0.00412017,0.0118684,0.00590362,0.0213048,0.00909122,0.00567663,0.010688,0.00518134,0.0113454,0.0391556,0.0125047,0.0269872,0.02534,0.0271161,0.011515,0.00521735,0.00949606,0.0499784,0.00903841,0.00854511,0.0090812,0.0156387,0.0164493,0.00523392,0.00426982,0.00848463,0.0046988,0.00585302,0.0183494,0.0347422,0.00991425,0.016747,0.0131538,0.00777507,0.00281194,0.0140098,0.0237351,0.0137942,0.0071134,0.00742355,0.00592199
7,0.0206375,0.00373467,0.012973,0.00560209,0.0229918,0.00940184,0.00452936,0.0110113,0.00259869,0.0103626,0.0390654,0.0124905,0.0294737,0.0282438,0.0293013,0.0108192,0.00420208,0.0132506,0.0540449,0.00511247,0.00498915,0.0065264,0.0158679,0.0135205,0.00187881,0.00613281,0.00933398,0.00505529,0.00725155,0.0169378,0.0333925,0.0108579,0.0149454,0.0117046,0.00757742,0.00494517,0.0159108,0.0238688,0.0155202,0.00409081,0.00415056,0.00418722
8,0.0189428,0.00404064,0.0139517,0.00611806,0.0243587,0.0109752,0.00639321,0.0122333,0.00455252,0.01002,0.0399522,0.0119135,0.0308271,0.030666,0.0303439,0.00936759,0.00605886,0.0178932,0.056605,0.00537913,0.0051072,0.00875225,0.0164102,0.0103756,0.00500467,0.0090777,0.011235,0.00674015,0.0101584,0.0161722,0.0308109,0.0124206,0.0146582,0.0121534,0.00852089,0.0103029,0.0169722,0.0251246,0.0176453,0.00758094,0.0071018,0.00860591
