Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0148187,0.019163,0.0313571,0.0123255,0.0218953,0,0.0333607,0.0237027,0.0125895,0.0190617,0.0146797,0.0138027,0,0,0.0258226,0.0098448,0.00754986,0.012649,0.0181711,0.0146405,0.0123989,0.0108925,0.0144687,0.00977676,0.0127647,0.0177077,0,0.0298331,0.0206809,0.017083,0.0188449,0,0,0.00918867,0.0154717,0.0221696,0.0260788,0.0131275,0.0128363,0.0224168,0.0223485,0.00798228,0.00911471,0.00842374,0.0105563,0.0153955,0.0144127,0.0158805,0.0131755,0.0150366,0.016372
0,0.0179377,0.0228918,0.044361,0.0170954,0.0312889,0,0.0284563,0.0252796,0.020316,0.018678,0.0165773,0.0238624,0,0,0.0149148,0.0155551,0.0171154,0.0210224,0.022433,0.0277075,0.0171867,0.0193914,0.0229879,0.0264414,0.0354428,0.0322481,0,0.0180717,0.0227774,0.0133468,0.0273241,0,0,0.018232,0.0251784,0.0337313,0.0404484,0.015309,0.0189365,0.0172665,0.0177296,0.0221695,0.0211183,0.0202276,0.0214874,0.0213041,0.0237255,0.0229802,0.0144705,0.0198142,0.0243478
1,0.0180558,0.0237976,0.0438207,0.0102146,0.0309379,0,0.027471,0.0265872,0.0184402,0.0258482,0.0188574,0.0254434,0,0,0.0109236,0.0114994,0.0138317,0.0172759,0.0199977,0.0235987,0.0151881,0.0169963,0.0179711,0.0252457,0.0341062,0.0322999,0,0.018532,0.024157,0.0142096,0.0283355,0,0,0.0171507,0.0242164,0.0352529,0.0399329,0.00770209,0.0110053,0.0188037,0.00862363,0.0155018,0.012774,0.0107836,0.0174772,0.0182236,0.0192554,0.0181881,0.0141365,0.0167383,0.0168557
2,0.0173123,0.0239555,0.0421339,0.00685247,0.0295261,0,0.027093,0.0277078,0.0148412,0.0235351,0.0203394,0.0264837,0,0,0.0106529,0.00747956,0.00917704,0.0115073,0.0146798,0.0164106,0.0112568,0.0119447,0.0208888,0.0242996,0.0331627,0.0299784,0,0.0188776,0.025267,0.0149175,0.029109,0,0,0.016274,0.0232884,0.0347541,0.0383653,0.00637549,0.00660271,0.018335,0.0166278,0.00738073,0.0105266,0.0032044,0.0142381,0.0124596,0.0122761,0.0115432,0.011915,0.0120151,0.0171178
3,0.0156194,0.0234234,0.0396844,0.00807863,0.0269595,0,0.0271464,0.0289618,0.0134914,0.0189094,0.0210912,0.0266975,0,0,0.0181656,0.00548969,0.00492066,0.00694878,0.00775021,0.00746658,0.00589102,0.00529973,0.0262051,0.0235916,0.0327574,0.0251274,0,0.0195582,0.0264596,0.0154195,0.0295198,0,0,0.0156222,0.0225735,0.0330156,0.0359122,0.0103753,0.00486759,0.0195137,0.0256157,0.00606541,0.0131644,0.00670999,0.0130902,0.00499399,0.00442421,0.00561072,0.00751154,0.00688633,0.0216788
4,0.0129039,0.0221524,0.037168,0.00924779,0.0229283,0,0.0272456,0.030213,0.0160527,0.0194908,0.0209883,0.0256956,0,0,0.0261658,0.0068588,0.00584195,0.00707998,0.00550934,0.00284534,0.00233212,0.0027037,0.0279154,0.0226306,0.0323141,0.0195521,0,0.0208198,0.0279356,0.0156233,0.0294005,0,0,0.0148745,0.0217509,0.0312789,0.0329848,0.0143204,0.00969063,0.0239112,0.0242751,0.00810764,0.012059,0.00852976,0.0106906,0.00133321,0.00191628,0.00593036,0.00351011,0.00563496,0.0253717
5,0.01012,0.0211392,0.0359958,0.00857718,0.0191389,0,0.0271237,0.0309783,0.0187964,0.0242061,0.0203302,0.0238354,0,0,0.028596,0.00848397,0.00735464,0.00912556,0.00918029,0.00559212,0.00490456,0.00603529,0.025656,0.0211518,0.0313108,0.0145121,0,0.0222089,0.0293225,0.0155866,0.028737,0,0,0.0140139,0.0207399,0.0302271,0.0313446,0.0145848,0.0142929,0.0288284,0.0157291,0.0126149,0.0133688,0.0138034,0.0119571,0.00279577,0.00286174,0.00598589,0.00374833,0.00619317,0.025383
6,0.00859095,0.0210587,0.0361273,0.00682968,0.0183614,0,0.026795,0.0307468,0.0216577,0.029,0.0193602,0.0216092,0,0,0.0243929,0.010743,0.0104765,0.0120193,0.0106452,0.00508148,0.00649479,0.00781317,0.0221208,0.0191485,0.0295665,0.0115767,0,0.0228763,0.0289767,0.0152145,0.0275195,0,0,0.012906,0.019409,0.0291254,0.0316549,0.0121371,0.0159838,0.0321535,0.0126914,0.0184273,0.0176391,0.019702,0.0167867,0.00447852,0.00678359,0.00787314,0.00468153,0.00685514,0.023065
7,0.0078678,0.0214531,0.0363125,0.00484946,0.0202162,0,0.026525,0.0296747,0.0222582,0.0298955,0.0185428,0.0194879,0,0,0.0172538,0.0131049,0.0128594,0.0132801,0.010468,0.00564846,0.0060738,0.00855494,0.0194154,0.0172113,0.0274522,0.0121041,0,0.0228669,0.0264001,0.0144487,0.02624,0,0,0.011852,0.0181446,0.0277787,0.032266,0.0094334,0.0149133,0.0333661,0.0136378,0.0188518,0.0176406,0.0201764,0.0170915,0.00870233,0.0109281,0.0119318,0.00757773,0.0101088,0.0209191
8,0.00680243,0.022024,0.0362382,0.00300706,0.0219083,0,0.0264899,0.0281131,0.0201235,0.0276549,0.017869,0.017403,0,0,0.0139003,0.0117056,0.0114067,0.0110736,0.0107626,0.00729283,0.00446963,0.0072894,0.0178202,0.0155109,0.0248193,0.0136767,0,0.0227212,0.0235752,0.013349,0.0251192,0,0,0.0107864,0.0169989,0.0267245,0.0320504,0.00785991,0.0126321,0.0327781,0.0146777,0.0144437,0.0132526,0.0158558,0.0129974,0.00938247,0.0110019,0.0118238,0.00851551,0.00993359,0.0196115
