Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0300506,0.0192258,0.024361,0.00556564,0.0147884,0,0.0300935,0.0195594,0.00784335,0.0175965,0.00974505,0.0109869,0,0,0.0229179,0.0136719,0.00840917,0.0150475,0.0177708,0.0145819,0.0141683,0.0109074,0.0167247,0.00566346,0.00584728,0.0122128,0,0.0243022,0.0162745,0.0147808,0.019738,0,0,0.00775071,0.0124817,0.0223322,0.02042,0.00801845,0.0112279,0.0212556,0.0201646,0.00559037,0.00778535,0.00507189,0.00904374,0.00590326,0.00657734,0.00693324,0.0118549,0.00917539,0.00596251
0,0.0157297,0.00957352,0.0202421,0.00955537,0.0151873,0,0.0487385,0.00621104,0.0145019,0.0189652,0.016659,0.0287808,0,0,0.0180752,0.0191334,0.007872,0.0223349,0.0164264,0.0136786,0.0140785,0.01064,0.00550384,0.00733072,0.0065194,0.0121005,0,0.0427217,0.0100535,0.0324101,0.0373207,0,0,0.0113755,0.00221386,0.0117251,0.0128705,0.0105116,0.0105335,0.0208339,0.00964755,0.00672483,0.00662921,0.00360942,0.0110672,0.00883985,0.00939283,0.00845119,0.00756469,0.00737512,0.00680644
1,0.0156954,0.00963241,0.0202416,0.00948344,0.0151355,0,0.0487084,0.00619609,0.0145169,0.0188993,0.0166573,0.0287806,0,0,0.0182201,0.0192207,0.007863,0.0224444,0.0163974,0.0136654,0.014073,0.0107305,0.00534925,0.00734878,0.00653545,0.0120325,0,0.0427134,0.0100533,0.0324762,0.0373585,0,0,0.0114506,0.00220495,0.0117129,0.0129048,0.0104877,0.0104952,0.0206973,0.00977014,0.00676507,0.00669965,0.00348201,0.0110367,0.00882996,0.00938619,0.00841791,0.007501,0.00730852,0.00666773
2,0.0156738,0.0096371,0.0202644,0.00941665,0.0150975,0,0.0486965,0.0061874,0.0145213,0.0188227,0.0166611,0.0287282,0,0,0.0183282,0.0193023,0.00788507,0.0225149,0.0163856,0.0136694,0.014086,0.010738,0.00522838,0.00737641,0.00656608,0.0119779,0,0.0427202,0.0100442,0.0325696,0.0374213,0,0,0.0115079,0.00223473,0.0117409,0.0128993,0.0104155,0.0104283,0.0205276,0.00984373,0.00677646,0.00676023,0.0033557,0.0111033,0.00883805,0.00941999,0.00833944,0.00750945,0.00722765,0.00651861
3,0.0156628,0.00963576,0.020336,0.00935821,0.01506,0,0.0486913,0.00617242,0.014517,0.018747,0.016665,0.0286274,0,0,0.0184169,0.0193846,0.00793745,0.0225565,0.0163839,0.0136924,0.0140887,0.010704,0.00513838,0.00740699,0.00660726,0.0119279,0,0.0427382,0.0100156,0.0326305,0.037495,0,0,0.011565,0.0022632,0.0117893,0.0128942,0.0103284,0.010342,0.0203583,0.00987824,0.00676611,0.00682081,0.00324649,0.011245,0.00882256,0.00939693,0.00822052,0.00754216,0.00715941,0.00637015
4,0.0156522,0.00966154,0.0204469,0.00930293,0.0150234,0,0.0486747,0.00614643,0.0145082,0.0186828,0.0166574,0.0285055,0,0,0.0185134,0.0194774,0.00800277,0.022599,0.0163811,0.0137252,0.0140599,0.0106761,0.00506674,0.00743134,0.0066512,0.0118697,0,0.0427565,0.00995317,0.0326114,0.0375441,0,0,0.0116249,0.00225147,0.0118151,0.0129292,0.0102701,0.0102484,0.0202202,0.00988435,0.00674862,0.00688876,0.00318916,0.0113989,0.00874985,0.00925116,0.00810476,0.00753477,0.00711861,0.00623066
5,0.01562,0.00968261,0.0205303,0.00924113,0.015005,0,0.0486409,0.00612897,0.0144961,0.0186211,0.0166325,0.0283974,0,0,0.0186283,0.0195766,0.00805085,0.0226724,0.0163747,0.0137488,0.0140229,0.0106493,0.00500192,0.00745002,0.00669378,0.011799,0,0.0427657,0.00987122,0.032557,0.0375469,0,0,0.0116656,0.0022316,0.0117994,0.0129835,0.0102334,0.0101467,0.0201,0.00987062,0.00673818,0.0069575,0.00318717,0.0115553,0.00864776,0.00907568,0.00803993,0.0074808,0.00707803,0.00609606
6,0.0155599,0.009684,0.0205522,0.00917202,0.014995,0,0.0486005,0.00613754,0.0144771,0.0185476,0.0165977,0.0283277,0,0,0.0187536,0.0196704,0.00808379,0.0227813,0.0163694,0.0137531,0.0140055,0.0106129,0.00494665,0.00747267,0.00673435,0.0117265,0,0.0427587,0.00980887,0.0325276,0.0375252,0,0,0.0116879,0.0022609,0.0117766,0.0130035,0.010183,0.0100386,0.0199738,0.00987675,0.00673615,0.0070288,0.00317111,0.0117443,0.00856498,0.00900085,0.00800734,0.00741976,0.00701812,0.00596214
7,0.0155053,0.00970756,0.0205754,0.0090987,0.0149636,0,0.0485621,0.00616618,0.0144467,0.0184664,0.0165626,0.0282977,0,0,0.0188675,0.0197656,0.00815931,0.0228896,0.016365,0.0137456,0.014004,0.010595,0.00490686,0.00750176,0.00677231,0.0116753,0,0.042732,0.0097688,0.0325199,0.0375197,0,0,0.011715,0.00233283,0.0117819,0.0129795,0.0101104,0.00993298,0.0198438,0.00994249,0.00672866,0.00710469,0.00311956,0.0119089,0.00852029,0.00901785,0.0079501,0.00737302,0.00695791,0.00582984
8,0.0154792,0.00976808,0.0206861,0.00901798,0.0149224,0,0.0485189,0.00620254,0.0144021,0.0183953,0.0165232,0.0282703,0,0,0.0189492,0.0198764,0.00832354,0.022954,0.0163556,0.0137371,0.0140036,0.0106137,0.00487917,0.00752647,0.00681143,0.0116637,0,0.0426976,0.00971348,0.0325106,0.0375448,0,0,0.0117424,0.00240017,0.0117975,0.012965,0.0100178,0.00982249,0.0197161,0.010035,0.00672809,0.00717061,0.00309598,0.0119704,0.00850784,0.00901842,0.00786582,0.00734996,0.00691101,0.00569999
9,0.0154538,0.00981919,0.0208759,0.0089249,0.0149188,0,0.0484658,0.00624218,0.0143405,0.0183376,0.0164664,0.0282105,0,0,0.0190115,0.0199936,0.00853928,0.0229873,0.0163399,0.0137235,0.0139997,0.0106439,0.00486271,0.00753967,0.00685657,0.0116775,0,0.0426798,0.0096403,0.0325009,0.0375862,0,0,0.0117494,0.00244171,0.0117978,0.013006,0.00990207,0.00969008,0.0195764,0.0100924,0.0067699,0.00723224,0.00310213,0.0119721,0.00849598,0.00896896,0.00780075,0.00735215,0.00685668,0.0055724
10,0.0154038,0.00982723,0.021033,0.00881887,0.0149618,0,0.0484193,0.00627852,0.0142599,0.0182751,0.0163869,0.0281417,0,0,0.0190968,0.0201116,0.00872324,0.0230416,0.016322,0.0136949,0.0139956,0.0106557,0.00486646,0.00755164,0.0069046,0.0116837,0,0.0426866,0.00959475,0.0325113,0.0376315,0,0,0.01174,0.00245915,0.011784,0.0130836,0.00978493,0.00954453,0.0194181,0.0101237,0.00684416,0.00732817,0.00311361,0.0120206,0.00844228,0.00892213,0.00776506,0.00736561,0.00678796,0.00544789
11,0.0153469,0.00980235,0.0210693,0.00870036,0.015013,0,0.0483943,0.00630312,0.0141591,0.0181881,0.0162837,0.0281003,0,0,0.0192284,0.0202681,0.00885486,0.0231327,0.0163047,0.0136578,0.0140009,0.0106461,0.00489854,0.00757598,0.00694966,0.011691,0,0.0426968,0.00960045,0.0325646,0.0376811,0,0,0.0117332,0.00245821,0.011737,0.0131629,0.00970215,0.00940991,0.0192818,0.0101882,0.00689509,0.00747256,0.00315701,0.0121445,0.00837518,0.00888672,0.00771814,0.00738779,0.00673717,0.00532702
12,0.0152985,0.00975627,0.0210271,0.00856706,0.0150472,0,0.0483698,0.00631895,0.0140395,0.0180788,0.0161578,0.0280617,0,0,0.0193928,0.0204833,0.00899545,0.0232409,0.0162858,0.0136245,0.0140247,0.0106316,0.00495897,0.00761262,0.00699613,0.0117413,0,0.0426924,0.00962351,0.032632,0.0377369,0,0,0.0117555,0.00246024,0.0116341,0.0132579,0.00965275,0.00928237,0.0192215,0.0103072,0.00690487,0.00764634,0.00324719,0.0122378,0.00840429,0.00882372,0.00762553,0.00742589,0.00672947,0.00521032
13,0.0152382,0.00970519,0.0210097,0.0084179,0.0150664,0,0.0483158,0.00633432,0.0139075,0.0179701,0.016025,0.0279905,0,0,0.0195672,0.0206848,0.00919626,0.0233648,0.0162622,0.0135895,0.0140609,0.0106207,0.0050382,0.00765516,0.0070556,0.0118281,0,0.0426903,0.00961175,0.032633,0.0377975,0,0,0.0118311,0.00249241,0.0115373,0.0133941,0.00960042,0.0091403,0.019217,0.0104488,0.00691752,0.00784182,0.00334411,0.0121784,0.0085643,0.00873378,0.00750513,0.00745436,0.00674462,0.00510565
14,0.0151407,0.0096946,0.0210472,0.00825981,0.0150706,0,0.0482407,0.00634349,0.0137748,0.0178788,0.0159027,0.0279167,0,0,0.0197417,0.0207783,0.00944662,0.0235116,0.0162319,0.0135496,0.0141004,0.0105978,0.00512085,0.00770372,0.00712963,0.0118899,0,0.0427136,0.00955519,0.0325565,0.0378592,0,0,0.0119275,0.00255997,0.0115475,0.0135351,0.00951968,0.00898113,0.0191749,0.0105706,0.00697028,0.00804735,0.003418,0.0120473,0.00867477,0.00864592,0.00739792,0.00744792,0.00673798,0.00502347
