Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0167447,0.0176969,0.0334595,0.0172502,0.0129139,0.0078754,0.00586907,0.00835693,0.00944922,0.0155387,0.0293585,0.0133458,0.0102008,0.010322,0.0095035,0.0124361,0.0157892,0.0127227,0.0183474,0.0089081,0.0087086,0.00864493,0.0196416,0.00630741,0.0112508,0.00768491,0.00592177,0.00724543,0.00901708,0.0171677,0.0364437,0.0129278,0.0113818,0.00907371,0.0101318,0.0185262,0.0206972,0.0164738,0.0283587,0.0102565,0.00910316,0.00842033
0,0.0209481,0.0140496,0.0308136,0.0184866,0.0127458,0.00703185,0.0126231,0.00967225,0.00117154,0.0189341,0.0363873,0.0124114,0.0153102,0.0157496,0.0164767,0.00869782,0.0160996,0.0079525,0.0304271,0.00698197,0.00818285,0.013572,0.013963,0.0102776,0.018265,0.00840735,0.00842182,0.00653387,0.0146139,0.0179388,0.0149825,0.014853,0.0106715,0.0112173,0.00868908,0.018928,0.0160865,0.0128043,0.0354256,0.0132137,0.0104416,0.0105083
1,0.0203725,0.01411,0.0306134,0.0177267,0.0102573,0.00774584,0.0124471,0.00951042,0.00199579,0.0189703,0.0365752,0.0122556,0.0131273,0.0136585,0.0149634,0.00873976,0.0165513,0.00772418,0.0267386,0.00664545,0.00735966,0.0131365,0.0141825,0.00955303,0.0123581,0.00925735,0.00772489,0.00635767,0.0145235,0.0170585,0.019373,0.014464,0.00871265,0.0114946,0.00541474,0.0149202,0.0131405,0.00948196,0.0288703,0.0124214,0.00940501,0.00965909
2,0.0199298,0.0141487,0.0304615,0.0169584,0.00871336,0.00831304,0.0118927,0.00918711,0.00259589,0.0189549,0.0369177,0.0119751,0.0117772,0.0125265,0.0144063,0.00927352,0.0162396,0.00802675,0.0235938,0.00618912,0.00658863,0.0124376,0.0145158,0.00890149,0.0100307,0.00986281,0.00715912,0.00657208,0.014348,0.0162086,0.0216943,0.0140519,0.00680769,0.0117354,0.00449096,0.0122762,0.0109916,0.00677022,0.0247306,0.0117002,0.00845161,0.00886396
3,0.0196111,0.014187,0.0303621,0.0162063,0.00793825,0.00866145,0.011112,0.00884147,0.00303816,0.0189391,0.0372314,0.0116988,0.01113,0.0122415,0.0145246,0.00974076,0.0153035,0.0086821,0.0209804,0.0056023,0.00587791,0.0114868,0.0149985,0.00821476,0.00922427,0.0102072,0.00669268,0.00700841,0.0141676,0.0153226,0.0219714,0.0136442,0.00511449,0.0116001,0.00347875,0.0108056,0.00912331,0.00477607,0.0227744,0.0110062,0.00759969,0.00814996
4,0.0193972,0.0142761,0.030345,0.0155969,0.00768831,0.00875103,0.0103156,0.00855131,0.00340708,0.0190577,0.0375023,0.0115489,0.0110631,0.0126694,0.0150208,0.0097421,0.0140183,0.00938802,0.0189163,0.00486241,0.00522595,0.0102609,0.0156507,0.00744394,0.00838333,0.0103157,0.00638284,0.00734601,0.0140799,0.0143785,0.0213418,0.0133073,0.00403302,0.0105836,0.0015455,0.00988614,0.00701125,0.0034068,0.0222426,0.010276,0.00685527,0.00754846
5,0.0192334,0.0144846,0.0304602,0.0152901,0.00766448,0.00867681,0.00964804,0.00825396,0.00374384,0.0194045,0.0377182,0.0115667,0.011558,0.013575,0.0155805,0.00916919,0.0125987,0.0100307,0.017384,0.00398752,0.00466325,0.00876494,0.0164798,0.00660332,0.00803335,0.0102619,0.00636465,0.00717673,0.0141276,0.0134516,0.0212723,0.0131235,0.00409965,0.00858721,0.00306441,0.00872994,0.00444421,0.00256147,0.0223232,0.00946852,0.00624394,0.00710397
6,0.019037,0.0148846,0.0307776,0.0153499,0.00769519,0.00858449,0.00909956,0.00779911,0.00405512,0.0198986,0.0378504,0.0117282,0.0126479,0.0146711,0.0159504,0.00835068,0.0112378,0.0107509,0.0162801,0.00316452,0.00431606,0.00723776,0.0174671,0.00577722,0.00815417,0.0101371,0.00679709,0.00631358,0.0143172,0.0127074,0.0222642,0.013189,0.00510521,0.00613375,0.00540166,0.00692085,0.00156442,0.00295061,0.0220541,0.00864639,0.00592327,0.00695068
7,0.018758,0.0155268,0.0313245,0.0156867,0.00778254,0.00855523,0.00851608,0.00713295,0.00436224,0.0202647,0.0378811,0.0119446,0.0141411,0.0157059,0.016002,0.00794639,0.0101652,0.0116791,0.0154182,0.00296634,0.00440584,0.00635686,0.0185638,0.00514567,0.00759809,0.0100194,0.00767716,0.00501395,0.0146511,0.0123342,0.0239519,0.013503,0.00619187,0.0041421,0.00625468,0.00460297,0.00217715,0.00466433,0.0207075,0.00802749,0.00614011,0.00731718
8,0.0184155,0.0163841,0.0320429,0.016086,0.00800912,0.00862183,0.00775319,0.00648076,0.00474644,0.0201949,0.0378181,0.0121057,0.0156134,0.0165125,0.0157404,0.00817346,0.00953048,0.012682,0.014601,0.00378069,0.00505239,0.00672905,0.0197321,0.00496905,0.00604706,0.0099821,0.00874111,0.00375501,0.0151381,0.012465,0.0258912,0.0138441,0.00692915,0.00340936,0.00591525,0.00244259,0.00534573,0.00686239,0.0185964,0.00798104,0.00700193,0.00838673
