Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0174414,0.0174255,0.0295973,0.0160889,0.013271,0.00833116,0.00755864,0.0109654,0.0103716,0.0163789,0.0324063,0.0177101,0.01252,0.0119566,0.0115259,0.0142897,0.0166164,0.0158697,0.0186473,0.0104448,0.00865425,0.00975764,0.0203636,0.0114088,0.0117021,0.00979772,0.0068733,0.00757891,0.00952246,0.0184915,0.0368637,0.0156303,0.0120976,0.0107951,0.00997361,0.0198592,0.0216426,0.0178329,0.027148,0.00935709,0.00892427,0.00941568
0,0.019646,0.0120967,0.0295928,0.0148516,0.0168157,0.00866199,0.00438652,0.00510871,0.00653383,0.0185907,0.0394876,0.0116875,0.0171324,0.0177923,0.0224267,0.00805095,0.018804,0.010877,0.0276418,0.0058611,0.00533163,0.00715328,0.0166533,0.0112652,0.0147072,0.0114526,0.00763492,0.00369475,0.0123193,0.0187526,0.0271352,0.0141193,0.0138916,0.0159777,0.0108716,0.0286236,0.0244625,0.019978,0.0367579,0.00861219,0.00809721,0.0052616
1,0.0197608,0.0122305,0.0297642,0.0141978,0.0129716,0.0085105,0.00417814,0.00548897,0.00575271,0.0189964,0.0383657,0.0116363,0.0146181,0.0150994,0.0200173,0.00843338,0.0191061,0.0112731,0.0221859,0.00476357,0.00417905,0.00662333,0.0167458,0.010595,0.0116706,0.0111544,0.0071508,0.00326427,0.0124358,0.0181342,0.0285183,0.0142153,0.0130198,0.0146523,0.0104643,0.023484,0.0200708,0.0153073,0.028059,0.00749293,0.00752259,0.00447422
2,0.0200181,0.0124072,0.0298947,0.0133732,0.0118492,0.00831987,0.00386897,0.00571894,0.0056069,0.019413,0.0385136,0.0117657,0.0133529,0.0140266,0.0191518,0.00864383,0.0185861,0.0121025,0.0190658,0.00397604,0.00350573,0.00603369,0.0172192,0.00989965,0.0102908,0.0110667,0.00693431,0.00355594,0.0125495,0.0176004,0.0293199,0.0138073,0.0111134,0.0133954,0.00999389,0.0199155,0.0165232,0.0110404,0.0204651,0.00645057,0.00706523,0.0042042
3,0.0203012,0.0126313,0.0300384,0.0124324,0.0118221,0.00808463,0.0035451,0.00583773,0.00586669,0.0197583,0.0393653,0.011958,0.0125623,0.0136084,0.0190476,0.00847919,0.017287,0.0129249,0.0182893,0.00381787,0.00338611,0.00552309,0.0180262,0.00917456,0.00918667,0.0111419,0.00708305,0.0038457,0.0127182,0.0171886,0.029178,0.013014,0.00825765,0.0122533,0.00902278,0.0178004,0.0133132,0.00731716,0.0154835,0.00573118,0.006913,0.00476946
4,0.0204654,0.0129412,0.0302482,0.0115568,0.0120988,0.00798963,0.00328625,0.00585674,0.00635014,0.0198753,0.0404996,0.0120195,0.0121563,0.0135711,0.0192987,0.00800105,0.0153472,0.0134264,0.0190573,0.00434168,0.00361603,0.00524312,0.0190484,0.00842416,0.00665034,0.0113155,0.00759055,0.0040195,0.0130063,0.0169808,0.0280701,0.0120767,0.00533514,0.0112661,0.00686064,0.0163388,0.00990238,0.00448284,0.0140727,0.00564543,0.00724675,0.00608638
5,0.0204283,0.0133913,0.0305282,0.0110137,0.0123867,0.00810499,0.0031253,0.00563153,0.00695851,0.0196628,0.0415371,0.0118611,0.0126215,0.0140485,0.0196645,0.0075737,0.0130241,0.0134741,0.0202237,0.00532554,0.00397864,0.0054856,0.0201746,0.00761968,0.00329931,0.0115848,0.00825073,0.00409937,0.0134644,0.0170574,0.026932,0.0112079,0.00436176,0.0101489,0.00471951,0.0145174,0.00613846,0.00337585,0.0151216,0.00633851,0.00810543,0.00790364
6,0.0201976,0.0140312,0.0308594,0.0110215,0.0124862,0.00845878,0.0030829,0.00497814,0.00766734,0.0192065,0.0422045,0.0115853,0.0141704,0.0150421,0.0199577,0.00772465,0.0108121,0.0132253,0.0209597,0.00663304,0.00449046,0.00658592,0.0213549,0.00671274,0.00385649,0.0120144,0.00883959,0.00412298,0.0141134,0.0174351,0.0267008,0.0106801,0.0063386,0.0086302,0.0059322,0.0118505,0.00230085,0.00467785,0.0166291,0.00774173,0.009359,0.0101192
7,0.0198484,0.0148823,0.0312192,0.0115627,0.012327,0.00924425,0.00342646,0.003852,0.00851315,0.0187135,0.0424083,0.0113824,0.0161871,0.0162513,0.0200256,0.00852516,0.00946175,0.0130358,0.0209535,0.00824349,0.00534255,0.00847811,0.0225942,0.00569809,0.00554782,0.012665,0.00926964,0.00432984,0.0149273,0.0180367,0.0273117,0.0108902,0.00910824,0.00708674,0.00808631,0.00850739,0.00253398,0.00698827,0.0167059,0.00972705,0.0108123,0.0126517
8,0.0194629,0.0159057,0.0315612,0.0123277,0.0120179,0.0105087,0.00447172,0.00247174,0.00955276,0.0183478,0.0422248,0.0113773,0.0178127,0.0172851,0.0197385,0.00935893,0.00942785,0.0130785,0.0203309,0.0100583,0.00669855,0.010689,0.0238828,0.00476108,0.00518653,0.0134889,0.00958887,0.00505917,0.0158272,0.0187719,0.0283048,0.0118289,0.0112266,0.00638555,0.00881409,0.00572118,0.00608279,0.00951271,0.0150245,0.0121151,0.0122953,0.0152468
