Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0169434,0.0175477,0.0308675,0.0175852,0.0164712,0.0151041,0.0101275,0.0165098,0.0114358,0.0160644,0.0405971,0.0202563,0.0156566,0.0153445,0.0169844,0.0153941,0.0180513,0.0180965,0.0233704,0.0134557,0.0122365,0.0121137,0.0204524,0.0116447,0.0143865,0.0106556,0.00866945,0.00788521,0.00913361,0.0196686,0.0425378,0.0172753,0.0150195,0.01249,0.0138008,0.0210022,0.023793,0.0192774,0.0335048,0.0100197,0.00975844,0.0102387
0,0.018943,0.00968178,0.0346606,0.0182095,0.0167333,0.0077338,0.00482071,0.00926421,0.00919236,0.0172208,0.046127,0.0250125,0.0262801,0.0223126,0.0256892,0.0102185,0.026943,0.0168658,0.0211693,0.00637938,0.0109139,0.00751802,0.0149058,0.0213143,0.0252619,0.00722327,0.00732371,0.0107195,0.00640691,0.0223409,0.0406478,0.0264177,0.0254954,0.0197676,0.0247189,0.0378178,0.0368114,0.027425,0.0556723,0.0147582,0.0106207,0.00855398
1,0.018406,0.00975526,0.0340438,0.0183968,0.0169738,0.00798111,0.00401209,0.0101512,0.00780613,0.0176151,0.0456753,0.0249203,0.0246229,0.0214878,0.0249673,0.010714,0.0270081,0.0196285,0.0136656,0.00514611,0.00885398,0.00710424,0.0152598,0.0197988,0.0241214,0.00718065,0.0065294,0.00956374,0.00731855,0.0208116,0.0396915,0.0248859,0.025115,0.0192177,0.0237658,0.0310894,0.0307106,0.0226665,0.0484975,0.0132904,0.00972461,0.00832323
2,0.0180704,0.00998867,0.0336004,0.0185078,0.0196082,0.00841338,0.00313248,0.0106833,0.0070824,0.018143,0.0477377,0.0247511,0.0229411,0.0209689,0.0256205,0.0102973,0.0259982,0.0214142,0.0145968,0.00349413,0.00672264,0.00651482,0.0160179,0.0182189,0.021596,0.00754777,0.00618379,0.00905067,0.00818328,0.0194824,0.0388485,0.0232269,0.0236215,0.0181104,0.0214193,0.0263764,0.0254945,0.0183879,0.0424689,0.0114192,0.00858539,0.00789803
3,0.0178687,0.0103819,0.0333021,0.0184783,0.0223014,0.00876243,0.00250234,0.010774,0.00687809,0.0187307,0.0510143,0.0244776,0.020972,0.0202489,0.0269098,0.00907497,0.0240381,0.0218684,0.0207407,0.00173964,0.00492606,0.0060337,0.0172006,0.0166079,0.0178573,0.00814325,0.0062553,0.00879264,0.0089696,0.0183896,0.0368813,0.0218697,0.0209851,0.0164543,0.0182434,0.0235882,0.0210498,0.0143952,0.0378451,0.00948229,0.00744371,0.0074705
4,0.0177417,0.0109311,0.0331187,0.0182588,0.0245823,0.00889638,0.00248862,0.0103743,0.00701545,0.0193169,0.0544527,0.0240938,0.0193101,0.0198356,0.0285568,0.00743827,0.0213597,0.0210206,0.0268925,0.00119387,0.00388997,0.00582289,0.0186597,0.0150602,0.0135691,0.00877976,0.00661427,0.00871096,0.00971177,0.0175781,0.0327215,0.0213175,0.0179324,0.0148886,0.0152303,0.0219068,0.0170158,0.0108074,0.034382,0.00804824,0.00669812,0.00749814
5,0.017622,0.0116282,0.0330171,0.0178813,0.0262837,0.00900726,0.0027149,0.0096087,0.00739173,0.0197687,0.0572494,0.0236877,0.0189279,0.0203562,0.0301979,0.00598623,0.0182655,0.0193897,0.0312767,0.00269456,0.00361414,0.00591314,0.0202269,0.0136327,0.00991144,0.00948774,0.00707055,0.00872123,0.0105029,0.0171022,0.0274135,0.0216836,0.0159706,0.0141673,0.013859,0.0200204,0.0131615,0.00844817,0.0315109,0.0076508,0.00675101,0.00843859
6,0.0174597,0.0124888,0.032962,0.0175127,0.0272668,0.00947669,0.0025495,0.00865115,0.00801615,0.0198508,0.0589454,0.0233689,0.0200766,0.0217511,0.0314069,0.00527958,0.0152104,0.0177566,0.033486,0.00448885,0.00376507,0.00647044,0.0218433,0.0122395,0.00902941,0.0104469,0.00756889,0.00864388,0.0114618,0.0171219,0.0234469,0.0224423,0.0162026,0.0142553,0.0150436,0.0170736,0.00975004,0.00848607,0.0292014,0.0084735,0.00778602,0.0104495
7,0.0172595,0.0135257,0.0329244,0.0173674,0.0275552,0.0104566,0.00238878,0.00764891,0.00901916,0.0193689,0.0594876,0.0231737,0.0218486,0.0234438,0.0318951,0.00529629,0.0128741,0.0166703,0.0337953,0.00640662,0.00429528,0.00785361,0.0235672,0.0106588,0.0100865,0.0117315,0.00826595,0.00845959,0.0127078,0.0179005,0.0218749,0.0227921,0.0180692,0.014566,0.0171674,0.0130872,0.00755768,0.0103208,0.0272728,0.0103569,0.0096775,0.0133504
8,0.0170726,0.0146997,0.0328621,0.0174497,0.02733,0.011832,0.00360143,0.00689649,0.0105713,0.0183995,0.0591589,0.0231136,0.0231884,0.0248972,0.0315737,0.00545292,0.0117708,0.016152,0.032859,0.00849612,0.00555435,0.0101534,0.0254394,0.00877376,0.0102458,0.0131899,0.00928951,0.00852209,0.0143126,0.0195675,0.0217102,0.0223366,0.020172,0.0147486,0.0182272,0.00861246,0.00721087,0.0123692,0.025181,0.0130514,0.0121008,0.0166882
