Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0240829,0.0245901,0.0163526,0.0115913,0.0134416,0.00854707,0.00689163,0.0101498,0.0141474,0.0145714,0.0293095,0.0263401,0.0142268,0.0114162,0.0117723,0.0164503,0.0161273,0.01338,0.023552,0.014811,0.0126137,0.00987782,0.0175957,0.0145473,0.0161028,0.00715944,0.00723315,0.00862754,0.0134233,0.0158907,0.0296473,0.0241138,0.010856,0.0117988,0.0127562,0.0155083,0.0171282,0.0165256,0.0159812,0.0125497,0.0132311,0.0103747
0,0.0285756,0.0238157,0.00639285,0.0123466,0.0361891,0.00898634,0.00866293,0.0141678,0.0163749,0.014454,0.0426276,0.0267305,0.0125196,0.0089351,0.0262439,0.01063,0.0231878,0.0113911,0.061534,0.0201468,0.0182475,0.0153904,0.0142785,0.0282817,0.0230203,0.00881581,0.00796425,0.0129409,0.0121719,0.0105844,0.0126796,0.0356983,0.0149806,0.0171875,0.015642,0.0133294,0.0100147,0.00940121,0.0327932,0.0194626,0.0150417,0.0133753
1,0.0286411,0.0244137,0.00791598,0.010694,0.0249619,0.00845296,0.00917793,0.0160526,0.0157486,0.0150157,0.0401752,0.0264718,0.014259,0.00249909,0.0191987,0.00882496,0.0229988,0.0143827,0.0546372,0.0185178,0.0176716,0.0150688,0.0149525,0.0261483,0.0198254,0.00906586,0.00830008,0.0131392,0.0142441,0.00997764,0.0188502,0.0347791,0.0163093,0.0160661,0.0155518,0.0108799,0.014491,0.0145156,0.0215744,0.0193771,0.0160668,0.0139937
2,0.0288878,0.0247717,0.00959257,0.00947493,0.0173708,0.00809765,0.00966899,0.0174477,0.0150007,0.0150584,0.0401122,0.0258245,0.0168694,0.00431634,0.0157877,0.00715834,0.0218703,0.0160937,0.0518915,0.0165069,0.016593,0.0143083,0.0156759,0.0239154,0.0209944,0.00868208,0.00831757,0.0129919,0.0155068,0.00983642,0.0221893,0.0337386,0.0174541,0.013402,0.0112669,0.0128955,0.0182225,0.0214489,0.0115306,0.0185201,0.0160394,0.0137821
3,0.0293332,0.0248745,0.011355,0.00862233,0.0124443,0.00772742,0.00992141,0.017898,0.0139855,0.0149216,0.0401385,0.0246808,0.0182188,0.00678897,0.0144269,0.00574988,0.0201949,0.0166396,0.0510173,0.0140568,0.0149034,0.0130419,0.0163933,0.0216837,0.0235579,0.00789342,0.00782605,0.01236,0.0161511,0.0100863,0.0217561,0.0326639,0.0172328,0.0113894,0.00409979,0.0137808,0.019873,0.0252266,0.00625288,0.0166536,0.0147896,0.0124375
4,0.0299241,0.0248536,0.0132531,0.00837604,0.00927084,0.00706869,0.00958784,0.0171173,0.0125489,0.0149907,0.0393354,0.0233086,0.018169,0.00811459,0.013827,0.00567318,0.0186055,0.0164129,0.0501395,0.0111929,0.0126841,0.0112665,0.0170897,0.0196611,0.0286846,0.00699377,0.00696677,0.0112817,0.016561,0.0109053,0.0203637,0.0318259,0.0168266,0.0138892,0.00969304,0.0126893,0.0207643,0.0264531,0.007287,0.0137625,0.012257,0.0101668
5,0.0303598,0.0249323,0.0152244,0.00919224,0.00685845,0.00606246,0.00838867,0.0154499,0.0107459,0.0154276,0.0373991,0.0225896,0.0175023,0.00890978,0.0133815,0.00763107,0.017367,0.015649,0.0482267,0.00819115,0.0102277,0.00927366,0.0178909,0.0178154,0.0346917,0.00610086,0.00597825,0.00987985,0.0170591,0.0125863,0.0198858,0.0314719,0.0168873,0.0186286,0.0176653,0.0113392,0.0218076,0.0264593,0.00850442,0.0104412,0.00909187,0.00792475
6,0.0302159,0.0252305,0.0169018,0.0104735,0.00482246,0.00517484,0.00650236,0.0136332,0.00905946,0.0161888,0.0343938,0.0233497,0.0169853,0.00952154,0.0128587,0.0100952,0.016036,0.014266,0.0449742,0.00571401,0.00808277,0.00779263,0.0189432,0.0158819,0.0385268,0.00537706,0.00508056,0.00844792,0.017658,0.0151189,0.0199762,0.0314693,0.0166802,0.0217643,0.0218869,0.0117938,0.022916,0.0263183,0.00894899,0.00783328,0.00749435,0.00698298
7,0.0293434,0.0255739,0.0177851,0.0109154,0.00367515,0.00520913,0.00484951,0.0119023,0.00833233,0.0170591,0.0308031,0.025322,0.0164932,0.00982414,0.0121542,0.0117634,0.0142181,0.0121786,0.0405384,0.00464367,0.00678233,0.00719828,0.0201029,0.0136652,0.0393848,0.0053075,0.00444816,0.00743297,0.0180333,0.0179349,0.020362,0.031291,0.0159084,0.0223257,0.0232599,0.0138894,0.0235606,0.0263734,0.0101992,0.00673587,0.00847969,0.00722553
8,0.0281206,0.025678,0.0177303,0.0102643,0.00386381,0.00624014,0.00446508,0.010025,0.00871622,0.0177781,0.0274377,0.0274212,0.015124,0.00962714,0.0112839,0.0119453,0.0122734,0.00941029,0.0353306,0.00496982,0.00697816,0.00682444,0.0209752,0.0113042,0.0382194,0.00612016,0.00432582,0.00720413,0.0178859,0.0202354,0.0207972,0.0306428,0.0150696,0.0213448,0.0236317,0.0159622,0.0235688,0.0264545,0.0125228,0.00653465,0.00958381,0.00746881
