Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0290685,0.022942,0.0172099,0.0140558,0.0148346,0.0120621,0.00870097,0.00865768,0.0152693,0.0161618,0.0355019,0.0277866,0.0177419,0.013678,0.0149039,0.0164765,0.01988,0.0170158,0.0259536,0.0166181,0.0142787,0.0115055,0.0239668,0.0175765,0.0144885,0.00963417,0.00841227,0.00842307,0.018373,0.0210652,0.0278557,0.0273238,0.00963385,0.0101731,0.0118132,0.0162122,0.018816,0.0154678,0.0182336,0.0111202,0.0137395,0.0102793
0,0.0274212,0.0219178,0.00872894,0.0156357,0.0393739,0.0128385,0.0090421,0.00618278,0.0176117,0.00918371,0.0469204,0.0287964,0.014012,0.0140703,0.0308639,0.0118028,0.0239305,0.00701946,0.0630087,0.0150397,0.0137016,0.0132974,0.0163224,0.0371961,0.0188838,0.0128861,0.0140144,0.0167191,0.0133,0.0227015,0.00968877,0.0406103,0.0178289,0.0190312,0.0153753,0.023671,0.0157045,0.022788,0.0344272,0.0192671,0.017092,0.0137197
1,0.0271085,0.0222011,0.00923499,0.0151064,0.0300574,0.00771335,0.0104726,0.0111555,0.0162657,0.0115185,0.0446633,0.0277151,0.0138877,0.00924484,0.0242884,0.0131882,0.0259173,0.0122523,0.0540798,0.0142205,0.0141891,0.0132662,0.016648,0.0354496,0.0120642,0.0106035,0.012819,0.0136948,0.0161244,0.0216614,0.0167559,0.0402514,0.0150906,0.0169878,0.0172956,0.0150124,0.0111554,0.0116953,0.0228525,0.0186989,0.0167742,0.0137254
2,0.0271576,0.0224619,0.0101306,0.0150779,0.0241266,0.00600063,0.0117939,0.0144346,0.0151528,0.013402,0.0458501,0.0264259,0.0161015,0.00913613,0.0218303,0.0148189,0.0257367,0.0150948,0.0510147,0.0129871,0.0139627,0.0128242,0.0170607,0.0342804,0.0125156,0.00987266,0.0126753,0.0118573,0.0184107,0.0214137,0.0205894,0.0398631,0.013874,0.0137953,0.0158084,0.00906937,0.0100104,0.00768505,0.0153172,0.017701,0.0161507,0.0136829
3,0.0275054,0.0226621,0.0111953,0.0152827,0.0196191,0.00564946,0.0122722,0.0153475,0.0139889,0.0145182,0.0468501,0.0252255,0.0175454,0.0106405,0.021115,0.0164616,0.0239212,0.0159064,0.0510498,0.0113435,0.0128947,0.0121583,0.0174638,0.0333695,0.0122832,0.0101828,0.0129561,0.0109189,0.0201424,0.0218009,0.0205998,0.0395143,0.0123716,0.0101634,0.0105651,0.00570459,0.00967252,0.00991667,0.0126344,0.0163907,0.0149883,0.0134489
4,0.0281231,0.0228502,0.0122978,0.0151178,0.0157181,0.00572895,0.0118735,0.0141191,0.012726,0.014963,0.0465241,0.0246842,0.0182718,0.012278,0.0208527,0.0185121,0.0216443,0.0155059,0.0520182,0.00930948,0.0108685,0.0117307,0.0178396,0.032084,0.0132902,0.010976,0.0131646,0.0104923,0.0214561,0.0226321,0.0205826,0.0393835,0.010133,0.00734766,0.00417202,0.00439503,0.0102143,0.0119305,0.0133592,0.0149934,0.0133531,0.0130283
5,0.0289066,0.0231811,0.0133932,0.0142112,0.0123051,0.00740679,0.0109444,0.0116183,0.0117176,0.0151766,0.0448276,0.0253065,0.0188117,0.0134111,0.0204702,0.0213332,0.0201702,0.014731,0.0523632,0.00715923,0.00807698,0.0118593,0.0184272,0.0300424,0.0173265,0.0119781,0.0130934,0.0101457,0.0225148,0.0237473,0.0214871,0.0395506,0.00770045,0.00665597,0.00535737,0.00414788,0.0117117,0.0124798,0.0143313,0.0137777,0.0118919,0.0124916
6,0.0295188,0.0238042,0.0143107,0.0128148,0.00985363,0.01043,0.0102369,0.00928638,0.011444,0.0157074,0.0420568,0.02698,0.0193872,0.0137446,0.0195951,0.0245309,0.0200739,0.0139043,0.0511211,0.00583408,0.00637235,0.0121879,0.019505,0.0275285,0.0210711,0.0130751,0.0128341,0.00962499,0.0233892,0.0250117,0.0207939,0.0397394,0.00607132,0.00776799,0.00884949,0.00537979,0.0136511,0.0126254,0.0141629,0.0127437,0.0115248,0.0119862
7,0.0296246,0.0246365,0.0147565,0.0114835,0.0088958,0.0133272,0.010307,0.00840121,0.0117548,0.0166322,0.0386049,0.0288953,0.0198357,0.0134879,0.0181207,0.0269583,0.0211243,0.0128847,0.0479487,0.0062938,0.00892944,0.0120171,0.0209429,0.0250586,0.0229871,0.0140267,0.0125012,0.00895012,0.0239071,0.0261526,0.0184551,0.0395496,0.00584724,0.00900733,0.0107306,0.00799094,0.0157527,0.0136549,0.0126942,0.0117638,0.0119436,0.0116591
8,0.0292336,0.0254139,0.0145686,0.0106559,0.00899806,0.0151445,0.0107537,0.00886343,0.0119051,0.0174167,0.0350677,0.0303519,0.0197586,0.0133599,0.0164984,0.0275532,0.0229259,0.0119548,0.0430393,0.00753738,0.0135535,0.0110594,0.0222262,0.0229758,0.0232706,0.0144676,0.0119476,0.00832998,0.0237782,0.0268035,0.0166875,0.0390633,0.006512,0.00978707,0.0122058,0.0105303,0.0174467,0.0155952,0.0111714,0.0110493,0.0120791,0.0116021
