Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0255611,0.0246092,0.0189182,0.0116603,0.0102637,0.00872438,0.00653675,0.00859246,0.0117163,0.0184982,0.0298583,0.0232141,0.00978722,0.00886454,0.00980557,0.0110037,0.0127528,0.0109357,0.0219108,0.0136602,0.0113477,0.00962234,0.0208288,0.00879513,0.0132971,0.0111151,0.00622758,0.00596244,0.0117623,0.0185231,0.0227087,0.0242316,0.0086587,0.00865771,0.00954687,0.00965959,0.0124808,0.0113889,0.0152946,0.0140563,0.0137199,0.00939386
0,0.0322247,0.0352234,0.00930593,0.0123308,0.030685,0.016779,0.00562852,0.00324025,0.0140743,0.0139494,0.0302254,0.0200853,0.0231278,0.0242977,0.0293178,0.0142677,0.0132209,0.0143474,0.0535204,0.0210928,0.0146746,0.0129639,0.0122668,0.0103473,0.0203537,0.0142431,0.00851664,0.00309455,0.00825552,0.0104954,0.0136373,0.0208718,0.0106121,0.0159747,0.0174677,0.0120134,0.00764734,0.0053399,0.0344771,0.0204664,0.017045,0.0200685
1,0.0313862,0.0349063,0.00830565,0.0131468,0.0266022,0.0168549,0.00572537,0.00327098,0.0141748,0.0136952,0.029331,0.0200936,0.0185618,0.0195617,0.0249622,0.0131556,0.0132299,0.0118093,0.0489036,0.0191528,0.0134507,0.0125118,0.0125254,0.00936963,0.0126374,0.015421,0.00698281,0.0025745,0.00775023,0.00909831,0.0172248,0.0211217,0.0116736,0.0150903,0.0154362,0.0084074,0.00958161,0.00554896,0.0262862,0.0192557,0.0162044,0.0190805
2,0.0304656,0.0344974,0.00754701,0.0134362,0.0230594,0.016686,0.00566787,0.00387721,0.0143696,0.0132693,0.0305893,0.0199728,0.0149102,0.0157822,0.0215694,0.0121504,0.0129438,0.00977182,0.0460472,0.0174815,0.0124554,0.0120875,0.012672,0.00851068,0.010728,0.0160473,0.00560867,0.0028533,0.00715171,0.00822968,0.0181623,0.021028,0.0122879,0.0138699,0.0140847,0.00621415,0.01242,0.00913559,0.0212855,0.0179064,0.0150508,0.0178371
3,0.0295558,0.0340977,0.00706109,0.0131777,0.0199451,0.0162833,0.00550095,0.005099,0.0145742,0.0128134,0.032937,0.0197103,0.0121186,0.0127871,0.0189207,0.0111431,0.0121931,0.0080814,0.0444913,0.0161371,0.0116346,0.0116913,0.0127996,0.00765339,0.0114457,0.0161568,0.00438642,0.0033747,0.00652417,0.0080056,0.0159945,0.0206753,0.0123719,0.0123542,0.0118648,0.00477592,0.0138655,0.0119478,0.0201437,0.0164377,0.0136839,0.0163064
4,0.0288249,0.0338367,0.00671885,0.0128234,0.0172176,0.0156364,0.00525152,0.00568015,0.0146388,0.0124843,0.03563,0.0193401,0.0100111,0.0103612,0.016743,0.0100322,0.011022,0.00660887,0.0436569,0.0150052,0.0108359,0.011259,0.0130482,0.00676878,0.0124815,0.0158731,0.00332386,0.00375808,0.00608142,0.00840306,0.0129268,0.0202967,0.012144,0.0112709,0.00943741,0.00360031,0.0138867,0.0132524,0.0212466,0.0149456,0.0122153,0.0145448
5,0.0284052,0.0337569,0.00640879,0.0128678,0.0148491,0.0147504,0.00493325,0.00487096,0.0144377,0.0123674,0.0382183,0.0190041,0.00839003,0.00829864,0.0147711,0.00904679,0.0097433,0.00555111,0.0430405,0.0137781,0.0098691,0.0106499,0.013524,0.00578703,0.0144792,0.0154117,0.00241466,0.00393072,0.00608662,0.00912235,0.0116721,0.0201437,0.0118942,0.0113326,0.00916665,0.00285109,0.0131972,0.0135985,0.0220809,0.0135345,0.0105956,0.0126097
6,0.02831,0.0338274,0.00649362,0.0133532,0.0129114,0.0137271,0.00457215,0.00368151,0.013954,0.0124755,0.0404241,0.0189485,0.0074513,0.00655815,0.0128986,0.00895719,0.00884145,0.00544835,0.042344,0.0122255,0.00866815,0.00977829,0.0142173,0.00479444,0.0161007,0.0150201,0.00189004,0.00390928,0.00663543,0.0098711,0.0120526,0.020232,0.0115397,0.011734,0.0100878,0.00222108,0.0126918,0.0139495,0.0211298,0.0121777,0.00861652,0.0103972
7,0.028298,0.0339325,0.0074011,0.0138331,0.0113629,0.0127668,0.00420009,0.00363012,0.0132679,0.012742,0.0420946,0.0193237,0.00769957,0.00517356,0.0111115,0.0102276,0.00861644,0.00625343,0.0413229,0.0103451,0.00732059,0.00871127,0.0149981,0.00408785,0.0163452,0.0148961,0.0024296,0.00375967,0.00759389,0.0106948,0.013066,0.0203254,0.0108438,0.0114694,0.0102243,0.00276621,0.0127847,0.0146895,0.0183511,0.0107715,0.00608854,0.00769644
8,0.0280021,0.0339872,0.00867412,0.0138347,0.0100291,0.0121542,0.0039075,0.00404635,0.0124832,0.0130918,0.0431261,0.0201551,0.00898801,0.00423494,0.00943498,0.0120526,0.00892696,0.00722305,0.0397797,0.00839917,0.00603361,0.00767518,0.0157286,0.00374882,0.0161902,0.0151225,0.00378037,0.003649,0.00875998,0.0118806,0.0143897,0.0202665,0.0100232,0.0109078,0.0101299,0.00497811,0.0130036,0.0154449,0.0153257,0.0093955,0.00360451,0.0047569
9,0.027216,0.03395,0.00962746,0.0133096,0.00871189,0.012144,0.00380555,0.00423854,0.0117596,0.0135023,0.0435207,0.0214277,0.00996677,0.00378642,0.00791178,0.0133437,0.00951049,0.00781963,0.0376567,0.00678235,0.00500639,0.00686586,0.0163862,0.00352433,0.0162259,0.0156908,0.00517289,0.00390728,0.0100623,0.013642,0.0155663,0.0200968,0.00942162,0.0107109,0.0105273,0.00672992,0.0126333,0.0155997,0.0135703,0.00831411,0.00392199,0.00314328
10,0.0261331,0.0337955,0.0100696,0.0126118,0.00732571,0.012783,0.00392813,0.00403291,0.0112677,0.0139817,0.0434162,0.0229285,0.00951742,0.00369251,0.00657643,0.0135414,0.0102715,0.00792299,0.0350207,0.00578173,0.00428783,0.00618851,0.0170717,0.00331506,0.0160607,0.0165267,0.00628421,0.00468515,0.0115086,0.0158607,0.0164724,0.0199082,0.00903957,0.0107856,0.0109519,0.0073303,0.0116558,0.015059,0.0130503,0.00764239,0.00646021,0.00423474
11,0.0251428,0.0335305,0.0101118,0.0121432,0.00593453,0.0138409,0.00422147,0.00341849,0.0110527,0.0144858,0.0430273,0.024218,0.00773856,0.00378604,0.00548619,0.0126736,0.0111257,0.00764366,0.0320085,0.00538774,0.00418633,0.0054086,0.017856,0.00324276,0.0156335,0.0174666,0.00715988,0.00561833,0.0129321,0.0180867,0.017382,0.019818,0.00874346,0.0108348,0.0110143,0.00721497,0.0107654,0.0143773,0.0128948,0.00719423,0.00853903,0.00563263
12,0.0243955,0.033204,0.00986931,0.0121118,0.00470795,0.0149126,0.00454089,0.00285194,0.0110097,0.0149006,0.0424988,0.0249823,0.00560473,0.00407434,0.00473198,0.011366,0.0118907,0.00720532,0.0287928,0.0053192,0.00516982,0.00444618,0.0186312,0.00332735,0.0153311,0.0182328,0.00793087,0.00621603,0.0139561,0.0197909,0.0183636,0.0199506,0.00844946,0.0107614,0.0108827,0.00716417,0.0106769,0.0141293,0.0125942,0.00678783,0.00957663,0.00631284
13,0.0237813,0.032856,0.00944693,0.0125402,0.00385838,0.015521,0.00472032,0.00276608,0.0109908,0.0151636,0.041811,0.025206,0.00444798,0.00464415,0.00439043,0.010533,0.0124147,0.00682725,0.0255894,0.0052232,0.00639699,0.00339993,0.0191549,0.00340931,0.0154453,0.0185018,0.00854189,0.00622122,0.0142781,0.020643,0.0191426,0.0202926,0.00807693,0.0105606,0.0108301,0.0077357,0.0115233,0.0143956,0.0121024,0.0063898,0.00973534,0.00632501
14,0.0232159,0.0324987,0.00898837,0.013355,0.00352963,0.0152704,0.00467096,0.00316746,0.0109189,0.0152988,0.0408385,0.025036,0.00561077,0.00536696,0.00444614,0.0105299,0.0127282,0.00658572,0.0226829,0.00480241,0.00678888,0.00242926,0.0192608,0.00338742,0.0159623,0.0180734,0.00876605,0.00563509,0.0139119,0.0206736,0.0194971,0.0206229,0.00763609,0.0102958,0.011005,0.00892524,0.0128455,0.0148861,0.0114659,0.00600661,0.00936708,0.00590801
15,0.0227445,0.0321564,0.0086665,0.0143147,0.00366381,0.0140719,0.00434555,0.00410669,0.0107864,0.0153776,0.0394896,0.0247097,0.00853563,0.00594754,0.00474026,0.0110286,0.0130397,0.006475,0.0202807,0.00387829,0.00637801,0.00167104,0.0189789,0.0033971,0.016611,0.0169717,0.00835581,0.00458804,0.0131126,0.0201927,0.0195393,0.0207164,0.00724882,0.0100745,0.0113889,0.0103629,0.0140124,0.0153298,0.0106795,0.00558806,0.00875069,0.00527771
16,0.0223991,0.0318553,0.00863748,0.0150089,0.00410794,0.0122053,0.00374316,0.00558583,0.0106174,0.0154825,0.037819,0.0245982,0.011803,0.00619864,0.00504293,0.0117524,0.013561,0.00654306,0.0183582,0.00247706,0.00597543,0.00145558,0.0184893,0.00363442,0.0170885,0.0154152,0.00728618,0.00335734,0.0121635,0.0195902,0.019599,0.0206511,0.00705389,0.00996134,0.0118518,0.0116456,0.014632,0.015631,0.00972357,0.00512774,0.00818605,0.00464726
17,0.022136,0.0316014,0.00896721,0.0151333,0.00475069,0.0101506,0.00306183,0.00726069,0.0104353,0.0156827,0.0359201,0.0250164,0.0141121,0.00613357,0.00517277,0.0126179,0.0143444,0.00688608,0.0167737,0.00147762,0.00609778,0.0021493,0.0179819,0.00405178,0.0172661,0.0137253,0.00589364,0.00259267,0.0112286,0.0191296,0.0198627,0.0207663,0.00716184,0.00993826,0.0122818,0.0125503,0.0146899,0.0158025,0.00864734,0.00477764,0.00818348,0.00420797
18,0.0219016,0.0313809,0.00959634,0.0147446,0.00539876,0.00834616,0.00268813,0.00868568,0.0102449,0.016006,0.0337873,0.0257779,0.0143674,0.00584304,0.00506082,0.0135734,0.0153147,0.00757357,0.015564,0.00291577,0.00642135,0.00325136,0.0175527,0.0044873,0.0172375,0.012219,0.00466261,0.00279069,0.0103663,0.0188322,0.0202273,0.0212218,0.00764509,0.00999316,0.0126457,0.0131581,0.0144051,0.015869,0.00762265,0.00472763,0.00918202,0.00401197
19,0.0216803,0.0311963,0.0103761,0.0141918,0.00576615,0.00703984,0.00277208,0.00960921,0.0100691,0.0164066,0.0314496,0.0261296,0.0122706,0.00532946,0.0047579,0.0145914,0.0163882,0.00860521,0.015126,0.0050537,0.00628865,0.00430141,0.0171801,0.00486816,0.0172354,0.0111192,0.00387289,0.00324619,0.00963577,0.018547,0.02047,0.0217143,0.00853966,0.0101862,0.0129912,0.0136511,0.0139817,0.015838,0.00697516,0.00491838,0.0109745,0.00403611
