Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0147,0.030411,0.0236953,0.0075669,0.0086993,0,0.0179583,0.024183,0.0124377,0.0229357,0.0195331,0.0157703,0,0,0.0259577,0.0121712,0.00985464,0.0157038,0.00823867,0.00970886,0.0112585,0.00939905,0.00819535,0.00489442,0.00501564,0.0073263,0,0.0225732,0.0297199,0.0195899,0.0207747,0,0,0.00675852,0.00613826,0.0357491,0.0221241,0.00984218,0.0117069,0.0303974,0.0221795,0.00774161,0.00776267,0.00706265,0.00840765,0.00860679,0.00855953,0.00890935,0.00881231,0.00952603,0.00695718
0,0.0110917,0.0443519,0.0392642,0.0112377,0.0113388,0,0.0319452,0.00751313,0.0215429,0.030483,0.0186659,0.022389,0,0,0.0231157,0.0196647,0.0101846,0.0269387,0.0123514,0.0164699,0.0295548,0.0211237,0.0151193,0.00506274,0.00641292,0.00639839,0,0.0185787,0.0110361,0.0206164,0.02465,0,0,0.00270727,0.00690384,0.0580582,0.0342097,0.0225849,0.0231333,0.0390908,0.0305489,0.015301,0.024234,0.0121295,0.0273197,0.00708275,0.00803787,0.00956592,0.00880086,0.00438766,0.0157998
1,0.0113451,0.0445904,0.0391756,0.0113477,0.0113111,0,0.0315993,0.00767611,0.021445,0.0303527,0.0184098,0.0223908,0,0,0.0233989,0.0197523,0.00996561,0.0269881,0.0119005,0.0161193,0.0287246,0.0206114,0.0151502,0.00494584,0.0062997,0.00644193,0,0.0184995,0.0110107,0.0207791,0.0238322,0,0,0.00284617,0.00698278,0.0580995,0.0341738,0.0226476,0.0230308,0.0390392,0.0306522,0.0154439,0.0242879,0.0122243,0.0274437,0.00683217,0.00781742,0.00941093,0.00868024,0.00423441,0.0158685
2,0.011549,0.044808,0.0390559,0.0114226,0.0113184,0,0.0313139,0.00785205,0.0213172,0.0302466,0.0183447,0.0223204,0,0,0.0236927,0.0197949,0.00978383,0.0270433,0.0114576,0.0157613,0.0280586,0.0201138,0.0151988,0.00480463,0.00623611,0.00651437,0,0.0183932,0.0109912,0.0208942,0.0236257,0,0,0.00292909,0.00696491,0.0581457,0.034103,0.0226471,0.0229504,0.0389956,0.030803,0.0156096,0.0243865,0.0123607,0.027577,0.00666972,0.00758099,0.00925522,0.00855311,0.00407865,0.0158824
3,0.0117092,0.0449932,0.0389089,0.0114666,0.0113427,0,0.0311034,0.00804066,0.0211708,0.030151,0.0184966,0.0221816,0,0,0.0239944,0.0198188,0.00963286,0.0270948,0.0110235,0.0153974,0.0275065,0.0196692,0.0152521,0.00466835,0.0061418,0.00658347,0,0.0182957,0.0110231,0.0209637,0.023704,0,0,0.00299811,0.00690536,0.0581642,0.0339983,0.0226029,0.0228381,0.0389621,0.0309867,0.0157719,0.0245987,0.0125226,0.0276974,0.00658912,0.0073359,0.00911217,0.00844642,0.00394861,0.0158632
4,0.011841,0.0451408,0.0387489,0.0115033,0.0113553,0,0.0309594,0.0082447,0.0210188,0.0300562,0.0187621,0.0220161,0,0,0.0242843,0.0198761,0.00950702,0.027137,0.0106048,0.0150416,0.0269899,0.0193046,0.0152727,0.00455962,0.00591729,0.00660855,0,0.018244,0.0111394,0.0209728,0.0236652,0,0,0.00309833,0.0068691,0.0581317,0.0338715,0.0225603,0.0226584,0.0389154,0.0311663,0.0159007,0.0250006,0.01268,0.0277791,0.00653246,0.0070997,0.00900204,0.00838632,0.0038703,0.0158542
5,0.01196,0.0452573,0.0385796,0.0115485,0.0113501,0,0.0308465,0.00846033,0.0208721,0.0299634,0.0189768,0.0219078,0,0,0.0245333,0.0199688,0.0094039,0.0271758,0.0102195,0.014726,0.0265,0.0190107,0.0152506,0.0044619,0.00561329,0.00660292,0,0.018216,0.0113066,0.0209352,0.0235636,0,0,0.0032289,0.00684034,0.0580885,0.0337395,0.022537,0.0224604,0.0388337,0.0313102,0.0160009,0.0255033,0.0128211,0.0278362,0.00643286,0.00688451,0.00893693,0.00836082,0.003825,0.0158671
6,0.012084,0.045349,0.0384071,0.0115892,0.0113325,0,0.0307351,0.00866573,0.0207445,0.02986,0.0191325,0.0219387,0,0,0.0247264,0.0200222,0.0093135,0.0272111,0.00990468,0.0144874,0.0261016,0.0187645,0.0152304,0.0043464,0.00537889,0.00659787,0,0.0181529,0.011469,0.0209369,0.0235488,0,0,0.00335207,0.00677663,0.0580883,0.0336022,0.0225,0.0222919,0.0387427,0.0314135,0.0161041,0.0258289,0.0129599,0.027904,0.00627503,0.006693,0.00891367,0.0083242,0.00377958,0.0158627
7,0.0122296,0.0454256,0.0382581,0.0116059,0.0112895,0,0.0306066,0.0088423,0.0206485,0.0297269,0.0193079,0.0220639,0,0,0.0248576,0.0199701,0.00921285,0.0272183,0.00971288,0.014353,0.0258652,0.0185409,0.0152495,0.00422389,0.00523992,0.00656935,0,0.0180401,0.0116068,0.0210435,0.0234293,0,0,0.00344087,0.00670644,0.0581226,0.0334416,0.022426,0.0221366,0.0386745,0.0314836,0.0162177,0.0259323,0.0130996,0.0279792,0.00609456,0.00652333,0.00892762,0.00825112,0.00374108,0.0158129
8,0.0123852,0.0455018,0.0381341,0.0115984,0.0112042,0,0.0304496,0.00901691,0.0205976,0.0295841,0.0194644,0.0221141,0,0,0.0249104,0.0198312,0.00907826,0.0271681,0.00969089,0.014342,0.0258149,0.0183649,0.0152887,0.00413528,0.00510985,0.00649111,0,0.0179217,0.0117373,0.0212114,0.0231502,0,0,0.00351016,0.00669529,0.0581526,0.0332581,0.0223415,0.0219803,0.0386027,0.0315193,0.0162994,0.0260296,0.0132129,0.0280203,0.00597536,0.00636355,0.00898877,0.00818923,0.003741,0.0157407
