subjectID,raw_peak_forces,raw_rms_forces,raw_peak_moments,raw_rms_moments,mass_normalized_peak_forces,mass_normalized_rms_forces,mass_normalized_peak_moments,mass_normalized_rms_moments,kinetic_normalized_peak_forces,kinetic_normalized_rms_forces,kinetic_normalized_peak_moments,kinetic_normalized_rms_moments
subject01,0.60982034685991,0.1524518619151092,0.46441494992154797,0.15085282217041115,0.008372053087038853,0.002092968999383707,0.006375823035715924,0.002071016229687138,0.0006241124928014907,0.00015602482282199904,0.00046061706816753073,0.0001496191814769757
subject02,0.020255035654448073,0.004251800180016584,0.005987613117879508,0.0012088417440618649,0.0002648409473646453,5.559362160063526e-05,7.828992047436595e-05,1.5805985147252415e-05,1.9832768544910786e-05,4.163160722502154e-06,5.600077934961581e-06,1.1306021021242528e-06
subject04,0.19201386662354497,0.043856434032590805,0.026279423848746764,0.006199326402911817,0.0023912063091350555,0.0005461573353996364,0.00032726555228825363,7.720207226540245e-05,0.00016655503473346467,3.804157492388301e-05,2.223144860123291e-05,5.244407452835868e-06
subject18,0.9725235118651422,0.3549892563370273,0.7168604388441621,0.2843759746458373,0.015174340955923578,0.005538918026790878,0.011185215148137962,0.004437134882912112,0.001012367314724807,0.00036953298898125464,0.0007178306547307121,0.00028476085582131324
subject19,0.23525593627873126,0.06433030261597057,0.2452169921768154,0.09254666030984109,0.0034343932303464416,0.0009391285053426359,0.0035798101047710275,0.0013510461359100888,0.00026766676761331607,7.31929847687334e-05,0.0002785013580095212,0.00010510841988042903
