Timestep,C7,CLAV,LACR,LAJC,LASH,LASI,LCAL,LEJC,LFAradius,LFAsuperior,LFAulna,LHJC,LKJC,LLEL,LLFC,LLMAL,LMEL,LMFC,LMMAL,LMT5,LPSH,LPSI,LSJC,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RAJC,RASH,RASI,RCAL,REJC,RFAradius,RFAsuperior,RFAulna,RHJC,RKJC,RLEL,RLFC,RLMAL,RMEL,RMFC,RMMAL,RMT5,RPSH,RPSI,RSJC,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.00837723,0.00789156,0.00835994,0.00747632,0.014826,0.0106388,0.0107902,0.00158911,0.010914,0.00131036,0.00868403,0.00162214,0.00364312,0.0105404,0.00136365,0.00930352,0.00929542,0.00785232,0.00660583,0.00781323,0.00900301,0.00753168,0.00279616,0.00470288,0.00547729,0.0059278,0.00112521,0.00144443,0.00198596,0.00576078,0.00252699,0.00193749,0.00220133,0.00688159,0.00677164,0.0109427,0.0136384,0.0101152,0.00625927,0.00333706,0.00620837,0.0159653,0.00216914,0.00585509,0.0090718,0.0032712,0.00861988,0.0133418,0.00923614,0.00688959,0.00847412,0.0118177,0.00718099,0.00465276,0.00670262,0.00668186,0.00722144,0.00306194,0.0036337,0.00471749,0.00731086,0.0048178,0.00555468,0.00529976
10,0.00842895,0.00785109,0.00830528,0.00745894,0.0147486,0.0106386,0.0107416,0.00153363,0.0108818,0.00124605,0.00868872,0.00171617,0.00354761,0.0105332,0.00137467,0.00933677,0.00928432,0.00779152,0.00655647,0.00790652,0.00902767,0.00744081,0.00270876,0.00466617,0.00545373,0.0059376,0.00112705,0.00134854,0.00191407,0.00574264,0.00244298,0.00186739,0.00212744,0.00689837,0.00675871,0.0109625,0.0137141,0.010147,0.00627632,0.00334602,0.0062129,0.0159435,0.00226041,0.00570615,0.00909783,0.00308133,0.00857718,0.0133384,0.00916072,0.00696006,0.00838926,0.0118214,0.00710463,0.00465562,0.00658398,0.00660432,0.0071465,0.00296974,0.00350333,0.00456129,0.00725187,0.00482254,0.00556677,0.00531007
11,0.00848801,0.00780531,0.00824947,0.00741936,0.0146694,0.0106423,0.0106658,0.0014821,0.0108578,0.00117955,0.008682,0.00181578,0.00345604,0.0105325,0.00139493,0.00935469,0.00926735,0.00772912,0.00648873,0.00799035,0.00905646,0.00733808,0.00261751,0.00462294,0.00542018,0.00593362,0.00113231,0.00125845,0.00184254,0.005702,0.00235699,0.0017989,0.00205308,0.00691136,0.0067475,0.0109774,0.0137765,0.0101802,0.00629188,0.00336028,0.00621548,0.0159178,0.00236333,0.00559939,0.00912289,0.00294099,0.00854161,0.0133345,0.00909588,0.0070317,0.00831021,0.011826,0.00701245,0.00466115,0.00649685,0.00654607,0.00708982,0.00288726,0.00338912,0.00443024,0.00720214,0.00482936,0.00557891,0.00532082
12,0.00855269,0.00775574,0.00819277,0.00735806,0.0145896,0.0106523,0.0105632,0.00143829,0.0108417,0.00111686,0.00866692,0.00192363,0.00337045,0.0105359,0.00142258,0.00935669,0.00924844,0.00766347,0.00640359,0.00806382,0.00908717,0.00723032,0.00252494,0.00457388,0.00537727,0.00591614,0.00114232,0.00117608,0.00177182,0.00563933,0.00227192,0.00173603,0.00198173,0.00692181,0.00670239,0.0109884,0.0138348,0.0101763,0.00630352,0.00337871,0.00621407,0.015888,0.0024775,0.00553844,0.00914717,0.0028489,0.00847936,0.0133279,0.00904091,0.00707069,0.00821714,0.011832,0.00691219,0.00466829,0.00642534,0.006487,0.0070202,0.00281607,0.00329014,0.00432368,0.00712852,0.00483703,0.0055892,0.00533039
13,0.00861903,0.00770564,0.00813642,0.0072854,0.0145104,0.0106673,0.0104456,0.0014012,0.0108289,0.00106043,0.00864997,0.00204482,0.00328963,0.01054,0.0014552,0.00934938,0.00923131,0.0075942,0.00631075,0.00813049,0.00911783,0.00712382,0.00243269,0.00452233,0.00533062,0.00589204,0.00116018,0.00110064,0.00170149,0.00556573,0.00218894,0.00167891,0.00191426,0.00693202,0.00661896,0.010999,0.0138995,0.0101336,0.00631103,0.00339855,0.00620929,0.0158558,0.00260215,0.00550523,0.00917078,0.00278399,0.00838006,0.0133181,0.00898795,0.00707569,0.00810329,0.0118391,0.00681205,0.00467625,0.00635332,0.00641566,0.00692526,0.0027558,0.00319884,0.00423108,0.00702384,0.00484504,0.00559748,0.00533869
14,0.00868281,0.00765858,0.00808202,0.0072146,0.0144333,0.0106837,0.0103281,0.00136685,0.0108126,0.00100898,0.00863836,0.00218232,0.00320708,0.0105424,0.00149199,0.00934142,0.00921807,0.00752225,0.00622268,0.00819513,0.009147,0.00701993,0.00234186,0.00447055,0.00528605,0.00586919,0.00118865,0.00102872,0.00162889,0.00549588,0.00210811,0.00162494,0.00184956,0.00694408,0.00650693,0.0110121,0.0139756,0.0100637,0.00631547,0.00341726,0.00620275,0.0158231,0.00273703,0.00548179,0.00919362,0.00272863,0.00824964,0.0133062,0.00893162,0.00705556,0.00796383,0.0118463,0.00671565,0.00468435,0.00627371,0.00632998,0.00680776,0.00270647,0.00311053,0.00414435,0.00688951,0.00485317,0.00560442,0.00534628
15,0.00874327,0.00761511,0.00802941,0.00715402,0.014358,0.0106974,0.0102206,0.00133062,0.010788,0.000958366,0.00863571,0.00233439,0.00311128,0.0105421,0.00153199,0.00933702,0.00920853,0.00744903,0.00614595,0.0082593,0.00917464,0.00691557,0.00225155,0.00441737,0.0052455,0.00585175,0.00123018,0.000954105,0.00155062,0.00544006,0.00202752,0.00156994,0.0017847,0.00695875,0.00637409,0.0110281,0.0140616,0.00997239,0.00631803,0.00343435,0.00619547,0.015791,0.00288106,0.00546222,0.00921618,0.00267912,0.00809851,0.0132928,0.00887316,0.00701223,0.00779396,0.0118531,0.00662222,0.00469253,0.00618874,0.00623308,0.00667562,0.00266878,0.0030265,0.00406312,0.00672545,0.00486148,0.00561069,0.00535362
16,0.00880222,0.00757332,0.00797652,0.00710728,0.0142821,0.0107068,0.0101281,0.00128795,0.0107524,0.000903201,0.00864242,0.00249529,0.00299129,0.0105385,0.00157248,0.00933579,0.00920204,0.00737682,0.00608143,0.00831991,0.0092024,0.00680783,0.00215876,0.00436196,0.00520961,0.00584233,0.00128633,0.000869254,0.00146666,0.00540576,0.00194325,0.00150859,0.00171518,0.00697585,0.00622819,0.0110459,0.0141541,0.0098642,0.00631868,0.00345128,0.00618754,0.0157602,0.00302888,0.0054477,0.00923948,0.00263847,0.00793825,0.0132772,0.00881657,0.00694701,0.00759917,0.0118592,0.00653101,0.00469937,0.00610437,0.00613079,0.00653774,0.00264248,0.00295019,0.00399052,0.00653832,0.00486844,0.00561542,0.00535942
17,0.00886079,0.0075322,0.00792101,0.00707367,0.0142016,0.0107117,0.0100507,0.00123644,0.0107032,0.000841006,0.00865828,0.00266116,0.00283989,0.0105306,0.00161262,0.00933477,0.00919942,0.00730878,0.00602576,0.00837164,0.00923289,0.0066957,0.00205967,0.00430477,0.00517859,0.00584268,0.0013573,0.00076683,0.00137943,0.00539784,0.00185082,0.00143652,0.00163703,0.00699589,0.00607791,0.0110672,0.0142512,0.00974707,0.00631483,0.00347157,0.00617637,0.0157282,0.00317349,0.00543702,0.00926326,0.00260664,0.00777839,0.0132572,0.00876293,0.00686696,0.00739456,0.0118622,0.00644184,0.0047016,0.00602369,0.00602764,0.00640081,0.00262508,0.00288281,0.00392675,0.00634208,0.00487045,0.00561521,0.00536018
18,0.00891863,0.00749232,0.00786191,0.00704871,0.0141138,0.0107127,0.00998245,0.00118081,0.0106427,0.000776764,0.00868089,0.00283521,0.00266167,0.0105191,0.00165456,0.0093312,0.00920156,0.00724901,0.00597133,0.0084134,0.00926778,0.00657818,0.0019532,0.00424901,0.00515291,0.00585352,0.00144371,0.000650115,0.00129566,0.00541551,0.00174966,0.00135585,0.00155152,0.00702015,0.00592906,0.011095,0.0143556,0.00962879,0.00630485,0.00349821,0.00615955,0.0156917,0.0033173,0.00543199,0.00928642,0.00258602,0.00762421,0.0132322,0.00871342,0.00677994,0.00719783,0.0118605,0.00635326,0.00469733,0.00595038,0.00592762,0.00626997,0.00261491,0.00282453,0.00387192,0.00615165,0.00486542,0.005608,0.00535395
19,0.00897662,0.00745284,0.00779997,0.00702426,0.0140189,0.0107102,0.00990869,0.00113245,0.0105785,0.000719274,0.0087041,0.0030214,0.002483,0.0105083,0.00169753,0.00932488,0.00920623,0.00720273,0.00590664,0.00845602,0.00930788,0.00645237,0.00184224,0.00420244,0.00513459,0.00587357,0.00154165,0.000545359,0.00122785,0.00544873,0.00164446,0.0012759,0.00146548,0.00704779,0.00578131,0.0111285,0.014468,0.00951112,0.00628993,0.00353285,0.0061371,0.0156488,0.00347254,0.00543684,0.00930865,0.00257957,0.00747435,0.0132034,0.00866961,0.00668815,0.00701723,0.0118549,0.00626164,0.00468799,0.00588679,0.00583211,0.00614594,0.00261191,0.00277296,0.00382529,0.00597255,0.00485492,0.00559528,0.00534226
20,0.00903642,0.00741263,0.00773806,0.00698788,0.0139225,0.0107049,0.0098071,0.00110158,0.0105173,0.000675153,0.00872518,0.00321346,0.00235035,0.0105032,0.00173639,0.00931921,0.00920926,0.00717224,0.00582528,0.00852163,0.00935121,0.00631306,0.00173488,0.00417356,0.00512628,0.00589546,0.00163113,0.000498491,0.00117883,0.00547681,0.00154509,0.00120881,0.00138847,0.00707472,0.00563562,0.0111626,0.0145755,0.00939548,0.00627192,0.00357506,0.00610998,0.0155999,0.00364606,0.00544544,0.00933026,0.00257729,0.00732502,0.0131723,0.00862883,0.00659491,0.00684988,0.0118478,0.00616034,0.0046761,0.00582638,0.00573827,0.00602397,0.00261615,0.00272088,0.00377921,0.00580286,0.00484193,0.00557992,0.00532784
21,0.00910151,0.00736952,0.00767934,0.00692981,0.0138319,0.0106987,0.00965783,0.00108866,0.0104619,0.000644423,0.00874577,0.0033976,0.00229842,0.0105059,0.00176697,0.00931798,0.00920725,0.00715279,0.00573254,0.00863264,0.00939429,0.00615583,0.00163728,0.00416225,0.00512678,0.00590641,0.0016874,0.000527288,0.00113416,0.00548403,0.0014587,0.00116045,0.00132507,0.00709573,0.00549137,0.0111893,0.0146576,0.00928006,0.00625293,0.00362329,0.00607998,0.0155469,0.00383156,0.00543931,0.00935147,0.00255715,0.00717069,0.0131409,0.00858313,0.00650093,0.00668827,0.0118428,0.00604211,0.0046663,0.00575355,0.00563722,0.00589386,0.00262637,0.00265937,0.00372054,0.00563641,0.00483156,0.005566,0.00531491
22,0.0091756,0.00732063,0.00762464,0.00684772,0.0137493,0.0106979,0.00945108,0.00108643,0.0104119,0.000623104,0.00876824,0.00357031,0.00232278,0.0105143,0.001796,0.00931514,0.00920049,0.00713404,0.00563582,0.00879735,0.00943622,0.0059829,0.00154781,0.00415648,0.00512564,0.00589333,0.00171183,0.0006145,0.00109121,0.00548223,0.00138362,0.001127,0.00127171,0.00710873,0.00534467,0.0112033,0.0147111,0.00915987,0.00623508,0.0036757,0.00604921,0.0154913,0.00402015,0.00540656,0.00937276,0.00250767,0.00700792,0.0131106,0.00852644,0.00640255,0.00652681,0.0118431,0.00590627,0.00466385,0.00565904,0.005522,0.0057492,0.00264066,0.00258467,0.00364227,0.00546688,0.00482912,0.00555739,0.00530776
23,0.00925566,0.00726767,0.00757368,0.00675008,0.0136724,0.0107085,0.00919819,0.00108897,0.0103622,0.000610177,0.00879646,0.00374131,0.00239257,0.0105241,0.00183474,0.00930059,0.00919306,0.00710679,0.00554306,0.00900033,0.00947832,0.00580489,0.0014633,0.00414468,0.00511229,0.00585389,0.00172985,0.000737403,0.00106742,0.00550648,0.00131529,0.00110183,0.00122354,0.00711655,0.00520174,0.0112076,0.014755,0.00904326,0.00621871,0.0037288,0.00601961,0.015437,0.00420895,0.00535632,0.00939444,0.00244176,0.0068441,0.0130816,0.00846026,0.00630773,0.00636586,0.0118471,0.00576195,0.00466776,0.00555353,0.00540085,0.00560038,0.00265821,0.00250101,0.00355085,0.00529878,0.00483366,0.00555373,0.00530601
24,0.0093356,0.00721507,0.0075254,0.00665438,0.013596,0.0107288,0.00894501,0.00109612,0.0103068,0.000610542,0.0088329,0.00392344,0.00245081,0.0105311,0.00189071,0.00927139,0.00919076,0.00706685,0.00546664,0.00918741,0.00952297,0.00563515,0.00138273,0.00411875,0.00508371,0.0058003,0.00176995,0.000868403,0.00105543,0.00556504,0.00125098,0.00108158,0.00117916,0.00712481,0.00506958,0.0112113,0.0148125,0.00894045,0.00620264,0.00377825,0.00599256,0.0153876,0.00439898,0.00530575,0.00941554,0.00237911,0.00668558,0.0130533,0.00839035,0.00622651,0.00620476,0.011851,0.00562169,0.00467384,0.00545238,0.00528552,0.00545973,0.00268099,0.00241611,0.00345829,0.00513728,0.00484083,0.00555195,0.00530653
25,0.00941363,0.00716444,0.00747832,0.0065663,0.0135142,0.0107517,0.00874241,0.00111223,0.0102445,0.000630659,0.00887529,0.00412404,0.00242836,0.0105329,0.00196237,0.00922426,0.00919784,0.00701035,0.00540755,0.0092889,0.00957361,0.00548297,0.00130666,0.00406772,0.00503697,0.00574365,0.00185207,0.000991187,0.00100904,0.00561181,0.00119054,0.00106777,0.00114078,0.00713768,0.00493979,0.0112212,0.0148944,0.00884413,0.00618455,0.00382295,0.00596679,0.0153421,0.0045909,0.00526094,0.00943361,0.00232477,0.00652379,0.0130254,0.00831942,0.00615336,0.00603521,0.0118529,0.00549354,0.00468079,0.00535596,0.00517388,0.00532268,0.00271237,0.00233396,0.00337012,0.0049733,0.00484855,0.00554917,0.00530711
26,0.00948752,0.00711741,0.00743321,0.00647986,0.0134265,0.010771,0.00860806,0.00114181,0.010176,0.000672009,0.00892116,0.00433783,0.00229657,0.0105299,0.00204807,0.00915642,0.00921471,0.00693647,0.00535582,0.00928244,0.00963127,0.00535277,0.00124072,0.00398652,0.00496953,0.00568707,0.00198064,0.00111454,0.000900688,0.00561711,0.00113932,0.00106532,0.00111401,0.00715544,0.0048099,0.0112397,0.0149975,0.0087515,0.00616301,0.00386296,0.00594112,0.0152996,0.00478243,0.00522636,0.00944803,0.00228196,0.00635506,0.0129968,0.00824968,0.0060862,0.00585392,0.011851,0.00538202,0.00468642,0.0052657,0.00506654,0.00518823,0.002753,0.00225611,0.00329052,0.00480363,0.00485434,0.0055432,0.00530551
27,0.00955313,0.00707686,0.00739315,0.0063857,0.0133384,0.0107847,0.00851866,0.00118662,0.0101016,0.000732106,0.00897106,0.00454848,0.00208306,0.0105239,0.00215835,0.00906558,0.00923954,0.00684689,0.00529968,0.00919514,0.00969362,0.00524487,0.00119376,0.00387584,0.00487659,0.00562115,0.00214418,0.00125867,0.000752215,0.00557839,0.00110584,0.00107919,0.00110515,0.00717544,0.00469069,0.0112656,0.0151088,0.00867206,0.00613788,0.00389757,0.00591582,0.0152615,0.00496507,0.00520711,0.00946012,0.00225808,0.00619017,0.0129667,0.0081833,0.00603308,0.00566798,0.0118435,0.00528821,0.00468756,0.00519013,0.00497225,0.00506721,0.00279639,0.00218329,0.00322345,0.00463897,0.00485554,0.00553297,0.00529992
28,0.00960885,0.00704335,0.00736085,0.0062787,0.0132579,0.010795,0.00843451,0.00124357,0.0100248,0.000803556,0.00902398,0.00473331,0.00184726,0.0105175,0.00229776,0.00895373,0.00926859,0.00674347,0.00522996,0.00906921,0.00975676,0.00515257,0.00117044,0.0037415,0.00475645,0.00553172,0.0023167,0.0014259,0.000617266,0.00548001,0.00109464,0.00110988,0.00111552,0.00719286,0.00459058,0.0112922,0.0152075,0.00861137,0.00610779,0.00392803,0.00588957,0.015229,0.00512519,0.00519813,0.00947081,0.00225308,0.00604289,0.0129333,0.00811908,0.00599693,0.0054884,0.0118302,0.00520872,0.00468234,0.00513242,0.00489431,0.00496815,0.00283117,0.00211557,0.00316725,0.00449067,0.00485082,0.00551759,0.00528888
29,0.0096558,0.00701498,0.00733673,0.00615709,0.0131913,0.0108038,0.00832174,0.00130506,0.00995081,0.000875836,0.00907691,0.0048744,0.00164648,0.0105133,0.00245077,0.00882807,0.00929713,0.00662952,0.00514175,0.00893939,0.00981643,0.00506373,0.00116762,0.00359347,0.00461556,0.00541031,0.0024662,0.00159604,0.000538227,0.00529718,0.0011024,0.00115158,0.00113924,0.00720336,0.00451065,0.011312,0.0152759,0.00856736,0.00607079,0.00395712,0.00586005,0.0152016,0.00525468,0.00518874,0.00948024,0.002259,0.005921,0.0128951,0.00805494,0.00597299,0.00532464,0.0118126,0.00513887,0.0046701,0.00508883,0.00482905,0.00489184,0.00285021,0.00205331,0.00311702,0.00436422,0.00483986,0.00549627,0.00527134
30,0.00969601,0.00698948,0.00731996,0.00602311,0.013141,0.0108113,0.00815502,0.00136243,0.00988543,0.000938803,0.00912516,0.00497301,0.00151966,0.0105131,0.0025911,0.00870087,0.00932026,0.00652117,0.00503588,0.00884446,0.00986913,0.00496764,0.00117624,0.00344632,0.00447042,0.0052619,0.00256619,0.00174471,0.000508531,0.00504386,0.00111982,0.00119496,0.00116616,0.00720502,0.00444641,0.0113205,0.0153141,0.00853453,0.00603038,0.00398558,0.00582959,0.0151802,0.0053653,0.00517799,0.00948971,0.00227146,0.00582165,0.0128542,0.00799292,0.00595515,0.00517968,0.0117933,0.0050748,0.00465274,0.00505606,0.00477319,0.0048335,0.00285897,0.00199654,0.00307072,0.00425801,0.00482523,0.00547253,0.00525038
31,0.00973039,0.0069661,0.00730975,0.00587848,0.0131061,0.0108156,0.0079135,0.00141031,0.00983036,0.000987177,0.00916661,0.00504341,0.00147648,0.0105178,0.00270311,0.00857833,0.00933514,0.00644554,0.00491812,0.00882447,0.0099137,0.00486101,0.00118664,0.00331311,0.00433716,0.00509846,0.00260415,0.00185875,0.000497802,0.00480162,0.00113702,0.00123207,0.00118745,0.00719829,0.00439575,0.0113185,0.0153364,0.00851214,0.00599432,0.00401145,0.00580444,0.0151675,0.00547851,0.00517765,0.00950208,0.00229587,0.00573819,0.0128155,0.0079389,0.0059439,0.00505106,0.011774,0.00501614,0.00463291,0.00503716,0.0047299,0.00479061,0.00286924,0.0019447,0.00303161,0.00416926,0.00481042,0.00545245,0.00523133
32,0.0097597,0.00694482,0.00730491,0.00572363,0.0130818,0.0108136,0.0075954,0.00144986,0.00978222,0.00102461,0.00920348,0.00509547,0.00147494,0.0105247,0.00279606,0.00845359,0.00934501,0.00641797,0.00479854,0.00888568,0.00995296,0.00474862,0.00119521,0.00319689,0.00422012,0.00493292,0.00259257,0.00194408,0.000497998,0.00469852,0.00115045,0.00126155,0.00120176,0.00718562,0.00435781,0.01131,0.0153543,0.00850009,0.00596653,0.00403474,0.00578763,0.0151624,0.00560124,0.005196,0.00951988,0.00233668,0.00566681,0.01278,0.00789655,0.00594012,0.00493689,0.0117543,0.00496701,0.00461172,0.00503452,0.00470197,0.0047619,0.00288594,0.00189712,0.00300304,0.00409599,0.00479661,0.00543847,0.0052165
