Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0272442,0.0140335,0.0152342,0.0120785,0.0136974,0.00762648,0.00810298,0.00611112,0.0117895,0.0179611,0.025974,0.0160833,0.0122862,0.0101956,0.0112499,0.0183944,0.0229149,0.0180016,0.0327832,0.0145795,0.0129366,0.0108764,0.00780741,0.0188824,0.0138519,0.0116628,0.00835116,0.00754063,0.0111055,0.0191215,0.0288624,0.0240313,0.0148717,0.0114204,0.0394068,0.0199424,0.0246166,0.0177331,0.0335867,0.0133107,0.0119124,0.0114687
0,0.0299506,0.008095,0.0151605,0.00453622,0.00811716,0.0136634,0.00653962,0.00600873,0.0108775,0.0145317,0.0217593,0.0113464,0.0140121,0.00880222,0.0069021,0.0172429,0.023614,0.0154719,0.0262331,0.00573905,0.00594977,0.00699674,0.0154363,0.0286181,0.01343,0.00976493,0.00743097,0.00954748,0.00620702,0.0166556,0.0196326,0.0251689,0.00505145,0.00932613,0.0205696,0.0197959,0.0182103,0.0152469,0.0112459,0.0086747,0.0049766,0.00529229
1,0.0288839,0.00697763,0.0136545,0.00645538,0.0034969,0.0136218,0.0065254,0.00503089,0.01007,0.0139129,0.0218187,0.0122193,0.0178558,0.0116484,0.00457706,0.0185261,0.0258039,0.0179808,0.0283696,0.00540961,0.00740596,0.00688768,0.014554,0.0295785,0.0117671,0.0104701,0.00416493,0.00810102,0.00860673,0.0144355,0.0189445,0.0249812,0.00604905,0.00949166,0.0189349,0.0146863,0.0144339,0.0132496,0.00775488,0.00835453,0.00473466,0.00518517
2,0.0281528,0.0067558,0.0124985,0.00790146,0.00548518,0.0133564,0.00645183,0.00406117,0.00951817,0.0137951,0.0246845,0.0120302,0.0203723,0.0137722,0.00493125,0.0191968,0.0272112,0.0195923,0.0326903,0.00568991,0.00876931,0.00704568,0.014074,0.0292731,0.0108521,0.0108981,0.00205656,0.00759211,0.0102133,0.013039,0.0177169,0.0250045,0.0076578,0.00964443,0.0192268,0.0109731,0.0121281,0.0107437,0.00682995,0.00806693,0.00458154,0.00522651
3,0.0276565,0.00731783,0.0117005,0.00909135,0.00834681,0.0127408,0.00623576,0.00296392,0.00906624,0.0140341,0.0281851,0.0110598,0.021389,0.0144944,0.00591838,0.0195049,0.0277603,0.0203134,0.0377065,0.00616864,0.00967805,0.00727655,0.0138992,0.0279542,0.00936991,0.010889,0.00107136,0.00713404,0.0111378,0.0124115,0.0150427,0.0252881,0.00993526,0.0104314,0.0209255,0.00962173,0.011593,0.00738351,0.00688963,0.0076418,0.00435119,0.00517424
4,0.0272768,0.00846769,0.0113127,0.0101384,0.0105278,0.0118228,0.00601082,0.00186848,0.00870902,0.0145003,0.0315285,0.00984514,0.021083,0.0140277,0.00708194,0.019881,0.0273465,0.0203372,0.0427584,0.00645456,0.00992245,0.00745633,0.0139878,0.0261642,0.00701306,0.0104498,0.00153094,0.00638412,0.0116064,0.0124349,0.0108836,0.0259851,0.012021,0.0115142,0.0226713,0.00985972,0.0113569,0.0035193,0.00898914,0.00694993,0.0041949,0.00503781
5,0.0269464,0.00995748,0.0113894,0.0105749,0.0123786,0.0108584,0.00588177,0.00128861,0.00857359,0.0150752,0.0344081,0.00895243,0.0198888,0.0128942,0.00855317,0.0205991,0.0259076,0.019978,0.0474621,0.00636174,0.00939334,0.00751954,0.0142624,0.0244867,0.00450367,0.00984131,0.00278513,0.00531814,0.0120155,0.0128827,0.0078705,0.0271998,0.0126142,0.0116299,0.0231772,0.00972661,0.00917435,0.00230644,0.0109368,0.00603263,0.00459584,0.00502049
6,0.0265924,0.0115036,0.0119223,0.00987985,0.0141219,0.0102177,0.00581149,0.00149206,0.00885695,0.0156356,0.0366306,0.00876775,0.0182745,0.0116038,0.0102432,0.0214713,0.0235391,0.0195021,0.0514893,0.00619281,0.00818058,0.00754802,0.0144936,0.0232658,0.00400047,0.00948749,0.0044576,0.0039381,0.0128203,0.0134999,0.00940572,0.0288073,0.0110601,0.0102715,0.0220149,0.00868745,0.00431528,0.00524359,0.0112715,0.00586922,0.00601779,0.00562781
7,0.0260784,0.0128249,0.0127414,0.00825437,0.0156448,0.0102142,0.00585037,0.00186588,0.00967968,0.0160808,0.0380863,0.00932773,0.0164922,0.0103998,0.0118252,0.0219601,0.0205772,0.0188899,0.054523,0.00679027,0.00679496,0.00781865,0.0143711,0.0224953,0.00555352,0.00979848,0.00644,0.00228154,0.0142606,0.0141717,0.0120577,0.0304448,0.00791412,0.00825501,0.019555,0.0078541,0.00414046,0.00801289,0.0106583,0.00804941,0.00826001,0.00737358
8,0.025289,0.0137997,0.0135537,0.00666879,0.0167829,0.0109983,0.00633361,0.00255345,0.0109185,0.016367,0.0387408,0.010358,0.0145178,0.0092162,0.0129495,0.0216966,0.017577,0.0177293,0.0562608,0.00848457,0.00625338,0.00856114,0.0138173,0.0218968,0.0069082,0.0109063,0.00843607,0.00138235,0.0161455,0.0149665,0.0129429,0.0316607,0.00472967,0.00673531,0.0166347,0.00890332,0.0107119,0.0105589,0.0104192,0.0116587,0.0106582,0.00994438
9,0.0242813,0.0145901,0.0141031,0.00612804,0.0174776,0.0124569,0.00732169,0.00388975,0.0122534,0.0165374,0.0386101,0.0115551,0.0121962,0.00781209,0.0134325,0.0208797,0.01513,0.0155148,0.0564858,0.0105359,0.00717825,0.00964483,0.0131689,0.021146,0.00770597,0.0124962,0.00994814,0.00302925,0.0179359,0.0159571,0.01209,0.0321361,0.00337348,0.00588012,0.0144469,0.0117686,0.0157925,0.0132597,0.0111505,0.0146209,0.0125551,0.0123472
10,0.0233359,0.0154675,0.0142859,0.00672366,0.0177655,0.0141611,0.00825273,0.00553136,0.013405,0.0167293,0.0377648,0.012728,0.0094935,0.00601829,0.0133754,0.0201316,0.0137399,0.0122725,0.0551912,0.0121892,0.00900128,0.0107087,0.0128217,0.0201457,0.00848251,0.0139993,0.0106067,0.0050262,0.0190661,0.0170476,0.0104832,0.0318569,0.00446711,0.00596058,0.0141433,0.0151508,0.0187424,0.0161256,0.0125935,0.015659,0.0135759,0.013623
11,0.0228163,0.0164837,0.0142142,0.0078743,0.0177503,0.0155328,0.00882495,0.00687154,0.0142615,0.017117,0.0363275,0.0137154,0.00671382,0.00405187,0.0131468,0.0199635,0.0138778,0.0091784,0.0526412,0.0132932,0.0111218,0.0115347,0.012698,0.019142,0.00952815,0.0149439,0.0104387,0.00656382,0.0192324,0.0180461,0.00882272,0.0310706,0.00688392,0.00809587,0.0156427,0.0181429,0.0201273,0.0187408,0.0142227,0.0148136,0.0137224,0.0133752
