Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0167255,0.0416545,0.035179,0.0154132,0.0111909,0.00526618,0.00600436,0.00497836,0.00533626,0.0234556,0.0271978,0.0132029,0.0129627,0.0114876,0.00738111,0.0143892,0.0153951,0.0175754,0.0142424,0.00723194,0.00904337,0.00676032,0.0295452,0.0134208,0.00866563,0.00911107,0.00488278,0.00406998,0.00630808,0.0192458,0.0246856,0.0189987,0.0138102,0.0107656,0.00881686,0.0181051,0.0184499,0.0180232,0.0146566,0.00573174,0.00638425,0.00549537
0,0.0189483,0.0386221,0.0354315,0.00983467,0.0054963,0.00699395,0.00573827,0.00344965,0.00640954,0.0237975,0.026613,0.0170838,0.00410435,0.00419682,0.00515423,0.0111146,0.00974481,0.00760851,0.0175484,0.00788074,0.0114787,0.00725762,0.0264132,0.0116954,0.00427647,0.00841935,0.00292243,0.00434184,0.00412044,0.0192607,0.0211153,0.0161857,0.00576594,0.0094015,0.00957549,0.0159892,0.0135571,0.00668994,0.0133965,0.00269294,0.00506965,0.00226129
1,0.0191598,0.0390083,0.0348306,0.00964424,0.00306163,0.00761331,0.00564672,0.00343685,0.0060359,0.0230798,0.0289443,0.0174689,0.00364841,0.00203332,0.00426408,0.0103001,0.00859487,0.00647917,0.0149317,0.00761356,0.0106674,0.00667547,0.0259442,0.0110492,0.00296758,0.00926016,0.00230291,0.00404851,0.00391474,0.0187887,0.0252221,0.0161889,0.00828942,0.00962326,0.0085006,0.0134243,0.00996668,0.000969502,0.00762009,0.00335073,0.00508056,0.00284018
2,0.019264,0.0393446,0.0343485,0.00923816,0.00110242,0.00787899,0.00556102,0.00331156,0.00569689,0.0224731,0.0306729,0.0173568,0.00361961,0.00243743,0.0040076,0.0094861,0.00758909,0.00537539,0.0137279,0.00733344,0.0100155,0.00618373,0.0256934,0.0105622,0.00489979,0.00972478,0.00196419,0.00397106,0.00393852,0.0185347,0.0273481,0.016233,0.0107834,0.0101483,0.00789742,0.0112369,0.0066246,0.00577416,0.00530448,0.00390061,0.00505994,0.00335534
3,0.0191881,0.0396808,0.0340287,0.00867905,0.000808869,0.00787996,0.00555843,0.0032002,0.0054724,0.0220687,0.0319913,0.0167689,0.00379826,0.00377228,0.00427827,0.00842058,0.00652689,0.00438849,0.0133596,0.00705369,0.00948968,0.00586764,0.025691,0.0100465,0.00528435,0.00986214,0.00190818,0.00398288,0.00417534,0.0184853,0.0279761,0.0161487,0.0127724,0.0111074,0.00728713,0.00922479,0.00438066,0.0117226,0.00658648,0.00437549,0.00505619,0.00375358
4,0.0188407,0.0401185,0.0339183,0.00816494,0.00253246,0.00773619,0.00570765,0.00326224,0.00546483,0.0219818,0.0330634,0.0157011,0.00422242,0.00499754,0.00497411,0.00678294,0.00533401,0.00373814,0.0129167,0.00684517,0.00904797,0.00587762,0.0259465,0.00908795,0.00444485,0.00978875,0.00218154,0.0039077,0.00470311,0.0186009,0.0279939,0.0155625,0.0138934,0.0120198,0.00695725,0.00724151,0.0053788,0.0165629,0.00747784,0.00494118,0.00519561,0.00412926
5,0.0182693,0.0407605,0.0340539,0.00803966,0.00402751,0.00755144,0.00608982,0.00343526,0.00576627,0.0222686,0.0338734,0.0140955,0.00502894,0.00611455,0.00594669,0.00464152,0.00432823,0.0036787,0.0119131,0.00691251,0.0087045,0.00640346,0.0264284,0.0076113,0.00318808,0.00965664,0.00292061,0.00358115,0.00563273,0.0188277,0.0280164,0.0141579,0.0141567,0.0120646,0.00695316,0.00540711,0.00770675,0.0194629,0.00735947,0.00584855,0.00566677,0.00464592
6,0.0177108,0.0416365,0.0344623,0.00858715,0.00538439,0.00737612,0.00677224,0.00356059,0.00640897,0.0228884,0.0343737,0.0120935,0.00607868,0.00715312,0.00702586,0.00342969,0.00418643,0.00422578,0.0104212,0.0075601,0.00858123,0.00751455,0.0270916,0.00681177,0.00223679,0.00957832,0.00426698,0.00294764,0.00698864,0.0191265,0.028125,0.01212,0.013888,0.0108479,0.00638613,0.00461336,0.00890733,0.0202726,0.00694568,0.00731368,0.00667061,0.00546042
7,0.0174968,0.0426753,0.0351117,0.00975547,0.00671844,0.00723753,0.00772636,0.0035698,0.00728016,0.0236926,0.034597,0.0103248,0.00706302,0.00809366,0.00800225,0.00511428,0.00488876,0.00502189,0.00876665,0.00893932,0.00882837,0.00898941,0.0279109,0.00865483,0.00247756,0.00960796,0.00614416,0.00211036,0.00861219,0.0194599,0.0281813,0.0104422,0.0134912,0.00883271,0.00490446,0.00569137,0.00865341,0.0197828,0.00658825,0.00933346,0.00826846,0.00659133
8,0.0178251,0.0436977,0.0358791,0.0112332,0.00803032,0.00715523,0.00876061,0.00347137,0.0081267,0.0244833,0.0346521,0.00942084,0.00772356,0.00894163,0.00870358,0.00770493,0.00560374,0.00565058,0.00722538,0.0107928,0.00939528,0.0103811,0.0288757,0.0123009,0.00401557,0.00976574,0.00810603,0.00136654,0.0101713,0.0197802,0.0281389,0.0103901,0.0132451,0.00702932,0.00339191,0.00756423,0.00791293,0.0192259,0.0070528,0.0115396,0.0102216,0.00783627
