Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0155429,0.0387868,0.0319928,0.0182004,0.0186657,0.0143617,0.00902763,0.00664176,0.00883959,0.0161635,0.0320026,0.0138293,0.0127741,0.0148793,0.0123949,0.0175053,0.0174166,0.017628,0.0149265,0.0144078,0.0155575,0.00935792,0.024199,0.0182621,0.0125927,0.0184249,0.0115271,0.00704344,0.012108,0.0184069,0.0232513,0.0132297,0.0133142,0.0122338,0.0100504,0.0172051,0.0190631,0.0160403,0.0163275,0.0126671,0.0131461,0.0116976
0,0.0101608,0.0328074,0.0288577,0.0186243,0.0172461,0.0145589,0.012657,0.00691999,0.0139116,0.0125247,0.0473012,0.00993875,0.0243555,0.0197166,0.0195387,0.0093224,0.0118698,0.0154783,0.0286916,0.0167567,0.0169655,0.0160271,0.0244021,0.0267305,0.00735888,0.01529,0.00686063,0.00291249,0.00688046,0.0226853,0.023523,0.00945674,0.0116982,0.0114078,0.00721675,0.0292087,0.0235439,0.021103,0.0175427,0.0151481,0.0128352,0.0100126
1,0.00975205,0.0335335,0.0287823,0.0186158,0.0140587,0.0141335,0.0125402,0.00889977,0.0131078,0.0127557,0.0441867,0.00889303,0.0174931,0.0156524,0.0159519,0.00540776,0.00610506,0.0078493,0.0211856,0.0169476,0.0167442,0.0160877,0.023185,0.0261203,0.0101044,0.0150634,0.00742392,0.0030904,0.00811925,0.0222999,0.0294021,0.010563,0.00693942,0.0068413,0.00580287,0.0248652,0.0192562,0.0151939,0.0173965,0.0139677,0.0125851,0.0093939
2,0.00997482,0.0342563,0.0289174,0.0183537,0.0128941,0.0137416,0.0118653,0.0101948,0.0121375,0.0132127,0.0406506,0.00795412,0.014181,0.0143256,0.0147259,0.00439489,0.00485779,0.00277137,0.0142503,0.0167637,0.0162138,0.0154673,0.0222977,0.0247515,0.0147902,0.0150697,0.00757026,0.00322014,0.00890107,0.0219269,0.0335985,0.0110709,0.00279593,0.00235612,0.00384638,0.020653,0.0163551,0.0103389,0.0168894,0.0125866,0.01194,0.00866129
3,0.0107546,0.0350586,0.02912,0.0177613,0.0118457,0.0132848,0.0106214,0.0105684,0.0108981,0.013869,0.0374962,0.00720515,0.0135056,0.013796,0.0143088,0.00595602,0.00833466,0.00378873,0.0102479,0.016069,0.0154933,0.0140855,0.0217772,0.0227457,0.0172207,0.015185,0.0073661,0.0030728,0.00930233,0.0216256,0.0355185,0.0111799,0.00379405,0.0034551,0.00471758,0.0167697,0.0142534,0.00886809,0.0139372,0.0110635,0.0109938,0.00776715
4,0.0118273,0.0360744,0.0292424,0.0169784,0.0105589,0.0127879,0.00897033,0.00998816,0.0093061,0.0147122,0.035413,0.00687297,0.0143061,0.0136493,0.0141937,0.00814289,0.011793,0.00595378,0.0119077,0.0146985,0.0146867,0.0119517,0.0215862,0.0203869,0.0170766,0.015297,0.0071347,0.00270576,0.0094718,0.0214711,0.0349558,0.0110936,0.00764511,0.0076936,0.00772031,0.0135436,0.0131066,0.012464,0.0102816,0.0093863,0.00984575,0.00665081
5,0.0127863,0.0373596,0.0292967,0.0165789,0.00927252,0.0124958,0.00699473,0.00853454,0.0072664,0.015746,0.0343989,0.00717082,0.0157621,0.0141785,0.0143674,0.0104804,0.0140235,0.00661866,0.0158366,0.0125029,0.013765,0.00928951,0.0216217,0.0183441,0.0150953,0.0153999,0.0072446,0.0022422,0.00959393,0.0214329,0.0323527,0.0110059,0.0104258,0.0110408,0.0102568,0.0109811,0.0129382,0.0166722,0.0092955,0.00739,0.00856707,0.00514294
6,0.0133471,0.0388682,0.0294818,0.0171486,0.00836291,0.0126951,0.00507527,0.00641098,0.00493238,0.0169567,0.0340444,0.00820998,0.0173404,0.0156395,0.0148645,0.0129152,0.0147895,0.00584719,0.0188078,0.00943812,0.0126253,0.0067959,0.0218496,0.017695,0.0126765,0.0156003,0.00782361,0.00196869,0.00988455,0.021376,0.0289624,0.0114847,0.0112655,0.0125483,0.0115658,0.00864889,0.0127695,0.0182148,0.0100988,0.00514891,0.00745652,0.00318847
7,0.0134815,0.0405269,0.0300315,0.0186197,0.00810791,0.0134663,0.00479661,0.00412798,0.00384122,0.0183186,0.0339631,0.00967197,0.0185769,0.0178471,0.0155073,0.0152554,0.0142482,0.0044784,0.0199464,0.00581015,0.0112918,0.00600875,0.0224378,0.0189105,0.0112979,0.0160002,0.00860704,0.00235556,0.0105105,0.0211805,0.0263871,0.0129624,0.0100901,0.0117034,0.0114486,0.00658176,0.0119443,0.0169668,0.0104589,0.00444856,0.00738192,0.00238468
8,0.0132996,0.0422393,0.0309553,0.0204291,0.00844613,0.0146501,0.00624027,0.00255948,0.0058745,0.0197697,0.033989,0.010594,0.0191055,0.0201322,0.0158789,0.0171458,0.0129852,0.00431841,0.019328,0.00296454,0.00994222,0.00748017,0.0236957,0.0206746,0.0116365,0.0165901,0.00913305,0.00323287,0.0114228,0.0208505,0.0253133,0.0146815,0.00770071,0.00910349,0.0104135,0.00612297,0.0113799,0.0152319,0.0105442,0.00688375,0.00890077,0.00491408
