Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0169439,0.0412709,0.031987,0.0137634,0.0128648,0.00594725,0.0054847,0.00570671,0.00457147,0.0212348,0.0267737,0.0140863,0.0121207,0.0122327,0.0103026,0.0173973,0.0171659,0.0173405,0.0156802,0.00817981,0.00974273,0.00573291,0.0268534,0.0174686,0.00827756,0.0135581,0.00569854,0.00423161,0.00576407,0.0171565,0.0255215,0.0146288,0.014441,0.0112177,0.00835157,0.0179375,0.0208761,0.0187608,0.0194968,0.00694364,0.00837116,0.00596642
0,0.0165085,0.0348147,0.032713,0.0134108,0.0221705,0.00435621,0.00666144,0.00490944,0.00339638,0.0230485,0.0299789,0.0145349,0.0173507,0.0182566,0.0203064,0.0115225,0.0108155,0.00976466,0.0312266,0.00486873,0.00731187,0.00787502,0.0196756,0.0252538,0.00716938,0.00871325,0.00654828,0.00515207,0.00400058,0.021234,0.0243683,0.0126885,0.00633432,0.0079569,0.0087543,0.0185264,0.0112008,0.0120957,0.0202773,0.00771654,0.00655995,0.00766541
1,0.0168713,0.0357067,0.0322881,0.0125901,0.018228,0.00488913,0.00762251,0.00440357,0.00324039,0.0227511,0.0289312,0.0142321,0.0139064,0.0137364,0.0173382,0.0099037,0.00996747,0.0076237,0.0262218,0.00465901,0.00676632,0.00814637,0.0192562,0.0250928,0.00497066,0.0100785,0.00532671,0.00424702,0.00336497,0.0203884,0.0273546,0.012369,0.00498976,0.00708603,0.00711398,0.0147325,0.00896453,0.00818642,0.0184846,0.0072025,0.00628578,0.00724436
2,0.0172144,0.0364207,0.0319514,0.0119476,0.0154535,0.0052492,0.00853319,0.00405405,0.00316867,0.0224554,0.0285076,0.0137224,0.01226,0.0111798,0.0157883,0.00915506,0.0102697,0.00651597,0.0228642,0.0043002,0.00620298,0.00827899,0.0191687,0.0243835,0.00679212,0.0111166,0.00423567,0.00363036,0.00297041,0.0196949,0.0297378,0.0122136,0.00447017,0.00643594,0.00510463,0.0114516,0.0074839,0.00434336,0.016441,0.00671036,0.00597262,0.00678462
3,0.0175578,0.0369822,0.0316717,0.011425,0.0135668,0.00540832,0.00924831,0.00387568,0.00309139,0.0221443,0.0282975,0.0129806,0.0121706,0.0103296,0.0152681,0.00894543,0.0113736,0.00620486,0.0212201,0.00378012,0.00559296,0.00824389,0.019385,0.023006,0.00873724,0.0118181,0.00325338,0.00322436,0.00271302,0.0191275,0.030998,0.0122529,0.00509396,0.00587847,0.00315165,0.00885223,0.00572847,0.00285868,0.0130905,0.00621251,0.00559937,0.00628336
4,0.0178739,0.0375046,0.0314237,0.0109358,0.0124113,0.00535811,0.00957844,0.00385308,0.0029794,0.0218441,0.0283216,0.0119792,0.013129,0.0106892,0.0154548,0.00884564,0.0127235,0.00623134,0.0212969,0.00312427,0.00493022,0.00797568,0.0198492,0.0210905,0.0100195,0.0122196,0.00237704,0.00290486,0.00248454,0.01868,0.0312108,0.0124701,0.00613655,0.00546011,0.00268309,0.00719413,0.00365223,0.00702154,0.0104249,0.00565157,0.00515727,0.00572572
5,0.0180854,0.0381581,0.0312137,0.010427,0.0117999,0.00517728,0.00935312,0.0038827,0.00283068,0.0216464,0.0287094,0.0108241,0.0146126,0.0117827,0.016079,0.00879101,0.0138715,0.00618362,0.0227133,0.00234154,0.00420815,0.00737537,0.0204944,0.0191378,0.0104673,0.0124225,0.00172994,0.00253199,0.00228112,0.0183814,0.0308302,0.0129693,0.00682821,0.00574196,0.00444257,0.00575414,0.00572046,0.0116699,0.00947955,0.00492086,0.00459038,0.00504163
6,0.0181616,0.0390796,0.0310869,0.00992398,0.011493,0.00499845,0.00854357,0.00381653,0.00261059,0.0216383,0.0294881,0.010051,0.0161471,0.0132873,0.0168987,0.0091739,0.014556,0.00585431,0.0247396,0.00149895,0.00344225,0.00642017,0.021273,0.0178716,0.00997877,0.0125671,0.00213442,0.00208386,0.00246682,0.0182595,0.0306333,0.0141164,0.00714123,0.00681745,0.0067018,0.00338841,0.00945741,0.0147632,0.00804996,0.00407934,0.00392892,0.00420941
7,0.0181707,0.0403003,0.0311142,0.0095757,0.011328,0.00491656,0.00734008,0.00355489,0.0022786,0.0218272,0.030498,0.0105214,0.0172523,0.0149395,0.0176943,0.0103815,0.0145599,0.00519333,0.0266034,0.00133601,0.00285178,0.00533729,0.0221947,0.0177635,0.00897545,0.0127669,0.00378997,0.00178639,0.003454,0.0183161,0.0310623,0.0160541,0.00762268,0.00776833,0.00823881,0.00106961,0.0110308,0.0154874,0.00537608,0.00391195,0.00376088,0.00352142
8,0.0181917,0.0417148,0.0313439,0.009629,0.0113099,0.00496571,0.00613546,0.00307374,0.00189458,0.0221179,0.0314548,0.012066,0.017593,0.0164881,0.0182774,0.0122243,0.0136544,0.00412648,0.027728,0.00254395,0.00313136,0.00462401,0.023342,0.0184233,0.00843077,0.0130752,0.00572435,0.00202383,0.00494188,0.0185382,0.0317551,0.0180896,0.00841284,0.00788587,0.00848535,0.00425211,0.00998167,0.0144446,0.00276935,0.00541084,0.00510698,0.00376327
