Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.015081,0.0368889,0.0323998,0.0152262,0.0171083,0.0107246,0.00894101,0.0069086,0.00808406,0.0196171,0.0286233,0.0136067,0.0137507,0.0151301,0.0120791,0.0186557,0.0194813,0.0194156,0.0174544,0.0131035,0.0136222,0.008841,0.0266975,0.0176372,0.0143601,0.0155348,0.00848537,0.00612966,0.00891354,0.0185469,0.0215364,0.0152031,0.0143862,0.0128044,0.0107752,0.0180981,0.0196232,0.0171494,0.0173635,0.0105999,0.0112535,0.009227
0,0.0184567,0.0309796,0.0374009,0.0149296,0.0204647,0.00735302,0.0103054,0.00470963,0.00581964,0.0258645,0.0283026,0.00697181,0.0090183,0.00878856,0.0160478,0.00677399,0.00801873,0.00340556,0.0283975,0.00671176,0.0107049,0.00699734,0.0212472,0.0289493,0.0106533,0.0111776,0.00641479,0.0042428,0.00774342,0.021719,0.0201855,0.0186787,0.00799849,0.0119247,0.0121438,0.0210131,0.00961043,0.010305,0.0222242,0.0116735,0.0121809,0.00850992
1,0.0184879,0.032048,0.0367152,0.0149182,0.0177393,0.00762154,0.0108127,0.00409534,0.00581282,0.0254345,0.0277449,0.00726379,0.00875885,0.00698553,0.0136179,0.0080592,0.0115391,0.00658522,0.0229748,0.00652797,0.0096196,0.00732916,0.0205903,0.0289123,0.00434917,0.0120177,0.00630582,0.00454293,0.00852726,0.0218232,0.0229848,0.0184431,0.0081641,0.0119465,0.0110604,0.0159184,0.00696023,0.00589536,0.0199589,0.010377,0.0115335,0.00802535
2,0.0186883,0.033015,0.0362332,0.0148051,0.0165998,0.00789964,0.0109482,0.00368216,0.00604373,0.0252186,0.0284246,0.00706785,0.0105092,0.00733216,0.0129675,0.00932098,0.0151294,0.00944544,0.0211135,0.00632528,0.00854102,0.00736359,0.020474,0.0282546,0.000660609,0.0125887,0.00625423,0.00478057,0.00902412,0.0218403,0.0256038,0.0181353,0.00853519,0.0110754,0.00907632,0.0117992,0.00548032,0.0017328,0.0172019,0.00902516,0.0106831,0.0072181
3,0.0189818,0.0338778,0.0358993,0.0145911,0.0159057,0.00814986,0.0106893,0.00328574,0.00634273,0.025173,0.0297213,0.006344,0.0123513,0.00812103,0.0131359,0.0104652,0.0184485,0.0117299,0.0223281,0.00610333,0.00760203,0.00711693,0.0207954,0.0268499,0.00419244,0.0128976,0.00623491,0.00483456,0.00931962,0.0218247,0.0273014,0.0176643,0.00870205,0.00874521,0.00631441,0.00855742,0.00365532,0.00481439,0.0128582,0.00762461,0.00969748,0.00614483
4,0.0192714,0.0347018,0.0356518,0.0144407,0.0151015,0.00833126,0.0100812,0.00281684,0.00663853,0.0252791,0.0312454,0.00488824,0.0138284,0.00906664,0.0136748,0.0117963,0.0211298,0.0131376,0.0250614,0.00586953,0.00687039,0.00674529,0.0213921,0.0248376,0.00664168,0.0130038,0.00636661,0.00474867,0.00955088,0.0217126,0.0278167,0.0170676,0.00862073,0.00548836,0.00337071,0.00636859,0.00207441,0.010232,0.00852526,0.00612913,0.00865937,0.00486945
5,0.0194856,0.0356095,0.0354929,0.0145868,0.0139933,0.00844121,0.009246,0.00223931,0.00693523,0.0255393,0.0325864,0.00247996,0.0149228,0.0104007,0.0143476,0.0136432,0.0226679,0.0133211,0.0277709,0.00577844,0.00638883,0.00660661,0.0221377,0.0226109,0.00768673,0.0130211,0.00688147,0.00455659,0.00989601,0.0212859,0.027428,0.016777,0.00861105,0.0043404,0.00279888,0.00476732,0.00498632,0.0144367,0.00669468,0.00443013,0.00766313,0.00340012
6,0.0196252,0.0367192,0.0355019,0.0151093,0.0126473,0.00852735,0.00837963,0.00149721,0.0072699,0.0259265,0.0334498,0.00154159,0.0155503,0.0122477,0.0149323,0.01598,0.0225701,0.0120775,0.0294533,0.00619085,0.00637294,0.00717124,0.0230016,0.0206103,0.00729087,0.0130866,0.00791586,0.0042834,0.0105112,0.020399,0.026973,0.017461,0.00900287,0.00619615,0.00495184,0.00310549,0.00747314,0.0160206,0.00661887,0.00274343,0.00703454,0.00200982
7,0.0197095,0.0380684,0.0357578,0.0160727,0.011368,0.00867253,0.00780301,0.000672806,0.0076595,0.026338,0.033743,0.00492611,0.0155538,0.0144344,0.0152366,0.0182989,0.0206345,0.00957177,0.029665,0.00730355,0.00718781,0.00843759,0.0240467,0.0190462,0.00575217,0.0133563,0.00916885,0.00406421,0.0113687,0.0192306,0.0270007,0.0190987,0.00959754,0.0068934,0.00618152,0.00318422,0.00767951,0.014994,0.00670588,0.00263811,0.0074455,0.00252135
8,0.0196901,0.039512,0.0362183,0.0174945,0.0105326,0.00901171,0.00793252,0.00105769,0.00806546,0.0266077,0.0335579,0.00745373,0.0149585,0.0165532,0.015156,0.0198833,0.0171777,0.00657869,0.0284208,0.00876709,0.00892658,0.00972882,0.0253489,0.0177343,0.00364494,0.0139476,0.00999965,0.00416983,0.0122065,0.0182747,0.0271885,0.0207277,0.00969781,0.00547909,0.00580884,0.00547036,0.00651936,0.0131048,0.00656951,0.00427004,0.00906775,0.0047352
