Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0169426,0.0208143,0.0128234,0.022524,0.0115254,0,0.029277,0.0202923,0.0132204,0.0180725,0.0209635,0.0173703,0,0,0.0268596,0.00893208,0.00818182,0.00748222,0.0125378,0.0113128,0.010597,0.00769801,0.0112088,0.00423551,0.0040155,0.00995483,0,0.0302913,0.0211503,0.0208527,0.0174125,0,0,0.00796085,0.0043752,0.0173669,0.0065435,0.0185571,0.0164396,0.0222894,0.0319312,0.00753195,0.012361,0.00933072,0.00956891,0.0126993,0.01236,0.0112525,0.00830251,0.0100506,0.0122828
0,0.0192356,0.0131541,0.0181505,0.0269264,0.0183397,0,0.0309625,0.0147277,0.0207263,0.0327201,0.0242954,0.0165754,0,0,0.0250238,0.0148908,0.0179609,0.0179286,0.0213179,0.021959,0.0191319,0.0146288,0.00422815,0.0030913,0.0047993,0.0118122,0,0.0276515,0.0116537,0.02872,0.0238398,0,0,0.0143625,0.00883408,0.018564,0.00904786,0.0167498,0.0194494,0.0221919,0.0206579,0.0139654,0.0103879,0.0104789,0.0147998,0.0240776,0.0220778,0.0157021,0.00925009,0.0096144,0.00609394
1,0.0191976,0.0135958,0.017832,0.0267535,0.0182826,0,0.0311046,0.0143498,0.0202468,0.0322292,0.0242535,0.0167439,0,0,0.0255568,0.0139229,0.016892,0.0176526,0.0207998,0.0214674,0.0182249,0.0143288,0.00398524,0.00303661,0.00460174,0.0117676,0,0.0278848,0.0113616,0.0284337,0.02383,0,0,0.0138895,0.00860991,0.0181374,0.00865007,0.0168964,0.0192824,0.0218715,0.020589,0.0137229,0.00995524,0.00987343,0.0146795,0.0231455,0.0214272,0.015468,0.00911452,0.00932404,0.00611128
2,0.0191817,0.0138652,0.0175613,0.0265692,0.0182821,0,0.0312444,0.0140342,0.019715,0.0316671,0.0242757,0.0169448,0,0,0.0258645,0.0130014,0.015867,0.017237,0.0201434,0.0209067,0.0174472,0.0139291,0.00370262,0.00305582,0.00437428,0.0117699,0,0.0281395,0.0109841,0.0282029,0.0239441,0,0,0.0133932,0.00823792,0.0177345,0.00834448,0.0169199,0.0190851,0.0215193,0.021149,0.0133732,0.00947398,0.00939124,0.0145756,0.0226291,0.0210586,0.0151718,0.00879263,0.00907417,0.00615062
3,0.0192453,0.0140855,0.0173006,0.0263824,0.0182899,0,0.0313542,0.0137405,0.0191276,0.0310529,0.0243321,0.0171799,0,0,0.0260427,0.0120659,0.0148265,0.0167309,0.0193992,0.0203062,0.0168524,0.0134296,0.00337331,0.00307919,0.00409897,0.0118285,0,0.0284027,0.0105589,0.0279992,0.0240692,0,0,0.0129043,0.0078256,0.0172676,0.00812514,0.0168438,0.0188696,0.0211551,0.0219035,0.0129544,0.00912463,0.00892837,0.0144816,0.0223263,0.0209206,0.0148631,0.00839639,0.00889215,0.00620591
4,0.0194194,0.0144198,0.0170051,0.0262029,0.0182328,0,0.0314345,0.0133639,0.0184874,0.0304124,0.0243301,0.0174424,0,0,0.0262886,0.0111084,0.0137025,0.0162163,0.0186297,0.0197169,0.0163806,0.0128781,0.00300211,0.00305313,0.00378849,0.011933,0,0.0286335,0.0101273,0.0277399,0.0240194,0,0,0.0124648,0.00743516,0.0166694,0.00798972,0.0166934,0.0186359,0.0208042,0.0226171,0.012499,0.00893214,0.00834652,0.0143552,0.0219702,0.020827,0.0146057,0.00816352,0.00881685,0.00626599
5,0.0196169,0.0148278,0.016683,0.0260291,0.0181549,0,0.0315147,0.0128424,0.0178094,0.029739,0.0241929,0.0177052,0,0,0.0266493,0.0102159,0.0125418,0.0157087,0.0178468,0.0191637,0.0158793,0.0123526,0.00261531,0.00299119,0.00348239,0.0120399,0,0.0287982,0.00966131,0.0273675,0.0237628,0,0,0.0120637,0.00701297,0.0161357,0.00791186,0.0165012,0.018381,0.0204678,0.0231162,0.0120214,0.00879494,0.0076783,0.0141743,0.0215891,0.0206054,0.0144358,0.0081529,0.0088786,0.00633556
6,0.0197624,0.0151536,0.0163819,0.0258562,0.0181709,0,0.0316023,0.0122362,0.0171044,0.0289949,0.0239588,0.0179206,0,0,0.0269554,0.00940111,0.0114154,0.0151433,0.0170699,0.0185873,0.0153245,0.0119054,0.00222972,0.00291878,0.00318759,0.0121064,0,0.0289268,0.00912031,0.0269339,0.0234786,0,0,0.0116391,0.00655748,0.0159467,0.00785094,0.0163162,0.018123,0.0201266,0.0234929,0.011568,0.00870421,0.00710949,0.013947,0.0213803,0.0202344,0.0143944,0.00824482,0.0090518,0.00644408
7,0.0199562,0.0154342,0.0161495,0.0256887,0.0182623,0,0.0316575,0.0116322,0.0163757,0.028167,0.0237403,0.0180809,0,0,0.027054,0.00860495,0.0103312,0.0144844,0.0163261,0.0178852,0.0147608,0.0115433,0.00184607,0.00285325,0.00292103,0.0121802,0,0.02909,0.00859602,0.026503,0.0233375,0,0,0.011166,0.00611858,0.0159664,0.00783031,0.016189,0.017886,0.0197684,0.0236705,0.011178,0.00866421,0.0067438,0.013643,0.0213143,0.0198523,0.0145277,0.00835152,0.00927126,0.0066041
8,0.0202896,0.0158327,0.0160154,0.0255286,0.0182975,0,0.0316399,0.011044,0.0156289,0.0272878,0.0235842,0.0182388,0,0,0.0270054,0.00788201,0.00922399,0.0137399,0.0155995,0.017071,0.01412,0.0112232,0.0014945,0.00281785,0.00270353,0.0123488,0,0.0293002,0.00824101,0.026037,0.0232561,0,0,0.0106768,0.00572506,0.0157422,0.00790804,0.0161483,0.0176708,0.0193969,0.023585,0.0107567,0.00862924,0.00644867,0.0132237,0.0212597,0.0196216,0.0147961,0.00846473,0.00947905,0.00678833
9,0.020606,0.0163717,0.0159674,0.025365,0.0182617,0,0.0315664,0.0104411,0.0148699,0.0263818,0.0234194,0.0184288,0,0,0.0269226,0.00735386,0.00805327,0.0128975,0.0149291,0.0162957,0.0133851,0.0108906,0.00124234,0.00282674,0.00247829,0.0126037,0,0.0294881,0.00801297,0.0254994,0.0229579,0,0,0.0101851,0.0054074,0.0151989,0.00806277,0.0162013,0.0174606,0.0190251,0.0232696,0.010177,0.00862476,0.0060285,0.012747,0.0212495,0.0195436,0.0150475,0.00854375,0.00963363,0.00696692
10,0.0207361,0.0169771,0.0159432,0.0251927,0.0182334,0,0.0314769,0.00982169,0.0141104,0.0254335,0.0232009,0.0186012,0,0,0.0267137,0.00699776,0.00695909,0.0119485,0.0144162,0.0156803,0.0128018,0.0105244,0.00113458,0.00286128,0.00222147,0.0128135,0,0.0296151,0.00769151,0.0249558,0.0223596,0,0,0.00966397,0.00509834,0.0146972,0.00821382,0.0163415,0.0172382,0.0186749,0.0227965,0.00950222,0.0086782,0.00550847,0.0122948,0.0213156,0.0194731,0.0151562,0.00856675,0.00970901,0.00713361
11,0.0207874,0.0176408,0.015886,0.0250221,0.0181804,0,0.0313589,0.00922762,0.0133793,0.02444,0.023035,0.0186685,0,0,0.0262116,0.00665331,0.00612536,0.0109028,0.0140772,0.0152229,0.0125525,0.010115,0.00118772,0.00291858,0.00203914,0.012876,0,0.0297013,0.0072799,0.0244626,0.0217511,0,0,0.00910257,0.00467132,0.0144315,0.00832936,0.0165531,0.0170008,0.0183722,0.0222906,0.00888094,0.00869963,0.00505439,0.0118096,0.0212775,0.0192727,0.0151246,0.00855187,0.00969555,0.007292
12,0.0209085,0.01837,0.0158073,0.0248641,0.0180114,0,0.0311707,0.00873551,0.0127043,0.0234401,0.0230196,0.0186499,0,0,0.0254536,0.00618676,0.00541924,0.00977576,0.0137085,0.014854,0.0123873,0.00964504,0.00140362,0.00303287,0.00199747,0.012831,0,0.0297591,0.00701462,0.0239904,0.0214091,0,0,0.00854959,0.00426999,0.0143149,0.00842035,0.0168223,0.0167771,0.0181514,0.0220236,0.00831841,0.0086096,0.00473823,0.0111978,0.020933,0.0188601,0.0150037,0.00845427,0.00960904,0.00744261
13,0.0209926,0.0190631,0.0157264,0.024721,0.0177263,0,0.0309589,0.00840419,0.0120864,0.0224682,0.0230563,0.0187754,0,0,0.0245873,0.00557167,0.00455623,0.00859882,0.0131028,0.014488,0.011895,0.00914238,0.00169446,0.0031864,0.00206223,0.0127189,0,0.029783,0.00697136,0.023537,0.0212438,0,0,0.00810028,0.00416739,0.0143171,0.00842934,0.0171435,0.0166027,0.0180541,0.0223379,0.00778785,0.00841793,0.00454282,0.01058,0.0202718,0.0182105,0.014819,0.00818067,0.00946978,0.00758235
14,0.0208921,0.019532,0.0155531,0.0245918,0.0173532,0,0.0308304,0.00820704,0.0115224,0.0215409,0.023011,0.0192345,0,0,0.0236791,0.00485232,0.00353282,0.00742174,0.0123466,0.0140173,0.0111298,0.00867207,0.00193995,0.00332067,0.00207304,0.0124813,0,0.0297723,0.00704115,0.0231905,0.0210708,0,0,0.00781895,0.00424539,0.0144688,0.00823983,0.0175094,0.0164804,0.0180927,0.0232007,0.00736167,0.00818623,0.00435423,0.0101465,0.0194206,0.0174049,0.014548,0.00780126,0.00924175,0.00770182
15,0.0207028,0.019687,0.015179,0.024471,0.0168579,0,0.0307993,0.00807821,0.0110296,0.0206855,0.0229484,0.0196995,0,0,0.0228523,0.00413082,0.00259311,0.00628939,0.0115118,0.0133222,0.0103306,0.00819422,0.00213306,0.00342502,0.00192375,0.0120722,0,0.0297187,0.00712097,0.0230252,0.0209508,0,0,0.00767752,0.0041557,0.014671,0.00786293,0.0179043,0.0163961,0.0182272,0.02394,0.00708129,0.00803885,0.00413588,0.00994476,0.0184944,0.0165787,0.0141022,0.00740873,0.00883907,0.00778496
