Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
All Timesteps RMSE,0.0222854,0.0233446,0.012359,0.0220994,0.0132562,0,0.0278808,0.0150179,0.0140248,0.0239958,0.01659,0.0165683,0,0,0.0282135,0.0105171,0.00974251,0.00802615,0.016362,0.0120884,0.0122328,0.00899681,0.0117354,0.0034007,0.00460287,0.0103136,0,0.0300866,0.0164516,0.0214393,0.018095,0,0,0.00960798,0.00660465,0.0174979,0.00641717,0.0190342,0.0150403,0.0246161,0.0311062,0.00796327,0.0125419,0.00935768,0.00961017,0.0145158,0.0123004,0.01109,0.00804606,0.00988996,0.0135823
0,0.0181389,0.0176793,0.0178105,0.0118563,0.0181742,0,0.0341374,0.0117351,0.0110021,0.0295046,0.0228557,0.0194233,0,0,0.0246281,0.0187737,0.0198911,0.00990496,0.015632,0.0155268,0.0165091,0.0108481,0.0117188,0.003926,0.00744175,0.0121904,0,0.0341074,0.00858758,0.0350181,0.0306732,0,0,0.0184688,0.0137508,0.0240228,0.0114799,0.00475026,0.0166076,0.0175467,0.0213254,0.00870906,0.0115219,0.011055,0.0110536,0.016503,0.0164799,0.0103675,0.00732175,0.00768231,0.0174707
1,0.0182526,0.0176299,0.0177327,0.0119843,0.0180886,0,0.0342192,0.0117963,0.0110378,0.0294122,0.0227609,0.0194933,0,0,0.0245381,0.0186074,0.0197746,0.0100039,0.0156596,0.0155333,0.0164068,0.0106549,0.0115287,0.00398132,0.00749846,0.012269,0,0.034056,0.00868688,0.0350352,0.0306832,0,0,0.0183832,0.013737,0.023902,0.0116181,0.0049027,0.0166603,0.0175409,0.02117,0.00885037,0.0113981,0.0110167,0.011023,0.0165896,0.0164788,0.0104699,0.00736194,0.00775174,0.017221
2,0.0183758,0.0175654,0.0176507,0.0121807,0.0180143,0,0.034312,0.0118325,0.01113,0.0292924,0.022684,0.0195319,0,0,0.0244768,0.0184861,0.0195919,0.0100999,0.0156439,0.0155328,0.0162966,0.0104928,0.0112849,0.00401359,0.00752851,0.0122964,0,0.0339569,0.0087638,0.0349668,0.0306381,0,0,0.0183045,0.0136792,0.0238285,0.0116941,0.00502082,0.0166058,0.0175457,0.0210816,0.00894822,0.0112565,0.0109912,0.0110209,0.0166281,0.0165248,0.0105772,0.00739647,0.00781742,0.0169675
3,0.0184916,0.0174835,0.0175932,0.0124189,0.0179561,0,0.0343927,0.0118207,0.0112677,0.029136,0.0226313,0.0195517,0,0,0.024408,0.0183374,0.0194039,0.0102177,0.0155927,0.0155578,0.0161891,0.0103747,0.0109938,0.00401358,0.00753416,0.0122942,0,0.0338614,0.0088021,0.0348611,0.0305536,0,0,0.0182186,0.0135933,0.0237845,0.0117148,0.00513379,0.0165015,0.017557,0.021066,0.00901094,0.0111467,0.0109894,0.0110414,0.016676,0.0165692,0.0106751,0.00740631,0.00785792,0.0167125
4,0.0185801,0.0173853,0.0175883,0.0126668,0.0179199,0,0.0344375,0.011755,0.0114331,0.0289386,0.0225855,0.0195617,0,0,0.0243213,0.0180821,0.0192185,0.0103715,0.0155409,0.0156407,0.0161011,0.0102955,0.0107043,0.00397183,0.00752069,0.0122881,0,0.0338136,0.00878133,0.0347629,0.0304686,0,0,0.0181209,0.0135027,0.0237482,0.0116961,0.00525682,0.0164146,0.0175783,0.021098,0.00907774,0.0111209,0.0110041,0.0110719,0.0168175,0.0165925,0.0107693,0.00738229,0.00785784,0.0164497
5,0.0186395,0.0172758,0.0176209,0.0129152,0.0179052,0,0.0344438,0.0116749,0.011611,0.0287224,0.022519,0.0195596,0,0,0.0242629,0.0177599,0.0189728,0.0105321,0.0154981,0.0157536,0.0160375,0.0102199,0.0104514,0.00389596,0.00748973,0.0122826,0,0.0337853,0.00871011,0.0346574,0.0303897,0,0,0.0180299,0.0134141,0.0237128,0.0116609,0.00537794,0.0163473,0.0176137,0.0210983,0.00917735,0.0111512,0.011003,0.0110973,0.0170251,0.0166347,0.0108806,0.00735581,0.00784613,0.0161742
6,0.0186909,0.0171591,0.0176537,0.0131767,0.0179016,0,0.0344167,0.0116095,0.0117772,0.0285304,0.0224446,0.0195539,0,0,0.024242,0.0174797,0.0186771,0.01067,0.015435,0.0158313,0.0159883,0.0101288,0.0101984,0.00382415,0.0074469,0.01228,0,0.0337337,0.00862797,0.0345258,0.0302807,0,0,0.0179591,0.0133183,0.0236753,0.0116556,0.00549782,0.0162837,0.0176551,0.0210137,0.00927254,0.011138,0.0109696,0.0111129,0.0171843,0.0167164,0.0110023,0.00736094,0.00785633,0.0158985
7,0.0187599,0.0170356,0.0176727,0.0134637,0.0178958,0,0.0343673,0.011542,0.0119125,0.0283877,0.0224042,0.0195609,0,0,0.0242087,0.0172553,0.0183897,0.0107867,0.0153549,0.0158499,0.0159399,0.0100372,0.00990503,0.00378513,0.00741125,0.0122869,0,0.0336564,0.00855765,0.0343914,0.0301409,0,0,0.0178913,0.0132074,0.0236337,0.011706,0.00562922,0.0162182,0.0176918,0.0209217,0.00932561,0.0110156,0.0109077,0.0111358,0.0172805,0.0168249,0.0111174,0.0073878,0.00789385,0.0156358
8,0.0188373,0.0169046,0.0176891,0.0137714,0.017877,0,0.0343229,0.011457,0.0120352,0.0282754,0.0224091,0.0195749,0,0,0.0241654,0.0170014,0.0180984,0.0108926,0.0152926,0.0158503,0.0158833,0.00994394,0.00959647,0.00376108,0.00740507,0.0122905,0,0.033567,0.00849213,0.0342806,0.0300235,0,0,0.0178031,0.0130951,0.0235952,0.0117726,0.00577787,0.0161233,0.0177197,0.0209392,0.00938583,0.0108348,0.0108035,0.0111758,0.0173984,0.016951,0.0112308,0.00742108,0.00797324,0.0153803
