Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
54,0.0108538,0.0357215,0.0316771,0.0107267,0.0163779,0.00695772,0.0070579,0.00265819,0.0131161,0.00875824,0.0269073,0.0226623,0.0124514,0.0119764,0.00862601,0.0163086,0.0238249,0.0178573,0.0117013,0.00988643,0.00851441,0.010201,0.0361071,0.00758316,0.00533919,0.00188034,0.00246522,0.00439331,0.00881603,0.00817051,0.0176224,0.0191673,0.00582786,0.0155291,0.00886548,0.0261344,0.0153994,0.0154137,0.00329366,0.00450581,0.00610238
55,0.0109625,0.0363352,0.0331803,0.00996134,0.0166623,0.00761593,0.00750567,0.00264089,0.0139047,0.00995414,0.0263913,0.021837,0.0146666,0.0135819,0.00874468,0.0172632,0.0249712,0.0203155,0.0121657,0.0108167,0.0101725,0.0111598,0.0363366,0.00744244,0.00500752,0.00221251,0.00309021,0.00379128,0.00949167,0.00918721,0.0186161,0.0181983,0.00683176,0.0174395,0.00927776,0.0235858,0.0185325,0.0164661,0.0041083,0.00526828,0.00668477
56,0.0109504,0.036806,0.0342507,0.00872833,0.016883,0.00807485,0.00755747,0.00273744,0.0144354,0.0110442,0.0261495,0.0204476,0.0173211,0.016299,0.00966137,0.0183368,0.0264917,0.0230157,0.012719,0.0106264,0.0108381,0.0111716,0.0362667,0.00771634,0.00488662,0.00279926,0.00397176,0.00320594,0.010229,0.00999192,0.0192928,0.0162674,0.00777316,0.0190324,0.0092197,0.0198964,0.0216596,0.0175683,0.00498104,0.00579117,0.00719758
57,0.0109381,0.0371174,0.0349403,0.00768933,0.016881,0.00827018,0.00746335,0.00279807,0.0145922,0.0115375,0.026119,0.0189293,0.0194489,0.0187857,0.0105141,0.0193703,0.0278775,0.0254798,0.0132942,0.00957474,0.0105672,0.0104125,0.0360335,0.00784801,0.00498864,0.0035452,0.00471489,0.00286809,0.0107292,0.0104627,0.0196891,0.0142544,0.00850766,0.0202545,0.00868639,0.0158862,0.0244295,0.0185243,0.0059463,0.00634442,0.00761844
58,0.0110929,0.0373213,0.0353401,0.00720962,0.0165831,0.00820922,0.00735739,0.00282251,0.014329,0.0112401,0.026237,0.0176098,0.0204522,0.02028,0.0107354,0.0202691,0.0289096,0.0273429,0.0137315,0.00819088,0.00973368,0.00915028,0.0357034,0.0072953,0.00527277,0.00417411,0.00513903,0.00293054,0.0108911,0.0105761,0.0198641,0.0128788,0.00902461,0.0210461,0.00774495,0.012771,0.0264721,0.0192946,0.00687874,0.00707998,0.00789184
59,0.0115139,0.0375051,0.0355514,0.00731475,0.0160982,0.00797517,0.00719621,0.00290863,0.0137083,0.0103171,0.0264656,0.0165977,0.0203699,0.0207156,0.0102902,0.0210193,0.029873,0.0283621,0.0139296,0.00687556,0.00872821,0.00764353,0.0352941,0.00613284,0.00569515,0.00444086,0.00519963,0.00329012,0.0107824,0.0104232,0.019882,0.0123735,0.00939837,0.0213382,0.00659742,0.0116169,0.0275271,0.0198968,0.00752629,0.00782515,0.00792327
60,0.0121545,0.0377441,0.0356752,0.00792576,0.0157044,0.00766485,0.00689627,0.00310968,0.0129064,0.00919184,0.0267717,0.0158309,0.0196285,0.0202591,0.00941482,0.0216916,0.0311725,0.0285621,0.013875,0.00572395,0.00768361,0.0061163,0.0348221,0.00483137,0.00625487,0.00425416,0.00496353,0.00380687,0.0105368,0.0101832,0.0197841,0.0125226,0.00978802,0.0210705,0.0055361,0.0121663,0.0275663,0.0202176,0.0076879,0.00832861,0.00767459
61,0.0128349,0.0380716,0.0357781,0.00873937,0.0156883,0.00733424,0.00646382,0.00333961,0.0121403,0.00831484,0.0271193,0.0151909,0.0186327,0.0190826,0.00834105,0.0224462,0.0328472,0.0281392,0.0135923,0.00473385,0.00653493,0.00472941,0.0343143,0.00383038,0.00699423,0.00369724,0.00457342,0.0044103,0.0102774,0.0100347,0.0195693,0.0129274,0.0103833,0.0202294,0.00492128,0.0132135,0.0267823,0.0199202,0.0073288,0.00849605,0.00722466
62,0.0133828,0.0384572,0.035864,0.00927035,0.0161349,0.00700319,0.00598805,0.00344983,0.0115526,0.00795731,0.0274672,0.0146169,0.0175331,0.0173428,0.00721242,0.0234496,0.0343854,0.0272873,0.0131048,0.00398468,0.00530422,0.00355219,0.0337898,0.0033112,0.00798598,0.00298385,0.00414992,0.00500294,0.0100719,0.0100335,0.0191896,0.0133133,0.0112101,0.0188708,0.00517617,0.0139626,0.0254531,0.0186887,0.00659712,0.00839125,0.00671786
63,0.0137592,0.0388215,0.0358884,0.00926126,0.0168545,0.00671378,0.00557794,0.00340333,0.0111583,0.00813281,0.027772,0.0141355,0.0162838,0.0152157,0.00620642,0.0246216,0.0350008,0.0261257,0.0124213,0.00352312,0.00425486,0.00261085,0.0332281,0.00316809,0.00928266,0.00237545,0.00374997,0.00546924,0.00995189,0.0100952,0.018591,0.0136463,0.0120278,0.0171221,0.00631908,0.0141683,0.0238046,0.0166672,0.00572438,0.00811766,0.00626266
64,0.0140113,0.0390722,0.0358164,0.00890172,0.0174792,0.00652958,0.0052942,0.00331306,0.010877,0.00870337,0.0279834,0.0138256,0.0148406,0.0129153,0.00557688,0.0254824,0.0341615,0.0247129,0.011534,0.00326171,0.00382945,0.00196769,0.0325773,0.00322324,0.0108583,0.00199967,0.00339776,0.00573036,0.00994629,0.0100458,0.0177607,0.0140346,0.012501,0.0151575,0.00765512,0.0137937,0.0219554,0.0145932,0.00490087,0.00772772,0.00588414
65,0.0141895,0.0391437,0.0356616,0.00855967,0.0176529,0.00648681,0.00512258,0.0032933,0.0106173,0.00949686,0.028053,0.0137567,0.0132907,0.0106667,0.00534484,0.0254082,0.0319187,0.0230938,0.0104494,0.00308122,0.00420504,0.00169895,0.0318053,0.00350268,0.0125725,0.0017069,0.00311711,0.00576012,0.0100848,0.00971331,0.0167521,0.0145835,0.0124358,0.0131753,0.00836216,0.012813,0.0199583,0.0133525,0.00421454,0.00722581,0.00556857
66,0.0143173,0.0390277,0.0354692,0.00838135,0.0172097,0.00656455,0.00500687,0.00335129,0.0103487,0.0103155,0.0279778,0.0139314,0.0118323,0.00864635,0.00509103,0.0240944,0.0288024,0.0213399,0.00926253,0.00292468,0.00499253,0.00173863,0.0309345,0.00408743,0.0141881,0.00126182,0.0029008,0.0055747,0.0103601,0.00904118,0.0156652,0.0153196,0.0118514,0.0113658,0.00806133,0.011276,0.0178777,0.0132862,0.00368778,0.00663062,0.00531136
67,0.0143881,0.038771,0.035266,0.00829913,0.0162406,0.0066966,0.0048984,0.00346395,0.0101092,0.0109415,0.0278322,0.0142594,0.0107054,0.00700351,0.00436968,0.0218011,0.0254709,0.0195682,0.00821832,0.00278912,0.00574638,0.00192035,0.0300271,0.00481468,0.0154471,0.000602539,0.00268153,0.00521629,0.0107027,0.00813696,0.0146056,0.0161602,0.0109112,0.00984456,0.00699844,0.00949027,0.0158228,0.0138551,0.00336169,0.00601815,0.00509835
68,0.0143692,0.0384298,0.0350297,0.00819534,0.0150228,0.00681029,0.00477597,0.00359665,0.00995873,0.0112194,0.0277522,0.0145744,0.0101439,0.00602337,0.00314132,0.0192024,0.0224393,0.0179396,0.00759329,0.00268874,0.0062406,0.00216581,0.0291552,0.00540849,0.0161755,0.000279913,0.00238988,0.00474559,0.0110154,0.00720788,0.0136769,0.0169398,0.00983188,0.00857196,0.00576035,0.0079846,0.0139083,0.0141439,0.00333694,0.0055185,0.00488281
69,0.0142412,0.0380222,0.034714,0.00793614,0.0138945,0.00688228,0.00466144,0.00369803,0.00994224,0.0111465,0.0278338,0.0146857,0.0103032,0.00615158,0.00204659,0.0169687,0.0200175,0.0166474,0.00743627,0.00264046,0.00643956,0.00249042,0.0283604,0.00572001,0.0163516,0.000934003,0.00202947,0.00424445,0.0112296,0.00642249,0.0129756,0.0174974,0.00882231,0.00736048,0.0047492,0.007365,0.0122103,0.0137096,0.00365399,0.00524354,0.0046122
70,0.0140238,0.0375291,0.0343012,0.00744239,0.0131198,0.00694495,0.00460985,0.00379536,0.0100708,0.0108844,0.0280784,0.0144499,0.0111651,0.0074942,0.00254116,0.0154224,0.0183656,0.0158888,0.00750095,0.00265311,0.00643178,0.00292553,0.0276425,0.0057734,0.0160956,0.00141676,0.00166806,0.00379919,0.0113261,0.00583029,0.0125674,0.0177569,0.00803354,0.00601133,0.00398998,0.00799265,0.0107578,0.0128109,0.00417967,0.00520273,0.00426681
71,0.013779,0.036925,0.0338301,0.00676834,0.0127699,0.00704968,0.00468249,0.0040035,0.0103182,0.0106411,0.0284646,0.0138244,0.0125669,0.00972015,0.00414776,0.014543,0.0175098,0.0157946,0.0075223,0.00272911,0.00636176,0.00347338,0.0269736,0.00570528,0.0155824,0.00169564,0.0013701,0.00347243,0.0113253,0.00538076,0.0124632,0.0177415,0.0075265,0.00447963,0.00331595,0.00921398,0.0095684,0.0119595,0.00472413,0.00532022,0.00386107
72,0.0135853,0.0362093,0.0333675,0.00609829,0.0126716,0.00721592,0.00490798,0.00439298,0.0106265,0.0105239,0.0290643,0.0128737,0.0143088,0.0125281,0.00594616,0.0142032,0.0173075,0.0163531,0.00740633,0.00287531,0.0063616,0.0041092,0.0263239,0.00567519,0.0149312,0.00185267,0.00116438,0.00329147,0.0112666,0.00500046,0.0126194,0.0175277,0.0072175,0.00289529,0.00257849,0.00991516,0.00870847,0.0114178,0.0051752,0.00553658,0.00342788
73,0.0135034,0.0354095,0.0329442,0.00560022,0.0124675,0.00742187,0.00527308,0.00493726,0.0109322,0.0105069,0.02998,0.0117322,0.0162062,0.015708,0.00778514,0.014297,0.0174777,0.0174043,0.00728138,0.00310584,0.00649668,0.00481214,0.0256746,0.00578154,0.014154,0.001947,0.00109938,0.00325261,0.0111894,0.00464572,0.0129477,0.0171933,0.00690157,0.00146637,0.00182169,0.00974866,0.00832501,0.0111397,0.00551293,0.00585573,0.0030231
74,0.0135524,0.0345653,0.0325424,0.00522187,0.0118141,0.00762894,0.0057293,0.00556559,0.0111837,0.0105106,0.0311834,0.0105475,0.0180769,0.0189688,0.00956385,0.0147254,0.0177328,0.0187017,0.00756615,0.00343322,0.00674803,0.00558154,0.0250136,0.00603143,0.0131958,0.00202837,0.00123237,0.00332825,0.0111202,0.00430409,0.0133398,0.0168016,0.00643728,0.000475965,0.0012641,0.00933473,0.00855809,0.0110178,0.00578379,0.00631753,0.0027434
75,0.0136963,0.0337103,0.032136,0.00482549,0.0106205,0.00781129,0.00620779,0.00620107,0.0113528,0.0104874,0.0325206,0.00943003,0.0196957,0.0218057,0.0110021,0.0153572,0.0179167,0.0199776,0.00874436,0.00385347,0.00703011,0.0064345,0.0243505,0.00637941,0.0120287,0.00215592,0.00151202,0.003477,0.0110722,0.00398924,0.013731,0.0164,0.00586672,0.000748273,0.00101339,0.00944411,0.00936122,0.011032,0.00605662,0.00694103,0.00270626
76,0.0138804,0.0328745,0.031743,0.00450037,0.00918252,0.00796862,0.00663027,0.00676062,0.0114274,0.0104672,0.0337857,0.00843789,0.0208071,0.0235779,0.0117887,0.0160238,0.0180649,0.021014,0.0107032,0.00434636,0.00724359,0.00739068,0.0237171,0.00677739,0.0107323,0.00232862,0.00182916,0.00365887,0.0110435,0.00373063,0.0140982,0.0160011,0.00527804,0.00126693,0.000858061,0.0100861,0.0104495,0.011201,0.00638854,0.00769662,0.00295656
77,0.0140598,0.0320966,0.0314312,0.00450401,0.00808088,0.00809803,0.00691499,0.00715802,0.0113888,0.0105108,0.0347652,0.007614,0.0211856,0.0237699,0.0118372,0.0165868,0.0183383,0.0216587,0.0127534,0.00487771,0.00731461,0.0084587,0.023166,0.00718961,0.00948485,0.00249131,0.00211909,0.00384616,0.0110203,0.00357461,0.0144501,0.0155596,0.00465517,0.00169106,0.000640658,0.0106771,0.0114973,0.011448,0.00679569,0.00851712,0.00342262
78,0.0142179,0.0314256,0.0312744,0.00498345,0.00763033,0.00816381,0.00699592,0.00731915,0.0112046,0.0106332,0.035236,0.00704765,0.020718,0.0223307,0.0113269,0.0170218,0.0188626,0.0218065,0.0143075,0.00539466,0.00721058,0.00963244,0.0227467,0.00758952,0.00849601,0.00261328,0.0023685,0.00402592,0.0109842,0.00355537,0.0147853,0.015015,0.00391871,0.00220703,0.000744513,0.0106537,0.0122916,0.0116753,0.0072405,0.00932276,0.00397888
79,0.0143432,0.0309251,0.0312924,0.00582048,0.0074234,0.00809212,0.00685401,0.00721437,0.0108591,0.0107907,0.0350777,0.00686919,0.0194257,0.0197911,0.0105408,0.0174272,0.0196039,0.0213833,0.0152306,0.00584371,0.00693707,0.0109025,0.0224887,0.00797101,0.00792082,0.00268871,0.00258071,0.00418983,0.0109068,0.00366111,0.0151119,0.0144102,0.00315323,0.00306716,0.00161987,0.00983605,0.012737,0.0118701,0.00764356,0.0100268,0.00449066
80,0.0144065,0.0306553,0.0314548,0.006709,0.00685461,0.00781208,0.00652081,0.0068727,0.0103763,0.0109207,0.0343759,0.00715324,0.0174389,0.0170013,0.0097146,0.0179284,0.0203727,0.0203599,0.0157277,0.00619777,0.00653687,0.0122496,0.0223924,0.00833275,0.00776052,0.00271334,0.00276079,0.00432773,0.0107598,0.00385509,0.0154395,0.0139718,0.00287747,0.00440467,0.00293119,0.00852319,0.0127917,0.0120937,0.00792089,0.0105521,0.00485269
81,0.0143713,0.0306515,0.0317192,0.0073911,0.00585662,0.0073284,0.00606917,0.00638693,0.00983161,0.0109831,0.0333778,0.00782731,0.0149763,0.0146448,0.00901017,0.0185614,0.0209786,0.0188196,0.0160234,0.00647285,0.00608944,0.0136366,0.0224241,0.00865142,0.00776092,0.00268631,0.0029193,0.00443376,0.0105287,0.00410281,0.0157643,0.0139838,0.00366172,0.00609692,0.00442405,0.00728896,0.0124742,0.0123838,0.00801594,0.0108506,0.00502701
82,0.0142253,0.0308968,0.0320598,0.00776274,0.00501272,0.00674768,0.00558274,0.00588012,0.00931728,0.0109911,0.0323602,0.00870303,0.0123536,0.0129548,0.00851483,0.0192232,0.0214135,0.0170595,0.0161616,0.00670791,0.00568627,0.0149958,0.0225362,0.00889627,0.00755802,0.00264088,0.00307267,0.00451092,0.0102299,0.00436025,0.0160409,0.0145206,0.0051267,0.00786122,0.00588346,0.00653428,0.0119856,0.0127285,0.00791416,0.0109239,0.00504582
83,0.0139848,0.0313315,0.0324324,0.00781593,0.00500983,0.00622271,0.00513485,0.00546554,0.0089036,0.0110082,0.0315459,0.00956952,0.00998742,0.0118544,0.00820223,0.0197362,0.021914,0.0156515,0.0160738,0.00692889,0.00539203,0.0162268,0.0226969,0.00907629,0.00696553,0.00261231,0.00322137,0.00456089,0.00989229,0.00455496,0.0161789,0.0153076,0.00671263,0.00944688,0.00716347,0.00614948,0.0117425,0.0131307,0.00763883,0.0108057,0.00496733
84,0.0136918,0.0318728,0.0327433,0.0075827,0.00583805,0.00587022,0.00478175,0.00520409,0.00862635,0.0110991,0.0310759,0.0102495,0.00827624,0.0111763,0.00796284,0.0199911,0.0227861,0.0151846,0.0157538,0.00712027,0.00522768,0.0172123,0.0228936,0.00925259,0.00617446,0.00257805,0.00333998,0.00458183,0.00955263,0.00462835,0.0160899,0.0158938,0.00813232,0.0107277,0.00820451,0.0058017,0.0120548,0.0136104,0.00723359,0.0105384,0.00483002
85,0.0133935,0.0324387,0.0328685,0.00715818,0.00716475,0.00571559,0.00455345,0.00507914,0.00849616,0.011262,0.0309979,0.0106391,0.00734296,0.0107393,0.00770921,0.0200659,0.0241284,0.0156988,0.0153284,0.00724118,0.00517823,0.0178457,0.0231221,0.00948593,0.0056991,0.00248142,0.00338606,0.00456378,0.00925068,0.00458294,0.0157237,0.0160127,0.00927435,0.0116893,0.00902196,0.00542612,0.012728,0.0141481,0.00675079,0.0101553,0.00463379
86,0.0131179,0.0329651,0.032719,0.00669693,0.00879376,0.00571404,0.00445396,0.00502939,0.0085178,0.0114065,0.0312491,0.0107253,0.00694626,0.0104313,0.00745341,0.0202322,0.0257382,0.0165896,0.0149622,0.00726395,0.00520933,0.0180548,0.0233745,0.00976548,0.00590247,0.00229246,0.00331699,0.00449268,0.00902385,0.00446312,0.0150896,0.0157643,0.010149,0.0123458,0.00967922,0.00525928,0.0133205,0.0146096,0.00623885,0.0096762,0.0043479
87,0.0128653,0.0334155,0.0322982,0.00633623,0.0105182,0.00581551,0.00447045,0.00501216,0.0086977,0.0114173,0.0316477,0.0105675,0.00681528,0.0102917,0.00731734,0.0208234,0.0272675,0.0172017,0.0146972,0.0071948,0.00528337,0.017817,0.0236383,0.00998493,0.00666106,0.00201326,0.00310704,0.00437196,0.00890142,0.00430985,0.0142748,0.0154682,0.0108559,0.0126956,0.0102641,0.00543712,0.0136831,0.0147926,0.0057307,0.00911605,0.00394875
88,0.0126158,0.0337789,0.0317057,0.00611054,0.0121305,0.0059996,0.00457342,0.00502472,0.0090236,0.0112518,0.0319456,0.0102489,0.00694193,0.0103813,0.0074566,0.0220223,0.0284102,0.0172361,0.0143608,0.00706422,0.00538077,0.0171588,0.0239155,0.00999102,0.00778346,0.0016732,0.002756,0.00424452,0.00889763,0.0041593,0.0134287,0.0153786,0.0115312,0.0127778,0.010847,0.00572974,0.014041,0.0147035,0.00523925,0.00848781,0.00345243
89,0.0123813,0.0340619,0.0310951,0.00589996,0.0135254,0.00628306,0.00473066,0.0050844,0.00944285,0.0109779,0.0319641,0.00980266,0.00751083,0.0105553,0.00794282,0.0237226,0.0289886,0.0167239,0.0136448,0.00689117,0.00551554,0.0161561,0.0242116,0.00968734,0.00904549,0.00135284,0.00230941,0.00420892,0.00902517,0.00404594,0.012676,0.01549,0.0122583,0.0127514,0.0114043,0.00578513,0.0145987,0.0147379,0.00476363,0.00781049,0.00291126
90,0.0122314,0.0342855,0.0305821,0.00551778,0.0146703,0.00669979,0.00493602,0.00521626,0.00989077,0.0107255,0.0316792,0.00919369,0.00857966,0.0105436,0.00862601,0.025563,0.0289522,0.0158247,0.0123369,0.00667193,0.00572238,0.0149226,0.0245272,0.00912581,0.00996758,0.00122482,0.00190002,0.00437361,0.00929472,0.00399215,0.0119783,0.0155303,0.0130584,0.0129639,0.0118652,0.00544651,0.0152142,0.0151803,0.00427982,0.00709038,0.00238368
91,0.0122471,0.0344791,0.0302172,0.00487932,0.0155732,0.00723204,0.00519295,0.00541674,0.0103154,0.0106108,0.0312502,0.00839863,0.00998514,0.0101938,0.00923988,0.0270702,0.028331,0.0146561,0.0105901,0.00641939,0.00603044,0.0135726,0.0248807,0.00853612,0.0101449,0.00146093,0.00176488,0.00475574,0.0096967,0.00401666,0.0113483,0.0151422,0.0139609,0.0139253,0.0122796,0.00494684,0.0156458,0.0156057,0.00376309,0.0063169,0.00193562
92,0.012484,0.034661,0.0300275,0.00404798,0.0162637,0.00779661,0.00550916,0.00564563,0.0106961,0.0106812,0.0309357,0.0075049,0.0115091,0.00951668,0.00963017,0.0278528,0.0271743,0.0132265,0.00912569,0.00616639,0.00644758,0.0121679,0.0253159,0.00824264,0.00977222,0.00195706,0.00203271,0.00527527,0.0101993,0.00411902,0.0113023,0.0141811,0.0149836,0.0159005,0.0128636,0.00489325,0.01606,0.0156289,0.00318599,0.00548525,0.0016568
93,0.0129196,0.0348319,0.0300531,0.0031761,0.0167936,0.00826003,0.00587527,0.00585301,0.0110367,0.010882,0.0309607,0.00680916,0.0130089,0.00862308,0.00990826,0.0277768,0.0255163,0.0114569,0.00900631,0.00593667,0.00693239,0.0106678,0.025934,0.0084295,0.00961881,0.00251894,0.00250998,0.00581809,0.0107394,0.00431543,0.0123042,0.0129801,0.0159007,0.0182065,0.0136681,0.00549252,0.0169574,0.0157189,0.00248327,0.00459036,0.00167224
94,0.0134651,0.0349945,0.0303667,0.00242292,0.0172303,0.00852307,0.00624256,0.00600191,0.0113475,0.0110568,0.0314122,0.0067749,0.0144216,0.00782962,0.010392,0.027038,0.0233794,0.009246,0.0104421,0.00576602,0.0074063,0.00902659,0.0268769,0.00896975,0.0102639,0.0030323,0.0029736,0.00628564,0.0112523,0.00467248,0.0136515,0.0122021,0.0161965,0.0193771,0.0142801,0.00604921,0.0183131,0.0162024,0.00158137,0.0036562,0.00216124
95,0.0139732,0.0351878,0.0310098,0.00207286,0.0176158,0.00862454,0.0065405,0.00608039,0.0116624,0.0110009,0.0322331,0.00774439,0.0156832,0.00782036,0.0113191,0.026038,0.0208024,0.00654871,0.012504,0.0058127,0.00784219,0.00753212,0.0282986,0.00961325,0.0115076,0.00346231,0.00336493,0.00660457,0.0117173,0.00531134,0.0144456,0.0122794,0.015487,0.0183175,0.014148,0.00596517,0.0191933,0.0162443,0.00116572,0.00293026,0.00330467
96,0.0142645,0.0354976,0.0319292,0.00260423,0.0179648,0.00873825,0.00676526,0.00610896,0.0120676,0.0105653,0.0332813,0.00959749,0.0167314,0.00916501,0.0126481,0.0250781,0.0178706,0.00345373,0.0142471,0.00629459,0.00835564,0.00713146,0.0302722,0.0102391,0.0128123,0.00383171,0.00380933,0.00672801,0.0121777,0.00632742,0.0148263,0.0130645,0.0140029,0.0152751,0.0131475,0.00557278,0.0186921,0.015102,0.00296809,0.0033633,0.00517112
97,0.0142341,0.0360192,0.0329287,0.0038406,0.0182291,0.00903317,0.00708593,0.00614453,0.0127207,0.00977184,0.0343535,0.0117049,0.0175131,0.0114471,0.0141126,0.0241414,0.0147041,0.0010728,0.015119,0.0071906,0.00914778,0.00842521,0.0326866,0.0107743,0.0138439,0.00419824,0.00452586,0.00662695,0.0127069,0.00770556,0.0153031,0.0140173,0.0125689,0.0117775,0.0117337,0.0057983,0.017054,0.0133583,0.0057486,0.00534416,0.00755347
98,0.0139661,0.0367705,0.0337397,0.00517921,0.0183595,0.00951719,0.00768625,0.00622615,0.0137301,0.0088376,0.0352748,0.0132055,0.0180196,0.0138359,0.0154727,0.023014,0.0115553,0.00426857,0.0149379,0.00815784,0.0101743,0.0104163,0.0352448,0.0110312,0.0145103,0.0046145,0.00560158,0.00628216,0.0133444,0.00932742,0.0157415,0.0146238,0.0116667,0.00924814,0.0104391,0.00643181,0.0157246,0.012231,0.00876583,0.00794005,0.0100007
99,0.0136454,0.0376579,0.034142,0.00616546,0.0183499,0.0100647,0.00844238,0.00633123,0.0149777,0.00807061,0.0359611,0.0134923,0.018259,0.0158477,0.0166353,0.0214675,0.00902861,0.00829448,0.013873,0.0088634,0.0110202,0.0119494,0.0375824,0.0108189,0.0148832,0.00509721,0.00689302,0.00571802,0.0140482,0.0109942,0.015711,0.0147202,0.0109785,0.00814697,0.00957845,0.00657704,0.0161135,0.0121532,0.0114278,0.0102492,0.0120377
100,0.0133107,0.0385218,0.0340798,0.00657473,0.0182303,0.0105304,0.00896604,0.00636746,0.0160971,0.00764555,0.0363973,0.0126228,0.0182318,0.0174564,0.0175957,0.0193028,0.00813572,0.0122312,0.0123109,0.00918475,0.0112394,0.0125534,0.039398,0.0101313,0.015055,0.00559899,0.00810226,0.00504899,0.0146737,0.0124389,0.0151788,0.014595,0.0104832,0.00902339,0.00946973,0.00641657,0.0182468,0.0127378,0.0132223,0.0116208,0.0133455
101,0.0128455,0.039209,0.0336483,0.00647088,0.018024,0.0108014,0.00899066,0.0062252,0.016694,0.00744903,0.0366015,0.0112946,0.01793,0.0188766,0.0182951,0.0164976,0.00931536,0.0156218,0.0106673,0.00915696,0.0107631,0.0122982,0.0405691,0.00920363,0.0150623,0.0060083,0.00890384,0.00449189,0.0150173,0.0133986,0.0144366,0.0147936,0.010743,0.0115286,0.0101364,0.00694951,0.0210214,0.0136033,0.0138904,0.0118339,0.0138389
102,0.0121999,0.0396415,0.0329724,0.00615151,0.0177202,0.0107704,0.00853827,0.00581788,0.0165712,0.00724633,0.0365902,0.010337,0.0173404,0.0202535,0.0185128,0.0133918,0.0116302,0.0182132,0.0092501,0.00882168,0.00995854,0.0115004,0.041191,0.00840407,0.0149237,0.00615712,0.00905157,0.00416152,0.0148851,0.0136856,0.0136917,0.0154832,0.0115513,0.0139519,0.0109439,0.00879708,0.023127,0.0145326,0.0135027,0.011178,0.0135983
103,0.0114166,0.0398327,0.0321163,0.00589301,0.0172954,0.0103464,0.00779732,0.00513408,0.015816,0.00696209,0.0363989,0.0101134,0.0164683,0.0214789,0.0180041,0.0106988,0.0139759,0.0200113,0.00824776,0.00817005,0.00929537,0.0104693,0.041508,0.00803792,0.0147273,0.00589555,0.00849415,0.00388314,0.014207,0.0132719,0.0130298,0.0161684,0.0119398,0.0151495,0.0112492,0.0116055,0.0236816,0.0153475,0.012404,0.0102141,0.012763
104,0.0105878,0.0398545,0.0311298,0.00577019,0.0167504,0.00953892,0.00697727,0.00435355,0.0147304,0.00677682,0.0360859,0.0104075,0.0153622,0.0222496,0.0167915,0.00914233,0.0156691,0.0211341,0.00774575,0.00724564,0.00890767,0.00940293,0.0417271,0.00810281,0.014573,0.0051655,0.00737503,0.00339217,0.0130861,0.0122817,0.0125084,0.0164072,0.0114627,0.0149738,0.0108885,0.0141953,0.0226595,0.015965,0.0110648,0.00930617,0.0114589
105,0.0098173,0.0397922,0.0300859,0.00581626,0.0161196,0.00848926,0.00623802,0.00394945,0.0136506,0.00696944,0.0357117,0.0108275,0.0140778,0.0222821,0.0152756,0.00879999,0.0164387,0.0216843,0.00772307,0.00624018,0.0085638,0.00842262,0.0419237,0.00814875,0.0145023,0.00409466,0.00597587,0.0027321,0.0117845,0.0109367,0.0121882,0.0164155,0.0104201,0.0138213,0.0100675,0.015511,0.0207641,0.0163752,0.00991589,0.00848236,0.00983892
106,0.00915804,0.0397061,0.0291038,0.00609606,0.0154673,0.00738381,0.00563228,0.00434917,0.0127901,0.00763169,0.0353074,0.0111607,0.0126654,0.0214894,0.0139647,0.00903189,0.0163697,0.0216834,0.00800871,0.00546379,0.00805198,0.00764722,0.042037,0.00745684,0.014408,0.00307343,0.00461499,0.00241665,0.0106129,0.00945137,0.0121337,0.0168641,0.00940571,0.0122309,0.00911867,0.015475,0.0188139,0.0165955,0.0091985,0.00774551,0.00811815
107,0.00856578,0.0396146,0.0282965,0.0065004,0.0148582,0.00628348,0.00508353,0.00526425,0.0121822,0.00855545,0.0348365,0.011436,0.0112053,0.0200129,0.0130742,0.00922383,0.0157374,0.0210889,0.00837599,0.00510399,0.00735768,0.00714636,0.0419826,0.00561748,0.0140739,0.00268541,0.00357692,0.00285412,0.00979319,0.00803539,0.0123834,0.0182717,0.0088966,0.0107273,0.00840338,0.0148371,0.0172664,0.0166764,0.00894158,0.00738341,0.00657614
108,0.00799969,0.0395122,0.0276895,0.00680692,0.0143322,0.00509943,0.00455402,0.0061413,0.0117449,0.00943503,0.034204,0.0117843,0.0098953,0.0181145,0.0124034,0.00913264,0.0147877,0.0198959,0.00868711,0.005044,0.00657375,0.00685383,0.0417397,0.00335113,0.0133176,0.00299254,0.00305923,0.00364091,0.00939969,0.00700554,0.0129321,0.0204094,0.00903335,0.00968735,0.00825177,0.0143417,0.0162616,0.0167022,0.00902192,0.00773345,0.00551918
109,0.00751452,0.0393747,0.027218,0.00697009,0.0139035,0.00379327,0.00416102,0.00668647,0.011383,0.0100921,0.0333383,0.0122881,0.00904851,0.0160538,0.0115859,0.00877912,0.0136391,0.0182443,0.00893187,0.00505599,0.00579025,0.00660606,0.0413453,0.00291103,0.0121109,0.0034085,0.0030483,0.00436589,0.00940028,0.00664708,0.0137226,0.0221269,0.00962937,0.00915818,0.00865064,0.0141116,0.0157583,0.0167328,0.00928383,0.0086884,0.00518047
