Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
54,0.0113998,0.0373895,0.0240716,0.00691493,0.0124498,0.0021355,0.00166466,0.00667963,0.00852645,0.0107939,0.0289633,0.0105583,0.0145434,0.0164227,0.00444747,0.0100271,0.0126887,0.0151077,0.00914245,0.00478624,0.00399618,0.00231577,0.0321633,0.00628451,0.00391575,0.00115495,0.00429175,0.00419794,0.0118487,0.00607046,0.0261461,0.0105643,0.0114521,0.00395907,0.00887875,0.0218705,0.0171376,0.0128147,0.0076572,0.00894842,0.00836516
55,0.0111191,0.037185,0.0252492,0.00516866,0.0134172,0.00190258,0.00114093,0.00590263,0.00887394,0.0103163,0.0280049,0.0128106,0.0139814,0.0139861,0.00597473,0.0108835,0.0148242,0.016346,0.00954997,0.00403518,0.00314724,0.0017933,0.0329429,0.00645055,0.00292305,0.00136544,0.00378895,0.00380233,0.0111379,0.0059139,0.0255702,0.0112062,0.00971845,0.00381809,0.00699245,0.0240862,0.0158673,0.0110336,0.00636859,0.00783317,0.00729784
56,0.0109545,0.0372368,0.0267462,0.00467533,0.0145382,0.00193197,0.00223131,0.00508482,0.00957129,0.00986967,0.027265,0.0151745,0.0135299,0.0106857,0.00693341,0.0121809,0.0172335,0.0169788,0.0101584,0.00389882,0.00263184,0.00296127,0.0341599,0.00672932,0.00274085,0.00156628,0.00329467,0.00329717,0.0103822,0.00610764,0.0251281,0.0123909,0.00804302,0.0050615,0.00571371,0.0266757,0.0144362,0.00935998,0.00526065,0.00676171,0.00653576
57,0.0109566,0.0376115,0.0284913,0.00595626,0.0158314,0.00223279,0.00401347,0.00435367,0.0106521,0.00966251,0.0265228,0.0171679,0.0133883,0.00841781,0.00709015,0.0136444,0.0191785,0.0172931,0.0108141,0.00487225,0.00329766,0.00524208,0.0356473,0.00711135,0.00308718,0.00178006,0.00292675,0.00281931,0.00972343,0.00677696,0.0247611,0.0139706,0.00662131,0.00673634,0.00538578,0.0292275,0.0129271,0.00828886,0.00499977,0.00632517,0.00651199
58,0.0112143,0.0382554,0.0303202,0.00787988,0.0172304,0.00274326,0.00584802,0.00385994,0.0120193,0.00980705,0.0257265,0.0184443,0.0135044,0.00813448,0.0068304,0.0149766,0.020713,0.0179998,0.0112903,0.00654514,0.00515496,0.00781461,0.0371279,0.00757451,0.00359225,0.0020361,0.00290781,0.00246576,0.00932837,0.00789118,0.0244016,0.015591,0.00541445,0.00819276,0.00582444,0.0311691,0.0115401,0.00825011,0.00573074,0.00683475,0.00720149
59,0.0117003,0.0390415,0.0320066,0.00949132,0.0185941,0.00342156,0.00739559,0.00366506,0.0134765,0.0103113,0.0250353,0.018897,0.0139559,0.00945943,0.00678616,0.0159941,0.0223049,0.0195456,0.0116575,0.00827443,0.00752794,0.010163,0.0383801,0.00788004,0.00411533,0.00232338,0.00334164,0.00225246,0.00931531,0.00930986,0.0240011,0.0167046,0.0043926,0.00920303,0.0066215,0.0321208,0.0104347,0.00909717,0.00689832,0.00780783,0.00810834
60,0.0121741,0.03984,0.0333567,0.0102177,0.0197501,0.00418894,0.00841448,0.00364905,0.0148026,0.0111631,0.0245787,0.0185867,0.0150829,0.0119393,0.0073939,0.0168109,0.0241706,0.0217668,0.0121282,0.009619,0.00985055,0.0118879,0.039325,0.00757792,0.00463324,0.00261724,0.0040318,0.00215287,0.00965652,0.0108737,0.0235315,0.0168244,0.00366882,0.00976176,0.00747225,0.0319534,0.00965681,0.0102764,0.00810601,0.00860961,0.00887251
61,0.0124437,0.0405626,0.034292,0.00975797,0.0205655,0.00485397,0.00881448,0.00361198,0.0158151,0.0122542,0.0243509,0.0176231,0.0168789,0.0147549,0.00846453,0.0177145,0.0261201,0.0242482,0.012708,0.0102932,0.0116473,0.0127962,0.0399957,0.00646167,0.00512106,0.00292293,0.00471252,0.00214924,0.0101479,0.0123153,0.0229868,0.0158914,0.00330491,0.00996898,0.00807682,0.0306736,0.00922696,0.0113687,0.00924707,0.00899506,0.00943054
62,0.0125633,0.0411622,0.0348735,0.00829755,0.020994,0.00521233,0.00866269,0.00340802,0.0163925,0.0132624,0.0242818,0.0161849,0.0187819,0.0169269,0.00942904,0.0188443,0.0278853,0.0265641,0.013205,0.0101908,0.0126088,0.0129391,0.0404393,0.00496916,0.00552011,0.00323705,0.00522857,0.00224519,0.0105258,0.013247,0.0223824,0.0143042,0.00316282,0.00995498,0.00820372,0.0284332,0.00914643,0.0122138,0.010288,0.00909406,0.00983272
63,0.0127121,0.0416187,0.0352574,0.00655199,0.021074,0.00520535,0.00810554,0.00296383,0.0164792,0.0138069,0.0243045,0.0145752,0.0201825,0.0179571,0.00989109,0.0200553,0.029387,0.0283241,0.0134463,0.0094738,0.0126957,0.0125084,0.0406587,0.00407158,0.00578961,0.00349647,0.00552409,0.00242622,0.0106169,0.0134451,0.0217546,0.0124833,0.00308506,0.00984163,0.00788454,0.0255924,0.00935981,0.0128076,0.0111609,0.00918809,0.0100767
64,0.012993,0.0419344,0.0356059,0.00539261,0.020897,0.00490622,0.00728635,0.00229711,0.0160973,0.0137528,0.0243679,0.0131462,0.0208156,0.0179149,0.00982133,0.0211075,0.0307359,0.0293158,0.0133856,0.00854017,0.0121263,0.0116806,0.040641,0.00426278,0.00595963,0.00359573,0.00558914,0.00263645,0.0103935,0.013079,0.0211517,0.0106854,0.00311872,0.00971969,0.00743276,0.0226613,0.00977696,0.0132102,0.0117742,0.00945165,0.0100848
65,0.0133552,0.0421303,0.0359991,0.00531872,0.0205813,0.00438191,0.0063389,0.00165768,0.0153532,0.0133092,0.0244396,0.0121536,0.0207858,0.0171485,0.00942345,0.0219292,0.0320529,0.0295972,0.0130751,0.00776244,0.0112433,0.0105714,0.0404125,0.00485023,0.00611819,0.00343848,0.00542789,0.00281799,0.00993422,0.0125478,0.020612,0.00933171,0.00353269,0.0096216,0.0071822,0.020131,0.0102192,0.0135012,0.0120602,0.00983909,0.0097782
66,0.0136705,0.0422389,0.036411,0.00610485,0.0202376,0.00368033,0.00540328,0.00167417,0.0144033,0.0128332,0.0245148,0.0116854,0.0203725,0.0159795,0.00889433,0.0226661,0.0332824,0.029398,0.0125977,0.0072095,0.0103428,0.00931616,0.0400489,0.00518584,0.00635022,0.00297565,0.00504891,0.00297249,0.00935673,0.0121607,0.0201376,0.00885875,0.00455445,0.00949873,0.00716615,0.0182984,0.0104445,0.0137524,0.012003,0.0101912,0.00916737
67,0.0138707,0.0422925,0.036772,0.00696433,0.019916,0.00294255,0.00458499,0.00238202,0.013394,0.0125619,0.0246095,0.0116794,0.0198124,0.0145832,0.00829631,0.0234823,0.034154,0.0289333,0.0120298,0.00673438,0.00958704,0.00812003,0.0396323,0.00513901,0.00669251,0.00225824,0.00446688,0.00317188,0.0087691,0.0120389,0.0196993,0.00924335,0.00610364,0.00924104,0.00716829,0.0171646,0.0103602,0.0140049,0.0116363,0.0103893,0.00838736
68,0.0139936,0.0423143,0.0370547,0.00724014,0.0195632,0.00241038,0.00390203,0.0031914,0.0124247,0.012528,0.0247332,0.0119599,0.0192245,0.0130516,0.00759223,0.0243369,0.0343518,0.0282962,0.0114386,0.00627009,0.00904848,0.00715524,0.0391921,0.00486231,0.00713201,0.00155099,0.00371654,0.00348252,0.00825165,0.012136,0.0192756,0.0103055,0.00784887,0.00874771,0.00701369,0.0164556,0.0101151,0.0142528,0.0110271,0.0104049,0.00763442
69,0.0141185,0.0423196,0.0372864,0.00686488,0.0190347,0.00225337,0.00330472,0.00385124,0.0115504,0.01265,0.0248746,0.0122618,0.0186534,0.0114982,0.00672488,0.0249671,0.0337442,0.0274816,0.0108907,0.00590335,0.00877439,0.00640148,0.0386793,0.00452016,0.00762133,0.00145242,0.00288088,0.00387828,0.00785971,0.0122377,0.018889,0.0117959,0.00934639,0.00800161,0.00667775,0.0157985,0.00991775,0.0144396,0.010255,0.0102617,0.0070389
70,0.0142855,0.0423153,0.037488,0.00623045,0.0181762,0.00237788,0.00274498,0.00430858,0.0108016,0.0128365,0.0250166,0.0123082,0.0181118,0.0100936,0.00567395,0.025093,0.0324647,0.0264891,0.0104639,0.00574538,0.00877236,0.0056784,0.0379996,0.00418318,0.00809336,0.00202267,0.0021287,0.00425379,0.00762835,0.0121124,0.0186064,0.0131672,0.010205,0.00709745,0.00623687,0.0150471,0.00985224,0.0144821,0.00938663,0.00998086,0.00659513
71,0.014477,0.0422914,0.0376245,0.0057013,0.0169119,0.00255389,0.00218501,0.00457385,0.0101922,0.0130209,0.025174,0.0119635,0.0175913,0.00901733,0.00454369,0.0246281,0.0307941,0.025396,0.0102604,0.00579808,0.00897762,0.00484436,0.03708,0.00390564,0.00847388,0.00267637,0.00171208,0.00450649,0.00756922,0.0117013,0.0184968,0.0138832,0.0102818,0.00621028,0.00579382,0.0144952,0.00994394,0.0143147,0.00845608,0.00956365,0.00621586
72,0.014653,0.0422135,0.0376255,0.00535401,0.0152799,0.00264361,0.00158045,0.00466366,0.00971712,0.0131511,0.0254067,0.0113409,0.0170938,0.00838611,0.00369746,0.0237064,0.0289942,0.0243466,0.0104122,0.00592968,0.00927487,0.00390215,0.0359195,0.00372906,0.00869435,0.00317353,0.00173683,0.00458747,0.0076649,0.0111071,0.0185792,0.0138283,0.00976544,0.00552309,0.00541798,0.0146732,0.0102619,0.0139253,0.00747138,0.0090105,0.00582815
73,0.0147969,0.0420366,0.0374501,0.00512295,0.0134173,0.00263981,0.000951913,0.00457008,0.00936028,0.0131772,0.0257867,0.0107184,0.0166828,0.00823625,0.00365893,0.0225444,0.027228,0.0234861,0.0110297,0.00596672,0.0095424,0.00296296,0.0345956,0.00362943,0.00870635,0.00345879,0.00195667,0.00450059,0.00787704,0.0104515,0.018814,0.0133593,0.00904773,0.00513098,0.00513598,0.0158421,0.0108484,0.0133589,0.00645661,0.00835151,0.00541585
74,0.0149287,0.0417427,0.0371238,0.0049743,0.0115251,0.00261675,0.00054342,0.00430787,0.00911285,0.0130651,0.0263436,0.0103178,0.0164992,0.00858294,0.0044264,0.0213022,0.0255773,0.0228987,0.0121049,0.00580859,0.00968488,0.0021887,0.033227,0.00355978,0.00849854,0.00352445,0.00212581,0.00427779,0.00816644,0.0097915,0.0191566,0.0129849,0.00845626,0.00496832,0.00492194,0.017635,0.0116567,0.0126961,0.00550868,0.00766406,0.00500806
75,0.0150818,0.0413695,0.0367115,0.00495379,0.00982105,0.00266785,0.000804554,0.00398625,0.00898424,0.012828,0.0270394,0.01017,0.0166962,0.00945891,0.00555858,0.020078,0.02411,0.0225845,0.0134896,0.00547603,0.00966082,0.0017614,0.0319264,0.00350834,0.00811138,0.00340182,0.00215595,0.00396478,0.00850596,0.00913723,0.0196085,0.0129656,0.00805266,0.00484571,0.00467988,0.019242,0.0126058,0.0120343,0.00481662,0.00706588,0.00465177
76,0.0152716,0.0409921,0.0362643,0.00514786,0.00847075,0.00284737,0.00133038,0.00377078,0.00898996,0.0125354,0.0277992,0.0101567,0.0173269,0.0108555,0.00681129,0.0189862,0.0229188,0.0224844,0.0149683,0.0050824,0.00950084,0.00175982,0.0307645,0.00349536,0.00763307,0.003168,0.00205239,0.00363154,0.00887771,0.00850891,0.0201981,0.0132479,0.00768192,0.00458349,0.0043256,0.0200205,0.0136358,0.011477,0.00456505,0.00667387,0.00438844
77,0.0154805,0.0406649,0.0357956,0.00560995,0.007522,0.00314155,0.00187355,0.0037567,0.00912502,0.012271,0.0285599,0.0101119,0.0182881,0.0126653,0.00815468,0.0181794,0.0220988,0.0225317,0.0163458,0.00475851,0.00929272,0.00203569,0.0297627,0.00355243,0.00717939,0.00292422,0.0018713,0.00337252,0.00926193,0.00795711,0.0209154,0.0136408,0.00720194,0.00414202,0.00388913,0.0199928,0.0147236,0.0111125,0.0047466,0.0065426,0.00423509
78,0.0156759,0.0403704,0.0353035,0.0063133,0.00690313,0.00349593,0.00239715,0.00392025,0.00934911,0.0120783,0.0292795,0.00990529,0.0193836,0.0147267,0.00968708,0.0177793,0.0216961,0.0226892,0.0175114,0.00457244,0.00913076,0.00242809,0.0289052,0.00370432,0.00686647,0.00277639,0.00168609,0.00325879,0.00963474,0.00752467,0.021673,0.0139313,0.00663328,0.00367036,0.00349293,0.0198055,0.0158581,0.0109692,0.00517169,0.00664993,0.00417384
79,0.0158331,0.0400246,0.0348055,0.00713796,0.0064944,0.00384827,0.00288219,0.00419635,0.00959229,0.0119529,0.0299118,0.00951617,0.0204322,0.0168879,0.0114931,0.0178016,0.0216707,0.0229331,0.0184557,0.00451309,0.00906588,0.00289059,0.0281584,0.00396695,0.0067377,0.00284154,0.00157287,0.00329503,0.0099541,0.00719495,0.02234,0.013986,0.00609954,0.00338798,0.00321928,0.0201566,0.0169898,0.0109889,0.00565669,0.00693078,0.00413508
80,0.0159536,0.0395444,0.0343342,0.0079213,0.00617912,0.00416047,0.00331147,0.00452493,0.00979382,0.0118656,0.0304148,0.00905972,0.0213482,0.0190263,0.0134682,0.0181547,0.0219089,0.0232341,0.0192519,0.00452913,0.00909009,0.00341556,0.0274763,0.00434738,0.00673965,0.0031162,0.00156669,0.00342994,0.0101755,0.00690772,0.0228192,0.0138196,0.00570402,0.00338763,0.00305571,0.0211838,0.0179988,0.0110189,0.00613427,0.00734364,0.00404139
81,0.0160517,0.0389181,0.0338996,0.00853204,0.00585409,0.00441854,0.00367101,0.00485948,0.0099341,0.0118031,0.0307643,0.00872088,0.0221314,0.0210271,0.0153577,0.0186951,0.0222731,0.0235539,0.0200116,0.00458906,0.00916156,0.00399213,0.0268125,0.00484132,0.0067563,0.00340452,0.00165599,0.00360585,0.0102713,0.00660964,0.0230919,0.0135443,0.0054605,0.00357563,0.00292604,0.022368,0.018728,0.0108828,0.00662827,0.00788446,0.00388211
82,0.0161298,0.0382147,0.033473,0.00892202,0.00544436,0.00461669,0.00395435,0.00516451,0.0100313,0.0117805,0.0309453,0.00862812,0.0227844,0.0227585,0.0169255,0.0192897,0.0226514,0.0238447,0.0208248,0.00469238,0.00923135,0.0046039,0.0261361,0.00542552,0.00667627,0.00352482,0.00181396,0.00378313,0.0102434,0.0062779,0.0232083,0.0132641,0.00531457,0.00379903,0.00273997,0.0229731,0.0190567,0.0104924,0.00718834,0.00856069,0.00376032
83,0.0161771,0.0375301,0.0330241,0.00912676,0.00492878,0.00474847,0.00416301,0.00541256,0.0101032,0.011813,0.0309346,0.00873947,0.0232532,0.0240891,0.0180601,0.0198793,0.0229908,0.0240445,0.0217441,0.00485215,0.00926305,0.00525135,0.0254359,0.00606296,0.00646184,0.00351506,0.00201738,0.00395143,0.0101262,0.00590341,0.0232196,0.0130229,0.00521528,0.00395575,0.00243,0.0225786,0.0189527,0.00989767,0.00784147,0.00936988,0.00384745
84,0.0161717,0.0369274,0.0325605,0.00923652,0.00438857,0.00479986,0.00429443,0.00558503,0.0101406,0.0118921,0.0307179,0.00885837,0.0234239,0.0249135,0.0187639,0.0205129,0.0232919,0.0240684,0.0227739,0.00506925,0.00923265,0.00596058,0.0247323,0.00671241,0.00617328,0.003568,0.00224586,0.00411634,0.00996239,0.0054907,0.0231552,0.0128364,0.00516334,0.00402731,0.00200637,0.0212799,0.0184506,0.00925773,0.00858014,0.0102904,0.00424358
85,0.0161127,0.0364215,0.0321292,0.00933711,0.00396185,0.00476966,0.00434507,0.00567569,0.0101122,0.0119989,0.0302853,0.00880558,0.0231786,0.0251765,0.0190852,0.0213064,0.0235712,0.023828,0.0238569,0.00532047,0.00913263,0.00676635,0.0240568,0.00733256,0.0059134,0.00376573,0.00247946,0.00428352,0.00978026,0.00505997,0.0230341,0.0127313,0.00521534,0.00409918,0.00160728,0.0194833,0.0175831,0.00876099,0.0093658,0.0112776,0.0049034
86,0.0160143,0.0360011,0.0317671,0.00944675,0.00373857,0.00467619,0.00431924,0.00569522,0.00998673,0.0121182,0.0296473,0.00858878,0.0224749,0.0248868,0.0190922,0.0223457,0.0238352,0.0232841,0.0249058,0.00556962,0.00896864,0.00768689,0.023448,0.00787879,0.00575579,0.0039948,0.00269921,0.0044439,0.00958685,0.00465974,0.0228676,0.0127386,0.00548505,0.00438638,0.00155001,0.0175674,0.0163877,0.00850662,0.0101293,0.0122555,0.00570683
87,0.0158897,0.0356635,0.0314776,0.00946642,0.00371735,0.00454992,0.00423487,0.0056697,0.00976458,0.0122283,0.0288435,0.00838703,0.0213715,0.0240993,0.0188444,0.0235773,0.0240641,0.0224741,0.0257922,0.00578368,0.00875064,0.00870242,0.0229438,0.00830808,0.00568457,0.00412067,0.00288452,0.00457354,0.00937494,0.00434596,0.0226819,0.0128507,0.00608508,0.00511714,0.00205275,0.0157065,0.0149861,0.00848824,0.0107814,0.0131239,0.00653756
88,0.015741,0.0354261,0.0312457,0.0092044,0.0038446,0.00441698,0.00411279,0.00563,0.00949078,0.0123099,0.0279376,0.00838075,0.0200091,0.022891,0.0183707,0.0247767,0.0242062,0.0214875,0.0263337,0.0059375,0.0084843,0.00975597,0.0225756,0.00858745,0.00559906,0.00410257,0.00301248,0.00464684,0.00913576,0.00414155,0.0225158,0.0130034,0.00704585,0.00628922,0.00291382,0.0139046,0.0136607,0.00864289,0.0112362,0.0137842,0.00730122
89,0.0155651,0.0353142,0.0310532,0.00855808,0.00405939,0.00429218,0.00396569,0.00559788,0.00923931,0.0123531,0.0269974,0.00860608,0.0185752,0.0213476,0.0176711,0.025627,0.0241874,0.0204114,0.0263365,0.00601339,0.00817048,0.0107728,0.0223648,0.00870439,0.005371,0.00397281,0.00306223,0.00465286,0.00886789,0.00402096,0.0223879,0.013112,0.00830457,0.00765798,0.00391255,0.0121108,0.0128105,0.00889583,0.0114391,0.0141655,0.00791475
90,0.0153657,0.0353325,0.030876,0.0077083,0.00431103,0.00418512,0.00379977,0.00557036,0.00907784,0.0123454,0.0261,0.0089427,0.0172593,0.0195698,0.0167482,0.0258454,0.0239429,0.019304,0.0257067,0.00600659,0.00781213,0.0116779,0.0223256,0.0086687,0.00492039,0.00377263,0.00301744,0.00459808,0.00858106,0.0039528,0.0222685,0.0131255,0.00975738,0.0089317,0.00495805,0.0103073,0.0127185,0.00918199,0.0113792,0.0142328,0.00829664
91,0.0151833,0.0354549,0.0306985,0.00707026,0.0045932,0.00411268,0.00362399,0.00551969,0.00903563,0.0122815,0.0253178,0.00921107,0.0161712,0.0176884,0.0156066,0.0252936,0.0234681,0.0182296,0.0245132,0.00593175,0.00742677,0.012405,0.0224375,0.00850964,0.0042626,0.00351511,0.00289581,0.00450999,0.00829953,0.00394828,0.0220589,0.0130532,0.0112745,0.0099221,0.0060418,0.00853092,0.0132826,0.00949996,0.0111026,0.0139935,0.0084065
92,0.0150638,0.0356081,0.0305106,0.00696413,0.00498938,0.0040902,0.00344767,0.00540885,0.00908936,0.0121614,0.0247523,0.00926751,0.015281,0.015845,0.0142952,0.024067,0.0228565,0.0172883,0.022999,0.00581092,0.00703477,0.0128913,0.0226696,0.00824008,0.00361759,0.00317794,0.00271823,0.00439892,0.00805124,0.0040611,0.0216569,0.0129379,0.0127155,0.0105762,0.00715321,0.00686106,0.0141577,0.00984897,0.0106654,0.0134738,0.0082346
93,0.0150426,0.0357205,0.0303046,0.00736434,0.00563595,0.00413035,0.0032924,0.00523005,0.0091956,0.0119579,0.0244688,0.00907377,0.0144575,0.0141699,0.0129041,0.0225439,0.0222927,0.0166107,0.0214559,0.00566698,0.00665985,0.01309,0.0229727,0.00785849,0.00344943,0.00276498,0.00251777,0.00426368,0.00785919,0.0043022,0.0210613,0.0128195,0.0139239,0.0109521,0.00822317,0.005404,0.0150424,0.0101502,0.0101159,0.0127199,0.00781625
94,0.0151115,0.0357742,0.0300665,0.00791584,0.00658877,0.00423514,0.00318283,0.00501511,0.00933,0.0116464,0.0244637,0.00869991,0.0135679,0.0127645,0.0115447,0.0212526,0.0219624,0.0162632,0.0200983,0.00551245,0.0063266,0.0129769,0.0233001,0.00736329,0.00410219,0.00232594,0.00234125,0.00410838,0.00773582,0.00459572,0.0204097,0.0127179,0.0147643,0.0111491,0.00914111,0.00427389,0.0157846,0.0102295,0.00948237,0.0117927,0.00721573
95,0.0152117,0.035815,0.0297942,0.00818527,0.00775482,0.00439975,0.00312598,0.00480596,0.00948822,0.0112885,0.0246825,0.00826454,0.0125315,0.0116969,0.0103062,0.0205684,0.0219381,0.0161629,0.019022,0.00534992,0.00606367,0.0125547,0.0236282,0.00677592,0.00528312,0.00190356,0.00224312,0.0039668,0.00768964,0.00483433,0.0198981,0.0126297,0.0151744,0.0112259,0.00978869,0.00356291,0.0163041,0.0100511,0.00877368,0.0107571,0.00650175
96,0.0152652,0.0359035,0.0295192,0.00797527,0.00897615,0.00461883,0.00310194,0.00459481,0.00965378,0.0110073,0.0250524,0.00785543,0.0113168,0.0109835,0.00921414,0.0205315,0.0221507,0.0161174,0.0182213,0.00518833,0.0059035,0.0118513,0.0239652,0.00615912,0.00639493,0.00151788,0.00226499,0.00389322,0.00772991,0.00497769,0.0196544,0.0125304,0.015187,0.0111797,0.0100491,0.00328602,0.0165071,0.0100206,0.00798879,0.00966223,0.00573167
97,0.0152349,0.0360469,0.0293027,0.00739092,0.0101351,0.00487956,0.00306795,0.00429986,0.00977725,0.0108912,0.0254983,0.00747061,0.00996233,0.0105413,0.00823302,0.0209736,0.02245,0.015941,0.0176054,0.00505499,0.00587726,0.0109233,0.0243265,0.00561939,0.00688641,0.00123824,0.00240332,0.00391362,0.00786667,0.00506849,0.0196194,0.0123746,0.0149236,0.0110658,0.00985472,0.00340047,0.0163142,0.010547,0.00713358,0.00854301,0.00495154
98,0.015165,0.0361759,0.0291795,0.00664216,0.0111995,0.00515627,0.00298662,0.00387933,0.00981877,0.0109533,0.0259607,0.00701434,0.00861536,0.0101611,0.00732747,0.0217218,0.0226708,0.0155284,0.0170166,0.00497894,0.00599256,0.00984777,0.0247108,0.0052844,0.0065051,0.00115561,0.00261306,0.00400809,0.00810309,0.00516146,0.0196967,0.0121073,0.0145751,0.0111605,0.00930509,0.00394666,0.015796,0.0110768,0.00621187,0.00742794,0.00419688
99,0.0151263,0.0362084,0.0291312,0.00583933,0.0121988,0.00536917,0.00282443,0.00342667,0.00976735,0.0111771,0.0263804,0.0063883,0.00751544,0.00959964,0.0065282,0.022625,0.0226484,0.0148509,0.0163055,0.00497234,0.00622621,0.00870803,0.0251136,0.00527509,0.0056229,0.00124101,0.00283271,0.00413243,0.00841099,0.00525038,0.0201618,0.0117239,0.0143708,0.0118917,0.00878663,0.00490731,0.0153757,0.010768,0.00524689,0.00636333,0.00353177
100,0.0151482,0.0361111,0.0291418,0.00496502,0.0131992,0.0054125,0.00258779,0.0030645,0.00962987,0.0115175,0.0267242,0.00561733,0.00684398,0.00866218,0.00591352,0.0234676,0.0222051,0.0138859,0.0153742,0.00496189,0.00650439,0.00753657,0.025568,0.00564514,0.00541855,0.00138785,0.00300001,0.0042431,0.00873949,0.0052831,0.0213061,0.0113288,0.0144247,0.0132961,0.00881689,0.00598209,0.0158571,0.0100004,0.00425873,0.00542869,0.00304671
101,0.0151984,0.0359203,0.029265,0.00398952,0.0142653,0.00522231,0.00234152,0.00276944,0.00940318,0.0119136,0.0270077,0.00496626,0.00668034,0.00723581,0.00554858,0.0239939,0.02118,0.0125721,0.0141975,0.00476774,0.00670539,0.00626025,0.0261932,0.00634193,0.006698,0.00155056,0.00307323,0.00429974,0.00903227,0.00523308,0.0225175,0.0111449,0.0145527,0.0146837,0.00953463,0.00679593,0.0176821,0.0099307,0.00322476,0.00470503,0.00279547
102,0.0152592,0.0357193,0.0296351,0.00293698,0.0154283,0.00486036,0.00216716,0.0024688,0.00908471,0.0123027,0.0272955,0.00493766,0.00712071,0.0053074,0.00545777,0.024072,0.0195296,0.0108569,0.0128131,0.00418965,0.00671969,0.0047476,0.0271781,0.00727104,0.0086308,0.00171769,0.00305421,0.00427574,0.0092529,0.00514108,0.0229113,0.0114097,0.0143495,0.0151074,0.0104541,0.00728449,0.0200151,0.0101669,0.00208673,0.00424321,0.00273898
103,0.0153667,0.0356139,0.0303397,0.00182687,0.0166212,0.00452678,0.00206906,0.00216059,0.00873672,0.0126368,0.0276334,0.00594815,0.00816473,0.00311441,0.00562854,0.0238113,0.017425,0.00881582,0.011341,0.00323809,0.00656939,0.00316655,0.028738,0.0083496,0.0103021,0.00190339,0.00303897,0.00416553,0.00939333,0.00513876,0.022587,0.0122241,0.0136299,0.0141461,0.010954,0.00782248,0.0214334,0.00949879,0.00122358,0.0041068,0.00290319
104,0.0155636,0.0356889,0.0313611,0.000750632,0.0177471,0.00448168,0.00204574,0.00185347,0.00851775,0.0128818,0.0280559,0.007853,0.00948728,0.00208089,0.00609833,0.0234873,0.0152607,0.00676244,0.00994995,0.00244569,0.00653511,0.00304662,0.0309681,0.00942447,0.011429,0.00215887,0.00321018,0.00400614,0.00949773,0.00536772,0.0223701,0.0134406,0.0126728,0.0121474,0.0107138,0.00892121,0.0212247,0.00801529,0.00255575,0.00453166,0.00358782
105,0.0159409,0.0359888,0.032527,0.00134439,0.0187214,0.00491179,0.00231716,0.00159108,0.00868064,0.0130112,0.0285361,0.0100386,0.010576,0.00378757,0.0068236,0.0232382,0.0133559,0.00516826,0.00879242,0.00279891,0.00704465,0.00511816,0.0337156,0.0102043,0.0121377,0.00253353,0.00374403,0.00389842,0.00968259,0.0059346,0.0225177,0.0146711,0.0119509,0.00992679,0.00989096,0.0107995,0.0199871,0.00682526,0.0052261,0.00574559,0.00510232
106,0.0166033,0.0364846,0.0335914,0.00286902,0.0195147,0.00577481,0.00310808,0.00146195,0.0093952,0.0130181,0.0290163,0.0117514,0.0110473,0.005807,0.0076348,0.0229219,0.0116932,0.00454857,0.00792528,0.00387864,0.00810675,0.00747547,0.0365929,0.0104265,0.0127176,0.00302803,0.00465541,0.00397547,0.0101,0.00693666,0.0227082,0.015449,0.0114128,0.0082481,0.00890607,0.0131648,0.0191248,0.0064162,0.00840605,0.00758096,0.00726128
107,0.0174796,0.0370967,0.0343492,0.00423064,0.0201611,0.00688482,0.00421729,0.00145441,0.0105551,0.0129093,0.0294308,0.01241,0.0107435,0.00722355,0.00831909,0.0222432,0.010141,0.00516869,0.00729356,0.00483458,0.0091459,0.00917136,0.0391183,0.0100829,0.0133614,0.00360149,0.00584045,0.00428162,0.0108485,0.00842724,0.0227802,0.0154471,0.010801,0.00798336,0.0082619,0.0153994,0.0196616,0.00656893,0.0116067,0.00955851,0.00956215
108,0.0182496,0.0377243,0.0347186,0.0051285,0.0207167,0.00807079,0.00521755,0.00155285,0.0117908,0.0126773,0.0297208,0.0118876,0.00969314,0.00791898,0.00873565,0.0209186,0.00881662,0.00659938,0.00680398,0.00544491,0.00955511,0.00997802,0.0409426,0.00945085,0.0140442,0.00420491,0.00717032,0.00467258,0.0118829,0.0102824,0.0227985,0.014636,0.0105263,0.00960838,0.00847191,0.0169634,0.0214648,0.00728362,0.0142888,0.0112021,0.011521
109,0.0186286,0.0382714,0.034745,0.00545688,0.0212322,0.00921413,0.00577535,0.00184787,0.0126993,0.0122757,0.0298566,0.0105737,0.00803466,0.00805891,0.0088633,0.0187921,0.00803528,0.00814769,0.00637436,0.00576544,0.00918501,0.0100834,0.0419893,0.00889348,0.0146026,0.00480718,0.00848355,0.00493718,0.0130043,0.0122112,0.0228109,0.0133094,0.0110916,0.0121586,0.00955484,0.017635,0.0235826,0.00838729,0.0159926,0.0122568,0.0128657
