Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
216,0.00569164,0.0330939,0.0234861,0.00963102,0.0162272,0.00433501,0.00244475,0.00549738,0.010759,0.0103311,0.0310791,0.0132755,0.00886567,0.0122662,0.00695354,0.00823722,0.00795528,0.0084051,0.00912786,0.00298873,0.0015779,0.00327973,0.0329669,0.00933724,0.00529584,0.0048583,0.00794779,0.00776527,0.0131625,0.00862262,0.026447,0.00949589,0.0144735,0.0135278,0.00940474,0.0321347,0.0154628,0.0152666,0.00990368,0.0113674,0.0121562
217,0.00544665,0.0332422,0.0249461,0.0105753,0.0190163,0.00350249,0.00345883,0.00493281,0.0116082,0.0101384,0.0313606,0.0157959,0.00765576,0.011144,0.00977751,0.00991331,0.0120927,0.0110111,0.00969861,0.00331361,0.00186532,0.00511926,0.0343348,0.00720613,0.00496616,0.00513121,0.00745364,0.00788719,0.0121355,0.00908249,0.0258785,0.0131181,0.0154493,0.0141421,0.0101598,0.033755,0.0123422,0.0137428,0.00965788,0.0114148,0.0116718
218,0.00564851,0.0335523,0.0267865,0.0114041,0.020502,0.00299336,0.00479869,0.00426414,0.0125519,0.0101068,0.0310363,0.0179606,0.00591277,0.0116075,0.0108227,0.011606,0.016772,0.0124202,0.00911704,0.00487461,0.00349223,0.00740094,0.0356365,0.00569947,0.0051125,0.00521661,0.00688083,0.00762744,0.0111054,0.00913505,0.0250827,0.016418,0.0168304,0.0158743,0.0114267,0.0348261,0.00914471,0.0114528,0.00970234,0.0111078,0.0112839
219,0.00600113,0.0341116,0.0287889,0.0114605,0.0206515,0.00325113,0.0060166,0.00359647,0.0134141,0.0103509,0.0302288,0.0192287,0.00428119,0.0123152,0.00980475,0.0127131,0.0201237,0.0123924,0.00824093,0.00717446,0.00551015,0.00970794,0.0366366,0.00547572,0.00553727,0.00506173,0.00635204,0.00712868,0.0103821,0.00905386,0.0244482,0.0183918,0.0184642,0.0183759,0.0129325,0.0349487,0.00766789,0.00893154,0.0100591,0.0106156,0.0112008
220,0.00644669,0.0349092,0.0306626,0.0104013,0.0200135,0.00406314,0.00676657,0.00297721,0.0140031,0.0109084,0.0290306,0.0193353,0.00387799,0.0112214,0.00777885,0.0134135,0.0216278,0.0124308,0.00867748,0.00928535,0.0072887,0.0114714,0.0372275,0.00660777,0.00596744,0.00484083,0.00601066,0.00659681,0.0101626,0.00929854,0.0242813,0.0185952,0.0203259,0.0211228,0.0145993,0.0339526,0.00958286,0.00655207,0.0105902,0.0102752,0.0114223
221,0.00699475,0.035834,0.032209,0.00843968,0.0192161,0.00496479,0.00691542,0.00239782,0.0142082,0.0115602,0.0275918,0.0184563,0.005897,0.00955457,0.00647414,0.0142553,0.022203,0.0140973,0.00987731,0.0104801,0.00833076,0.0122464,0.0374407,0.00809341,0.00622547,0.00480108,0.00594771,0.00619414,0.0103472,0.00996944,0.024636,0.0174156,0.0224746,0.0238162,0.0163148,0.0318287,0.0135421,0.00464773,0.0111561,0.0102811,0.0117508
222,0.00751886,0.0367433,0.0333901,0.00625537,0.0186175,0.00569654,0.00657668,0.00187645,0.0140322,0.0119495,0.0262685,0.0170928,0.00910087,0.0104745,0.00677974,0.0154978,0.0230882,0.0168419,0.0108802,0.0104626,0.00842496,0.0119357,0.0373752,0.00895911,0.00633806,0.00505757,0.00612903,0.00602671,0.0106426,0.0108771,0.0253985,0.0158252,0.0248007,0.0263994,0.0174838,0.0286379,0.0179467,0.00379045,0.0116738,0.0105286,0.0119791
223,0.00803269,0.0375259,0.0342667,0.00458202,0.0182567,0.00616929,0.00600599,0.00148097,0.0135627,0.0119048,0.0253805,0.0157645,0.0120456,0.0135092,0.00782786,0.0170405,0.0245087,0.019664,0.0116809,0.00943116,0.00776169,0.0107862,0.0371194,0.00899256,0.00648634,0.00550104,0.00642552,0.00613939,0.0108251,0.0117179,0.0264809,0.0146365,0.0268914,0.0288211,0.0174457,0.0246128,0.0220285,0.00429407,0.0120468,0.0107822,0.0119826
224,0.00870177,0.038111,0.0348855,0.00376968,0.0179981,0.00640413,0.00541205,0.00128456,0.0129257,0.0115805,0.0249206,0.0147598,0.0139702,0.0162659,0.00851202,0.0186398,0.0258427,0.0221147,0.0124195,0.00791796,0.00681364,0.00921845,0.0367379,0.00852863,0.00686703,0.00588499,0.00669938,0.00647991,0.0108383,0.0122881,0.027832,0.0141218,0.0282305,0.0308839,0.0167067,0.020458,0.0253525,0.00550156,0.0121465,0.0108796,0.0117103
225,0.00955433,0.0384632,0.0352415,0.00374179,0.0176777,0.00645947,0.00483445,0.00129989,0.0122494,0.0112957,0.0246549,0.0140937,0.0147562,0.0176659,0.00833576,0.0200109,0.0267246,0.0238467,0.0129986,0.00645888,0.00600836,0.00762361,0.0362812,0.00798375,0.0075861,0.00598879,0.00684239,0.00692229,0.0107267,0.0126095,0.0293219,0.0142184,0.0285431,0.0323334,0.0166557,0.0175157,0.0276917,0.00683208,0.0118777,0.0107716,0.0111807
226,0.0104369,0.0385912,0.0353193,0.0043329,0.0171605,0.00634847,0.0042191,0.00145264,0.0116388,0.0112489,0.0243872,0.0136291,0.0148622,0.0174711,0.007443,0.0209565,0.0274409,0.0246984,0.0133163,0.00527761,0.00540422,0.0062255,0.0358039,0.00755246,0.00867325,0.00575081,0.0068118,0.00734832,0.010565,0.0128066,0.0307401,0.0146257,0.0279583,0.0330336,0.0173247,0.0169074,0.0289986,0.00804907,0.011248,0.0105027,0.0105143
227,0.0111533,0.0385573,0.0351572,0.00538607,0.0164281,0.0060435,0.00357299,0.00163661,0.0111585,0.0113949,0.0240568,0.0132262,0.0149648,0.0160217,0.00637141,0.021506,0.0284999,0.0248265,0.013375,0.00429853,0.00477077,0.00508223,0.0353498,0.00721882,0.0101302,0.00527455,0.00663043,0.00767466,0.0103945,0.0128975,0.0318484,0.0149707,0.0268742,0.033003,0.0179739,0.018019,0.0293419,0.00897695,0.0103667,0.0101601,0.00989053
228,0.0115504,0.0384542,0.0348386,0.0066543,0.0155823,0.00556871,0.00299014,0.00176001,0.0108131,0.0115781,0.0236973,0.0128524,0.0153305,0.0140256,0.00548808,0.0219184,0.0300091,0.0244775,0.0131989,0.0034734,0.00397214,0.0041988,0.034937,0.00692546,0.0119362,0.00474147,0.00635836,0.00782935,0.0102081,0.0127836,0.0324292,0.0151456,0.0256634,0.0323179,0.0186677,0.0192911,0.0288101,0.0094646,0.00938036,0.00979205,0.00944276
229,0.0115951,0.0383653,0.0344398,0.00771262,0.0147304,0.0050534,0.00256633,0.00175441,0.0105533,0.0117132,0.0233664,0.0125756,0.0156167,0.0120417,0.00468419,0.0225018,0.0313862,0.0237923,0.0128397,0.00295731,0.00319662,0.00359051,0.0345373,0.00665584,0.0140192,0.00432927,0.00605035,0.00773928,0.00998765,0.0123814,0.0323561,0.0153323,0.0244978,0.0310489,0.0190639,0.0197892,0.0274955,0.00951859,0.00841313,0.00935085,0.00918806
230,0.0113919,0.0383251,0.0340079,0.00805121,0.0138563,0.0046671,0.00233034,0.00159046,0.0103203,0.0118327,0.0230909,0.0124615,0.0154572,0.0102099,0.00378082,0.0232993,0.0317337,0.0228135,0.012521,0.00286349,0.0028904,0.0032399,0.0340784,0.00642177,0.0162592,0.0041461,0.00571847,0.00735299,0.00974411,0.0117169,0.0316767,0.0157785,0.0234064,0.0293025,0.0185959,0.0194225,0.025538,0.00934887,0.00751245,0.00872475,0.00903667
231,0.0110958,0.0382987,0.0335705,0.00743981,0.0128278,0.0044972,0.0022473,0.00128828,0.0100892,0.0119999,0.0228313,0.0124977,0.0149536,0.00857981,0.00303172,0.0238595,0.0305867,0.0215258,0.012678,0.00297495,0.0032059,0.00306647,0.0334908,0.00628703,0.0185128,0.00412456,0.00532667,0.00667785,0.00951151,0.0108975,0.0305812,0.0166158,0.0224315,0.0272639,0.0177545,0.0186403,0.0231415,0.0091862,0.00661408,0.00782908,0.00883846
232,0.0108082,0.0382117,0.0331458,0.00621523,0.0115453,0.00451443,0.00226388,0.000912967,0.00987218,0.0122006,0.022492,0.012583,0.0145709,0.00762023,0.00335067,0.0235471,0.0282987,0.019927,0.0135809,0.00299681,0.00374424,0.0029712,0.0327624,0.00638918,0.0206218,0.0040809,0.00484113,0.00580517,0.00932219,0.0100268,0.0292674,0.017766,0.0216763,0.0251597,0.0172972,0.0178537,0.020531,0.00906309,0.00560969,0.00667942,0.00845972
233,0.010541,0.0380056,0.0327403,0.00504846,0.0100782,0.00463314,0.0023359,0.000576235,0.00969027,0.0123243,0.0219817,0.0125712,0.0147436,0.00823618,0.00502852,0.0222261,0.0257499,0.018191,0.0149199,0.00281635,0.00415846,0.00288563,0.0319584,0.00676608,0.0224167,0.00397759,0.00428675,0.00489045,0.00919391,0.00917157,0.0278647,0.0189969,0.021169,0.0231484,0.017116,0.016979,0.0179047,0.00885954,0.004511,0.00540162,0.00787041
234,0.010261,0.0376638,0.0323442,0.00426081,0.00865116,0.00477686,0.00243582,0.000544727,0.00954957,0.0122376,0.0213639,0.012351,0.0155713,0.0106268,0.00734497,0.0205098,0.0237127,0.0167413,0.0160804,0.00248078,0.0043309,0.00277771,0.0311757,0.00717334,0.0237357,0.00398033,0.00374522,0.0040926,0.00912196,0.00836597,0.0264819,0.0200877,0.020703,0.0212313,0.0167607,0.0156657,0.015404,0.00856057,0.00357942,0.00417212,0.00714832
235,0.0099668,0.0371947,0.0319386,0.00361064,0.00749317,0.00493615,0.00257012,0.000929978,0.00944831,0.0118811,0.0211191,0.0119217,0.0168377,0.014072,0.00995671,0.0192449,0.0224602,0.016015,0.0166704,0.0020955,0.00426715,0.00265317,0.0304749,0.00726119,0.0244467,0.00420443,0.00328241,0.00348855,0.0090776,0.00761563,0.0252677,0.0209107,0.019961,0.0193226,0.0160754,0.013741,0.0130779,0.00840885,0.00323524,0.00311249,0.00638291
236,0.00972793,0.0366008,0.0315157,0.00284285,0.0065825,0.00517836,0.00279035,0.00151174,0.00939751,0.0113104,0.0220896,0.01139,0.018295,0.017975,0.0129301,0.0188074,0.0218258,0.0160905,0.0167088,0.00174295,0.0040296,0.00257176,0.0298453,0.00688253,0.0244645,0.00455643,0.00286772,0.00301031,0.00903507,0.00690637,0.0243896,0.0213895,0.0188176,0.0174059,0.0150984,0.0113737,0.0108702,0.00860779,0.00354189,0.00221952,0.005591
237,0.00964667,0.0358675,0.0310845,0.00213693,0.00559029,0.00553232,0.00315554,0.0022028,0.00942243,0.0106587,0.0246098,0.0108665,0.0197987,0.021985,0.0162533,0.0190302,0.0214584,0.01671,0.0166099,0.00147236,0.00371238,0.00264912,0.0292271,0.00618763,0.0237581,0.00487363,0.00237585,0.00248283,0.00899353,0.00622873,0.023931,0.0214582,0.0173825,0.0155418,0.013893,0.00914045,0.00870839,0.0089403,0.00410718,0.00148122,0.00469916
238,0.00977902,0.0349798,0.0306612,0.00231636,0.00448831,0.00590357,0.00366902,0.00294955,0.00953809,0.0100588,0.0278743,0.01035,0.0211677,0.0256196,0.0194302,0.0195786,0.0210817,0.0176151,0.0170946,0.00135171,0.00343366,0.0029814,0.028574,0.00555662,0.0223781,0.00507693,0.00170046,0.00180064,0.0089774,0.00560874,0.0238046,0.0210838,0.0157726,0.0137721,0.0125225,0.00806288,0.00680062,0.00912405,0.00468233,0.00140184,0.00360859
239,0.0101029,0.0339587,0.0302628,0.00345002,0.00428856,0.00616467,0.00425601,0.00368614,0.00972193,0.00958278,0.0306485,0.00970552,0.022049,0.0280419,0.0216075,0.0201614,0.0206983,0.0186302,0.0185753,0.00144434,0.00332027,0.00355403,0.0278964,0.00543646,0.0204964,0.00521085,0.000869589,0.00114723,0.009017,0.00511934,0.0237793,0.0203036,0.0139972,0.0120937,0.0110476,0.0086918,0.00603515,0.00930844,0.00526983,0.00241487,0.00233118
240,0.0105439,0.0328748,0.0299117,0.00470565,0.00537813,0.00626393,0.00479294,0.00433617,0.00991243,0.0092357,0.0321237,0.00878056,0.0220498,0.0283579,0.0220889,0.0206014,0.0206095,0.0195299,0.0204813,0.00170329,0.00343439,0.00429164,0.0272596,0.00593197,0.0184206,0.00536906,0.000357622,0.0010627,0.0091123,0.00485925,0.0236144,0.0192513,0.0120994,0.0104909,0.00956989,0.0100454,0.00706611,0.00994454,0.00592084,0.00387128,0.00123011
241,0.0110191,0.0318236,0.0296438,0.00566086,0.00620642,0.00623365,0.00515467,0.00482716,0.0100328,0.00899264,0.0321314,0.00760826,0.0210282,0.0262757,0.0207718,0.0208828,0.0211694,0.0200244,0.021786,0.00200214,0.00369955,0.00514308,0.0267415,0.00663579,0.0165462,0.00557753,0.00102356,0.00141063,0.00921192,0.0048951,0.0231782,0.0181668,0.0102845,0.0089874,0.0083209,0.0109591,0.00882462,0.0112456,0.00659487,0.00538496,0.00152106
242,0.0114759,0.0308983,0.0295187,0.00622954,0.00568053,0.00614486,0.00526424,0.00510939,0.0100218,0.00883591,0.0309733,0.00654978,0.0192215,0.0225135,0.018199,0.0211326,0.0223834,0.0198787,0.0219629,0.00221804,0.00394819,0.00607873,0.0263782,0.00710138,0.0152597,0.00579457,0.0016897,0.00165394,0.00924448,0.00520145,0.0224584,0.0173387,0.00890566,0.00778512,0.00765422,0.011146,0.0102126,0.0128952,0.0071834,0.00679162,0.00265216
243,0.0118796,0.0301873,0.0296016,0.00649387,0.00383201,0.00602935,0.00511585,0.00516291,0.00984785,0.00877273,0.0291444,0.00615491,0.0170768,0.0184908,0.0152467,0.0215306,0.0237325,0.0190214,0.0212326,0.00225638,0.00402145,0.00705936,0.0261535,0.00718469,0.0148201,0.00599797,0.00222916,0.00174096,0.00916692,0.00568202,0.0214816,0.0169677,0.00839906,0.00745665,0.00782567,0.0111677,0.0110632,0.0143153,0.00761005,0.0080359,0.00375361
244,0.0121882,0.0297626,0.0299242,0.00657842,0.00255511,0.00584326,0.00477865,0.00500596,0.00952424,0.00881201,0.0271351,0.00662662,0.0149841,0.0153947,0.0126874,0.0221543,0.0244832,0.0176035,0.0202012,0.00207303,0.00384247,0.00804688,0.0260199,0.00702278,0.0152391,0.00619034,0.00267706,0.00178939,0.00898419,0.00621642,0.0202539,0.0170496,0.00906119,0.00864096,0.00879285,0.0117119,0.0117838,0.0150782,0.00785322,0.00910454,0.0046981
245,0.0123641,0.0296454,0.0304591,0.00656242,0.0047378,0.00551658,0.00436947,0.00468481,0.00911338,0.00893424,0.0254064,0.00762412,0.0131904,0.0135361,0.0108822,0.0228224,0.0242221,0.016059,0.0193784,0.00169029,0.0034395,0.0090343,0.0259394,0.00687279,0.0162475,0.0063608,0.00303802,0.00186974,0.0087371,0.00668287,0.0187627,0.0174116,0.010757,0.0111045,0.0103731,0.0126141,0.0128693,0.015158,0.00790023,0.00997432,0.00543496
246,0.0123854,0.0298222,0.0310941,0.00644466,0.00781343,0.00504337,0.00400693,0.00426517,0.00869881,0.00911712,0.0243734,0.00871032,0.0118699,0.0128474,0.00975519,0.0231421,0.0232337,0.015139,0.0189476,0.00128098,0.00295385,0.0100715,0.0258984,0.00698666,0.0173517,0.00647036,0.00327596,0.00196025,0.00845207,0.00695781,0.0170656,0.017834,0.0130809,0.0139167,0.0123819,0.0130968,0.0147559,0.0149564,0.00774238,0.0106003,0.00589054
247,0.0122631,0.0302412,0.0316532,0.00615572,0.0107719,0.00453628,0.00375143,0.00380864,0.00833596,0.00936081,0.0242948,0.00956109,0.0110746,0.013291,0.00899388,0.0227656,0.0223788,0.0154631,0.0188172,0.00123286,0.00257897,0.0111943,0.0259001,0.00750203,0.0180438,0.0064785,0.00335658,0.00200378,0.00812818,0.0069556,0.0153875,0.0181706,0.015695,0.0162901,0.0146291,0.0127062,0.0176212,0.0151804,0.00740173,0.0109468,0.00599626
248,0.0120558,0.0308101,0.0319649,0.00560896,0.0134803,0.00417498,0.00355055,0.00334913,0.00801694,0.00968775,0.0250632,0.00993132,0.0107306,0.0143865,0.00832353,0.0217411,0.0224298,0.0167787,0.0187336,0.00164793,0.0024314,0.0123424,0.0259382,0.00834521,0.0181223,0.00636611,0.00329316,0.00195047,0.0077619,0.006682,0.0140689,0.0183846,0.0183246,0.0179382,0.0168938,0.0117092,0.0209721,0.0164117,0.00696081,0.0110222,0.00575075
249,0.0118644,0.0314228,0.0319414,0.00482621,0.0154892,0.0040642,0.00326186,0.00290725,0.00768392,0.0101251,0.0261758,0.0096732,0.0107291,0.0151731,0.00759891,0.0207607,0.0233729,0.0181352,0.0182466,0.00218219,0.00246611,0.0133595,0.0259868,0.00926408,0.0179576,0.00614843,0.0031677,0.00179579,0.00735928,0.00626813,0.0132759,0.0184885,0.0206261,0.0190608,0.0189389,0.0109619,0.0238464,0.0185806,0.00656404,0.0108709,0.00527081
250,0.0118093,0.0320076,0.0316173,0.00418462,0.0159297,0.00419458,0.00277437,0.00255966,0.00729788,0.010681,0.0271248,0.00875259,0.0108464,0.0147017,0.00678302,0.0209215,0.0245565,0.0186962,0.0167039,0.00268117,0.00263862,0.014084,0.0260091,0.00997022,0.0183607,0.00586012,0.00310369,0.00159609,0.00690289,0.00592338,0.0127554,0.0184251,0.0222357,0.0200357,0.020574,0.0112538,0.0254301,0.0210674,0.00636595,0.0105308,0.00476137
251,0.0119826,0.0325608,0.0310925,0.00461902,0.0140136,0.00458472,0.00218075,0.00252538,0.00691911,0.0113428,0.0280811,0.00720479,0.0109467,0.0123281,0.00644989,0.0229553,0.0253884,0.0180679,0.0138761,0.00324744,0.00311143,0.0144407,0.0259663,0.0102832,0.0198625,0.00556646,0.00322291,0.00150462,0.00630973,0.00582826,0.0120288,0.0180729,0.0229048,0.0210238,0.0216625,0.0125907,0.0253602,0.0232949,0.00647989,0.00999961,0.00442014
