Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
54,0.0098777,0.0387781,0.0358083,0.00855931,0.017923,0.00552541,0.00380525,0.000960404,0.0112725,0.0132189,0.0245257,0.0122479,0.0167104,0.0197035,0.0100974,0.0214879,0.0277765,0.0247665,0.0149272,0.00889809,0.00946422,0.00702057,0.0374474,0.009822,0.00531387,0.00545676,0.00179773,0.0027687,0.00909059,0.00954869,0.0240688,0.00992676,0.0250358,0.029078,0.0168203,0.0232511,0.0337095,0.0150816,0.0114331,0.00911514,0.00960786
55,0.0107964,0.0388674,0.0359044,0.00863316,0.0181261,0.00537001,0.00303543,0.00169499,0.0105485,0.0125152,0.0245131,0.0122115,0.0167804,0.0202339,0.00993919,0.0212247,0.0277105,0.0256627,0.01577,0.00770492,0.00764247,0.00562826,0.0371987,0.0101364,0.00520456,0.00535529,0.00181838,0.00335841,0.00897032,0.0104734,0.0256532,0.0100995,0.02345,0.0290039,0.0168412,0.020106,0.0339059,0.0139702,0.01073,0.008847,0.00884628
56,0.0115238,0.0388751,0.0360274,0.00927896,0.0179464,0.00504105,0.00247476,0.00215403,0.0100677,0.0118794,0.0247794,0.0122349,0.0161027,0.0189556,0.00869996,0.0208073,0.0284403,0.0256999,0.015941,0.00681106,0.00631389,0.00430812,0.0371066,0.0102847,0.00480977,0.00518698,0.00183793,0.00386951,0.00908923,0.0116509,0.0265604,0.010081,0.0212112,0.0281624,0.0168505,0.0176139,0.0332061,0.0126229,0.00995746,0.00868625,0.00846932
57,0.0119289,0.0388441,0.036097,0.0100527,0.0172945,0.00466327,0.00223519,0.00230801,0.00981443,0.011371,0.0252847,0.0121481,0.015352,0.0166125,0.00694656,0.0208265,0.0300869,0.0250675,0.015248,0.00610799,0.00555486,0.00314159,0.0370065,0.0100468,0.00426164,0.00505163,0.00188848,0.00410031,0.00939456,0.0126602,0.0268135,0.00980624,0.0189312,0.0267594,0.0165636,0.0156423,0.0318595,0.011196,0.00926388,0.0087862,0.0085183
58,0.0119525,0.0388103,0.0360034,0.0105303,0.0162072,0.00432838,0.00228006,0.00232887,0.00969695,0.0110542,0.0259742,0.0119083,0.0146841,0.0139756,0.00528567,0.0216073,0.0316521,0.0239246,0.0136479,0.00555702,0.00528909,0.00224351,0.0367846,0.0095596,0.00397289,0.00505203,0.00196524,0.00395094,0.00972182,0.013173,0.0265976,0.00951844,0.0170713,0.0249444,0.0154982,0.0139411,0.0300348,0.00986603,0.00865827,0.00896336,0.00880653
59,0.0116262,0.0387871,0.0356901,0.0104107,0.0147135,0.00408666,0.00242648,0.00239017,0.00962355,0.0109992,0.0266703,0.0115674,0.0138334,0.011322,0.00405547,0.0230217,0.0318192,0.0222669,0.0115608,0.00516111,0.00539755,0.00165476,0.0364172,0.00918404,0.00448316,0.00523576,0.00202731,0.00349285,0.00992142,0.0131067,0.0261184,0.00961513,0.015833,0.0227946,0.0135743,0.0125488,0.0277796,0.00880417,0.00806739,0.00884552,0.00908268
60,0.0110575,0.0387441,0.0351849,0.00960009,0.0127741,0.00394794,0.00254149,0.00251007,0.00955837,0.0111849,0.026984,0.0112574,0.0128313,0.00858557,0.00344689,0.024159,0.030039,0.0200424,0.0102503,0.0048743,0.0057557,0.00135584,0.0359389,0.00916704,0.00579573,0.00553702,0.00203518,0.00292802,0.0099448,0.012561,0.0255034,0.0102982,0.0152014,0.0203889,0.0113145,0.0117682,0.025096,0.00819771,0.00741589,0.00822732,0.00917485
61,0.0103574,0.0386173,0.0345595,0.00828094,0.0104769,0.0039048,0.00261099,0.00261879,0.00951914,0.0115033,0.0263813,0.011047,0.0122394,0.00595387,0.0039999,0.023919,0.0269813,0.0174073,0.011107,0.00461639,0.00618858,0.00132762,0.0353924,0.00946307,0.00745518,0.0058062,0.00196911,0.00247656,0.00983323,0.011662,0.0248198,0.0114503,0.0149434,0.0178409,0.00944287,0.0115538,0.0220291,0.00819395,0.00665505,0.00717615,0.00901148
62,0.00959455,0.0383512,0.033875,0.00685034,0.00829723,0.0039673,0.00268893,0.00270205,0.00952564,0.0118247,0.0244927,0.0108291,0.0125911,0.00487641,0.00580406,0.0221249,0.024046,0.0149133,0.0136484,0.0043324,0.00649309,0.00148528,0.0347909,0.00985826,0.00900453,0.00594124,0.00182683,0.00224805,0.00964386,0.0104934,0.0241592,0.0127268,0.0146214,0.01527,0.00823893,0.0112502,0.0186847,0.00878513,0.00577257,0.00590363,0.00857354
63,0.00881431,0.0379292,0.0331658,0.00563713,0.00693033,0.00415326,0.0028342,0.00283218,0.00954893,0.0120167,0.0216165,0.0104128,0.0137935,0.00718285,0.00818345,0.0198123,0.0222621,0.0133498,0.0163302,0.0040125,0.00653421,0.00174401,0.034111,0.010194,0.0100471,0.0059709,0.0016258,0.0021893,0.0093995,0.0091425,0.0236701,0.0137738,0.0138276,0.0127718,0.0074096,0.0101345,0.0151895,0.0098094,0.00483973,0.00459727,0.00785873
64,0.00806797,0.0373621,0.0324371,0.00473567,0.00638785,0.00445951,0.003104,0.00311522,0.00953179,0.0119683,0.0192316,0.00972233,0.0153503,0.0114027,0.0106925,0.0182677,0.0215988,0.0130501,0.0180153,0.00369193,0.00630642,0.00215082,0.0333243,0.0104794,0.0102959,0.00598802,0.00142378,0.00216863,0.00910137,0.00775299,0.0235013,0.0144294,0.0124493,0.0104231,0.00656441,0.00782319,0.0116514,0.0109887,0.00409703,0.00333268,0.00689043
65,0.00743047,0.0366474,0.0316854,0.00434974,0.00566329,0.00487053,0.00355696,0.00360819,0.00946641,0.0116533,0.0195866,0.00886463,0.0168011,0.0162543,0.0132656,0.017714,0.0214457,0.0135027,0.0181172,0.00345623,0.00593509,0.00279655,0.0324226,0.0108973,0.00968653,0.00603897,0.0013421,0.00208239,0.00877293,0.00650926,0.0237441,0.0147275,0.0106772,0.00832372,0.00553072,0.00455369,0.0082419,0.011989,0.00391956,0.00207686,0.00573554
66,0.00697308,0.0357497,0.0309148,0.00486867,0.00375205,0.00536013,0.00420687,0.00428149,0.00942963,0.01118,0.0229984,0.00799008,0.0177834,0.020943,0.0158492,0.0175237,0.0213702,0.0142372,0.0168841,0.00344765,0.00562957,0.00366835,0.0314295,0.0116802,0.00843126,0.00609898,0.00149143,0.00189101,0.00847399,0.00557061,0.0243554,0.0147292,0.0088324,0.00665166,0.00441709,0.00382257,0.00556476,0.0125952,0.00440324,0.000760663,0.00449555
67,0.00671675,0.0346307,0.0301422,0.00612105,0.00138286,0.00585978,0.00498289,0.00504412,0.00951971,0.0107544,0.0272532,0.00711397,0.0180353,0.0244118,0.0180075,0.0173573,0.0213093,0.0155107,0.0156279,0.00381691,0.005614,0.00465865,0.0304036,0.012845,0.0069383,0.00610904,0.00182154,0.00161726,0.00826009,0.005005,0.025082,0.0144131,0.00728461,0.00573122,0.00359454,0.00823518,0.00513946,0.0128073,0.0051903,0.000735444,0.00327958
68,0.00663987,0.0333002,0.0294077,0.00752043,0.00462765,0.0062598,0.00574648,0.00577738,0.00975708,0.0105561,0.0302792,0.0061159,0.0175249,0.0255576,0.0190416,0.0173318,0.0214619,0.0176471,0.0157397,0.00458397,0.00603303,0.00564091,0.0294313,0.0141051,0.00565337,0.0060269,0.00220949,0.00131957,0.00813939,0.00478331,0.0255439,0.0137558,0.00632807,0.00581299,0.00338593,0.0127683,0.00694873,0.0127162,0.00591416,0.00221947,0.00223765
69,0.00672984,0.0318461,0.0287799,0.00863962,0.00819418,0.00646062,0.00634719,0.00636011,0.0100538,0.0106248,0.0312008,0.00495068,0.0165487,0.0239915,0.018512,0.0176096,0.0220623,0.0201186,0.0169954,0.00558581,0.00683943,0.00651903,0.0286158,0.0151413,0.00488213,0.00587906,0.00259623,0.00105049,0.00807454,0.00485013,0.0255093,0.0128779,0.00575856,0.00640195,0.0036851,0.015483,0.00911397,0.0123937,0.00638683,0.00363296,0.00175559
70,0.00699396,0.030424,0.0283493,0.00928925,0.00979045,0.00642513,0.00667909,0.00669894,0.0102628,0.0108647,0.0301906,0.00393533,0.0156481,0.0206544,0.0165911,0.018216,0.0230266,0.0218425,0.0182373,0.00656583,0.00779899,0.00724656,0.028043,0.0158555,0.00467291,0.00575892,0.00299291,0.000838261,0.00800967,0.00515945,0.0250945,0.0120791,0.00496262,0.0064626,0.00419074,0.0157874,0.0109057,0.0119581,0.00654294,0.00481269,0.00219108
71,0.00740102,0.0292113,0.0282088,0.00947328,0.00901788,0.00618618,0.00670567,0.00675762,0.0102522,0.011144,0.0280777,0.00377631,0.0152517,0.0174439,0.0139809,0.0190393,0.0238509,0.0220898,0.018925,0.00725254,0.00863435,0.00783246,0.027728,0.0163376,0.0050098,0.00576418,0.00343532,0.000751914,0.00788661,0.00562695,0.0245857,0.0116941,0.00369535,0.00529878,0.00452857,0.0142489,0.0122585,0.0115008,0.00638987,0.00569288,0.00303295
72,0.00783636,0.0283548,0.0284172,0.00930653,0.00686845,0.00580874,0.00644997,0.00656061,0.0099586,0.0113859,0.0257963,0.00469566,0.0152978,0.0155691,0.0115437,0.019837,0.0242116,0.0210858,0.0191791,0.00740937,0.00915949,0.00835985,0.0275908,0.0166914,0.0060589,0.0059358,0.00393452,0.000922535,0.00765547,0.00610462,0.0240584,0.0118657,0.00241635,0.00336598,0.00430162,0.0121423,0.0129578,0.0108014,0.00599213,0.00634774,0.00379556
73,0.0081497,0.0279349,0.0289619,0.00889857,0.00559231,0.00535265,0.00597087,0.00617613,0.00940439,0.0115946,0.0238785,0.00621556,0.0153129,0.0146288,0.0098788,0.0203954,0.0247762,0.0201134,0.0192591,0.00688832,0.00931524,0.0090062,0.0274986,0.0169658,0.00772567,0.00622611,0.00445509,0.00130123,0.00730616,0.00643365,0.0234751,0.0124882,0.00217564,0.00349306,0.0035212,0.0103454,0.0127168,0.00945392,0.00546299,0.00695117,0.00430439
74,0.00824241,0.0279576,0.029737,0.00830402,0.00687746,0.00487168,0.00534585,0.00570969,0.00868799,0.0118249,0.0223674,0.00795649,0.0148219,0.0142847,0.00903812,0.0208943,0.0269174,0.0206854,0.019331,0.00570012,0.00912569,0.0100004,0.0273445,0.0172025,0.00926162,0.00651506,0.00493512,0.00171576,0.00689615,0.00652137,0.0231934,0.0133657,0.00360977,0.00553387,0.00321885,0.00869001,0.0121582,0.00748077,0.00495307,0.00765467,0.00457197
75,0.00810638,0.0283497,0.0305518,0.00757494,0.00941271,0.00444558,0.00466938,0.00530785,0.00796768,0.0121267,0.0211626,0.00955483,0.0136561,0.0150486,0.0086957,0.0220702,0.0310205,0.0229281,0.0194857,0.00412521,0.00865711,0.0114756,0.0271134,0.0174748,0.00976796,0.00666312,0.00529279,0.0020193,0.00653844,0.00636633,0.0238911,0.0142999,0.00641029,0.00682136,0.00461569,0.00681584,0.0129355,0.00575488,0.00459252,0.00848203,0.00469768
76,0.00779376,0.028986,0.0311709,0.00682451,0.0119472,0.00417648,0.00405614,0.00511502,0.00741231,0.0125198,0.020143,0.0106303,0.0122097,0.0168399,0.00857267,0.0246684,0.0358961,0.0256018,0.0197547,0.00297492,0.00801201,0.0133215,0.0268767,0.0178546,0.00887196,0.00660778,0.00544956,0.00213645,0.00630634,0.00605363,0.0256996,0.0150849,0.0100041,0.00739716,0.0068333,0.00519903,0.0152498,0.00562676,0.00444479,0.00933837,0.00476656
77,0.00738807,0.0297161,0.0313962,0.00621341,0.013971,0.00414938,0.00362595,0.00516065,0.00712664,0.012987,0.0190427,0.0109898,0.0113573,0.0186669,0.00856942,0.0285988,0.0400514,0.02759,0.0201313,0.00345523,0.00734122,0.0152141,0.0267334,0.018326,0.00715436,0.00638147,0.00535193,0.00206472,0.00617703,0.00569598,0.0278093,0.0155005,0.0134302,0.00844295,0.00890503,0.0051596,0.0173486,0.00712011,0.00447735,0.0100953,0.00476789
78,0.00699827,0.030393,0.0311587,0.00586963,0.015282,0.0043801,0.0034496,0.00532663,0.0071021,0.0134577,0.0177015,0.0107487,0.0115988,0.0197813,0.00867117,0.0329246,0.0425961,0.0285117,0.0206061,0.00495303,0.00681242,0.0167584,0.0267571,0.0187265,0.00608102,0.00605196,0.00498442,0.00183791,0.00608681,0.00536138,0.0290202,0.0153903,0.0157563,0.0101179,0.0104344,0.00676339,0.0180254,0.0089578,0.00458914,0.0106625,0.00462089
79,0.00673667,0.0309448,0.0305484,0.00578093,0.016042,0.00479281,0.00352877,0.00549739,0.00726913,0.013821,0.0165104,0.0102151,0.0126021,0.0201465,0.0089008,0.0364964,0.0433304,0.0284875,0.0212065,0.00640296,0.00653953,0.0176374,0.0269735,0.0188362,0.00671471,0.00567278,0.00440792,0.00153401,0.00601563,0.00507371,0.028473,0.0147913,0.0165807,0.0115549,0.0113722,0.00865911,0.0174812,0.00993049,0.00469384,0.0109965,0.00428923
80,0.00669928,0.0313648,0.0297864,0.00577846,0.0166704,0.00526485,0.00377547,0.00560984,0.00756198,0.0139527,0.0164145,0.00954786,0.0139541,0.0200198,0.00922284,0.0384281,0.0425079,0.0277422,0.0219506,0.00738299,0.00651061,0.0176711,0.0273836,0.0185066,0.00851049,0.00523115,0.00371726,0.00126553,0.00601687,0.00482567,0.0261468,0.013944,0.0161879,0.0122474,0.0118565,0.00991648,0.0169047,0.00933981,0.00470934,0.0110907,0.00378226
81,0.00691006,0.0317134,0.029111,0.00564278,0.0174343,0.00565121,0.00406979,0.00562698,0.00794721,0.0137963,0.0179801,0.00864766,0.0153716,0.0194705,0.00946868,0.0383508,0.0405608,0.0263865,0.0228528,0.00775177,0.00662922,0.0168373,0.0279782,0.0177687,0.0106504,0.00468593,0.00301098,0.00122786,0.00615606,0.0046195,0.0228976,0.0131687,0.0151989,0.0122744,0.0119785,0.0100064,0.0172778,0.00786802,0.0045769,0.0109397,0.00313671
82,0.00730084,0.0320728,0.0286671,0.00520321,0.0181908,0.00582346,0.00432739,0.00551074,0.00840874,0.0134042,0.0206805,0.00735662,0.0163148,0.0183453,0.00940531,0.036468,0.0378391,0.0244126,0.0239421,0.00757596,0.00683551,0.0152415,0.0287367,0.0167988,0.0123707,0.0040387,0.00237092,0.00152346,0.0064499,0.00447187,0.0198988,0.012674,0.0140639,0.0120257,0.0116918,0.00890105,0.0182118,0.00781451,0.00427643,0.0105217,0.00238286
83,0.00775242,0.0325067,0.0284766,0.00435525,0.018702,0.00577667,0.00453996,0.00528606,0.00891648,0.0129368,0.0235302,0.00569117,0.016193,0.0165869,0.00898834,0.0334071,0.034479,0.0217976,0.0252237,0.00718827,0.00719343,0.013074,0.0296226,0.0158196,0.012896,0.00338078,0.00189222,0.002008,0.00686093,0.00439341,0.0179968,0.0124478,0.0129812,0.0121264,0.0110071,0.007422,0.0185269,0.00915174,0.00386187,0.00980036,0.00154551
84,0.00815736,0.033011,0.028473,0.00310553,0.0189379,0.00571747,0.00473095,0.00507576,0.00941802,0.012578,0.0258415,0.00401497,0.0148368,0.0143713,0.00853811,0.0299427,0.0304763,0.0185478,0.0265822,0.00709473,0.00782334,0.0105777,0.0306201,0.015012,0.0120478,0.00284249,0.00164897,0.00251726,0.00735867,0.00436634,0.0177119,0.012288,0.0122779,0.013177,0.0103221,0.00690816,0.0177505,0.00945862,0.00344127,0.00874987,0.000705456
85,0.00846253,0.0335173,0.0285646,0.0017132,0.0189646,0.00589517,0.00489026,0.00500749,0.00987401,0.0124178,0.0273702,0.00356859,0.0127072,0.0119856,0.00857895,0.026738,0.0259108,0.0146474,0.027711,0.0075966,0.00875487,0.00816449,0.0317641,0.0144496,0.010959,0.00253539,0.00161284,0.00296143,0.00797138,0.00437805,0.0193822,0.0119706,0.0122802,0.0147122,0.0104038,0.00715228,0.0168151,0.00926901,0.00313899,0.00739506,0.00102226
86,0.00866012,0.0339469,0.028679,0.00101461,0.0187601,0.00634783,0.00498049,0.00511277,0.010316,0.0123728,0.0281897,0.00538939,0.0109263,0.0097561,0.00933609,0.0242313,0.0211738,0.0100719,0.0281982,0.00853139,0.00986159,0.00682274,0.0331305,0.0140071,0.0116228,0.00253717,0.00175938,0.00331556,0.00878092,0.00449489,0.0223485,0.0114659,0.012504,0.0153336,0.0113988,0.00664597,0.0171709,0.0112635,0.00310853,0.00588288,0.00253265
87,0.00874299,0.034284,0.0287708,0.00143333,0.0182638,0.00698017,0.00502653,0.00536169,0.0108765,0.012223,0.0284974,0.00826554,0.0109202,0.00836322,0.0105229,0.0226637,0.0170968,0.00517766,0.0277652,0.0095797,0.010945,0.00779472,0.0347663,0.0134472,0.0139232,0.00286983,0.00232414,0.00362896,0.00986533,0.00491232,0.0250609,0.0110239,0.0120112,0.0145956,0.0123537,0.00492394,0.0183413,0.013801,0.00366699,0.00472898,0.00455217
88,0.00868614,0.0346136,0.028814,0.00237546,0.0174785,0.00775063,0.00521453,0.00573974,0.0117123,0.0117518,0.0284909,0.0111193,0.0129794,0.0091163,0.0117056,0.0221255,0.01481,0.00410429,0.0264302,0.0105391,0.011815,0.0103662,0.0365945,0.0127024,0.0158807,0.00350027,0.00353126,0.0040011,0.0112204,0.00583291,0.0265707,0.0109229,0.0107708,0.01366,0.0124155,0.0030918,0.0182135,0.0138236,0.00513035,0.00504726,0.00690932
89,0.00847683,0.0350707,0.0287776,0.00416295,0.0164227,0.0086555,0.00579515,0.00625476,0.012847,0.0109044,0.0283423,0.0131981,0.0160379,0.012319,0.0126103,0.0224832,0.0148187,0.00930677,0.0244552,0.0113315,0.0123078,0.0129151,0.0383728,0.0119244,0.0164799,0.00431763,0.00518962,0.00445314,0.0126796,0.00716863,0.0269259,0.0110605,0.00971068,0.0129991,0.0115565,0.00465196,0.0159246,0.0111631,0.00725901,0.006918,0.00925398
90,0.00817934,0.0357122,0.028632,0.00607291,0.0150826,0.0095829,0.00669223,0.00681581,0.0140627,0.00981413,0.0282463,0.014054,0.0191714,0.0167435,0.013279,0.0232957,0.0163059,0.0150678,0.0221593,0.0119405,0.0122972,0.0145203,0.0397933,0.0112623,0.0160786,0.00511445,0.0069006,0.00487644,0.0139685,0.00855378,0.0264022,0.0110347,0.00880686,0.0111388,0.0102005,0.00872533,0.0130072,0.00803353,0.00935387,0.00900185,0.0111599
91,0.00794848,0.0364584,0.0283815,0.00708651,0.0134759,0.0103099,0.00751477,0.00717799,0.0150002,0.00869627,0.0283994,0.0137861,0.0219721,0.0212713,0.0140227,0.0238802,0.0182587,0.0202158,0.0197892,0.0123743,0.0118077,0.0149835,0.0406555,0.0108199,0.015621,0.00568677,0.00830549,0.0051398,0.0148644,0.00964169,0.025112,0.0106146,0.00701687,0.00766375,0.00888591,0.012345,0.0122398,0.00690997,0.0106936,0.0102504,0.0123308
92,0.00793524,0.0371768,0.0280654,0.0068404,0.0117081,0.010633,0.00794293,0.00708346,0.0153706,0.00775987,0.0289128,0.0129983,0.0242954,0.0252719,0.0150395,0.0235112,0.020191,0.0244745,0.017519,0.0126134,0.0111064,0.0145846,0.0409774,0.0107169,0.0156972,0.00593258,0.00918146,0.00517826,0.0152923,0.0102659,0.0233874,0.00995267,0.00518488,0.00612546,0.00843848,0.0137414,0.0144829,0.00800933,0.0108733,0.0102653,0.0126852
93,0.00818625,0.0377807,0.0277304,0.00582146,0.00996188,0.0104217,0.00784053,0.00642605,0.0150904,0.00721044,0.0297785,0.0124158,0.0260465,0.028441,0.0161022,0.0217137,0.021803,0.0278499,0.0154502,0.0125782,0.010547,0.013746,0.0409553,0.0109453,0.0162433,0.00584806,0.00945505,0.00499091,0.0152994,0.0104048,0.0218572,0.00940523,0.00608681,0.009486,0.00928643,0.0125905,0.0180212,0.0101079,0.0099565,0.00926502,0.0123044
94,0.00859739,0.0382408,0.0273912,0.00491817,0.00847243,0.00962624,0.00716412,0.00531149,0.0142805,0.00717639,0.0309099,0.0124565,0.0270728,0.0306174,0.0167792,0.0185868,0.0227425,0.0303953,0.0135884,0.0121689,0.010214,0.012769,0.0408267,0.0112709,0.0169728,0.00547807,0.0091828,0.00459784,0.0149713,0.0100918,0.0209701,0.00924613,0.00801191,0.0133148,0.0105432,0.0105034,0.0209564,0.0121365,0.00837461,0.00782049,0.011343
95,0.00895684,0.0385363,0.0270294,0.00472337,0.00747859,0.00833973,0.00598121,0.00399354,0.0131714,0.00757355,0.0321501,0.013078,0.0271917,0.0316787,0.0168365,0.0149804,0.0227266,0.0320533,0.0119387,0.0113234,0.00981959,0.0117449,0.0407339,0.011323,0.0175719,0.00489483,0.00850731,0.00399813,0.0143803,0.00938388,0.0207604,0.00957992,0.00868803,0.0153778,0.0110687,0.0100469,0.0220813,0.013192,0.00666503,0.00646543,0.00997291
96,0.00909441,0.0386207,0.0266319,0.00525827,0.00704865,0.00680524,0.00455496,0.00279784,0.011999,0.00823675,0.0332623,0.0139723,0.0263987,0.0315454,0.0163625,0.0123916,0.0217235,0.0326706,0.0106983,0.0100311,0.00900727,0.0106273,0.0406775,0.0108256,0.0175947,0.0042247,0.00759394,0.00316881,0.0136061,0.00836647,0.0211473,0.0104479,0.00794709,0.0150973,0.0103889,0.0113831,0.0212233,0.0127508,0.00523943,0.00542097,0.00837648
97,0.00899493,0.038437,0.0262335,0.00627198,0.00694309,0.00529613,0.00322657,0.00220906,0.0109475,0.00908731,0.0339494,0.0148924,0.0250294,0.0302291,0.0155709,0.012065,0.0199815,0.0321164,0.0101945,0.00832236,0.00763917,0.00938789,0.040559,0.00996215,0.0166057,0.00366683,0.0065841,0.0021179,0.0127763,0.00713117,0.0221566,0.0118577,0.00649907,0.0127725,0.00880952,0.0125151,0.019072,0.0107266,0.00432284,0.00455554,0.00677228
98,0.00876051,0.0379539,0.0259263,0.00749156,0.00681296,0.00399891,0.00215835,0.00255938,0.0101265,0.0100484,0.0339365,0.015831,0.0235653,0.0278592,0.0145196,0.0135018,0.0179071,0.0304185,0.0104755,0.00624876,0.00583691,0.0081074,0.0402655,0.0094061,0.0144894,0.00339947,0.00560946,0.00104692,0.0120737,0.00576968,0.0237487,0.0135505,0.00569193,0.00950923,0.0071969,0.0126271,0.0165586,0.00748263,0.00402344,0.00369626,0.00545267
99,0.00848844,0.0371933,0.0258176,0.00869742,0.00652162,0.00302391,0.00150486,0.0032867,0.00957062,0.0109785,0.0330825,0.0169367,0.0222526,0.0246611,0.0131154,0.0152891,0.0158564,0.0278223,0.0112235,0.00388411,0.00389413,0.00693124,0.0397404,0.00948528,0.0115134,0.00338575,0.00483679,0.00117294,0.0116884,0.00443467,0.0255369,0.014888,0.00667009,0.00693892,0.00634264,0.0123683,0.014373,0.00439406,0.00435131,0.00322365,0.00477028
100,0.00819144,0.0362348,0.0259564,0.00972123,0.00634493,0.00246989,0.00175695,0.00384586,0.00925801,0.011743,0.0314351,0.0182953,0.0210389,0.020927,0.0113874,0.0165002,0.0139386,0.0247365,0.0121301,0.00143637,0.00221533,0.00595139,0.039009,0.00965359,0.00824411,0.00339926,0.00445103,0.00231763,0.0117297,0.0034692,0.0267924,0.0152636,0.00867003,0.00653433,0.00635273,0.0127693,0.012892,0.00523299,0.00516963,0.00396355,0.0049161
101,0.00781493,0.0351889,0.0262843,0.0104413,0.00692725,0.00236069,0.00254131,0.00408375,0.00912805,0.012272,0.0291833,0.0198255,0.0197656,0.0169922,0.0095129,0.0166862,0.0119849,0.021582,0.0130544,0.00161318,0.00149711,0.00513536,0.0381468,0.00942664,0.00573401,0.00325224,0.00452104,0.00337602,0.0121634,0.00340699,0.0267564,0.0146133,0.0106868,0.00793293,0.00704573,0.0139789,0.0123339,0.00876731,0.00625366,0.00560933,0.00569712
102,0.00729307,0.0341528,0.0266561,0.0108041,0.00860627,0.00253055,0.00326733,0.00409251,0.00909392,0.0125665,0.0265652,0.0213503,0.0182929,0.0131843,0.00755828,0.0157167,0.0097734,0.0186109,0.0139465,0.00391934,0.00211627,0.00440046,0.0372341,0.0090235,0.00517891,0.00289075,0.00493036,0.00414098,0.0128492,0.00429287,0.0249994,0.0134267,0.0123917,0.00986169,0.00822503,0.0152804,0.0127811,0.0120061,0.00741345,0.00741756,0.00681202
103,0.00662026,0.0331821,0.0269096,0.0108122,0.0109319,0.00279489,0.00383875,0.00408251,0.00907121,0.0126791,0.0238818,0.0226914,0.0165824,0.00976198,0.00548253,0.0137658,0.00740164,0.0157917,0.0147885,0.0059451,0.0032156,0.00379479,0.0363238,0.00897899,0.00556405,0.00233712,0.00554125,0.00458365,0.0136494,0.00563482,0.0216987,0.0122589,0.0137356,0.0118185,0.00941908,0.0162787,0.0139476,0.0142014,0.00854992,0.00909558,0.00810398
104,0.00588191,0.0322813,0.0269428,0.0104817,0.0131565,0.00308047,0.00435495,0.00423883,0.00901677,0.0126809,0.0215788,0.0237102,0.0147189,0.00688599,0.00340008,0.0112707,0.00564792,0.0128642,0.0155351,0.00753139,0.00452618,0.00360088,0.0354263,0.00957223,0.00526428,0.00160815,0.00631867,0.00477401,0.0144966,0.00710923,0.0179418,0.0113742,0.0147896,0.0138579,0.0101551,0.0174328,0.0151775,0.0151167,0.00967493,0.0106633,0.00952724
105,0.0052262,0.0314171,0.0267378,0.0098244,0.0146732,0.00334094,0.00488982,0.00460551,0.00894576,0.0126231,0.0201659,0.024307,0.0128627,0.00468684,0.00178372,0.00907442,0.00557165,0.00964251,0.0160443,0.00870169,0.00596442,0.00406758,0.0345274,0.0106532,0.00428289,0.000789466,0.00728532,0.00487854,0.0153776,0.00857219,0.015762,0.010845,0.0157854,0.0162049,0.0103307,0.0190971,0.0159562,0.014681,0.0108798,0.012259,0.0110585
106,0.00481434,0.0305494,0.0263498,0.00888603,0.0151783,0.00350307,0.00542698,0.00508774,0.00890483,0.0125267,0.0198857,0.0244204,0.0112135,0.0034457,0.00162297,0.00859638,0.00655748,0.00645543,0.0161286,0.00956067,0.00737256,0.00502071,0.0336241,0.0117582,0.00402923,0.000951885,0.00843317,0.00511008,0.0162748,0.00992529,0.0164262,0.0106854,0.0169592,0.0187947,0.0102613,0.0206159,0.0164553,0.0131374,0.012239,0.0139776,0.012651
107,0.00473877,0.0296694,0.0258629,0.00779933,0.0147172,0.0034995,0.00592113,0.00554866,0.00890885,0.0124222,0.0205119,0.0240291,0.00998296,0.00342438,0.00229664,0.00986981,0.00735068,0.00439087,0.0157184,0.0102156,0.00859255,0.0061223,0.0327719,0.0123893,0.00552561,0.00207938,0.00968171,0.0055895,0.0171242,0.0110771,0.0184455,0.0108232,0.0182685,0.0210243,0.010354,0.0210184,0.0174285,0.0113915,0.0137213,0.0157944,0.0142259
108,0.00501146,0.0288171,0.0254009,0.00681905,0.0136249,0.00334481,0.00635547,0.00587422,0.00892706,0.0123646,0.0216438,0.0231924,0.00928626,0.00406676,0.00277516,0.0108001,0.00776035,0.00391388,0.0149003,0.0107265,0.009532,0.00716993,0.0320538,0.012336,0.00729597,0.00317143,0.0109035,0.00627328,0.0178367,0.011962,0.019876,0.0111652,0.019396,0.0220768,0.0106304,0.019783,0.0191832,0.01084,0.0151767,0.0175653,0.0156909
109,0.00553608,0.0280869,0.0250755,0.00624093,0.0123433,0.00313482,0.00675742,0.0060102,0.00888547,0.0124289,0.022998,0.0220785,0.00901146,0.00461961,0.00302774,0.0101386,0.00818993,0.00338307,0.0139027,0.0110846,0.0101578,0.00809334,0.0315514,0.0117836,0.00804714,0.00398749,0.0119546,0.00700185,0.0183433,0.0125683,0.0201658,0.0116975,0.0200506,0.0216268,0.0107829,0.0168985,0.020998,0.0120363,0.016393,0.0190703,0.0169517
