Timestep,C7,CLAV,LACR,LAJC,LASH,LASI,LCAL,LEJC,LFAradius,LFAsuperior,LFAulna,LHJC,LKJC,LLEL,LLFC,LLMAL,LMEL,LMFC,LMMAL,LMT5,LPSH,LPSI,LSJC,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RAJC,RASH,RASI,RCAL,REJC,RFAradius,RFAsuperior,RFAulna,RHJC,RKJC,RLEL,RLFC,RLMAL,RMEL,RMFC,RMMAL,RMT5,RPSH,RPSI,RSJC,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0119328,0.00510949,0.00429915,0.00170396,0.00997785,0.0120058,0.00668365,0.00252396,0.00917421,0.00203329,0.00799631,0.00180206,0.00116462,0.00760559,0.00333889,0.00537807,0.00597708,0.00649507,0.00299058,0.00455905,0.00832166,0.00746701,0.000572485,0.00157546,0.00144412,0.00188013,0.00225358,0.0018296,0.00228697,0.00167014,0.000693434,0.00167497,0.00122969,0.00519055,0.00209445,0.00766286,0.0109068,0.0057353,0.00253062,0.00758201,0.0020361,0.00880309,0.00146496,0.00138744,0.00458077,0.0017001,0.00535703,0.00872285,0.00798068,0.00391151,0.00558234,0.0110214,0.00688956,0.00444893,0.00149878,0.00207609,0.00178352,0.00154776,0.00174765,0.00147923,0.00336814,0.00391726,0.00286862,0.00304962
10,0.0119484,0.00509277,0.0042563,0.00172032,0.00990636,0.0120665,0.00686253,0.00243401,0.00904602,0.00192124,0.00806532,0.00189543,0.00110591,0.00757272,0.00331099,0.00524729,0.00594773,0.00640161,0.00285938,0.00443321,0.00835414,0.00754573,0.00049962,0.00148434,0.00141962,0.00180752,0.00225446,0.0017273,0.00218863,0.00150849,0.000604307,0.00159074,0.00114449,0.00521363,0.00179306,0.00771188,0.010885,0.00608534,0.00257754,0.00749576,0.00208543,0.00888961,0.00125809,0.00137952,0.00457458,0.001761,0.00505987,0.00874286,0.00796044,0.00360542,0.00523494,0.0110235,0.00690171,0.00442841,0.00143104,0.00189651,0.00163037,0.00142467,0.00168404,0.00144141,0.00295882,0.00391387,0.00290425,0.00307971
11,0.0119745,0.00506899,0.00421227,0.0017617,0.00982994,0.0121218,0.00702072,0.00234563,0.00892629,0.00180229,0.00811944,0.00204131,0.00107791,0.0075503,0.00328725,0.00513848,0.0059076,0.00631542,0.00274763,0.00433717,0.0083923,0.00760889,0.00042783,0.00142551,0.0014267,0.00177174,0.00226207,0.00163205,0.00209352,0.00135342,0.000510672,0.00150809,0.00105934,0.00524221,0.00150589,0.00775491,0.0108667,0.00646619,0.00262492,0.00740808,0.00213513,0.00897628,0.00104667,0.00135314,0.00456225,0.00180442,0.00475232,0.00876781,0.00792672,0.00331278,0.00489106,0.0110312,0.0068934,0.00441363,0.00136127,0.00171777,0.00149665,0.00131319,0.00161325,0.00140428,0.00255566,0.00391445,0.00293881,0.00311126
12,0.0120076,0.0050419,0.00416627,0.00182133,0.00974847,0.0121767,0.0071604,0.0022617,0.00881481,0.00168145,0.00816033,0.00222588,0.00108023,0.00753521,0.00327334,0.00505247,0.00586271,0.00623483,0.0026512,0.00426853,0.00843522,0.00765258,0.000360665,0.00140127,0.00145794,0.00177117,0.00227772,0.00154757,0.00200565,0.00120474,0.000413733,0.00142948,0.000977257,0.00527531,0.00128121,0.00779712,0.010865,0.00681609,0.00266507,0.0073222,0.0021788,0.00905965,0.000888185,0.00130581,0.00454586,0.00181908,0.00447621,0.00879347,0.00787629,0.00309032,0.00458046,0.0110387,0.00686726,0.00439686,0.00130539,0.00156314,0.00140708,0.00123167,0.00154041,0.00136748,0.00219473,0.00391067,0.0029641,0.00313573
13,0.0120414,0.00501632,0.00411866,0.00189689,0.00966417,0.012232,0.00728952,0.00218516,0.00870997,0.00156527,0.00819218,0.00243455,0.00110485,0.00752451,0.00327461,0.0049889,0.00581855,0.00615797,0.00256212,0.00422191,0.00848045,0.00768294,0.000304913,0.00140838,0.0015053,0.00180119,0.00230331,0.00147827,0.0019281,0.00105993,0.000316409,0.00135793,0.000902067,0.00531026,0.00112602,0.00784298,0.0108838,0.00711124,0.00269504,0.00724157,0.00221439,0.00913694,0.0008363,0.00125531,0.00452764,0.00181922,0.00424306,0.00881717,0.00781235,0.00295205,0.00430478,0.0110415,0.00683413,0.00437283,0.00127679,0.00144225,0.00136186,0.00118315,0.00146919,0.00133155,0.00187708,0.00389771,0.00297728,0.00314905
14,0.0120693,0.00499671,0.00407036,0.00198667,0.00958107,0.0122834,0.00741823,0.00211839,0.00860995,0.00145994,0.00821962,0.00265536,0.00113796,0.00751673,0.003293,0.00494229,0.00577808,0.00608424,0.00247236,0.00418775,0.0085244,0.00771052,0.000269491,0.00143947,0.00156323,0.00185582,0.00233978,0.00142932,0.00186283,0.000916177,0.000223247,0.00129647,0.000837618,0.00534408,0.00102728,0.00789467,0.0109194,0.00735302,0.00271591,0.00716815,0.00224333,0.00920703,0.00090144,0.00122433,0.00450885,0.00182576,0.00404571,0.0088383,0.00774087,0.00288667,0.00405521,0.0110373,0.00680748,0.00433983,0.00127666,0.00135391,0.00134598,0.00116344,0.00140236,0.00129932,0.00159003,0.00387479,0.00297982,0.00315148
15,0.0120859,0.00498635,0.00402232,0.00208662,0.00950347,0.0123245,0.00755486,0.0020631,0.00851312,0.0013706,0.00824647,0.00287714,0.00116324,0.00751157,0.00332574,0.00490211,0.00574212,0.00601516,0.00237633,0.00415379,0.00856384,0.00774313,0.000260574,0.00148611,0.00162847,0.00192927,0.00238493,0.00140415,0.00181048,0.000773225,0.000141503,0.0012475,0.000786781,0.00537436,0.000972409,0.00795254,0.0109663,0.00755205,0.00272933,0.00710208,0.00226725,0.00927046,0.00104575,0.00122318,0.00449003,0.00184929,0.00387259,0.00885697,0.00766701,0.00287585,0.00382093,0.0110253,0.00679768,0.00429771,0.00129544,0.00129326,0.00134383,0.00116782,0.00134131,0.00127221,0.00131868,0.00384246,0.00297378,0.00314427
16,0.0120885,0.004987,0.00397541,0.00219086,0.00943467,0.0123505,0.00770415,0.00202065,0.00841872,0.00130123,0.00827496,0.0030869,0.00116556,0.00750978,0.00336827,0.00485677,0.00571,0.00595287,0.00227082,0.00410862,0.0085967,0.00778224,0.000275969,0.00153961,0.00169724,0.00201555,0.00243306,0.00140244,0.00176953,0.000637059,9.11851e-05,0.00121271,0.000751218,0.00539963,0.000955486,0.00801585,0.0110203,0.00772018,0.00273578,0.00704236,0.00228666,0.00932857,0.00122353,0.00124648,0.00447122,0.00188838,0.00371394,0.00887327,0.00759431,0.00290202,0.00359252,0.0110047,0.00680863,0.00424663,0.00132058,0.00125592,0.00134612,0.0011918,0.00128647,0.00124966,0.00105099,0.00380105,0.00295984,0.00312791
17,0.0120771,0.00499891,0.00393056,0.00229541,0.00937628,0.0123603,0.00786838,0.00199243,0.00832841,0.00125458,0.00830435,0.00327144,0.00113429,0.00751285,0.00341735,0.0047982,0.00568017,0.00589945,0.0021541,0.00404492,0.00862256,0.00782497,0.000307278,0.00159179,0.00176485,0.00210904,0.00247705,0.00142083,0.00173627,0.00052569,0.000106697,0.00119314,0.000731336,0.00541927,0.000973761,0.00808359,0.011078,0.00786761,0.0027349,0.00698848,0.00230141,0.0093821,0.00140464,0.0012784,0.00445223,0.00193609,0.00356167,0.00888714,0.0075243,0.00295194,0.00336637,0.0109755,0.00683825,0.00418687,0.00133975,0.0012368,0.00134755,0.00123071,0.00123788,0.00122979,0.000784374,0.00375066,0.00293784,0.00310225
18,0.0120534,0.00502081,0.00388889,0.00239973,0.00932839,0.0123548,0.00804504,0.00197933,0.00824586,0.00123052,0.00833151,0.00342153,0.00106995,0.00752311,0.00347011,0.00472626,0.00564992,0.00585797,0.00202937,0.00396414,0.00864224,0.0078662,0.000346237,0.0016378,0.00182854,0.00220616,0.00250933,0.00145198,0.00170492,0.000475966,0.00016038,0.00118917,0.000726285,0.00543336,0.00102475,0.00815426,0.0111359,0.00800292,0.00272645,0.00694089,0.00231076,0.00943058,0.00157524,0.00130242,0.00443313,0.00198554,0.0034094,0.00889845,0.00745702,0.00301828,0.00314694,0.0109379,0.00687938,0.00411932,0.00134477,0.00123124,0.00134687,0.00128015,0.00119632,0.00121058,0.000529927,0.00369192,0.00290776,0.00306752
19,0.0120205,0.00505084,0.00385202,0.00250329,0.009291,0.0123379,0.00821962,0.00198098,0.00817442,0.00122495,0.00835341,0.00353175,0.000988835,0.00754328,0.00352017,0.00465637,0.00561578,0.00583267,0.00191334,0.00388453,0.00865626,0.00789851,0.00038499,0.00167739,0.00188926,0.00230443,0.00251812,0.00147823,0.00166333,0.000510025,0.000216866,0.0012002,0.000734132,0.00544213,0.00110722,0.0082259,0.0111895,0.00813411,0.00271066,0.00689968,0.00231371,0.00947357,0.00173318,0.00131223,0.00441433,0.00203194,0.00325398,0.00890703,0.0073932,0.00309643,0.00293915,0.010893,0.00691869,0.00404509,0.00133734,0.00123972,0.00134984,0.00133725,0.00116451,0.00119279,0.000304818,0.00362576,0.00286987,0.00302447
20,0.011983,0.00508638,0.00382136,0.00259476,0.00926345,0.0123204,0.00835757,0.00199353,0.00811427,0.00122919,0.00837017,0.00359699,0.000912626,0.00757374,0.00355952,0.00462032,0.00557598,0.00582229,0.00184142,0.00384203,0.00866441,0.00790825,0.000414044,0.00170841,0.00194599,0.00239383,0.00248607,0.0014705,0.0015888,0.000574398,0.000262245,0.0012226,0.000750843,0.00544672,0.00121521,0.00829645,0.0112344,0.00826321,0.00268655,0.00686564,0.00230746,0.00950937,0.00188227,0.00131759,0.00439733,0.00207217,0.00310037,0.00891142,0.00733585,0.00318083,0.00274542,0.0108421,0.00693217,0.00396489,0.00132994,0.00126794,0.00136571,0.00140014,0.00114512,0.00118082,0.000166108,0.00355266,0.0028233,0.00297321
21,0.0119487,0.00512277,0.00379781,0.00265524,0.00924345,0.0123173,0.00841668,0.00201131,0.00806493,0.00123375,0.00838207,0.00361347,0.000851595,0.0076126,0.00358751,0.00464872,0.00553079,0.00581877,0.00185135,0.0038734,0.00866775,0.00787935,0.000425676,0.00172315,0.00199255,0.00245612,0.00240194,0.00140748,0.00146184,0.000587852,0.000289368,0.00125069,0.000770644,0.00544913,0.0013284,0.00836257,0.0112686,0.00837948,0.0026528,0.00684174,0.0022884,0.00953398,0.00202418,0.00133288,0.00438404,0.00210577,0.00296102,0.00890983,0.0072873,0.00326728,0.0025702,0.0107883,0.00689351,0.00388123,0.00133309,0.00131424,0.00139388,0.00146475,0.00113713,0.00117695,0.00024887,0.00347449,0.00276738,0.00291434
22,0.0119239,0.00515552,0.00378116,0.00267404,0.0092281,0.0123361,0.00837575,0.00202824,0.00802544,0.00123271,0.00838924,0.00358285,0.000813177,0.00765486,0.00361769,0.00474191,0.00548373,0.00581404,0.00195927,0.00398984,0.00866933,0.0078028,0.000420009,0.00171315,0.00201936,0.00247494,0.00227357,0.00129827,0.0012889,0.000534078,0.000299033,0.00127866,0.000788168,0.00545104,0.00142585,0.00842107,0.0112944,0.00847149,0.00260778,0.00683024,0.00225392,0.00954471,0.00215108,0.00136525,0.00437675,0.00213509,0.00284658,0.00890035,0.00724678,0.00335266,0.00241917,0.0107341,0.00679492,0.00379701,0.00135001,0.00136952,0.00142735,0.00152219,0.00113571,0.00117849,0.0004059,0.00339325,0.0027013,0.00284816
23,0.011907,0.00518522,0.00377092,0.00266355,0.00921729,0.0123717,0.00825468,0.00203938,0.00799409,0.00122337,0.00839183,0.00351245,0.000812112,0.00769482,0.00366228,0.0048713,0.00543935,0.00580791,0.00214291,0.00417183,0.0086706,0.0076803,0.00040042,0.00168264,0.00202592,0.00245405,0.00212083,0.00117177,0.00110032,0.000546404,0.000295788,0.00130246,0.000800933,0.00545215,0.00150781,0.00847226,0.0113182,0.00854571,0.00254974,0.006828,0.002204,0.00954518,0.00225183,0.00141691,0.00437753,0.00216265,0.00275432,0.00888163,0.00721178,0.00343329,0.00228939,0.0106778,0.0066508,0.00371098,0.00138466,0.00143186,0.00146845,0.00156366,0.00113662,0.00118336,0.000549037,0.00330735,0.00262261,0.0027728
24,0.0118944,0.00521369,0.00376412,0.00263919,0.0092083,0.0124143,0.00810449,0.00204125,0.00796622,0.00120948,0.0083937,0.00341868,0.000834194,0.00772515,0.0037256,0.00498848,0.00540456,0.00580526,0.00234587,0.00436387,0.00867457,0.00752934,0.000378363,0.00164112,0.00201683,0.00241039,0.00196729,0.00106366,0.000931104,0.000733874,0.000289968,0.00131917,0.000807795,0.00545294,0.00157707,0.00852037,0.0113471,0.00860706,0.00247999,0.00683331,0.00214203,0.00953853,0.00232225,0.00148202,0.00438865,0.00219107,0.00268119,0.0088534,0.00718032,0.00350538,0.00217498,0.0106178,0.00649098,0.0036225,0.00143172,0.00149709,0.00151368,0.00158735,0.00113708,0.00119051,0.000674944,0.00321663,0.00253264,0.00268899
25,0.0118837,0.00524082,0.00375788,0.00260101,0.00919726,0.0124557,0.00798828,0.00203248,0.00793964,0.00119686,0.00839679,0.00332133,0.000833621,0.00774045,0.00380196,0.00503923,0.00538486,0.00580947,0.00249498,0.00448869,0.00868493,0.00737243,0.000365325,0.00159771,0.0019966,0.00236233,0.00183448,0.000999119,0.000803068,0.000938786,0.000288362,0.00132677,0.000807461,0.00545386,0.00162932,0.00856827,0.0113844,0.00865048,0.00240173,0.00684667,0.00207255,0.00952538,0.00236582,0.00154889,0.00441087,0.00222189,0.00262648,0.00881668,0.00715014,0.00356729,0.00207272,0.010555,0.00634355,0.00353393,0.00147722,0.00155541,0.00155077,0.00159723,0.00113601,0.00119856,0.000791382,0.00312401,0.00243588,0.00260009
26,0.0118712,0.00526756,0.00375109,0.00253708,0.00918387,0.0124864,0.00796278,0.00201306,0.00791185,0.00118965,0.00840374,0.00322647,0.000768239,0.00773843,0.00388331,0.00497826,0.00538271,0.0058186,0.00253288,0.00448182,0.00870236,0.0072266,0.000366646,0.00155578,0.00196329,0.00232048,0.0017306,0.000977113,0.000711879,0.00103998,0.000292457,0.00132458,0.00079937,0.0054537,0.00166846,0.00861729,0.0114277,0.00867965,0.00231675,0.00686637,0.001999,0.00950774,0.002383,0.00160802,0.0044436,0.00225534,0.00258459,0.00877232,0.00711866,0.00361928,0.00197966,0.010489,0.00622807,0.00344636,0.00151395,0.00160393,0.00157708,0.00159517,0.00113386,0.00120591,0.000903344,0.00303117,0.00233535,0.0025081
27,0.011853,0.00529533,0.0037447,0.00244827,0.00917079,0.0124981,0.00805397,0.00198439,0.00788176,0.00118994,0.00841612,0.00312857,0.000620569,0.0077195,0.00397248,0.00478755,0.00539825,0.00582333,0.00245335,0.00432224,0.00872544,0.00710193,0.000382857,0.00150793,0.00190667,0.00228624,0.00165444,0.000984797,0.000642997,0.00102876,0.000302514,0.00131369,0.00078448,0.0054501,0.0017016,0.00866695,0.0114705,0.00870218,0.00222536,0.00689086,0.00192243,0.00948664,0.00237001,0.00165149,0.00448622,0.00229184,0.00254866,0.00872035,0.00708257,0.00366247,0.00189567,0.0104193,0.00615466,0.00336005,0.00153936,0.00164311,0.00159549,0.00157965,0.00113105,0.00120991,0.00100951,0.0029389,0.00223254,0.00241375
28,0.0118246,0.00532687,0.00374194,0.00237191,0.00916225,0.0124904,0.00824708,0.00194866,0.00785088,0.00119619,0.00843309,0.00302239,0.000414456,0.00768631,0.00408405,0.00449915,0.00542974,0.00581108,0.00232267,0.00404759,0.00875087,0.00700576,0.000408871,0.00144815,0.00182518,0.00226296,0.00160153,0.0010139,0.000599737,0.000978575,0.000317566,0.00129634,0.000765341,0.00543931,0.00173766,0.00871727,0.0115037,0.00872746,0.00212936,0.00691978,0.00184353,0.00946132,0.00232959,0.00167935,0.00453855,0.00233227,0.00251149,0.00866057,0.00703912,0.00369705,0.00182022,0.010344,0.00612169,0.00327347,0.00155724,0.00167885,0.0016128,0.00155154,0.00112761,0.00120977,0.00110831,0.00284706,0.00212984,0.00231827
29,0.0117832,0.00536456,0.00374779,0.0023484,0.00916289,0.0124705,0.00848078,0.00190772,0.00782469,0.00120271,0.00844948,0.00290129,0.00020348,0.00764316,0.00423285,0.00419177,0.00547341,0.00576733,0.00224064,0.00372804,0.00877476,0.00693767,0.000434631,0.00137324,0.00172894,0.00224655,0.00156771,0.00106161,0.000605958,0.000971384,0.000331856,0.00127418,0.000743577,0.00541744,0.00178071,0.00876751,0.0115191,0.00875898,0.00203079,0.00695419,0.0017629,0.0094298,0.00226816,0.00169607,0.0045999,0.00237781,0.0024681,0.00859318,0.00698674,0.00372476,0.00175209,0.0102613,0.00611495,0.00318496,0.00157267,0.00171576,0.00163387,0.0015137,0.00112585,0.0012071,0.00119849,0.00275532,0.00202935,0.00222269
30,0.0117294,0.00541073,0.00376472,0.0023494,0.00917726,0.0124462,0.00864664,0.00186236,0.00780874,0.0012019,0.00845919,0.00274196,0.000101898,0.00759522,0.00442225,0.00396131,0.0055237,0.00567713,0.00225341,0.00342414,0.00879205,0.00687517,0.000448172,0.00127129,0.00161997,0.00219893,0.00154126,0.00111749,0.000674285,0.00101586,0.000336567,0.00124801,0.000719141,0.00538495,0.00182908,0.00881725,0.0115162,0.00879531,0.0019255,0.0069952,0.00167641,0.00939143,0.00218632,0.00170482,0.00467033,0.00242437,0.00241845,0.00851769,0.00693031,0.00374412,0.00169343,0.0101696,0.00610828,0.0030916,0.00159026,0.00175236,0.00166138,0.0014704,0.00113625,0.00120885,0.00127208,0.00265985,0.00192509,0.00212235
31,0.0116671,0.00546606,0.00379053,0.00227745,0.00920601,0.0124227,0.00862825,0.00181284,0.00780445,0.00118831,0.00845951,0.00252751,0.000211501,0.007547,0.0046394,0.00386794,0.00557519,0.00553953,0.00232706,0.00320182,0.00879918,0.00678924,0.000443325,0.00111969,0.0014746,0.00205663,0.00150965,0.00117283,0.000790936,0.001084,0.000327886,0.00121895,0.000692584,0.00534753,0.00187591,0.00886759,0.0115033,0.00883078,0.0018068,0.00704444,0.00157785,0.00934612,0.00208938,0.0017067,0.00475061,0.00246307,0.00236793,0.0084341,0.00687974,0.00374973,0.00164993,0.0100694,0.00607707,0.00299146,0.00161104,0.00178226,0.00169327,0.00143149,0.00116916,0.00122306,0.00131942,0.00255629,0.00180733,0.00201076
32,0.0115999,0.00552824,0.00382365,0.00209077,0.00924737,0.0124092,0.0083959,0.00176219,0.0078101,0.00116119,0.00845054,0.00229711,0.000341916,0.00750482,0.0048418,0.00391324,0.00562122,0.00540264,0.00243664,0.00318648,0.00879521,0.00668273,0.000421306,0.000925485,0.00128723,0.00181505,0.00147369,0.00122422,0.000925606,0.00116071,0.000309199,0.00119083,0.000667021,0.00530848,0.00192602,0.00891708,0.0114874,0.00887092,0.00168556,0.00709403,0.00147728,0.00930243,0.00200733,0.00171947,0.00483415,0.0024903,0.00231509,0.00835051,0.00684259,0.00374567,0.00161274,0.00996627,0.00601674,0.00288975,0.00164554,0.00181547,0.00173582,0.00141437,0.00122433,0.00125739,0.00135284,0.00245088,0.00168446,0.00189631
