Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0207822,0.0170557,0.00831326,0.0112528,0.00730212,0.00650527,0.00519208,0.00521975,0.013818,0.012156,0.0136592,0.00966468,0.00908108,0.00930958,0.00632383,0.017832,0.0157444,0.0130617,0.0105899,0.0115405,0.00952244,0.00743288,0.0119076,0.0121558,0.00667323,0.00368421,0.00455967,0.00662592,0.0109491,0.00990462,0.0136198,0.0115698,0.0120003,0.00927085,0.010559,0.014082,0.0168376,0.0144271,0.0148164,0.0076097,0.00796867,0.00611918
0,0.0203327,0.0124995,0.00856439,0.0113347,0.0157391,0.00405177,0.00940106,0.0102447,0.00800643,0.0185703,0.0161806,0.0165568,0.00591655,0.00539061,0.00952511,0.00739447,0.0112119,0.00401551,0.0177463,0.0146617,0.0163797,0.0146205,0.0158939,0.020096,0.0121745,0.00123926,0.00499994,0.00771541,0.0125584,0.011157,0.0230213,0.0153325,0.0102107,0.0117058,0.0162836,0.0124158,0.00968509,0.00755081,0.0254468,0.0120746,0.00888757,0.00810153
1,0.0194634,0.0132495,0.00752268,0.011309,0.0111642,0.00241973,0.00795569,0.00919344,0.00706039,0.017239,0.0134893,0.0151161,0.00453312,0.00245316,0.00740254,0.00386493,0.010675,0.0042557,0.0128426,0.014294,0.0156288,0.0138194,0.0154793,0.0180758,0.0116769,0.00239545,0.00320944,0.00674722,0.0116296,0.00945548,0.0208258,0.0147465,0.0115654,0.00760452,0.0137046,0.00889831,0.00804762,0.0060647,0.0202651,0.0108496,0.00753744,0.00632851
2,0.0192424,0.0137107,0.00615661,0.0110925,0.00823953,0.00227738,0.00686012,0.00876347,0.00576196,0.0161193,0.0121632,0.0126754,0.00403934,0.00343486,0.00594513,0.00213539,0.00928013,0.0038064,0.0100576,0.0132541,0.01447,0.0126419,0.0147859,0.0165175,0.0120956,0.0031605,0.00208493,0.00654329,0.0109367,0.00865129,0.0177412,0.0140666,0.0127339,0.00422805,0.0103593,0.00764413,0.00532569,0.00633441,0.014919,0.00953424,0.00655347,0.0047847
3,0.0198015,0.0140484,0.0046589,0.0106811,0.00596461,0.0026172,0.00591918,0.00858228,0.00425002,0.0149328,0.0111396,0.00958516,0.00357829,0.00484229,0.0047361,0.00348669,0.00725522,0.00276884,0.00832054,0.0113627,0.0125844,0.0108621,0.0138015,0.0158223,0.0120279,0.00341592,0.00149465,0.00659183,0.01058,0.00837747,0.0153324,0.013667,0.0123968,0.00538881,0.00899541,0.00864202,0.00282084,0.00828501,0.0110624,0.00783506,0.00597826,0.00354786
4,0.020854,0.014645,0.00371497,0.0100046,0.00419984,0.00277651,0.00489943,0.00836709,0.00383063,0.0136601,0.0103412,0.00679735,0.0039478,0.00565947,0.00403002,0.00670247,0.00590851,0.00302676,0.00696094,0.00863473,0.00982151,0.00859372,0.0127996,0.0162023,0.011027,0.00343494,0.00120906,0.00646985,0.0107001,0.00813076,0.0148121,0.0144387,0.0111869,0.00709883,0.0102124,0.0102006,0.00181629,0.0096347,0.00847458,0.00548229,0.00573692,0.00299075
5,0.0217256,0.0156816,0.00411874,0.00928785,0.0039754,0.00270175,0.00354797,0.00791597,0.00559847,0.0126545,0.00974749,0.00609759,0.00578251,0.00611538,0.00400926,0.0103713,0.00671854,0.00581982,0.00654652,0.00546173,0.00650649,0.00651238,0.0122726,0.016936,0.00926107,0.00347227,0.00143622,0.00601654,0.0113455,0.00748992,0.0155819,0.0163164,0.0106132,0.00731304,0.0104341,0.0123245,0.00298298,0.00925505,0.00646904,0.00304984,0.00609171,0.00386445
6,0.0218654,0.016906,0.00547468,0.00944987,0.00518796,0.00241748,0.00189585,0.00709758,0.00821072,0.0124124,0.00923774,0.00737699,0.00796012,0.00634048,0.00449669,0.0136521,0.00865641,0.00889781,0.00819674,0.00273904,0.00380676,0.00548854,0.0124846,0.0169668,0.00722445,0.00374666,0.00227244,0.00529344,0.0123931,0.00627974,0.0161316,0.0178435,0.0112363,0.00708526,0.00851044,0.0154576,0.00418637,0.0085253,0.00516518,0.00329406,0.00740575,0.00570536
7,0.0213351,0.017946,0.00691096,0.0110099,0.00658544,0.00216942,0.00137011,0.0058989,0.0106235,0.0129476,0.00884917,0.00839799,0.00965224,0.00618984,0.00512204,0.0156964,0.0105009,0.0111497,0.0115995,0.00221947,0.00359654,0.00533469,0.0131049,0.0161268,0.00542064,0.00436269,0.00315764,0.00445183,0.0135901,0.00469794,0.0156925,0.0181353,0.0120588,0.00663316,0.00621651,0.0187803,0.00510482,0.00909375,0.00416857,0.00526121,0.00920204,0.00753418
8,0.0206485,0.0186219,0.00796539,0.0130067,0.0075563,0.00296698,0.00244713,0.00467373,0.0124694,0.0136997,0.0097802,0.0086249,0.0106059,0.00574445,0.00564092,0.0158473,0.0122529,0.0126396,0.0154535,0.00349007,0.00492837,0.0051593,0.0135581,0.0151998,0.00415464,0.00523532,0.00381284,0.00361615,0.0146585,0.00328256,0.014626,0.0176052,0.0121734,0.0057357,0.0053209,0.020923,0.00617244,0.0107665,0.00392744,0.00633112,0.0104574,0.00878058
9,0.0201938,0.0189567,0.00854053,0.0141879,0.00777247,0.00503053,0.00327781,0.00424277,0.0137476,0.0141831,0.012526,0.00863845,0.0108968,0.00556893,0.00603304,0.0141913,0.0142211,0.0139198,0.0186153,0.00480338,0.00637287,0.00476092,0.0135702,0.0149966,0.00354462,0.00619443,0.00436971,0.00286124,0.0153632,0.00266642,0.0135467,0.0169783,0.0115265,0.00543545,0.00521949,0.0212053,0.00741856,0.0131855,0.00460167,0.00620238,0.0103579,0.00916354
