Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0183,0.0179348,0.00885381,0.0121793,0.0107863,0.00828303,0.00567889,0.00517865,0.0126614,0.014046,0.018619,0.0102547,0.0110725,0.0166085,0.0138042,0.0146714,0.0170671,0.0144867,0.0161036,0.0116686,0.00896341,0.0076834,0.0137592,0.0122549,0.0100866,0.00483943,0.00650641,0.00676978,0.0120017,0.0112877,0.0183804,0.0136892,0.0147757,0.0126182,0.00988266,0.0158582,0.017353,0.0164647,0.0217453,0.0108168,0.0100217,0.00790052
0,0.0181816,0.0135086,0.00635998,0.00765656,0.0178276,0.00548904,0.00231535,0.00418481,0.0068019,0.0156536,0.0191975,0.0143291,0.0136559,0.00748498,0.0156079,0.00355741,0.0121167,0.00832364,0.0164365,0.00682265,0.0111357,0.00967372,0.0124203,0.0214263,0.0186555,0.00521427,0.00732099,0.00438023,0.0164042,0.00515193,0.0394041,0.00969948,0.0165171,0.0172756,0.0244435,0.0133762,0.00923352,0.0146486,0.0408084,0.0113101,0.00878321,0.0103237
1,0.0178616,0.0134123,0.00613582,0.00728677,0.00651695,0.00405689,0.00344187,0.00608081,0.00687348,0.0163121,0.0173158,0.0128505,0.0190355,0.0100738,0.019507,0.00395681,0.0184631,0.0173184,0.0140707,0.00594712,0.0102992,0.00952487,0.0123061,0.0206331,0.0134281,0.00632787,0.00844039,0.00584553,0.0166237,0.00704724,0.03129,0.00824741,0.0135028,0.0103679,0.0193698,0.0129945,0.00677648,0.00884676,0.0324788,0.0102196,0.00856023,0.0102287
2,0.0175879,0.0134391,0.00653194,0.00766701,0.00662817,0.00424604,0.0046606,0.00788735,0.00747367,0.0173779,0.018253,0.010964,0.0249297,0.0179346,0.0261262,0.0054511,0.0227177,0.0234813,0.0184804,0.0045921,0.00905622,0.00879359,0.0119954,0.0191487,0.0110975,0.0065752,0.00912432,0.00680503,0.0166476,0.00842375,0.0234792,0.00732897,0.0131304,0.0076395,0.0139297,0.0119266,0.00658353,0.00399687,0.0251949,0.00872976,0.00788317,0.00957911
3,0.0175936,0.0135601,0.00732114,0.00795582,0.0120196,0.0047193,0.00515312,0.00857387,0.00892242,0.0184787,0.0201549,0.00883763,0.0279993,0.0234128,0.0321926,0.00870531,0.0252263,0.0273921,0.0247359,0.00349634,0.00774658,0.00761914,0.0115659,0.0173741,0.0102614,0.00648356,0.00954868,0.00727552,0.0166881,0.00914005,0.017545,0.00655284,0.0135161,0.00893865,0.0104362,0.0107052,0.00663624,0.00758094,0.0225691,0.00685144,0.00687582,0.0084946
4,0.0179631,0.0139159,0.00838012,0.00747052,0.0161396,0.00466869,0.0048182,0.00786661,0.011148,0.0193849,0.0221915,0.00734985,0.028676,0.0264872,0.0373271,0.0125187,0.0269624,0.02979,0.0302463,0.00419029,0.00715703,0.00637192,0.0112644,0.0160537,0.00956774,0.006668,0.00970745,0.00752937,0.0168334,0.00906378,0.0142375,0.00597653,0.0130696,0.00943719,0.00963796,0.0105951,0.00489476,0.0108992,0.020937,0.00487117,0.0057862,0.00725557
5,0.0185183,0.0146935,0.00949693,0.00640306,0.0176518,0.00462275,0.0041501,0.0057861,0.0134834,0.0199946,0.023696,0.00728138,0.0278775,0.0274816,0.0413686,0.0150777,0.0283258,0.030631,0.0336215,0.00602978,0.00767722,0.00537586,0.0113907,0.0156891,0.00865998,0.00726523,0.00934175,0.00771697,0.0169575,0.00806292,0.0135364,0.00561214,0.0113029,0.0091009,0.008368,0.0126867,0.00405294,0.0103539,0.016898,0.0045581,0.00560858,0.00656842
6,0.0189737,0.0158834,0.0104185,0.00678273,0.0166064,0.00591783,0.00373257,0.00295473,0.0152441,0.0201646,0.0245145,0.00769071,0.0261414,0.0273781,0.0440864,0.0155746,0.0286266,0.0290381,0.0343548,0.00764766,0.0085617,0.0049107,0.0120041,0.0156816,0.00797808,0.00791868,0.00825779,0.00768443,0.01683,0.00625869,0.0140938,0.0056031,0.009953,0.00949532,0.00563352,0.0164931,0.00422067,0.00857587,0.0125402,0.00686776,0.00712039,0.00715882
7,0.0192306,0.017267,0.0110758,0.00940458,0.0140005,0.00829835,0.00347745,0.00213917,0.0162274,0.0196677,0.0246319,0.00798165,0.0235977,0.0272376,0.0452574,0.0144988,0.0273609,0.0245989,0.032768,0.00876132,0.00916595,0.0053369,0.0128315,0.014843,0.00776869,0.00838002,0.00679147,0.00709288,0.0164054,0.00416146,0.0138546,0.00560633,0.0114769,0.00945752,0.00406345,0.0201193,0.00481953,0.0093113,0.0102216,0.00935766,0.00907881,0.00863
8,0.0193663,0.0185965,0.0116142,0.011868,0.01113,0.0105812,0.0040043,0.00426597,0.0166799,0.0185162,0.0240439,0.00831913,0.0203282,0.027267,0.0448308,0.0129395,0.0254608,0.0187688,0.0297777,0.00968992,0.00978456,0.00662995,0.0135616,0.0128172,0.00787176,0.00872814,0.00582161,0.00589521,0.0158773,0.00331325,0.0126653,0.00564467,0.0142444,0.00824794,0.00481843,0.0219799,0.00795339,0.0117321,0.0101257,0.0105236,0.00999458,0.00972047
9,0.0194413,0.0196664,0.0122099,0.0127038,0.00928552,0.0120616,0.00552332,0.00572589,0.0168486,0.0171632,0.0233143,0.00813321,0.0164809,0.0273988,0.0429517,0.0121277,0.0243394,0.0150962,0.0263624,0.0106624,0.0110367,0.00803461,0.014148,0.0104723,0.00822007,0.00894768,0.00568031,0.00449031,0.015363,0.00472035,0.0118711,0.00648238,0.015844,0.0069567,0.00539475,0.0215449,0.0109847,0.0139602,0.0108411,0.0101791,0.00939775,0.00943584
10,0.0194604,0.0203744,0.012876,0.0122868,0.00941584,0.0124786,0.00648797,0.00601726,0.0166803,0.0162304,0.0238122,0.00709129,0.0123179,0.0281522,0.0398539,0.0131054,0.0239787,0.0159106,0.0231051,0.0114543,0.0127648,0.00865717,0.0147754,0.00914636,0.00901765,0.00872214,0.00553087,0.00340947,0.0147361,0.00623503,0.0119805,0.00833792,0.0156224,0.00669284,0.00522583,0.0194883,0.0125784,0.0143879,0.01036,0.00903629,0.00785876,0.00763476
11,0.0194522,0.0207174,0.0134293,0.0119591,0.0110168,0.0118024,0.00604539,0.00544307,0.0160215,0.0161227,0.0258711,0.00596164,0.00838696,0.029979,0.0357171,0.0151907,0.023359,0.0182248,0.020304,0.0115979,0.0139969,0.00799984,0.0155779,0.00924889,0.0105173,0.00786196,0.00475536,0.00327052,0.0139159,0.0068432,0.0123991,0.0105107,0.0138818,0.00730991,0.00494297,0.0172633,0.0133446,0.0124112,0.00802576,0.00806139,0.00606078,0.00500929
