Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0220154,0.016941,0.00738096,0.0120536,0.00948489,0.00726366,0.00631205,0.00487014,0.0125445,0.013602,0.0136536,0.0103823,0.011511,0.0114709,0.00881987,0.0136418,0.0168178,0.0135365,0.0101403,0.010831,0.00932987,0.00780606,0.0140034,0.0133289,0.00695055,0.00650129,0.0055194,0.00561004,0.0106225,0.0108225,0.0146218,0.0146021,0.0129415,0.0101516,0.00767797,0.01463,0.0169253,0.0152177,0.0163574,0.0103396,0.0097056,0.00744483
0,0.01909,0.0110451,0.00622282,0.010735,0.0198382,0.00331825,0.00541933,0.00878173,0.00598283,0.0160076,0.0157719,0.0112157,0.00985616,0.0120142,0.0118806,0.00610576,0.010761,0.00463012,0.0173064,0.012144,0.0127698,0.012494,0.0131651,0.0274776,0.0120044,0.0033102,0.00917297,0.0101314,0.012318,0.0146599,0.0211898,0.0134621,0.0120346,0.0110168,0.0160087,0.0139116,0.0105422,0.0116329,0.0212193,0.0190142,0.0127443,0.0114615
1,0.0189749,0.0113452,0.00526495,0.0108289,0.0117848,0.00221786,0.00435305,0.0075892,0.00343293,0.0143408,0.011888,0.00948324,0.00859612,0.00420826,0.00488401,0.00502018,0.012515,0.00545879,0.0112865,0.0116466,0.0117276,0.0114019,0.0134965,0.0249833,0.0120079,0.00305492,0.00728005,0.00880738,0.0114451,0.0116922,0.020026,0.0133925,0.0115426,0.00704938,0.0131652,0.0123174,0.00956968,0.00884096,0.0168242,0.018485,0.0126776,0.0106035
2,0.0192448,0.0116569,0.00418718,0.0110223,0.00659094,0.00255986,0.00450402,0.00743868,0.00216039,0.0137031,0.0110029,0.00787982,0.0141666,0.00381851,0.00530297,0.00521515,0.0139822,0.00929735,0.00789076,0.0107915,0.0106899,0.0105664,0.0133003,0.0223043,0.0125616,0.00359326,0.00619533,0.00825312,0.0109081,0.00994266,0.016997,0.0143308,0.0117747,0.00539187,0.00980944,0.0102966,0.00861824,0.00624821,0.011514,0.0173972,0.0120917,0.00965102
3,0.0198787,0.0120343,0.00342437,0.0111241,0.00359824,0.00274011,0.00464545,0.00771798,0.00232758,0.013318,0.0105481,0.00741326,0.0193175,0.00675897,0.00767522,0.00640288,0.0148654,0.0127924,0.00719609,0.00928544,0.00914022,0.00947127,0.0126463,0.019567,0.0123718,0.00403332,0.0057427,0.00797285,0.0108065,0.00897539,0.0142989,0.0163037,0.0114587,0.00721175,0.00785986,0.00923744,0.00722122,0.00617858,0.00861348,0.0156559,0.0111363,0.00850332
4,0.0206024,0.012695,0.00386105,0.0108581,0.00333369,0.00241621,0.00436773,0.00802932,0.00385379,0.0130655,0.0111617,0.00910488,0.0229852,0.00866663,0.00914206,0.00879402,0.0159386,0.0160726,0.0104986,0.00704741,0.00670463,0.00793764,0.0118699,0.0170553,0.0113594,0.00452465,0.00577201,0.00767981,0.0112491,0.00813129,0.0139758,0.0194421,0.0101068,0.00833072,0.00701241,0.00962013,0.00404336,0.00848882,0.00830021,0.0131632,0.00983212,0.00709828
5,0.0210885,0.0137743,0.00527749,0.010268,0.00567411,0.0018827,0.00370151,0.0080135,0.00624579,0.013367,0.0129892,0.0118107,0.0250605,0.00971938,0.0097894,0.011757,0.0174453,0.0191327,0.0154636,0.00455423,0.00362783,0.0064693,0.0114846,0.0149621,0.00981432,0.00534296,0.00612992,0.00723993,0.0121727,0.00750093,0.0156355,0.0230285,0.00809891,0.00742137,0.0053591,0.010948,0.00100137,0.0102642,0.00735936,0.0101515,0.00824623,0.00566811
6,0.0212095,0.0150791,0.00672546,0.0102593,0.0077787,0.00177038,0.0030698,0.00728979,0.00883906,0.0144218,0.0150803,0.0136838,0.0256261,0.0102264,0.00989664,0.0141463,0.0189463,0.0213109,0.0198653,0.00324471,0.00224923,0.00580611,0.0117907,0.013237,0.00811082,0.00646624,0.00653897,0.00668642,0.0132758,0.00744319,0.0172784,0.0255834,0.0069333,0.00612019,0.00368473,0.012908,0.00375023,0.0110549,0.0054362,0.00746298,0.00699033,0.00485122
7,0.0210965,0.0162178,0.00771562,0.0117095,0.00857767,0.00275822,0.00308929,0.00563838,0.0109748,0.0156715,0.016618,0.0140246,0.0249098,0.0102255,0.00970675,0.0152109,0.0201229,0.0219026,0.0225978,0.00409031,0.00445782,0.00577444,0.0124436,0.0117777,0.00654265,0.00765085,0.00663098,0.00621609,0.0141648,0.00780741,0.0171532,0.0261633,0.00763255,0.00577725,0.00356191,0.0148344,0.00502151,0.0116584,0.00379035,0.0060982,0.0069123,0.00494092
8,0.020949,0.0169134,0.00820343,0.013789,0.00827755,0.0049458,0.00359814,0.00357525,0.0124443,0.0163325,0.0173167,0.0134138,0.0232128,0.00974499,0.00944357,0.0148209,0.0210896,0.0209112,0.0234278,0.00545923,0.00661691,0.00574576,0.0128002,0.0106315,0.00529111,0.00869447,0.00629707,0.00600995,0.0145897,0.00832888,0.0151292,0.0251635,0.00912029,0.00569832,0.0040313,0.0162235,0.00609839,0.0125562,0.00342484,0.00589243,0.0076251,0.00528023
